Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1991,12.41,22.71,18.26,30.81,56.98,35.01,39.53,6.95,63.24
1992,2.51,8.05,22.55,6.07,36.9,19.44,40.61,0.83,64.69
1993,10.33,4.99,7.35,20.21,69.48,47.34,41.28,1.33,51.59
1994,6.85,17.84,24.69,16.34,39.17,20.92,58.15,2.6,66.42
1995,11.78,19.75,13.2,26.46,64.57,31.89,48.62,9.11,55.04
1996,2.07,15.4,22.03,12.54,48.21,21.11,54.9,2.69,71.59
1997,6.1,14.38,11.89,15.09,53.04,28.14,46.65,2.3,61.36
1998,4.53,22.11,26.79,20.24,84.61,43.11,48.95,3.85,52.99
1999,13.03,16.75,16.02,29.16,61.47,36.42,40.91,6.87,55.95
2000,2.39,27.69,18.1,14.8,69.72,25.39,64.05,1.77,62.71
2001,7.64,26.82,20.82,18.74,45.43,18.74,57.11,9.48,73.38
2002,15.95,28.81,19.42,32.27,58.62,46.51,61.08,8.22,67.94
2003,3.47,29.69,31.45,15.01,39.15,16.41,60.5,4.63,70.92
2004,1.31,12.59,20.82,5.33,39.81,19.67,44.96,0.88,64.93
2005,9.66,24.44,19.95,29.81,64.91,31.5,51.25,8.9,59.48
2006,7.08,29.27,27.57,22.52,73.88,31.49,48.97,8.42,69.04
2007,8.71,28.84,23.93,28.9,63.67,44.54,56.21,6.78,69.64
2008,5.61,14.73,20.53,11.41,52.67,32.52,46.31,1.03,72.67
2009,2.69,11.14,23.36,8.35,48.56,21.68,46.34,1.82,68.45
2010,13.33,16.68,14.97,29.39,84.91,54.98,50.9,3.43,61.06
2011,9.18,19.51,15.43,32.29,85.58,47.35,55.43,7.28,62.27
2012,10.38,35.55,20.86,42.26,63.46,30.8,61.52,13.26,76.03
2013,6.94,19.82,24.67,15.49,47.81,13.41,51.44,5.83,69.19
2014,2.83,11.66,20.92,10.85,50.33,24.21,43.87,0.41,70.7
2015,4.98,19.85,26.14,13.65,64.88,33.36,49.32,1.68,69.22
2016,10.48,20.61,19.98,23.22,76.68,43.69,52.18,3.77,65.99
2017,4.79,25.01,30.46,15.47,47.42,25.96,54.27,2.76,72.76
2018,10.07,18.78,22.79,28.76,70.82,35.23,60.57,6.5,69.7
2019,7.01,11.23,13.8,20.94,75.97,49.17,50.83,1.73,63.27
2020,10.31,25.33,20.82,17.96,55.0,28.78,68.16,5.65,85.02
2021,8.18,34.35,33.31,16.5,47.9,26.31,54.66,7.84,79.54
2022,9.16,32.26,31.71,22.97,69.58,33.05,57.48,5.42,78.89
2023,4.8,18.99,21.87,16.75,69.8,28.02,54.79,6.3,63.61
2024,9.34,24.18,27.52,22.98,71.0,32.33,63.63,1.99,81.55
