Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1950,2.74,10.75,17.15,5.26,42.82,25.31,41.45,1.93,65.76
1951,3.63,11.98,17.84,16.26,78.6,43.39,49.94,1.0,62.05
1952,13.51,25.11,17.94,43.29,84.12,47.79,53.13,6.73,61.92
1953,15.01,22.02,15.63,51.05,80.84,48.97,52.62,9.59,57.61
1954,6.61,24.2,10.89,48.52,98.43,57.94,52.72,4.41,60.39
1955,16.1,30.16,19.33,39.42,65.38,33.9,44.25,17.49,61.42
1956,4.61,21.42,16.66,25.96,74.46,43.45,55.2,5.06,57.55
1957,8.25,18.7,10.41,23.38,56.06,40.47,40.34,4.55,57.33
1958,2.02,19.1,28.73,11.49,59.86,31.31,52.43,3.8,65.99
1959,9.96,28.99,18.55,27.47,55.51,31.81,49.7,8.83,67.99
1960,2.24,26.73,22.15,19.5,62.67,31.16,54.94,4.97,71.15
1961,4.23,29.76,29.22,12.91,43.55,26.35,47.46,5.88,66.01
1962,3.87,10.61,13.78,19.5,75.21,28.79,48.65,1.9,60.61
1963,8.44,23.49,14.82,21.59,68.15,28.9,48.48,5.52,53.28
1964,8.34,23.72,11.05,31.18,58.16,23.08,48.44,13.45,59.01
1965,5.74,10.64,13.74,14.12,51.19,21.3,36.2,4.2,48.45
1966,10.33,24.19,16.47,23.34,46.5,28.67,45.42,9.52,64.39
1967,2.25,18.41,30.0,8.23,35.0,12.47,37.02,1.71,66.43
1968,7.22,16.04,16.92,20.57,52.72,33.48,38.08,6.06,56.62
1969,4.44,22.19,16.92,18.29,58.7,24.94,47.39,4.52,63.43
1970,5.19,30.77,25.06,19.49,62.87,34.9,45.84,8.05,65.97
1971,3.07,23.59,23.08,18.99,48.06,15.85,44.68,5.05,61.05
1972,3.11,15.35,19.08,19.37,60.06,18.14,39.86,3.93,60.64
1973,7.58,22.7,21.98,18.01,48.28,23.62,44.45,6.72,64.33
1974,3.48,24.4,21.73,14.44,40.98,16.34,50.85,7.07,67.33
1975,6.15,18.84,13.69,20.86,45.15,27.53,40.33,7.58,56.4
1976,3.32,25.46,10.26,14.91,39.64,22.44,41.29,11.41,51.38
1977,7.35,16.66,22.53,22.91,70.75,44.36,49.23,7.12,60.81
1978,4.52,22.22,16.28,23.65,68.26,29.23,52.35,5.52,59.45
1979,3.38,17.05,18.39,10.56,43.23,18.53,47.54,1.04,61.44
1980,8.11,26.65,9.71,38.94,86.61,51.39,53.79,6.14,55.45
1981,4.07,18.98,21.73,11.59,62.25,32.73,47.09,2.06,68.98
1982,3.11,16.59,14.43,10.04,52.14,16.31,41.7,2.6,49.05
1983,12.67,32.23,11.74,43.31,59.21,46.94,45.9,12.34,50.14
1984,4.4,23.26,14.89,20.48,49.34,23.37,42.23,4.35,64.07
1985,3.18,20.59,20.93,13.6,55.72,29.06,48.72,2.68,59.8
1986,4.17,15.51,21.56,19.47,71.16,46.9,42.4,4.07,58.63
1987,9.54,20.64,19.45,28.84,63.26,41.5,41.78,11.46,63.47
1988,19.6,38.86,24.47,44.67,62.88,42.08,47.76,25.56,71.69
1989,4.53,23.57,11.81,14.82,46.91,24.08,52.28,6.14,62.02
1990,4.27,24.04,24.38,19.42,76.77,36.32,47.46,2.93,61.34
