Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1930,0.0,-999,-999,38.26,42.32,19.22,7.34,0.57,1.91,12.69,92.74,41.37,13.34,0.87,15.62,12.83,17.96,18.19,68.48,2.02,5.13,0.0,2.94,3.01,21.68,50.33,0.88,16.58,0.68,7.79,0.18,10.28,3.31,0.7,1.82,6.13,42.84,0.15,3.54,0.0,37.31,4.36,18.66,63.18,2.1,11.41,0.26,0.49,2.62,4.33,0.47
1931,0.0,-999,-999,44.2,49.68,22.84,11.16,0.82,3.26,18.32,98.5,53.64,18.39,1.48,24.86,22.28,26.52,25.02,70.02,4.44,4.4,0.28,6.37,9.94,28.41,54.23,1.28,20.01,2.11,13.96,0.41,11.59,0.6,2.45,3.51,12.15,49.59,0.15,5.35,4.0,44.19,11.36,25.09,58.45,7.52,11.62,0.85,0.05,10.55,5.97,0.78
1932,0.0,-999,-999,54.39,52.55,28.69,7.97,0.47,1.91,11.48,101.78,53.19,7.61,0.43,10.65,8.92,19.94,19.29,78.94,0.55,6.95,0.0,1.9,3.03,18.39,66.17,0.06,18.4,0.43,6.64,0.1,7.48,0.64,1.26,1.39,4.15,45.25,0.06,4.0,1.0,43.18,3.54,20.66,58.54,2.97,9.6,0.01,0.05,3.16,2.99,0.01
1933,0.0,-999,-999,51.92,47.13,35.76,10.34,0.63,4.61,13.16,99.61,55.15,7.6,0.14,16.31,13.3,24.05,15.91,91.46,2.81,5.21,0.0,3.43,3.55,24.26,66.53,0.95,17.88,0.66,6.62,0.64,9.33,0.91,1.47,2.91,8.29,46.55,0.15,4.31,1.0,38.53,4.94,15.64,68.37,3.64,10.3,0.55,0.12,3.9,2.22,0.01
1934,0.0,-999,-999,54.48,55.38,33.04,13.32,2.28,6.51,15.97,105.57,50.42,18.05,0.36,26.07,20.97,41.88,23.35,80.22,3.98,8.22,0.0,2.27,3.82,43.07,63.71,1.0,25.74,1.28,19.18,0.15,10.2,3.21,1.24,2.03,9.34,57.76,0.17,3.41,2.0,47.6,7.35,30.72,71.0,3.07,14.78,0.17,0.26,4.54,3.41,0.87
1935,0.0,-999,-999,47.36,39.94,26.05,15.41,0.91,3.44,17.51,102.04,47.49,14.12,0.54,17.11,13.47,26.64,16.39,72.66,3.46,9.87,0.42,3.33,3.92,24.81,52.65,0.49,18.83,1.42,13.09,0.0,9.22,2.72,0.54,3.24,5.88,40.4,0.68,4.75,0.0,35.45,7.96,18.9,55.41,2.82,10.27,0.99,0.32,3.14,2.76,0.39
1936,0.0,-999,-999,47.96,55.5,33.78,20.4,2.44,2.63,14.63,116.86,47.79,20.19,0.51,30.27,24.12,38.69,30.81,84.54,1.81,9.04,0.0,4.31,6.67,46.68,68.6,3.53,19.41,6.89,19.47,0.23,9.6,1.89,2.08,3.55,11.4,61.6,0.15,4.33,1.0,42.28,15.38,35.11,63.91,3.91,11.43,0.33,0.05,5.86,3.76,0.81
1937,0.0,-999,-999,40.5,44.84,33.49,18.29,1.08,3.98,15.23,99.01,41.39,9.8,0.42,11.49,10.06,29.08,13.65,79.83,6.46,7.33,0.99,2.79,4.39,20.1,49.22,0.6,13.92,1.86,13.58,0.22,12.54,1.06,1.47,3.1,3.41,58.3,0.37,3.56,4.0,31.26,7.34,18.05,64.84,3.43,6.76,1.17,0.33,5.44,1.16,0.13
1938,0.0,-999,-999,35.83,41.55,31.16,16.65,0.35,4.97,16.97,80.61,30.61,9.61,0.14,11.64,10.06,23.28,16.99,79.5,6.21,7.78,0.72,1.91,2.57,24.85,53.97,0.05,17.1,0.6,9.9,0.81,10.9,0.85,0.01,3.5,4.29,42.59,0.66,3.56,4.0,30.03,4.52,16.18,58.91,2.74,8.31,1.68,0.29,2.44,1.76,0.04
1939,0.0,-999,-999,31.93,37.73,31.31,15.78,0.36,3.44,13.36,107.19,37.93,7.83,0.41,10.64,8.36,23.29,13.55,87.52,3.06,7.76,0.0,2.26,1.61,20.17,52.1,0.72,17.25,0.51,8.47,0.36,12.42,1.29,1.53,2.72,3.65,46.75,0.71,2.84,3.0,38.45,3.55,15.2,63.37,2.86,7.38,0.33,0.51,2.16,1.84,0.55
