Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1930,-999,-999,-999,12.6,15.19,2.48,3.82,2.77,7.11,6.66,18.88,15.86,5.46,0.9,6.25,6.38,7.47,4.23,17.4,5.34,4.73,6.73,2.44,4.68,7.66,14.08,1.05,8.32,1.97,6.59,5.77,7.71,1.81,0.86,4.41,4.22,8.87,2.45,4.33,-999.0,9.75,3.76,10.71,8.01,0.64,4.44,5.15,4.51,4.8,2.05,1.57
1931,-999,-999,-999,13.16,14.39,3.42,6.2,0.57,9.69,14.99,14.08,10.24,9.17,0.35,9.45,8.86,5.95,11.41,15.47,8.86,6.8,8.71,4.11,3.68,9.86,18.56,0.85,12.39,2.39,4.01,9.2,8.06,2.72,0.23,5.28,7.47,8.18,5.56,6.43,-999.0,8.47,1.95,11.39,7.21,0.24,9.16,4.0,7.79,5.81,6.34,0.98
1932,-999,-999,-999,20.15,16.45,1.92,2.45,1.05,12.77,15.36,13.25,17.19,7.16,0.91,8.63,9.5,5.51,13.07,20.13,12.3,11.47,8.31,6.01,3.44,9.9,21.09,1.37,14.06,3.2,4.42,10.8,13.07,2.2,0.34,7.88,6.41,10.57,5.24,6.85,-999.0,15.09,2.68,17.32,9.97,1.37,12.16,7.29,8.88,4.36,10.48,0.94
1933,-999,-999,-999,14.76,14.92,1.85,4.38,2.04,9.78,13.47,15.97,12.14,5.53,1.0,8.16,9.61,6.26,13.61,18.22,11.16,11.34,6.48,4.25,4.33,8.35,15.38,1.13,8.68,1.34,4.65,11.32,12.48,1.92,0.51,5.39,8.22,7.96,6.09,7.5,-999.0,8.11,2.06,15.29,6.55,0.5,8.24,4.3,9.67,5.15,10.51,1.44
1934,-999,-999,-999,17.71,12.98,1.28,3.87,0.68,11.23,14.02,14.95,12.88,6.4,0.84,8.04,6.01,4.21,10.32,16.93,8.61,7.97,7.02,3.34,3.96,9.38,15.65,1.18,15.13,1.18,2.34,10.5,13.09,1.01,0.39,5.38,5.06,7.48,6.49,7.04,-999.0,11.1,2.24,12.69,7.25,0.4,12.36,4.59,7.7,7.46,7.66,0.25
1935,-999,-999,-999,15.34,18.66,1.9,4.95,1.69,5.82,14.44,13.73,11.58,8.06,0.43,10.78,7.91,7.32,17.29,17.58,8.67,7.38,7.56,3.96,5.16,12.78,16.94,0.8,11.89,2.72,5.74,9.03,9.1,1.93,0.46,6.58,6.56,10.26,2.68,5.81,-999.0,12.07,2.43,12.29,10.72,0.78,11.69,5.85,5.16,6.43,10.39,0.78
1936,-999,-999,-999,17.95,9.22,1.67,6.37,2.05,17.74,14.4,18.03,18.01,5.91,0.64,7.5,7.02,4.46,10.25,12.24,16.22,11.76,9.32,3.93,2.69,7.74,12.32,0.5,19.08,1.0,2.59,15.47,13.13,1.58,0.42,6.75,5.92,6.37,5.8,8.78,-999.0,18.26,1.32,13.37,8.11,1.13,10.76,5.64,6.21,3.95,8.11,0.71
1937,-999,-999,-999,19.54,18.15,1.71,6.6,1.13,17.71,9.88,16.62,15.2,5.12,1.05,9.06,12.33,4.69,12.52,15.6,12.28,9.57,8.95,5.65,5.08,9.17,15.49,1.33,12.72,3.76,3.32,12.94,12.35,2.88,0.42,7.73,10.96,7.05,9.46,10.46,-999.0,13.36,3.1,15.69,6.93,1.24,15.09,9.18,7.95,5.53,9.86,1.44
1938,-999,-999,-999,16.24,14.81,1.64,6.83,2.52,16.55,11.98,11.3,10.42,9.4,0.55,10.49,9.22,7.48,11.36,15.28,15.79,12.46,8.28,5.12,6.03,12.68,15.03,2.19,12.17,2.6,5.21,11.03,12.14,2.05,0.88,6.84,8.66,10.01,5.62,6.9,-999.0,11.43,3.02,13.79,7.16,1.04,10.15,9.12,5.1,10.21,8.04,0.92
1939,-999,-999,-999,18.69,16.85,1.36,3.18,0.88,11.83,13.92,15.78,12.42,4.72,0.24,8.81,9.79,4.29,12.88,13.98,8.54,10.3,4.73,4.54,3.86,10.06,16.91,0.72,12.65,2.65,3.17,5.0,11.97,1.86,0.25,4.62,7.95,6.74,3.56,6.24,-999.0,11.87,2.91,13.9,6.07,1.16,9.75,5.07,5.49,5.48,7.93,1.03
