Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1950,-999,-999,-999,0.01,0.17,30.81,31.78,0.94,0.0,0.02,0.94,2.7,0.02,1.19,0.01,0.0,3.49,0.0,0.34,0.01,0.01,0.0,0.0,0.09,0.05,0.29,0.58,0.18,0.05,0.79,0.0,0.05,3.8,10.65,0.0,0.0,1.85,1.11,0.01,0.02,2.5,0.6,0.03,7.98,6.55,0.15,0.0,1.36,0.01,0.01,0.31
1951,-999,-999,-999,7.81,9.34,38.44,29.74,1.49,0.0,0.02,0.27,3.84,0.0,2.74,0.03,0.37,4.85,0.52,11.49,0.01,0.01,0.0,0.0,0.01,0.45,10.54,1.97,0.96,0.38,0.6,0.0,0.05,15.21,9.22,0.0,0.28,19.89,1.34,0.01,0.02,3.88,1.07,2.34,33.0,9.31,0.26,0.0,1.52,0.01,0.08,0.95
1952,-999,-999,-999,13.71,20.69,35.55,29.04,4.53,0.4,0.26,1.65,9.86,0.33,0.76,3.23,2.03,26.07,8.54,5.59,0.27,1.03,0.0,0.03,0.01,8.92,13.61,1.33,7.47,1.12,9.0,0.06,0.64,9.09,6.86,0.16,1.0,30.07,1.39,0.31,0.02,13.79,5.22,12.36,25.89,7.21,4.76,0.0,2.07,0.0,0.47,0.84
1953,-999,-999,-999,3.25,19.97,33.91,27.58,3.64,0.62,1.89,1.49,3.35,1.07,1.07,5.27,3.84,20.42,5.12,5.0,0.41,2.69,0.0,0.46,0.04,13.17,7.45,1.15,1.84,0.28,6.38,0.08,2.87,13.46,9.56,0.97,1.53,24.6,0.78,1.26,0.02,6.39,1.53,4.59,32.68,9.7,5.08,0.47,1.22,0.16,3.15,2.02
1954,-999,-999,-999,24.93,47.7,26.72,25.17,7.17,0.0,1.71,2.02,14.63,3.12,1.29,7.86,4.84,36.74,9.3,17.0,0.0,2.45,0.0,0.0,0.21,26.23,21.38,1.9,5.85,0.38,14.01,0.0,0.92,7.28,9.52,0.19,0.81,51.31,0.49,0.57,0.02,20.07,5.67,16.11,31.11,11.14,5.81,0.0,0.22,0.0,1.05,6.03
1955,-999,-999,-999,0.25,2.14,25.97,27.62,2.63,0.4,1.48,0.11,0.79,5.77,1.88,0.82,0.17,16.8,0.45,0.28,0.17,1.28,0.15,0.54,1.04,2.35,0.02,2.1,0.21,0.77,14.25,0.74,1.81,2.91,9.35,0.81,0.13,10.16,2.25,0.88,0.02,0.49,9.62,0.24,10.29,5.47,0.19,0.0,1.57,0.85,0.34,0.97
1956,-999,-999,-999,3.2,14.59,37.32,25.24,2.26,0.0,0.02,0.22,1.66,1.4,1.17,0.5,0.23,30.11,0.17,4.03,0.0,0.01,0.0,0.0,0.33,5.56,4.0,0.78,0.49,0.29,6.47,0.0,0.05,6.77,7.74,0.0,0.01,45.95,2.1,0.01,0.02,4.92,4.41,2.94,31.3,7.95,0.22,0.0,1.95,0.05,0.0,0.43
1957,-999,-999,-999,1.07,1.59,32.02,27.01,2.02,0.2,1.95,0.0,1.42,0.66,0.66,0.02,0.0,12.67,0.04,0.21,0.0,1.55,0.0,0.0,0.02,1.83,0.18,1.27,0.69,0.98,5.35,0.0,1.35,8.99,8.39,0.06,0.07,18.52,0.25,0.33,0.02,3.01,2.42,0.2,20.3,5.9,1.13,0.0,0.18,0.0,0.11,1.17
1958,-999,-999,-999,0.22,0.34,40.83,30.05,1.91,0.0,0.02,0.13,0.5,0.01,2.0,0.01,0.0,3.49,0.0,0.16,0.0,0.01,0.0,0.0,0.17,0.08,0.0,1.05,0.02,2.23,1.23,0.0,0.06,9.83,11.37,0.0,0.0,8.23,2.41,0.01,0.02,1.51,3.88,0.05,17.41,10.35,0.0,0.0,3.56,0.0,0.0,0.79
1959,-999,-999,-999,0.32,0.16,29.2,30.73,2.68,0.0,0.5,0.02,1.36,0.03,3.29,0.03,0.0,8.29,0.15,0.03,0.0,0.63,0.0,0.0,0.36,0.19,0.0,1.25,1.69,3.71,3.95,0.0,0.13,4.71,17.76,0.0,0.04,4.59,3.71,0.01,0.02,3.11,9.26,0.03,7.76,8.89,1.48,0.0,2.07,0.0,0.18,1.64
1960,-999,-999,-999,0.28,2.75,39.5,36.29,4.89,0.0,0.02,0.01,0.15,0.04,4.61,0.27,0.01,8.62,0.05,1.88,0.0,0.01,0.0,0.0,0.04,1.34,2.41,3.63,0.05,2.09,3.73,0.0,0.06,7.86,16.47,0.0,0.0,6.18,4.09,0.01,0.02,0.48,7.87,0.75,14.26,14.28,0.07,0.0,3.67,0.0,0.0,3.16
1961,-999,-999,-999,0.02,0.05,32.3,31.75,1.98,0.0,0.02,0.46,0.28,0.06,5.18,0.01,0.0,5.81,0.0,0.02,0.0,0.01,0.0,0.0,0.06,0.01,0.0,4.17,0.02,1.6,3.53,0.0,0.05,3.64,15.53,0.0,0.0,3.95,6.1,0.01,0.02,0.3,5.31,0.03,3.13,9.42,0.02,0.0,4.92,0.0,0.0,2.23
1962,-999,-999,-999,0.97,6.54,35.96,26.6,1.72,0.0,0.02,1.08,1.41,0.01,1.17,0.43,0.24,7.13,0.62,6.98,0.0,0.4,0.0,0.0,0.0,3.23,3.18,0.21,0.12,0.03,0.68,0.0,0.05,4.78,7.79,0.0,0.14,13.67,1.36,0.05,0.02,1.09,1.32,1.39,20.69,6.82,0.02,0.0,1.33,0.0,0.02,0.18
1963,-999,-999,-999,1.48,6.37,31.48,21.77,4.63,0.0,0.02,0.04,0.99,0.6,0.73,0.41,0.12,17.7,0.07,3.72,0.05,0.01,0.0,0.05,0.03,2.27,3.56,1.53,0.11,0.33,5.88,0.0,0.48,8.16,6.08,0.02,0.0,22.18,0.52,0.04,0.02,1.34,3.1,0.15,23.28,6.41,0.04,0.0,0.31,0.03,0.0,0.64
1964,-999,-999,-999,0.5,12.03,26.25,25.09,4.08,0.44,0.02,0.25,1.64,0.33,1.22,1.0,0.45,19.87,0.86,2.49,0.05,0.12,0.0,0.13,0.21,3.17,1.23,1.65,0.52,0.81,7.38,0.0,0.27,7.37,6.86,0.09,0.21,21.95,1.0,0.06,0.02,1.08,5.89,0.91,22.52,6.0,0.24,0.0,0.68,0.4,0.07,1.77
1965,-999,-999,-999,0.03,1.68,26.24,18.63,0.99,0.22,0.02,0.01,0.02,0.21,0.82,0.37,0.08,4.94,0.14,0.24,0.0,0.01,0.0,0.0,0.23,0.55,0.18,0.59,0.02,0.35,1.7,0.0,0.05,4.64,3.59,0.0,0.04,12.53,1.13,0.01,0.02,0.07,3.89,0.11,10.46,3.78,0.03,0.0,1.82,0.05,0.0,0.5
1966,-999,-999,-999,1.44,7.86,29.9,27.79,2.39,0.42,1.71,0.1,0.92,0.74,2.12,3.71,1.04,12.0,1.12,1.51,0.26,1.2,0.0,0.15,0.57,5.18,2.42,2.02,0.49,0.3,4.91,0.55,1.25,4.49,10.03,0.33,0.08,15.36,0.99,1.12,0.02,1.37,6.87,1.92,9.35,6.55,0.71,0.0,0.57,0.05,0.18,2.75
1967,-999,-999,-999,0.05,0.1,24.37,30.2,0.64,0.0,0.02,0.26,0.12,0.27,4.59,0.01,0.0,2.81,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.01,0.05,0.44,0.01,0.4,1.68,0.0,0.05,2.02,9.1,0.0,0.0,6.69,5.5,0.01,0.02,0.07,2.43,0.03,13.8,6.09,0.02,0.0,4.65,0.0,0.0,0.1
1968,-999,-999,-999,0.74,0.22,28.74,23.82,1.95,0.0,0.02,0.1,3.03,0.03,2.12,0.03,0.0,8.18,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.03,0.22,0.29,1.5,0.28,3.76,0.0,0.05,4.19,8.15,0.01,0.0,6.9,3.21,0.01,0.02,3.95,2.32,0.7,3.74,4.71,0.5,0.0,2.61,0.02,0.0,0.36
1969,-999,-999,-999,1.86,9.02,34.58,28.38,3.28,0.0,0.02,0.44,0.99,0.02,2.34,0.03,0.0,9.95,0.0,7.85,0.0,0.01,0.0,0.05,0.0,1.47,3.74,1.93,0.31,0.69,3.76,0.0,0.05,8.31,11.79,0.0,0.0,20.03,0.91,0.01,0.02,1.14,4.58,1.62,26.34,8.91,0.33,0.0,0.33,0.0,0.0,1.31
1970,-999,-999,-999,0.54,4.95,33.97,29.06,3.38,0.0,0.02,0.1,1.49,0.35,2.2,0.43,0.15,19.39,0.01,0.83,0.0,0.01,0.0,0.0,0.04,3.52,1.2,1.49,0.42,0.45,7.58,0.0,0.05,5.43,10.64,0.0,0.03,25.87,2.76,0.01,0.02,4.27,6.51,0.25,15.27,9.43,0.45,0.0,2.4,0.03,0.07,1.37
1971,-999,-999,-999,0.21,3.66,30.82,28.46,3.29,0.0,0.02,0.0,0.29,0.13,2.86,0.5,0.07,7.75,0.0,0.9,0.0,0.01,0.0,0.51,0.11,0.88,0.44,3.43,0.02,1.88,2.57,0.0,0.05,5.68,12.93,0.0,0.08,9.41,5.13,0.01,0.02,0.1,5.28,0.11,8.58,10.37,0.02,0.0,5.65,0.0,0.0,0.73
1972,-999,-999,-999,0.07,4.35,31.2,26.46,1.08,0.0,0.02,0.14,0.43,0.03,1.93,0.01,0.0,2.25,0.0,0.37,0.0,0.0,0.0,0.0,0.02,1.06,0.16,0.23,0.02,0.16,0.63,0.0,0.05,3.8,12.61,0.02,0.0,8.28,4.19,0.01,0.02,0.07,1.38,0.03,7.32,7.42,0.02,0.0,2.2,0.0,0.0,0.52
1973,-999,-999,-999,0.02,0.58,37.21,30.12,2.76,0.0,0.34,0.03,0.04,0.02,2.33,0.01,0.0,9.46,0.0,0.11,0.0,0.01,0.0,0.0,0.18,0.57,0.14,1.39,0.02,1.81,3.43,0.0,0.21,7.17,9.98,0.0,0.0,5.2,1.83,0.01,0.02,0.14,7.68,0.13,5.31,8.45,0.0,0.0,2.37,0.08,0.23,1.51
