Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1930,27.76,45.36,34.15,68.63,105.48,86.93,61.98,30.69,69.63
1931,28.24,60.43,42.92,71.6,116.42,89.17,73.12,39.13,81.63
1932,22.82,44.97,32.05,57.83,107.87,77.42,63.76,23.85,77.26
1933,27.27,58.41,37.11,71.58,117.72,88.37,72.71,37.04,77.46
1934,27.82,63.4,42.05,77.12,116.11,76.74,87.96,36.26,87.45
1935,21.05,46.83,36.68,53.54,110.28,65.68,67.73,23.06,81.99
1936,28.16,71.8,39.0,87.2,124.45,88.22,77.46,37.53,90.5
1937,27.8,55.55,35.62,61.36,113.88,73.09,74.31,34.0,86.3
1938,24.79,48.85,42.57,60.54,118.1,71.29,67.51,19.2,78.1
1939,30.08,60.71,42.16,68.56,120.18,86.79,74.43,29.12,92.4
1940,18.64,55.24,44.17,56.67,94.78,66.86,73.88,20.2,89.06
1941,32.66,44.38,30.31,72.01,124.74,96.35,55.47,29.47,65.02
1942,22.02,32.55,36.68,53.46,107.55,81.85,68.1,11.83,81.35
1943,30.6,44.15,32.96,61.01,116.87,86.82,78.36,22.39,82.16
1944,36.51,31.02,32.48,72.15,119.68,84.4,68.15,22.82,75.95
1945,23.91,35.52,38.93,43.67,108.78,76.57,65.45,14.38,84.87
1946,18.96,38.96,30.92,46.83,94.99,54.96,72.1,15.07,80.57
1947,28.94,45.02,28.78,55.01,109.76,71.5,67.36,29.88,84.06
1948,22.3,43.81,26.57,51.8,114.72,67.33,78.6,26.92,71.28
1949,37.47,45.27,33.77,53.77,107.94,63.22,63.96,27.74,83.74
1950,14.17,26.53,33.84,25.05,92.53,62.95,67.21,10.05,86.27
1951,18.8,24.3,34.42,40.38,116.01,78.38,69.83,7.26,85.85
1952,31.54,48.64,36.21,69.65,119.88,84.3,75.12,24.98,84.89
1953,32.95,44.13,31.18,77.95,124.96,85.69,77.12,21.53,74.96
1954,18.79,43.41,23.22,69.47,130.43,97.98,80.59,15.76,77.76
1955,36.87,52.2,33.17,66.2,122.04,69.34,71.29,35.6,79.76
1956,16.68,45.0,33.77,52.4,117.59,77.02,84.09,12.99,78.83
1957,24.69,36.82,28.83,46.68,100.75,79.09,63.57,16.58,76.17
1958,13.24,38.53,51.31,33.1,107.43,69.16,75.75,13.25,87.88
1959,35.57,52.51,33.5,66.44,114.23,72.95,77.34,28.44,88.26
1960,13.96,45.97,38.48,45.05,110.42,70.91,81.01,16.13,91.85
1961,21.51,53.26,47.16,44.59,94.36,63.87,70.61,20.51,83.92
1962,17.73,28.37,28.42,51.88,123.25,70.79,75.58,11.72,81.9
1963,20.05,47.59,31.54,50.55,119.22,65.3,77.44,21.57,71.89
1964,24.21,43.14,24.34,58.75,104.1,61.69,73.4,28.02,78.2
1965,22.71,25.11,27.09,41.98,107.64,66.78,58.39,10.64,69.0
1966,27.47,46.76,36.56,48.31,90.16,61.21,73.8,24.45,86.26
1967,11.12,39.99,52.94,29.26,83.78,46.17,62.16,8.84,87.07
1968,21.06,34.08,31.52,44.73,99.98,64.13,62.49,16.92,75.69
1969,17.96,41.99,36.09,45.44,103.58,60.06,72.43,18.28,83.25
1970,21.89,55.75,42.78,49.43,111.25,79.25,69.67,27.34,86.4
1971,16.79,43.83,36.45,47.42,104.06,55.74,68.66,17.34,78.45
1972,13.12,34.83,35.8,42.78,109.33,52.69,66.42,14.53,80.46
1973,24.47,42.13,38.75,45.82,104.26,65.15,67.02,18.07,83.76
1974,15.63,43.26,40.86,34.06,89.84,51.19,74.56,16.09,90.05
1975,21.2,37.1,29.03,51.32,100.32,65.1,62.05,24.95,76.08
1976,16.53,49.78,23.8,37.56,82.92,54.49,66.55,30.33,70.64
1977,22.56,36.39,37.48,52.86,116.72,80.84,73.71,19.98,81.34
1978,19.9,40.97,27.76,50.36,114.13,72.87,74.96,19.13,76.95
1979,17.58,37.65,37.25,33.59,89.42,46.07,72.53,9.56,82.65
1980,25.24,49.38,22.9,60.53,120.28,86.35,74.78,21.76,73.92
1981,14.02,40.46,39.01,31.95,106.79,69.42,70.2,9.45,91.22
1982,13.23,33.73,30.37,30.85,104.43,57.65,61.99,10.05,67.03
1983,33.97,53.02,25.02,67.51,96.93,75.77,69.21,33.3,67.73
1984,16.44,45.65,31.03,46.26,99.45,61.12,69.55,15.72,84.99
1985,14.46,38.55,38.05,34.93,102.77,66.02,70.33,10.76,77.88
1986,15.35,33.68,40.23,45.19,116.62,85.5,63.82,12.67,76.47
1987,25.89,42.64,40.47,61.2,113.03,78.35,63.88,29.14,82.14
1988,35.25,63.02,43.51,66.07,102.7,71.55,72.25,43.95,91.12
1989,16.15,43.8,26.89,34.4,93.4,60.1,73.92,18.55,78.74
1990,17.2,45.65,42.04,37.21,114.55,75.47,68.87,11.43,81.0
1991,32.03,42.43,37.18,62.62,104.42,70.71,61.18,22.4,82.49
1992,9.03,22.76,40.36,19.98,78.69,48.65,59.87,6.07,84.93
1993,26.08,14.28,19.5,43.02,104.83,79.1,60.94,7.42,69.31
1994,18.31,37.85,42.46,39.32,91.54,57.14,80.2,8.7,83.71
1995,28.96,36.38,28.91,50.03,106.0,63.22,68.02,20.18,72.46
1996,11.38,33.4,35.55,34.37,97.27,57.97,78.97,9.78,88.15
1997,17.48,33.87,28.68,34.17,94.17,59.27,69.16,11.56,81.56
1998,19.16,43.47,41.92,49.38,121.34,86.21,72.12,17.92,67.4
1999,30.79,32.4,34.58,52.75,103.87,62.77,63.25,20.25,75.95
2000,9.23,46.77,33.68,34.52,107.39,59.35,85.51,8.4,80.4
2001,24.05,48.48,40.93,42.69,93.27,57.94,82.78,24.43,94.78
2002,34.01,47.39,36.34,61.99,112.85,81.72,84.58,24.89,85.76
2003,13.61,48.97,50.13,30.24,89.18,50.15,81.98,16.37,89.31
2004,9.47,28.16,36.64,22.29,88.95,55.51,66.09,6.04,82.73
2005,31.77,44.65,33.9,60.25,110.28,67.66,69.71,26.44,72.94
2006,20.15,51.31,43.7,43.4,115.67,64.94,70.85,18.81,84.65
2007,27.26,49.46,40.1,60.32,114.02,83.98,80.05,25.42,87.3
2008,17.55,31.94,35.87,31.82,95.59,66.01,67.42,8.14,93.32
2009,12.07,26.84,40.7,20.93,89.58,58.28,67.42,5.87,87.49
2010,33.78,35.28,28.05,60.04,124.45,94.49,75.67,16.94,76.17
2011,22.6,41.18,31.4,55.35,118.3,81.75,78.92,20.15,78.43
2012,26.0,59.93,38.31,65.64,107.27,62.55,87.48,31.87,96.62
2013,20.33,40.49,43.95,35.41,93.04,47.47,74.37,16.31,90.12
2014,12.12,28.23,37.61,29.2,94.51,57.96,68.46,4.41,93.06
2015,22.42,40.79,42.73,34.97,104.34,68.78,74.53,10.62,92.21
2016,32.29,41.12,35.16,53.56,116.92,79.29,78.41,15.68,84.36
2017,17.94,45.81,48.81,38.69,95.61,66.05,80.68,11.51,90.55
2018,27.92,38.99,39.37,59.29,120.97,79.68,88.2,20.1,86.74
2019,21.75,28.47,31.79,49.26,119.05,87.1,73.85,10.3,80.29
2020,28.9,47.21,39.09,44.55,97.5,62.62,91.71,20.45,105.17
2021,22.74,58.07,52.09,44.9,94.89,64.96,80.82,24.13,96.25
2022,26.26,53.71,48.73,45.3,112.36,72.46,84.25,15.76,94.75
2023,17.38,39.55,40.78,41.21,113.56,58.68,76.17,21.5,82.38
2024,23.87,44.71,44.34,50.72,112.31,65.01,89.25,11.04,100.22
