Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1930,1.01,-999,-999,165.13,162.73,137.26,119.89,81.63,68.46,109.24,228.01,163.93,103.76,83.18,122.86,114.77,131.85,139.91,186.77,71.34,105.0,51.19,78.11,70.14,133.3,169.99,73.78,134.17,67.73,109.01,51.62,94.41,123.86,101.03,59.4,109.84,158.87,66.43,101.15,52.0,155.31,89.67,144.29,186.96,108.93,122.54,53.08,56.54,79.07,114.21,74.45
1931,1.15,-999,-999,168.28,157.42,146.89,133.24,100.05,70.9,104.4,235.65,179.62,111.02,90.77,120.18,115.72,140.98,135.45,188.68,67.8,91.87,50.07,76.37,71.36,131.26,177.05,75.82,143.03,76.91,124.73,50.95,91.03,119.7,115.31,61.34,104.02,155.43,79.8,94.77,72.0,167.23,109.14,148.28,183.54,123.08,118.17,56.37,62.84,78.92,114.53,91.48
1932,1.08,-999,-999,165.99,164.12,143.15,125.49,88.67,63.9,103.67,276.72,169.88,92.44,75.33,114.06,106.35,139.67,121.49,185.63,67.55,98.45,50.02,63.71,68.59,130.5,166.34,66.34,126.0,67.98,115.77,45.87,92.59,112.94,107.43,50.63,102.39,166.26,71.81,84.82,68.0,150.88,91.2,131.26,190.79,109.21,114.83,44.76,54.63,75.48,106.67,78.27
1933,4.06,-999,-999,171.41,163.66,150.95,121.2,92.3,58.94,99.7,259.28,167.78,108.07,85.0,121.82,117.03,138.82,130.91,204.64,50.95,100.68,46.41,78.09,80.32,131.06,181.06,73.9,140.64,80.56,114.34,43.81,81.86,121.1,116.48,59.97,105.14,158.01,66.78,87.98,39.0,164.83,103.23,145.96,215.26,122.37,110.67,54.54,52.02,87.62,98.81,90.56
1934,4.83,-999,-999,175.32,170.16,179.34,135.81,103.25,59.89,98.73,252.2,176.75,114.14,98.35,120.76,121.04,148.92,139.58,193.1,60.42,100.86,45.49,72.66,72.98,132.34,183.1,80.56,136.04,89.57,129.24,44.68,83.4,140.97,128.45,64.45,117.24,167.27,85.15,97.99,47.0,160.17,116.7,145.85,211.72,142.61,104.91,57.89,67.28,79.42,116.68,95.44
1935,3.61,-999,-999,190.39,152.19,140.87,123.31,84.23,57.86,85.72,261.24,186.92,83.22,83.88,94.83,94.43,114.39,115.06,200.97,54.67,81.66,47.36,56.34,54.41,104.29,181.85,60.62,130.15,60.37,93.07,45.48,78.39,116.53,116.58,52.44,84.29,135.17,74.01,79.39,51.0,169.17,84.67,132.46,186.96,115.81,93.68,51.43,54.07,60.15,93.46,78.39
1936,8.99,-999,-999,181.23,173.65,158.31,137.72,93.27,62.83,100.63,241.85,176.71,111.3,96.1,127.01,123.46,136.79,144.17,186.52,58.04,101.8,39.29,73.91,74.83,140.69,178.9,90.32,139.14,95.9,124.74,46.85,81.07,118.7,120.48,66.19,113.88,163.5,83.55,100.52,38.0,169.78,120.08,147.62,184.87,126.37,117.92,55.14,65.92,79.28,122.72,97.96
1937,4.47,-999,-999,161.77,159.3,157.77,131.26,89.68,70.82,95.38,221.47,162.49,98.63,81.42,106.93,100.73,134.84,124.96,182.4,62.27,86.7,63.49,67.48,67.85,129.61,165.52,79.9,124.75,76.86,113.78,55.53,80.73,122.0,113.38,62.33,91.13,154.89,71.04,83.72,51.0,152.13,96.88,131.14,188.58,116.71,99.78,59.13,53.2,75.8,92.29,86.92
1938,1.92,-999,-999,184.84,183.47,154.28,125.05,89.38,60.77,100.05,256.7,186.25,107.14,80.68,121.9,117.47,149.33,135.77,205.88,53.28,93.57,41.98,64.83,61.26,142.68,194.26,73.85,137.24,75.62,122.57,44.55,80.59,122.61,95.83,60.17,99.93,171.48,84.52,88.11,45.0,168.63,104.69,149.15,208.58,118.25,105.77,54.01,71.91,60.22,98.96,83.3
1939,3.04,-999,-999,171.42,170.99,156.4,146.07,96.92,73.87,116.72,254.37,179.15,119.39,80.72,131.72,127.79,160.51,142.73,197.91,64.22,117.49,52.82,72.24,73.66,147.77,175.85,75.59,147.37,81.91,135.02,55.38,93.2,134.19,105.63,73.04,120.34,175.03,83.41,106.53,51.0,169.95,114.86,151.55,203.66,113.09,123.71,63.43,62.44,79.06,115.2,86.29
1940,2.54,-999,-999,154.62,158.07,157.21,136.68,92.1,52.89,88.07,226.52,165.28,91.94,90.06,111.4,103.9,140.33,126.98,180.57,44.78,82.15,41.08,53.92,55.59,127.99,161.85,83.39,128.72,69.68,118.95,48.67,62.52,128.62,117.69,46.58,88.81,156.26,87.26,72.59,34.0,153.11,98.45,127.53,188.87,121.44,93.57,40.92,71.12,57.31,85.7,90.0
1941,2.42,-999,-999,180.72,172.63,137.39,115.5,75.74,67.36,124.14,227.73,187.9,101.85,62.1,123.79,123.5,124.53,152.3,195.44,67.8,116.73,55.46,72.88,60.82,135.71,180.59,60.28,154.67,66.34,102.07,65.76,95.61,93.52,77.99,70.46,114.25,150.61,56.68,106.12,58.0,178.72,91.83,164.45,174.24,92.76,134.33,60.47,49.87,72.12,117.31,67.46
1942,4.51,-999,-999,173.52,160.7,154.7,125.98,86.46,57.45,112.19,237.52,184.15,89.39,71.84,109.64,106.06,123.32,132.68,191.21,57.84,105.11,49.53,58.86,40.52,122.38,182.47,57.49,144.61,47.4,100.86,53.18,84.65,112.35,96.28,57.86,103.28,146.6,73.1,92.83,39.0,176.58,72.17,147.75,181.19,117.9,114.57,59.98,57.66,52.98,98.0,73.87
1943,3.55,-999,-999,171.88,164.31,168.21,130.89,93.36,70.45,98.75,236.54,175.97,87.47,80.01,105.02,101.45,131.93,130.56,190.8,65.75,104.18,35.84,61.85,61.84,115.3,182.25,67.94,139.8,68.54,108.26,48.83,85.99,130.48,109.62,61.42,94.29,156.97,75.66,94.59,55.0,157.87,91.61,139.83,190.19,123.93,124.35,42.27,59.03,68.33,102.43,80.58
1944,1.48,-999,-999,167.5,164.0,151.45,121.49,90.11,79.47,112.78,243.63,170.15,93.49,72.41,116.84,116.97,130.87,130.59,189.05,74.03,104.12,55.37,72.92,54.27,128.46,179.51,55.03,139.51,51.15,105.58,64.08,94.22,114.62,97.99,73.96,105.79,155.66,74.71,102.61,60.0,165.37,82.68,138.81,182.24,109.16,120.8,65.41,60.06,72.56,106.55,69.99
1945,0.51,-999,-999,180.08,155.34,154.72,128.18,80.5,64.0,102.18,262.52,187.0,70.32,73.58,87.5,85.61,121.57,119.24,203.8,65.27,101.52,47.65,47.22,39.02,106.45,184.22,66.32,143.62,49.37,90.71,57.72,84.41,125.43,102.31,63.1,88.27,144.04,81.86,90.14,45.0,181.16,73.03,138.13,187.59,102.97,125.11,61.77,61.28,45.96,104.66,63.18
1946,4.47,-999,-999,167.05,155.38,154.03,126.46,88.19,53.54,85.52,261.94,176.83,79.32,78.03,104.27,99.51,126.92,110.26,196.09,53.79,97.41,42.94,64.85,51.3,115.25,177.79,65.01,124.98,66.77,98.51,51.52,76.94,128.8,107.9,56.0,85.98,153.59,64.59,80.66,32.0,163.2,84.8,126.5,188.84,120.65,100.4,53.11,50.6,62.22,87.63,77.0
1947,3.5,-999,-999,165.55,155.11,156.82,132.38,88.53,69.48,100.15,258.86,167.26,96.98,72.16,108.88,102.02,133.03,117.94,191.34,77.85,104.63,60.58,73.41,65.36,128.09,172.14,64.51,137.24,61.04,106.19,70.68,84.22,114.39,111.88,72.46,94.06,150.45,70.04,103.18,52.0,160.45,87.03,137.56,190.94,116.86,113.57,72.48,55.25,75.56,104.68,74.9
1948,2.22,-999,-999,168.92,167.33,162.75,111.22,93.65,61.49,94.01,275.62,175.6,93.51,78.22,107.94,106.54,138.95,127.88,204.0,66.74,91.38,52.41,62.5,57.9,125.62,183.18,64.67,129.54,64.84,110.79,57.69,77.37,134.18,102.46,60.45,90.96,163.77,57.81,89.62,52.0,158.53,85.68,142.52,199.45,121.87,98.18,57.52,45.62,75.92,89.98,84.78
1949,0.91,-999,-999,163.3,151.77,163.93,137.2,80.93,74.59,100.47,262.05,175.03,95.68,85.72,109.38,103.12,123.66,118.09,185.96,82.55,95.79,58.26,72.72,66.2,119.38,176.57,79.01,125.57,76.1,99.74,69.88,89.96,113.1,108.85,83.17,101.76,149.53,75.77,103.02,58.0,162.29,96.08,131.67,182.38,111.75,104.05,74.68,62.09,74.43,101.69,77.59
1950,5.83,-999,-999,161.36,147.26,181.84,136.43,79.54,50.03,80.54,258.35,175.41,72.19,69.97,97.35,86.34,123.31,107.28,200.34,59.36,81.1,43.48,47.33,45.74,110.62,175.43,50.87,128.84,49.85,92.68,55.67,67.03,131.63,104.72,47.51,77.55,145.43,77.05,73.18,35.0,167.31,74.05,121.06,201.13,117.73,92.28,49.94,61.12,45.18,70.59,64.72
1951,4.31,-999,-999,172.65,156.7,159.44,130.62,78.52,52.61,105.99,243.44,175.29,63.87,63.24,94.35,99.59,104.76,130.29,199.14,56.09,100.58,37.35,46.78,31.62,95.88,182.1,46.08,133.94,38.04,70.79,44.96,79.97,125.5,106.05,53.87,95.2,141.53,84.33,87.12,40.0,163.64,52.34,141.51,198.7,110.82,110.17,50.54,63.05,39.97,98.85,57.72
1952,2.16,-999,-999,165.07,160.45,162.14,132.21,92.1,67.55,99.53,236.3,169.72,94.73,86.67,117.22,109.38,141.58,134.52,187.57,71.31,97.32,59.01,66.33,63.8,136.69,175.6,73.76,133.8,78.47,115.57,63.52,82.99,128.46,114.5,62.36,100.65,165.24,82.34,88.71,56.0,159.15,103.4,141.1,188.93,123.0,117.37,60.11,67.27,69.79,104.36,91.87
1953,6.71,-999,-999,172.77,168.05,157.39,118.44,94.83,65.46,101.33,249.84,174.64,108.28,78.78,127.5,119.59,145.46,146.58,193.35,65.82,109.61,51.77,69.21,66.05,143.85,180.67,73.62,144.51,65.22,126.52,61.17,80.81,129.56,102.31,63.57,106.11,157.27,60.32,91.45,50.0,173.65,94.64,152.24,191.87,119.16,125.88,66.04,51.45,73.53,111.89,89.83
1954,1.25,-999,-999,176.53,168.04,175.12,129.11,97.72,47.13,102.17,236.44,182.98,95.13,71.57,117.31,112.77,141.41,140.47,197.66,48.97,114.44,27.7,56.86,52.51,137.89,180.12,58.52,148.08,50.61,116.1,39.4,80.79,133.48,105.49,51.65,100.0,168.22,52.28,90.57,37.0,174.44,83.64,150.05,202.35,126.41,130.22,39.22,37.2,59.47,106.54,85.72
1955,3.44,-999,-999,184.65,175.44,158.44,123.69,89.37,67.0,93.94,250.19,189.41,107.91,73.88,113.54,107.75,141.09,136.23,215.58,66.95,97.38,54.46,81.05,76.8,129.99,196.18,67.84,134.05,79.56,119.54,65.58,83.9,120.4,94.69,73.32,99.23,167.58,59.74,91.12,54.0,172.35,108.05,148.49,210.31,110.75,105.57,69.03,45.1,82.44,103.43,84.81
1956,1.96,-999,-999,166.78,172.5,172.25,128.39,103.3,54.48,87.35,254.13,173.73,107.06,82.42,120.19,107.12,158.51,126.3,203.94,60.23,89.26,26.28,51.88,52.09,150.73,178.9,73.89,122.53,63.96,132.05,47.51,71.26,141.18,109.24,43.71,82.42,171.11,72.47,70.01,42.0,157.01,105.23,139.45,209.16,129.98,108.32,42.26,56.95,57.37,85.18,88.5
1957,7.62,-999,-999,158.53,147.9,146.41,116.46,72.96,61.98,107.99,250.6,160.08,82.31,81.53,99.18,97.86,113.45,129.84,179.74,68.16,108.41,40.57,53.69,51.17,118.75,159.05,67.53,128.51,59.28,95.03,56.78,87.79,106.24,101.19,56.03,91.5,129.3,70.61,88.23,56.0,150.37,74.33,137.51,170.05,103.46,113.42,57.16,52.84,59.74,108.89,73.07
1958,4.29,-999,-999,166.57,148.63,163.85,133.94,98.68,44.92,85.7,224.94,173.28,83.39,91.14,93.81,82.24,129.53,118.17,179.95,46.58,85.66,30.23,48.44,51.32,117.63,165.21,70.12,126.33,64.07,103.92,45.78,65.47,121.45,123.07,42.56,69.13,147.07,90.48,66.95,36.0,160.45,89.72,136.09,171.66,132.77,106.8,41.82,79.27,53.68,83.85,83.39
1959,2.88,-999,-999,165.94,159.77,164.81,137.3,91.3,81.41,118.97,249.03,173.18,97.36,73.5,120.73,119.6,131.09,136.98,179.02,77.19,120.12,53.24,78.77,69.3,129.96,164.09,67.57,136.16,76.08,108.62,71.96,98.75,124.78,106.81,83.35,114.33,148.18,63.78,106.66,68.0,165.84,99.5,143.69,183.64,117.85,126.05,83.7,43.01,73.65,119.71,81.21
1960,3.41,-999,-999,162.51,158.97,166.9,137.37,92.8,54.04,103.1,236.95,172.17,83.65,86.17,105.5,102.62,131.6,133.79,187.51,59.31,103.93,51.29,54.44,58.04,126.02,171.26,74.06,125.55,70.59,102.34,55.48,75.3,129.85,125.85,49.28,89.4,155.94,81.22,79.48,43.0,164.3,87.58,135.69,188.21,129.16,116.69,51.68,56.19,57.34,100.89,82.23
1961,1.18,-999,-999,152.03,146.49,160.03,124.98,79.27,64.43,97.81,257.64,170.13,85.37,87.34,102.1,97.39,114.34,113.79,172.5,66.82,104.54,49.69,60.28,70.27,108.62,158.67,87.0,118.85,83.68,99.4,59.25,82.47,121.95,110.5,61.91,84.75,136.47,80.93,86.97,57.0,153.01,96.52,123.49,186.97,114.67,110.72,63.21,68.11,64.46,86.43,83.55
1962,5.01,-999,-999,170.72,164.73,167.42,127.59,88.29,58.42,94.33,235.03,179.84,93.99,73.64,119.57,113.67,143.48,134.86,191.83,53.93,103.91,29.34,64.18,47.81,137.31,180.24,60.74,129.96,50.45,108.24,48.56,72.84,134.31,112.81,55.37,99.53,163.37,68.35,85.18,31.0,166.73,75.86,145.9,195.74,122.77,114.33,44.89,49.54,57.5,96.08,74.53
1963,2.03,-999,-999,180.66,186.27,166.91,115.47,101.15,62.42,100.33,239.61,175.34,103.54,79.52,120.86,110.23,162.54,136.03,211.82,61.53,99.38,42.13,62.66,65.89,151.83,193.77,78.12,122.94,81.99,122.82,60.86,78.9,137.5,106.02,49.45,93.14,186.55,67.65,79.33,45.0,159.29,102.3,154.75,214.93,125.27,120.74,46.42,57.16,71.71,80.47,88.35
1964,1.54,-999,-999,157.29,152.09,152.84,123.51,87.74,59.91,103.4,244.58,161.48,89.8,66.02,111.28,105.01,132.24,121.61,186.61,52.12,101.07,29.29,62.04,56.33,121.71,168.94,59.24,121.04,62.51,102.93,52.52,80.67,137.02,106.45,58.15,88.97,145.89,57.32,82.41,39.0,150.49,87.47,128.56,185.32,112.9,115.67,51.45,36.69,64.98,96.36,72.13
1965,0.88,-999,-999,171.0,166.83,152.08,120.91,68.45,64.39,100.27,246.61,174.55,83.5,58.53,113.93,107.7,130.17,131.64,190.96,63.42,104.91,44.05,49.4,39.7,131.03,177.22,52.68,124.2,43.73,90.8,55.95,78.51,117.95,97.45,54.32,89.78,158.15,68.19,80.57,55.0,158.5,74.41,141.28,186.21,93.01,112.63,51.29,48.74,45.97,101.27,57.3
1966,2.14,-999,-999,150.79,147.9,169.74,136.64,90.75,66.4,98.18,223.0,158.35,87.41,91.57,95.94,89.78,137.08,104.44,175.35,67.74,96.4,43.71,64.69,63.96,110.72,161.3,78.31,112.28,65.65,107.47,60.66,79.59,130.84,117.49,60.58,81.49,149.5,78.3,80.48,52.0,146.21,88.05,118.15,181.96,125.01,108.29,60.52,51.83,64.19,91.33,87.79
1967,3.39,-999,-999,162.27,158.44,158.59,129.72,75.98,58.03,91.39,252.81,170.19,80.85,88.61,91.92,91.18,127.64,106.1,194.77,65.62,86.82,44.36,52.91,47.34,112.69,169.37,79.08,109.37,67.5,97.97,57.16,74.02,121.3,102.98,50.92,76.31,152.93,96.6,67.63,32.0,145.03,80.71,118.09,199.23,107.47,95.29,64.34,75.77,48.46,69.46,75.51
1968,6.2,-999,-999,163.05,147.51,149.31,123.75,78.1,60.03,96.85,231.75,173.71,86.28,63.81,98.0,87.02,128.57,112.03,178.51,64.22,98.97,36.5,53.93,44.21,111.7,163.29,53.63,125.96,46.58,103.77,44.6,78.59,116.37,97.5,52.88,77.87,143.87,64.74,72.69,51.0,155.85,75.08,127.81,175.85,104.15,111.9,55.25,47.29,52.68,86.16,62.03
1969,4.14,-999,-999,153.4,159.93,156.14,126.97,82.79,57.51,94.08,216.42,161.94,84.91,82.85,103.65,98.05,120.6,125.69,179.49,63.64,97.16,36.18,63.79,59.82,118.09,158.26,72.63,121.05,59.7,103.64,42.86,74.47,121.81,114.28,55.59,86.12,142.65,74.83,74.2,46.0,146.76,90.12,133.45,178.18,122.62,107.98,60.62,58.31,64.13,94.76,84.55
1970,0.97,-999,-999,159.12,155.94,148.49,127.52,84.92,66.02,104.44,237.73,174.58,101.4,79.94,108.01,103.78,137.15,126.33,172.0,76.01,115.8,48.6,69.49,74.81,128.27,165.52,79.62,136.3,78.57,119.25,63.03,83.64,110.84,101.92,60.31,101.21,149.04,82.76,84.3,50.0,159.24,101.94,134.76,177.78,111.59,128.22,66.87,60.72,78.69,106.11,86.02
1971,4.03,-999,-999,165.87,162.74,151.51,118.33,82.47,65.03,97.21,259.84,173.9,98.57,73.46,113.37,97.64,133.73,122.95,186.88,79.41,93.33,42.49,68.44,56.1,129.49,173.32,69.81,119.21,57.74,106.05,57.99,71.75,113.94,100.61,57.23,87.5,150.8,68.43,79.86,55.0,158.85,89.56,137.0,192.12,108.82,106.65,69.78,50.62,62.94,86.13,77.85
1972,4.93,-999,-999,165.56,160.08,165.62,126.17,83.45,47.77,79.89,271.75,169.79,81.39,71.93,92.47,84.26,135.55,107.99,184.33,54.45,74.01,31.09,52.56,54.14,120.73,175.66,60.03,106.58,55.32,101.68,38.21,63.04,125.05,102.74,42.79,66.73,164.41,76.73,63.14,42.0,148.17,82.41,125.15,198.93,113.63,91.28,49.41,55.39,55.3,65.72,70.08
1973,0.73,-999,-999,169.51,152.18,156.29,125.5,75.72,54.72,100.08,255.4,165.87,84.16,78.96,100.66,95.07,122.03,125.98,181.93,69.81,94.5,45.49,62.65,54.91,116.92,172.53,73.72,127.53,61.2,99.95,55.25,78.05,115.47,111.79,65.74,84.41,140.43,74.74,74.69,63.0,162.64,88.39,127.68,174.91,109.13,113.57,72.78,56.59,57.04,88.27,72.44
1974,2.23,-999,-999,156.23,144.45,161.78,131.45,85.39,59.0,91.36,268.55,176.7,73.68,86.19,82.58,78.45,121.02,101.95,182.7,67.52,87.24,34.26,53.28,55.68,100.24,165.2,66.95,115.97,60.45,100.29,48.59,73.79,117.53,120.87,48.52,73.7,141.41,82.67,67.36,55.0,161.48,88.35,113.85,186.66,127.24,100.56,51.6,62.49,50.96,78.87,82.29
1975,3.19,-999,-999,157.28,152.06,146.14,118.73,77.68,55.43,96.29,275.28,176.13,89.47,66.51,98.09,96.34,130.96,114.89,182.86,66.61,92.83,45.23,61.53,60.89,123.66,161.23,52.99,123.16,54.33,107.78,59.8,70.57,109.74,103.94,57.91,84.74,147.16,70.2,72.39,56.0,163.8,88.88,124.54,184.84,106.54,108.37,72.01,51.55,62.56,88.95,70.62
1976,3.0,-999,-999,140.44,141.85,150.11,126.84,78.7,59.07,102.37,237.14,156.17,98.87,65.69,98.12,91.01,132.02,105.09,169.92,71.09,93.0,39.11,69.62,82.62,116.39,153.98,71.51,112.17,81.88,109.24,53.29,73.9,115.78,88.87,47.26,76.76,140.96,64.56,68.9,53.0,147.56,108.42,112.32,168.24,111.93,108.69,57.42,47.16,78.18,74.0,80.33
1977,7.71,-999,-999,165.34,170.64,161.63,127.14,92.31,57.97,111.86,238.54,175.98,99.68,76.52,114.19,111.54,140.97,139.86,196.21,71.82,107.63,33.77,60.86,55.96,136.65,175.18,67.2,133.24,65.51,107.93,52.81,84.09,127.52,108.97,52.68,97.98,160.94,70.08,80.94,65.0,168.28,95.94,143.44,194.56,118.68,118.83,54.79,55.76,62.2,96.27,83.07
