Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1950,54.52,63.87,67.15,95.42,173.32,131.29,121.6,45.94,130.71
1951,61.82,50.91,69.75,102.69,176.15,136.22,114.18,37.8,126.03
1952,70.22,88.37,76.2,119.84,173.9,137.03,122.7,65.16,128.75
1953,69.83,86.57,61.25,128.59,180.01,146.66,121.67,68.78,117.03
1954,59.79,75.86,50.83,121.64,180.83,150.36,128.78,54.39,127.05
1955,74.57,87.84,57.02,117.49,189.97,134.08,116.88,77.99,117.92
1956,52.1,89.61,67.63,117.65,180.2,125.59,133.24,52.36,124.89
1957,66.27,71.61,64.5,108.63,165.91,129.8,102.51,53.55,114.72
1958,49.39,79.22,82.74,98.21,167.8,128.48,122.61,50.14,133.47
1959,85.74,82.81,57.14,124.95,171.57,140.7,120.26,72.39,131.19
1960,60.48,80.2,71.26,111.67,170.98,132.32,125.25,55.67,136.71
1961,67.86,87.89,75.91,100.33,164.41,123.69,114.76,64.56,124.53
1962,59.85,70.83,61.12,120.6,179.12,133.69,124.0,54.76,127.1
1963,59.89,90.24,66.0,122.48,190.81,128.93,127.86,65.82,115.83
1964,62.23,73.44,49.64,109.38,167.38,125.95,116.19,59.53,121.75
1965,62.88,60.85,55.34,115.41,178.85,129.2,103.02,45.1,116.49
1966,66.25,83.03,70.1,98.1,160.86,118.75,121.66,63.52,134.97
1967,58.1,78.23,84.67,96.21,173.67,113.73,110.05,48.13,125.77
1968,59.38,65.67,57.32,98.78,166.41,129.67,105.88,49.5,120.3
1969,59.71,79.82,69.3,107.21,162.81,124.73,114.42,61.57,125.11
1970,69.73,89.63,72.39,114.73,168.89,140.66,109.06,73.81,123.56
1971,64.81,78.35,61.09,110.59,176.5,126.09,108.79,60.43,116.01
1972,48.51,70.71,65.61,95.62,176.04,111.87,114.33,53.39,122.53
1973,66.56,77.51,67.02,103.89,170.89,132.68,109.83,57.59,124.63
1974,54.28,76.87,74.89,87.65,168.97,124.07,118.13,52.31,130.5
1975,62.7,71.8,60.72,103.97,171.34,129.53,108.23,60.08,116.65
1976,56.96,86.04,55.85,97.24,156.27,121.64,108.8,75.51,117.02
1977,62.9,81.09,65.68,119.74,177.78,138.23,120.66,58.28,124.45
1978,61.8,77.02,53.35,108.21,180.83,133.89,120.06,59.33,121.46
1979,56.72,80.65,75.02,96.74,160.41,110.48,116.11,50.41,127.04
1980,65.69,86.41,56.58,112.02,165.64,132.21,119.68,65.92,118.84
1981,55.66,79.67,64.54,99.08,168.1,128.09,116.29,47.28,129.46
1982,51.74,66.27,57.81,99.65,175.28,126.72,104.72,47.94,108.09
1983,73.36,78.12,50.91,106.66,157.32,121.62,109.85,70.76,112.19
1984,59.91,79.3,59.76,102.41,169.07,127.38,112.73,58.23,124.84
1985,60.26,72.35,64.29,101.43,175.1,139.6,111.37,49.48,119.61
1986,54.87,71.77,68.35,113.6,175.36,139.64,111.56,50.82,120.11
1987,61.61,83.25,79.24,119.71,173.2,130.94,114.47,70.63,132.95
1988,65.02,99.88,76.73,113.33,164.51,118.33,119.73,77.53,134.25
1989,58.46,81.49,61.18,95.3,170.2,125.92,128.3,58.06,128.23
1990,62.53,83.07,68.78,95.43,175.51,138.99,114.97,55.58,127.87
1991,79.7,81.9,68.67,124.79,175.0,138.32,112.08,68.3,123.45
1992,45.77,63.53,75.93,84.51,157.01,110.32,112.26,30.88,132.27
1993,65.65,43.47,49.49,91.39,157.61,133.56,109.19,37.14,115.64
1994,61.31,84.28,79.45,99.29,172.57,123.64,124.53,48.42,123.58
1995,71.99,68.28,59.42,102.68,166.89,128.03,110.71,63.07,117.25
1996,55.41,75.23,63.92,92.2,162.58,123.39,126.62,47.06,132.37
1997,51.32,75.37,61.74,85.91,157.17,116.64,114.53,46.44,130.46
1998,69.1,80.88,69.38,113.97,178.97,137.88,113.87,68.6,99.95
1999,70.69,66.08,61.85,106.34,173.6,118.13,112.92,55.55,122.64
2000,46.33,81.14,62.27,98.37,173.54,123.06,130.71,47.55,121.46
2001,67.27,85.67,72.23,105.81,170.02,131.08,131.29,58.55,140.9
2002,74.54,79.88,65.83,115.09,170.97,135.85,126.66,66.57,126.72
2003,53.89,86.96,85.7,90.05,167.82,112.57,127.97,61.18,131.97
2004,52.07,62.25,64.61,96.78,171.62,128.97,112.63,40.71,129.98
2005,78.16,77.25,61.35,118.46,168.66,132.3,114.68,65.85,115.4
2006,57.41,90.42,74.03,98.75,175.25,122.7,116.98,62.97,127.41
2007,73.69,86.16,69.98,128.62,186.48,148.61,128.06,71.44,132.78
2008,58.41,73.32,68.49,100.77,161.95,122.97,115.44,50.33,134.83
2009,45.3,65.1,74.56,84.51,153.3,121.94,113.59,35.21,128.31
2010,76.63,70.23,56.01,123.27,178.62,145.02,119.91,63.16,113.67
2011,68.71,78.26,60.75,107.68,178.73,135.1,122.22,62.05,118.35
2012,73.86,96.51,70.66,118.72,184.62,132.83,136.39,73.67,139.47
2013,58.78,78.56,74.53,98.62,161.39,114.88,118.7,52.41,132.91
2014,56.55,67.21,72.48,98.25,167.35,123.3,116.59,41.79,142.66
2015,72.37,80.83,80.43,105.0,178.13,131.89,118.09,53.77,141.54
2016,82.13,82.26,68.45,121.52,187.65,140.28,123.3,59.6,128.88
2017,61.57,83.4,78.14,110.25,185.59,139.5,126.91,49.29,132.52
2018,74.73,79.94,71.22,123.59,179.16,144.05,131.8,66.79,133.96
2019,63.77,68.52,64.66,110.64,174.55,144.35,115.05,48.72,123.17
2020,72.95,88.12,74.24,105.16,168.59,122.02,135.13,62.14,147.25
