Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1900,0.15,3.92,1.85,1.22,2.27,6.57,8.38,0.3,5.16
1901,0.31,10.37,3.99,11.04,10.45,0.45,12.56,3.22,8.07
1902,0.04,1.18,3.1,0.64,8.17,4.79,9.14,0.0,12.53
1903,0.01,0.51,0.3,0.21,0.66,0.71,8.92,0.0,9.34
1904,0.01,0.7,2.15,0.01,1.11,0.88,5.3,0.0,17.54
1905,0.03,0.65,3.73,0.15,1.38,0.61,9.86,0.0,16.39
1906,0.06,1.14,3.45,0.07,1.59,0.29,8.06,0.02,16.47
1907,0.01,1.55,0.98,0.54,5.52,1.05,8.16,0.0,6.16
1908,0.07,1.57,4.02,0.4,1.3,0.27,8.44,0.04,16.5
1909,0.06,1.62,1.38,1.11,6.12,0.15,7.31,0.03,9.82
1910,0.01,3.47,1.39,0.37,1.79,0.13,10.81,0.52,14.65
1911,1.92,4.49,2.91,6.0,6.82,3.26,7.72,1.33,7.49
1912,0.08,2.02,1.02,0.89,2.28,1.38,4.81,0.1,6.8
1913,0.29,7.61,1.49,11.77,7.29,1.42,7.5,0.23,14.94
1914,0.01,4.01,1.99,7.91,10.79,5.93,3.76,0.08,10.65
1915,0.01,0.14,2.38,0.04,2.06,2.14,4.73,0.0,13.17
1916,0.14,3.05,0.98,5.58,2.82,0.23,5.91,1.15,7.51
1917,0.07,4.61,1.86,0.64,2.78,0.58,8.94,0.46,17.37
1918,0.52,4.05,1.82,6.45,11.45,3.39,5.74,0.54,9.87
1919,0.68,4.52,3.68,1.38,2.9,0.3,5.04,0.04,13.33
1920,0.01,1.06,2.85,0.31,1.12,0.6,5.11,0.0,9.9
1921,0.18,2.84,0.87,1.24,6.45,2.37,4.69,0.85,10.49
1922,0.01,3.85,3.34,1.57,3.76,0.07,9.35,0.41,14.17
1923,0.07,0.63,1.43,0.82,2.32,0.64,4.52,0.13,9.48
1924,0.06,1.32,2.82,0.21,9.63,1.52,12.04,0.0,10.68
1925,0.13,4.19,3.37,4.23,18.81,6.75,7.72,0.2,10.1
1926,0.35,5.89,3.22,2.16,4.28,4.59,8.07,0.4,12.73
1927,0.01,0.94,1.95,0.5,4.19,0.47,6.52,0.13,8.69
1928,0.03,1.67,5.01,0.01,2.08,0.24,9.11,0.0,13.47
1929,0.01,4.88,1.38,0.24,3.21,0.12,8.08,0.22,15.69
1930,0.66,8.84,1.67,11.48,18.67,5.98,8.36,0.97,9.92
1931,0.23,13.7,3.01,5.84,5.99,3.46,12.79,3.52,18.41
1932,0.04,3.87,0.98,1.95,5.32,7.16,8.18,0.42,14.19
1933,0.42,10.26,2.92,4.71,5.67,3.44,11.19,1.35,17.24
1934,0.4,17.49,2.41,16.36,13.92,2.59,17.15,3.88,12.27
1935,0.06,9.18,2.28,0.8,6.08,2.14,9.42,0.26,12.41
1936,1.27,26.3,2.2,24.61,16.58,4.93,14.65,7.84,16.62
1937,0.12,10.65,0.92,1.05,3.99,1.86,11.82,0.45,14.28
1938,0.02,6.32,3.02,1.82,6.47,0.85,9.14,0.08,11.07
1939,0.01,7.12,5.38,3.72,7.05,1.69,11.58,0.41,17.48
1940,0.07,7.85,3.02,3.01,1.64,2.99,12.79,0.85,11.97
1941,0.05,5.3,3.18,3.3,2.31,2.78,3.5,0.65,7.42
