Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1900,55.07,44.66,7.97,98.62,167.35,125.95,23.31,46.6,7.91
1901,53.5,40.18,4.93,80.66,132.04,99.65,39.34,42.71,15.08
1902,35.13,26.11,1.87,76.86,157.54,105.34,28.11,26.15,22.23
1903,31.95,22.41,2.46,71.37,144.09,105.66,27.41,22.77,19.25
1904,38.44,19.63,5.96,67.05,148.47,96.66,28.69,18.93,33.61
1905,44.87,27.19,8.28,85.38,164.03,120.25,37.03,29.8,17.44
1906,52.8,23.64,11.2,84.69,157.88,127.72,31.1,38.65,18.14
1907,35.5,22.92,4.18,69.73,150.3,101.7,30.42,27.97,9.9
1908,46.8,27.7,8.41,78.41,159.76,106.0,31.73,36.0,23.92
1909,32.97,36.14,4.25,75.26,151.87,101.94,38.73,36.11,17.41
1910,39.21,30.01,5.33,73.67,144.76,109.77,35.72,34.21,18.99
1911,47.62,32.27,6.15,92.51,168.43,120.06,32.76,37.53,15.61
1912,40.1,24.61,5.2,77.31,158.07,117.04,27.89,31.19,21.97
1913,37.99,36.0,10.03,79.95,146.0,105.25,29.29,39.4,30.49
1914,41.41,35.75,7.29,84.77,154.55,109.72,34.25,38.99,18.65
1915,40.61,14.91,6.15,69.47,152.45,113.43,22.95,17.26,23.28
1916,42.71,37.66,4.52,76.4,149.54,111.32,31.94,41.98,18.0
1917,37.53,23.55,6.86,58.08,129.72,95.36,29.0,22.24,33.45
1918,39.87,32.39,9.43,77.22,153.78,103.87,35.45,30.52,26.15
1919,44.99,44.53,5.73,89.15,164.3,119.06,43.84,48.51,21.87
1920,40.44,28.92,6.54,75.66,153.48,100.23,27.61,31.65,16.42
1921,53.5,42.1,5.57,105.64,165.98,119.27,37.45,60.99,26.77
1922,46.41,35.56,8.57,82.92,168.32,121.39,39.73,38.53,23.03
1923,36.1,35.69,6.98,79.69,159.29,108.06,29.5,38.65,21.36
1924,30.66,20.12,5.84,62.93,140.52,96.47,31.23,19.91,18.77
1925,42.54,34.92,9.19,85.11,162.44,114.91,36.83,37.54,25.23
1926,37.53,33.24,8.69,83.0,148.36,112.43,34.11,28.76,26.18
1927,33.72,25.51,5.47,69.54,168.28,106.06,34.16,26.98,18.38
1928,50.22,25.75,7.08,75.89,146.63,109.24,29.97,31.62,20.72
1929,41.52,35.01,5.82,72.68,162.78,108.77,36.94,33.49,27.99
1930,44.7,39.29,8.47,76.06,152.21,106.29,35.63,38.59,22.67
1931,53.79,44.87,8.71,93.82,150.23,105.2,43.46,49.81,36.37
1932,40.38,36.46,4.97,81.34,158.89,105.29,35.56,36.83,22.24
1933,48.18,43.32,6.09,94.21,164.71,115.38,44.8,47.22,25.0
1934,45.7,43.38,7.7,92.1,157.57,117.51,45.56,40.79,26.0
1935,44.28,38.09,5.87,79.86,159.85,108.89,39.36,45.85,25.77
1936,43.43,55.22,7.48,95.14,161.64,118.94,46.64,44.06,31.51
1937,48.68,46.25,7.69,84.52,156.94,112.76,43.87,49.64,27.22
1938,47.12,42.07,9.65,89.82,163.15,116.4,36.88,42.34,27.42
1939,47.9,40.33,8.49,93.27,163.48,123.49,37.74,45.29,26.29
1940,36.79,40.49,8.68,72.36,136.12,99.49,39.35,39.41,21.93
1941,45.02,43.31,10.89,93.96,166.31,122.32,32.27,46.28,19.53
1942,48.68,32.34,8.62,91.67,150.36,121.46,33.48,37.54,21.44
1943,48.6,37.8,3.9,86.37,148.48,112.93,40.11,44.79,18.17
1944,51.02,32.56,4.58,94.13,160.48,116.18,29.79,40.69,13.26
1945,48.42,28.46,4.97,73.0,157.17,122.3,33.91,29.95,30.29
1946,35.88,32.56,6.77,66.15,155.3,108.24,41.65,32.76,22.9
1947,56.61,36.79,5.37,83.42,155.51,117.75,36.5,46.97,22.21
1948,41.84,33.56,4.89,74.77,160.25,109.14,33.48,37.67,16.35
