Year,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2007,52.52,0.0,0.0,2.73,0.11,21.43,3.0,0.0,-999,0.0,20.75,7.61,8.17,6.09,3.26,0.55,0.0,3.44,0.54,30.74,8.44,39.96,1.66,0.0,16.47,0.01,48.03,16.22,21.67,0.26,8.48,5.59,17.41,8.7,0.0,0.48,5.41,0.11,0.0,27.16,0.0,0.0,9.32,0.44,29.83,1.66,26.04,5.54,26.62
2008,63.65,0.0,0.0,2.68,1.61,19.84,1.33,0.0,-999,0.0,31.23,8.04,10.29,3.83,4.32,0.0,0.0,3.94,0.08,26.44,10.75,52.39,2.78,0.0,24.66,0.01,57.26,18.48,17.34,0.17,7.3,4.82,9.77,3.13,0.0,1.66,1.06,0.11,0.0,37.17,0.0,0.0,5.9,0.25,17.17,3.86,45.8,1.08,27.02
2009,58.94,0.0,0.0,2.34,1.63,17.44,3.13,0.0,-999,0.0,21.3,10.55,6.82,5.85,2.65,1.93,0.0,9.61,0.6,33.2,14.53,44.95,2.21,0.0,25.84,0.04,61.52,15.44,24.64,0.65,7.44,6.37,16.74,8.15,0.0,1.46,4.96,2.4,0.0,33.24,0.0,0.0,6.79,1.98,24.5,1.5,36.86,4.7,23.41
2010,52.9,0.0,0.0,1.5,0.59,12.73,0.98,0.0,-999,0.0,23.91,3.97,9.02,3.0,3.95,0.66,0.0,0.97,0.37,9.07,1.94,39.37,7.39,0.0,21.25,0.15,48.4,10.2,9.41,0.15,4.14,3.17,6.42,2.53,0.0,0.57,1.69,0.11,0.0,30.14,0.05,0.0,3.29,1.56,8.99,1.56,20.21,2.39,18.92
2011,54.58,0.0,0.09,4.32,0.75,21.02,3.74,0.0,-999,0.0,16.79,5.94,6.29,3.82,9.45,1.53,0.0,7.54,0.2,23.93,9.77,37.09,4.9,0.0,23.12,0.13,47.71,15.63,22.58,0.92,10.22,3.98,13.14,4.31,2.23,0.83,4.9,3.89,0.0,34.24,0.2,0.26,6.93,0.25,19.76,1.92,19.39,1.36,25.46
2012,68.29,0.0,0.0,0.96,0.34,12.87,0.86,0.0,-999,0.0,7.29,1.16,0.56,0.15,0.93,0.0,0.0,1.31,0.05,10.01,1.39,19.91,0.0,0.0,11.49,0.0,30.18,6.75,10.92,0.15,4.14,3.27,5.16,0.27,0.0,0.01,0.45,0.11,0.0,15.72,0.0,0.0,2.01,0.0,8.74,0.0,8.21,0.28,14.75
2013,51.69,0.0,0.0,5.02,6.23,21.8,2.05,0.0,-999,0.0,19.74,12.13,4.77,0.83,2.13,0.0,0.0,4.0,0.08,18.3,8.08,50.93,0.92,0.0,15.99,0.01,54.96,10.99,17.06,0.15,8.08,15.66,11.29,0.61,0.0,1.43,0.91,0.49,0.0,28.26,0.0,0.0,17.17,0.0,18.89,1.06,33.16,0.7,27.12
2014,31.09,0.71,0.21,0.11,0.01,17.93,4.1,0.0,-999,0.0,34.08,5.01,20.73,15.24,8.97,4.82,0.0,9.94,2.32,39.76,27.32,60.06,9.82,0.0,28.59,0.67,59.8,24.12,31.47,3.03,4.34,0.78,24.6,18.08,0.61,0.79,15.97,2.74,0.0,39.89,1.45,0.0,2.66,4.42,32.12,0.85,49.12,10.31,28.08
2015,40.49,0.0,0.0,0.56,0.84,11.23,9.47,1.0,-999,0.0,24.89,2.49,14.08,11.28,1.62,5.56,0.0,19.05,2.11,41.9,23.45,37.19,3.94,0.0,15.79,0.38,39.91,13.11,35.05,3.86,2.96,2.52,31.94,19.85,0.0,1.07,16.68,9.79,0.0,27.55,0.55,0.0,2.71,3.72,39.18,0.17,32.53,11.17,17.89
2016,30.25,0.0,0.0,0.94,0.58,13.33,4.27,0.0,-999,0.0,13.36,5.75,5.15,2.85,3.51,0.0,0.0,6.01,0.2,16.94,4.8,25.0,3.19,0.0,14.06,0.02,26.48,7.0,15.05,0.39,5.12,4.51,10.18,2.18,1.23,1.26,1.34,3.04,0.0,16.65,0.0,0.0,4.68,0.42,12.5,2.29,21.85,3.36,15.96
2017,47.36,0.0,0.0,0.63,1.06,9.45,1.74,0.0,-999,0.0,9.48,8.87,5.7,4.34,2.41,0.0,0.0,5.2,0.18,20.45,6.1,27.73,1.95,0.01,24.28,0.03,38.87,9.57,19.33,0.26,2.21,2.37,11.32,3.53,0.39,2.21,0.61,1.25,0.0,20.78,0.0,0.0,3.42,0.42,16.18,4.7,18.97,1.19,21.21
2018,34.59,0.0,0.32,0.99,0.12,14.34,4.44,1.0,-999,0.0,18.71,2.69,11.44,8.32,4.91,2.43,0.0,5.39,0.54,19.12,7.91,37.93,6.98,0.0,22.7,0.15,46.56,12.96,17.6,1.87,3.35,1.11,15.6,6.78,0.61,0.54,4.25,2.36,0.0,29.9,0.09,0.0,1.62,2.55,18.15,0.0,25.03,6.84,20.79
2019,32.44,0.0,0.0,2.68,0.1,16.69,3.24,0.0,-999,0.0,25.23,5.59,7.96,5.0,2.82,0.44,0.0,4.99,0.23,24.06,14.06,51.68,2.96,0.01,32.99,0.01,56.97,14.82,20.78,0.85,7.3,1.92,18.33,4.75,0.0,0.43,5.5,0.49,0.0,36.99,0.0,0.0,4.18,0.57,26.95,0.5,32.24,2.86,30.57
2020,56.84,0.0,0.0,0.5,0.0,14.6,0.86,-999.0,-999,0.0,11.76,2.84,2.22,0.77,0.59,0.0,0.0,2.42,0.02,10.55,2.06,27.07,1.03,0.0,12.06,0.01,28.05,5.97,11.15,0.29,3.55,0.45,8.26,0.22,0.0,0.11,0.83,0.11,0.0,14.42,0.0,0.0,2.34,0.12,13.76,0.07,12.95,0.28,15.62
2021,60.07,0.0,1.31,0.5,0.12,10.86,0.86,-999.0,-999,0.0,16.26,1.36,9.12,2.92,5.87,0.0,0.0,1.63,0.11,9.04,6.05,29.7,5.16,0.15,19.09,0.01,37.45,12.68,10.92,0.15,1.85,0.47,10.17,2.24,3.0,0.11,0.66,0.11,0.0,18.66,0.41,1.28,1.67,0.25,12.42,0.21,19.36,0.71,16.17
2022,43.74,0.0,0.8,1.62,0.4,23.25,3.63,0.0,-999,0.0,28.79,9.71,9.4,4.39,7.77,1.29,0.0,5.25,0.52,28.97,10.16,55.75,3.85,0.15,29.82,0.19,62.68,20.28,20.95,0.88,4.11,1.95,23.21,6.6,0.0,1.06,7.32,1.64,0.0,36.36,0.87,0.0,3.71,1.13,26.44,2.4,33.14,4.47,31.58
2023,45.6,0.0,0.0,1.31,0.59,15.23,2.86,0.0,-999,0.0,7.34,6.07,1.5,0.0,1.55,0.0,-999.0,2.35,0.05,10.02,2.07,23.09,0.06,0.01,12.82,0.01,36.56,6.59,7.06,0.39,5.71,2.18,3.32,0.27,0.0,0.13,0.0,1.94,0.0,15.45,0.0,0.0,5.36,0.12,5.82,0.12,8.83,0.15,22.28
2024,42.0,0.0,0.53,1.29,0.01,10.62,0.98,0.0,-999,0.0,8.76,4.94,6.12,5.1,5.99,1.08,-999.0,0.68,0.08,11.02,2.87,19.01,5.77,0.38,14.04,0.04,29.93,8.86,6.61,0.52,1.95,0.59,4.06,1.97,0.0,0.96,0.0,0.11,0.0,15.07,1.4,0.0,1.35,0.86,8.47,3.33,11.71,1.6,12.82
