Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1930,0.0,-999,-999,91.66,78.63,31.3,15.86,2.86,16.17,50.0,167.31,98.24,29.42,4.91,39.56,35.4,46.24,50.14,120.57,16.11,24.27,0.3,11.83,11.22,52.57,99.47,4.41,50.72,4.84,22.91,4.17,36.72,11.08,4.22,9.88,22.64,84.73,1.38,13.03,7.0,90.77,15.55,48.33,106.47,9.41,33.79,5.76,2.84,12.9,16.88,3.09
1931,0.0,-999,-999,94.83,93.88,37.07,22.74,7.81,23.89,60.92,163.33,97.81,41.62,4.98,54.32,51.97,57.8,62.67,115.28,23.06,26.47,3.44,21.7,20.11,65.45,103.69,4.21,58.42,8.69,34.28,5.7,44.22,8.57,7.28,19.52,38.56,94.54,0.53,24.07,20.0,85.99,24.26,65.24,108.92,15.18,45.84,10.12,0.94,24.94,29.33,4.44
1932,0.0,-999,-999,102.16,86.55,40.2,15.98,4.99,14.49,45.01,174.91,100.0,23.53,1.81,33.62,33.47,48.04,56.42,125.04,14.81,30.56,0.16,9.88,9.31,53.23,105.71,1.76,53.24,3.63,22.38,3.06,30.07,8.21,3.51,9.54,22.71,80.44,0.43,15.95,12.0,89.5,14.14,57.27,103.84,8.89,37.53,1.47,0.61,10.51,17.52,2.2
1933,0.0,-999,-999,117.87,103.55,44.03,18.11,5.99,16.57,53.5,171.95,113.92,37.18,1.66,45.26,43.97,59.8,61.97,144.59,19.38,31.89,1.29,13.72,14.23,63.4,126.73,4.37,64.17,5.73,27.84,4.81,38.64,6.79,4.69,14.58,32.34,101.58,1.11,19.48,15.0,100.32,19.53,65.14,120.77,12.19,42.9,8.09,1.18,17.62,19.84,2.11
1934,0.0,-999,-999,105.79,94.13,47.74,22.35,9.81,23.92,55.96,175.34,104.22,42.15,2.54,55.84,52.62,65.08,61.52,130.48,19.48,37.32,0.18,11.44,11.59,70.69,112.86,3.32,71.54,5.8,40.4,3.09,38.66,14.23,2.72,11.85,36.24,89.28,0.73,19.96,15.0,96.43,19.28,67.89,113.16,11.28,50.93,4.86,1.43,15.31,26.94,4.92
1935,0.0,-999,-999,97.62,80.29,39.17,26.8,5.7,21.42,52.02,181.32,96.88,39.5,1.72,45.58,44.31,53.22,47.76,135.73,20.76,37.62,2.85,17.21,16.68,55.43,106.12,2.28,54.62,7.36,33.07,4.61,31.81,14.54,3.19,16.41,35.74,75.04,1.81,22.91,13.0,86.73,21.6,54.07,105.43,10.55,41.78,9.16,1.12,20.99,23.1,2.38
1936,0.0,-999,-999,112.99,97.34,43.32,32.62,10.6,16.83,45.52,187.32,104.89,46.36,2.64,55.91,51.02,67.33,63.07,136.96,10.2,34.23,1.17,13.56,17.03,76.39,118.25,10.5,60.73,17.19,44.13,2.82,32.91,10.42,6.0,12.86,35.8,95.02,1.05,20.09,11.0,99.32,33.17,77.98,108.1,12.93,42.02,8.52,0.64,17.06,20.57,7.01
1937,0.0,-999,-999,105.4,96.4,46.21,29.11,7.02,24.97,49.5,171.72,107.88,39.95,1.77,44.95,37.72,67.26,49.56,131.34,25.34,34.94,10.71,16.65,19.05,65.27,109.12,3.73,57.73,8.66,35.89,7.05,39.26,11.55,3.35,17.03,29.87,95.53,1.4,22.06,24.0,93.51,23.78,66.77,108.7,10.57,38.8,14.66,1.49,23.98,19.73,3.52
1938,0.0,-999,-999,100.17,95.36,48.12,28.47,3.92,27.47,48.99,169.1,99.02,34.55,1.37,45.03,39.08,61.38,57.43,135.47,28.16,34.37,7.88,11.49,10.52,63.73,111.42,0.93,58.3,3.58,31.34,7.93,41.54,7.07,0.47,16.37,26.3,93.46,1.91,19.86,28.0,89.42,16.07,60.78,109.55,10.17,37.61,12.89,2.02,12.64,22.87,1.5
1939,0.0,-999,-999,105.91,99.16,44.71,28.43,5.14,23.88,51.46,184.36,111.07,29.28,1.98,46.09,47.28,58.07,60.61,137.86,24.17,32.04,5.83,11.27,10.85,65.5,115.38,3.06,68.47,3.06,26.89,5.02,41.28,8.62,2.91,16.84,30.97,94.31,2.5,21.09,19.0,106.6,16.71,63.82,114.21,9.06,41.16,12.36,2.72,14.33,21.17,3.12
1940,0.0,-999,-999,90.27,71.69,46.13,23.45,6.06,17.24,37.0,150.11,89.93,32.95,3.1,42.17,41.16,47.16,48.65,110.19,16.65,37.01,2.36,13.72,10.44,46.55,90.11,2.03,52.35,4.69,29.56,7.65,28.79,12.17,3.5,14.06,30.11,70.52,1.2,18.02,14.0,80.44,17.38,46.07,86.23,13.2,35.29,8.64,1.35,16.2,20.74,2.88
1941,0.0,-999,-999,120.37,98.27,45.07,19.35,1.99,17.87,48.01,176.77,116.81,35.11,1.59,51.91,48.3,51.13,70.87,146.88,14.56,41.76,2.5,13.97,19.32,66.17,120.47,2.57,67.21,7.4,26.92,4.08,36.06,4.22,0.82,14.51,31.88,90.69,2.28,20.64,9.0,107.74,20.23,79.56,115.67,7.45,43.64,6.92,3.46,18.93,24.57,1.87
