Year,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1922,-999.0,19.4,13.75,-999.0,-999.0,1.28,-999.0,11.0,16.48,18.19,7.64,0.74,7.91,9.67,7.88,10.24,21.61,-999.0,-999.0,11.41,6.31,3.51,11.16,17.74,1.41,16.25,3.03,5.16,-999.0,9.29,0.99,-999.0,7.4,7.3,9.83,4.53,6.08,-999.0,19.37,3.42,14.25,9.92,1.0,10.35,-999.0,4.16,7.24,9.91,-999.0
1923,-999.0,19.78,19.1,-999.0,-999.0,3.29,-999.0,-999.0,14.03,17.76,6.31,1.92,8.62,10.28,8.16,13.0,23.9,-999.0,-999.0,8.94,4.61,4.27,10.81,22.98,2.34,11.79,4.31,7.67,-999.0,9.42,3.25,-999.0,5.27,7.79,14.24,4.07,4.91,-999.0,13.18,4.19,18.52,13.96,0.93,8.1,-999.0,5.69,4.67,10.34,-999.0
1924,-999.0,14.77,10.08,-999.0,-999.0,1.28,-999.0,16.0,16.99,16.75,7.58,0.08,7.56,8.44,5.62,9.94,10.92,-999.0,-999.0,9.96,4.16,5.64,11.66,12.8,1.08,14.7,3.39,4.17,-999.0,12.79,1.15,-999.0,8.53,7.62,6.34,4.35,7.92,-999.0,18.34,3.13,13.26,8.14,1.09,13.86,-999.0,6.65,6.18,10.88,-999.0
1925,-999.0,13.2,11.72,-999.0,-999.0,1.46,-999.0,5.0,15.59,11.31,6.49,0.88,7.41,7.99,6.52,9.02,15.46,-999.0,-999.0,11.0,3.75,4.76,11.14,15.66,1.24,8.81,2.97,4.3,-999.0,9.64,1.67,-999.0,7.84,6.13,7.46,2.87,5.61,-999.0,11.54,2.75,10.84,7.48,0.74,4.56,-999.0,4.58,6.29,11.13,-999.0
1926,-999.0,19.11,15.16,-999.0,-999.0,1.44,-999.0,14.0,17.28,15.48,7.71,1.59,9.54,9.13,5.42,14.02,20.15,-999.0,-999.0,8.91,5.87,4.78,11.35,16.98,1.34,11.7,1.42,4.87,-999.0,9.17,1.92,-999.0,6.82,8.5,12.24,5.46,7.07,-999.0,12.54,3.5,16.36,13.57,0.77,7.76,-999.0,5.71,7.93,12.47,-999.0
1927,-999.0,13.38,19.33,-999.0,-999.0,2.15,-999.0,-999.0,10.71,12.91,6.05,2.19,13.79,13.96,8.71,14.33,18.77,-999.0,-999.0,12.61,5.24,2.9,17.47,17.08,2.51,12.84,3.68,5.98,-999.0,13.78,1.34,-999.0,8.17,8.71,10.86,6.44,7.2,-999.0,11.05,3.02,18.4,9.61,1.79,10.24,-999.0,7.32,5.81,12.69,-999.0
1928,-999.0,17.16,15.75,-999.0,-999.0,2.29,-999.0,14.0,18.31,16.87,8.22,0.42,7.94,8.83,9.09,10.49,18.34,-999.0,-999.0,8.0,4.84,5.69,11.49,16.56,1.43,13.85,4.77,4.95,-999.0,11.72,1.5,-999.0,6.0,6.03,9.65,5.01,7.4,-999.0,16.92,3.1,13.61,9.76,1.03,8.71,-999.0,5.83,7.26,10.68,-999.0
1929,-999.0,25.57,11.92,-999.0,-999.0,2.31,-999.0,11.0,16.1,21.6,5.52,1.05,10.56,12.73,6.79,10.72,17.96,-999.0,-999.0,8.52,5.14,3.29,13.37,19.06,1.22,18.31,2.0,4.28,-999.0,11.31,2.5,-999.0,6.61,9.57,10.79,4.05,7.46,-999.0,19.6,3.79,15.48,11.08,1.1,10.06,-999.0,3.91,4.89,12.66,-999.0
1930,16.68,11.54,15.29,2.48,3.79,3.05,-999.0,6.0,19.65,16.19,5.41,0.87,5.81,6.63,7.1,4.13,18.56,-999.0,-999.0,8.25,2.12,4.73,7.55,14.78,1.07,8.14,1.27,7.06,-999.0,8.26,2.0,-999.0,4.2,4.6,7.36,1.9,4.33,-999.0,10.36,3.59,10.05,9.78,0.49,4.02,-999.0,4.71,4.26,2.74,-999.0
1931,14.13,12.84,14.33,3.42,6.19,0.58,-999.0,15.0,12.25,11.55,8.93,0.63,8.41,9.38,5.96,11.4,15.78,-999.0,-999.0,11.49,4.18,3.88,9.22,19.4,0.86,13.23,2.92,4.76,-999.0,8.33,2.52,-999.0,5.06,8.27,7.78,5.53,6.82,-999.0,8.56,1.73,11.52,8.28,0.43,7.4,-999.0,8.28,5.86,6.27,-999.0
1932,15.97,19.85,16.62,1.92,2.43,1.11,-999.0,15.0,12.31,18.82,6.88,1.24,8.06,10.02,5.42,10.96,19.31,-999.0,-999.0,9.72,5.89,3.79,9.79,22.57,1.72,14.06,3.12,5.02,-999.0,12.17,1.52,-999.0,8.22,6.59,10.09,4.72,6.24,-999.0,15.27,2.97,17.77,10.86,1.54,12.76,-999.0,9.14,4.89,11.11,-999.0
1933,14.64,14.73,15.25,1.85,4.36,2.25,-999.0,14.0,16.11,12.68,5.36,1.88,7.96,9.97,6.21,15.47,17.83,-999.0,-999.0,8.46,4.77,4.47,8.41,16.95,1.45,8.44,1.3,4.66,-999.0,12.28,2.03,-999.0,5.45,7.91,8.0,5.81,5.86,-999.0,9.97,2.23,15.28,8.49,0.73,8.08,-999.0,10.01,4.82,12.22,-999.0
1934,16.41,17.66,13.26,1.28,3.86,0.89,-999.0,13.0,13.57,13.21,6.0,1.55,7.63,5.85,4.28,10.09,17.78,-999.0,-999.0,9.5,3.11,4.41,10.06,15.03,1.31,14.97,1.18,2.46,-999.0,13.26,0.69,-999.0,5.77,5.12,8.0,5.49,5.46,-999.0,12.15,2.44,12.25,9.27,0.29,11.29,-999.0,7.68,7.15,8.1,-999.0
1935,15.89,14.83,18.78,1.9,4.96,1.68,-999.0,16.0,13.95,11.72,8.14,0.44,10.61,7.34,7.23,19.34,18.7,-999.0,-999.0,10.0,3.57,4.9,11.8,16.52,0.9,10.85,2.53,6.2,-999.0,9.15,1.48,-999.0,6.57,6.96,9.74,2.32,5.61,-999.0,12.55,2.31,12.02,13.08,0.79,10.65,-999.0,5.96,6.33,10.51,-999.0
1936,11.53,17.61,9.35,1.67,6.35,1.74,-999.0,14.0,17.73,19.71,5.74,1.02,7.79,6.75,4.23,9.2,12.07,-999.0,-999.0,11.02,4.19,2.81,7.99,12.57,0.66,18.93,1.12,2.82,-999.0,13.07,1.25,-999.0,5.61,5.78,7.1,4.59,7.89,-999.0,16.85,1.3,13.02,9.39,1.42,10.25,-999.0,7.22,3.99,7.59,-999.0
1937,14.0,18.68,19.53,1.71,6.56,0.92,-999.0,13.0,15.45,16.44,4.89,1.73,8.63,12.62,5.07,12.19,16.1,-999.0,-999.0,12.26,6.27,5.21,9.71,15.62,1.64,12.81,3.81,4.06,-999.0,11.4,2.82,-999.0,7.57,11.34,6.97,8.68,9.56,-999.0,13.24,3.06,15.78,8.07,1.44,14.39,-999.0,11.08,5.81,11.53,-999.0
1938,13.95,14.97,14.78,1.64,6.8,2.33,-999.0,12.0,12.57,12.11,9.26,0.72,9.68,9.99,7.54,10.87,15.65,-999.0,-999.0,9.8,5.66,5.42,12.31,15.18,2.72,11.9,2.24,5.47,-999.0,11.73,1.52,-999.0,6.66,8.65,9.36,5.23,5.7,-999.0,11.44,3.05,13.93,8.67,1.5,8.15,-999.0,5.42,9.72,6.68,-999.0
1939,17.12,18.2,17.58,1.36,3.17,0.89,-999.0,16.0,16.61,13.87,4.85,0.38,8.69,10.1,4.56,12.8,13.64,-999.0,-999.0,3.75,4.33,3.46,9.86,17.7,0.62,12.97,1.79,3.5,-999.0,11.44,1.31,-999.0,4.61,8.16,6.29,3.06,5.65,-999.0,12.75,2.83,13.92,7.56,1.21,7.75,-999.0,5.68,5.01,8.39,-999.0
1940,17.49,17.33,13.46,2.97,8.64,1.47,-999.0,14.0,15.3,11.47,6.31,1.93,5.28,6.27,5.25,7.29,25.83,-999.0,-999.0,10.02,5.17,4.52,7.06,18.69,1.67,9.48,2.21,3.14,-999.0,13.14,1.57,-999.0,6.36,7.78,10.94,5.78,6.73,-999.0,10.44,2.3,10.38,12.7,1.81,11.44,-999.0,6.65,6.93,6.61,-999.0
1941,13.83,14.02,13.91,3.56,7.47,2.35,-999.0,9.0,19.03,11.9,8.66,0.8,9.66,6.72,8.83,7.76,19.22,-999.0,-999.0,3.96,5.62,5.81,12.26,13.39,2.34,10.98,4.14,5.08,-999.0,9.81,4.58,-999.0,4.44,5.66,12.63,5.35,5.22,-999.0,11.9,3.93,9.43,13.85,1.54,6.32,-999.0,4.98,8.04,7.47,-999.0
1942,8.96,15.73,14.66,0.8,5.35,3.34,-999.0,14.0,15.59,15.53,7.38,1.16,9.79,9.0,8.6,13.07,17.95,-999.0,-999.0,11.53,8.68,6.43,13.05,14.35,1.59,14.61,3.29,6.32,-999.0,12.38,1.66,-999.0,8.95,7.32,12.27,6.44,9.62,-999.0,13.84,4.88,12.38,10.72,0.36,11.83,-999.0,4.5,8.05,10.31,-999.0
1943,11.88,15.57,9.48,1.71,4.94,1.2,-999.0,9.0,16.86,16.92,6.93,0.47,7.45,8.23,5.28,9.81,15.96,-999.0,-999.0,10.04,5.42,6.37,11.38,13.06,1.51,12.64,2.75,3.55,-999.0,9.98,2.0,-999.0,6.01,6.84,7.66,4.84,5.46,-999.0,13.93,3.16,10.92,6.99,0.68,8.36,-999.0,4.72,6.06,8.47,-999.0
1944,13.12,18.71,18.85,1.46,4.87,2.54,-999.0,13.0,13.38,15.73,8.33,0.78,7.86,7.21,9.53,11.21,21.19,-999.0,-999.0,10.04,3.69,6.54,10.51,20.35,2.82,15.99,5.06,7.03,-999.0,14.07,1.82,-999.0,4.44,4.58,10.1,1.53,6.02,-999.0,13.79,5.7,16.41,11.99,0.65,9.67,-999.0,2.4,4.76,6.94,-999.0
1945,12.13,18.6,21.54,0.95,5.98,1.65,-999.0,11.0,16.77,15.63,8.18,1.56,11.49,13.26,7.28,11.29,18.4,-999.0,-999.0,13.56,6.64,5.57,13.71,19.87,0.65,13.59,1.73,5.47,-999.0,12.02,1.97,-999.0,9.25,9.36,13.15,5.11,8.79,-999.0,15.21,2.55,18.49,11.12,0.43,7.75,-999.0,6.76,7.79,12.16,-999.0
1946,8.58,21.35,19.17,2.15,3.68,1.94,-999.0,6.0,14.58,14.83,7.98,1.47,10.16,8.57,7.25,14.8,26.93,-999.0,-999.0,7.45,4.33,5.53,10.89,24.75,1.59,10.86,1.99,6.37,-999.0,10.39,1.26,-999.0,5.91,7.48,10.12,5.28,7.59,-999.0,12.39,7.01,16.7,13.76,0.93,7.54,-999.0,6.3,5.94,4.84,-999.0
1947,13.45,17.53,12.71,1.38,2.39,2.05,-999.0,10.0,20.32,19.36,8.61,0.86,8.29,10.8,6.72,9.98,18.36,-999.0,-999.0,10.53,5.27,4.35,10.64,20.39,1.23,13.26,3.17,5.68,-999.0,10.87,0.99,-999.0,8.24,9.5,10.34,4.36,6.11,-999.0,16.17,2.55,10.99,7.21,1.81,8.93,-999.0,6.68,6.85,4.39,-999.0
1948,11.58,20.75,15.9,1.15,4.4,1.57,-999.0,18.0,14.93,20.02,6.3,2.27,8.32,11.24,8.29,15.01,16.97,-999.0,-999.0,8.49,4.32,4.73,9.45,21.8,1.68,15.33,2.97,5.16,-999.0,13.63,1.58,-999.0,6.44,9.03,6.73,6.09,8.28,-999.0,19.59,3.51,17.34,6.79,0.28,12.58,-999.0,8.5,3.77,11.25,-999.0
1949,14.5,16.32,17.95,1.71,3.04,1.95,-999.0,11.0,14.96,13.19,6.03,1.3,10.99,11.36,7.41,11.9,18.22,-999.0,-999.0,5.78,5.89,5.44,12.74,18.26,0.79,12.64,2.46,6.37,-999.0,9.04,1.41,-999.0,5.4,6.51,9.67,4.19,4.24,-999.0,11.75,3.1,15.33,11.7,0.99,9.34,-999.0,5.11,5.17,6.45,-999.0
1950,10.3,15.24,19.38,0.44,6.49,0.86,8.37,8.0,14.02,12.11,6.86,0.74,11.51,15.99,7.51,17.37,18.95,9.55,8.33,8.25,6.05,4.28,9.77,20.12,1.38,9.6,3.93,5.38,7.51,9.8,1.27,0.73,8.04,12.16,8.72,8.07,7.78,7.36,9.43,2.73,20.16,9.23,0.65,7.97,5.32,8.4,6.45,8.42,0.58
1951,10.26,15.34,17.57,2.54,5.68,2.27,15.17,17.0,14.76,12.81,10.6,1.45,9.09,10.69,11.4,14.52,15.15,13.37,12.02,15.26,5.62,5.08,12.36,17.11,1.03,8.94,2.48,7.49,10.63,15.46,0.95,0.41,6.46,5.77,8.85,6.52,6.18,11.46,10.16,3.7,17.08,7.42,1.46,8.11,5.42,6.39,6.94,7.23,1.2
1952,13.71,14.37,13.6,2.54,7.24,1.41,14.8,19.0,13.38,12.84,6.88,0.89,7.8,9.01,2.67,8.04,16.06,9.92,11.95,8.27,4.62,5.68,6.69,13.04,0.97,14.26,1.94,3.84,10.6,15.63,1.0,0.67,7.26,6.2,5.24,2.68,9.01,10.48,12.36,2.16,11.49,8.93,0.89,10.17,6.71,2.9,4.72,5.16,1.02
1953,12.24,18.17,13.79,0.87,3.41,1.15,16.43,12.0,20.39,19.27,5.5,1.94,4.7,5.3,4.43,7.76,19.63,15.63,8.06,14.51,3.31,9.04,5.29,19.11,2.77,11.4,3.39,4.65,11.58,12.33,1.27,0.08,7.78,3.5,9.18,7.03,6.95,19.77,12.86,4.68,13.59,9.87,1.21,7.09,5.51,8.66,5.11,4.39,0.6
1954,11.46,8.29,13.01,2.82,6.19,0.75,11.13,9.0,12.39,9.56,8.29,1.26,8.0,8.12,5.21,10.96,12.83,11.76,6.16,14.97,6.37,4.53,9.81,13.1,0.68,10.93,2.96,4.65,12.85,9.11,1.8,0.14,7.01,5.83,5.98,5.37,6.72,13.02,7.81,2.78,14.03,6.13,0.84,9.17,6.86,7.81,9.0,9.61,0.37
1955,11.56,13.98,13.51,2.55,5.56,1.3,12.91,11.0,11.88,11.63,4.36,1.13,8.44,10.69,5.93,10.99,17.57,12.57,10.43,7.77,4.04,4.77,8.58,14.79,1.41,10.85,2.49,3.47,7.45,9.13,0.69,0.59,6.69,6.92,9.47,6.71,7.83,12.52,12.14,3.05,15.78,8.26,0.49,8.58,5.22,8.57,4.45,8.53,0.61
1956,11.69,14.23,11.84,0.56,3.91,1.15,7.38,8.0,11.96,14.59,5.33,1.32,7.11,9.18,2.89,13.88,16.51,8.41,8.09,6.02,4.3,4.31,7.16,15.02,1.2,12.79,2.04,3.22,6.25,8.88,0.68,0.34,4.34,7.73,4.61,4.82,8.53,9.24,11.53,3.29,13.5,5.53,0.44,5.45,4.71,6.25,6.01,10.44,0.61
1957,8.85,15.89,22.34,2.15,5.53,3.09,6.43,8.0,19.5,15.73,6.5,1.28,10.7,14.48,8.17,14.15,22.92,5.92,7.31,6.01,5.99,6.59,11.14,17.65,1.52,14.92,2.98,6.72,6.76,5.88,1.1,0.47,4.46,9.06,14.1,4.41,5.6,6.96,13.33,4.04,21.41,14.85,1.44,8.52,5.12,4.95,5.03,7.2,0.94
1958,10.87,13.48,17.35,2.08,6.69,1.73,14.88,16.0,17.59,13.49,6.16,1.0,8.62,10.86,8.62,9.58,16.62,12.66,13.43,9.74,3.93,3.46,11.59,17.87,1.22,13.9,1.84,5.07,7.95,16.09,2.95,0.43,6.33,8.45,6.75,6.04,6.8,15.73,13.77,1.98,10.41,9.45,0.42,9.35,4.2,6.93,4.72,7.46,0.78
1959,11.38,15.33,15.11,2.18,3.72,1.31,11.59,7.0,22.06,17.11,9.23,1.12,8.58,9.68,7.15,10.79,18.76,11.94,8.77,10.03,6.84,5.9,8.93,14.08,1.1,14.4,2.67,6.24,8.45,11.21,1.6,0.22,6.57,8.13,11.87,3.94,7.45,13.92,16.71,2.39,12.63,11.32,0.43,9.38,5.35,7.25,8.82,5.27,0.35
1960,10.74,14.46,13.5,1.2,4.75,2.1,13.34,9.0,18.67,13.44,8.97,0.85,7.41,7.44,5.61,10.33,14.24,12.87,10.15,16.3,4.73,5.56,8.19,14.0,0.6,13.91,2.11,4.98,10.37,11.25,2.52,0.46,5.29,3.63,9.98,4.8,5.55,13.0,15.69,4.24,10.32,10.95,0.15,8.66,6.04,6.39,8.84,7.91,0.59
1961,12.75,20.09,17.31,1.26,3.13,1.91,9.6,9.0,13.75,16.85,9.73,0.87,9.91,8.98,9.33,10.65,25.92,10.52,8.48,6.75,4.7,4.19,12.45,23.3,1.03,12.86,1.67,4.91,6.2,10.75,1.62,0.28,5.33,7.32,9.81,5.48,4.99,12.74,15.9,3.17,15.16,10.93,0.52,9.51,3.0,6.71,7.11,8.72,0.71
1962,11.93,15.84,15.11,1.12,6.21,1.07,11.1,7.0,14.19,13.82,6.26,0.86,7.31,9.57,6.6,13.22,12.7,10.49,10.62,9.78,3.27,6.0,8.06,14.4,1.89,12.77,3.99,6.11,9.96,12.37,0.99,0.32,5.67,6.46,8.6,4.43,6.44,15.41,14.77,4.94,15.6,9.09,0.78,6.94,5.57,5.65,4.16,7.0,1.38
1963,13.4,17.28,9.4,2.13,6.08,1.38,8.92,10.0,16.23,15.78,6.35,1.52,6.77,5.81,4.64,6.41,13.39,7.56,8.66,8.49,3.74,5.16,6.82,11.86,1.23,9.56,2.62,4.73,6.27,8.61,0.94,0.63,3.7,4.26,5.34,4.41,4.84,12.07,14.44,3.13,10.97,6.85,0.51,6.35,2.2,5.49,3.95,8.71,1.2
1964,13.56,20.19,15.73,1.78,4.85,0.96,5.77,9.0,16.5,21.76,8.09,2.65,7.67,9.18,5.85,14.62,19.09,7.03,6.67,8.23,3.88,5.6,8.13,20.76,2.66,14.96,3.99,4.91,6.37,8.2,0.95,0.39,3.72,7.02,10.49,6.67,7.01,8.75,20.26,3.92,17.43,8.83,0.71,6.78,4.33,6.9,4.81,4.94,1.42
1965,10.98,15.78,12.92,3.84,5.12,3.38,4.88,3.0,15.83,13.21,9.94,0.8,10.54,8.28,8.79,11.25,14.34,4.66,6.11,4.51,5.25,6.86,11.42,14.15,1.98,11.05,3.02,7.51,4.87,4.72,1.86,0.63,2.52,7.04,7.59,4.33,4.35,4.33,13.5,3.48,15.15,10.61,1.06,6.85,3.92,5.9,7.49,3.61,1.15
