Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1930,105.09,-999,-999,0.56,4.82,4.66,3.2,31.42,33.51,17.59,0.0,0.29,46.74,51.48,32.55,31.69,22.52,14.29,0.15,31.89,25.93,61.14,61.87,81.98,20.73,1.59,50.89,2.04,84.16,32.29,52.47,17.09,12.22,20.89,49.42,31.63,12.63,20.73,33.23,23.0,0.37,51.37,4.77,5.06,31.49,10.53,54.08,28.43,70.92,23.76,45.77
1931,100.78,-999,-999,0.0,0.33,9.29,2.28,24.48,22.05,2.8,0.0,0.16,14.64,43.92,8.32,9.22,6.49,3.75,0.01,23.0,9.0,52.88,31.96,44.96,3.05,0.08,37.1,0.74,63.41,17.8,53.12,6.04,8.47,13.98,31.82,10.47,0.99,8.56,11.5,6.0,0.01,35.78,0.37,0.19,26.43,2.15,44.88,16.68,34.27,7.57,37.99
1932,109.42,-999,-999,0.78,4.65,10.92,5.55,37.13,24.57,7.34,0.0,0.53,56.04,55.51,27.96,25.57,28.67,12.37,1.36,26.72,9.65,59.89,50.71,96.17,20.07,3.36,61.08,1.64,99.44,48.27,54.05,10.51,18.07,29.37,37.74,22.45,10.59,14.47,21.14,6.0,0.62,71.04,7.46,3.71,31.19,5.24,46.51,25.8,69.19,14.71,62.73
1933,114.47,-999,-999,0.78,3.29,8.44,5.26,21.72,22.06,11.88,0.0,0.58,29.24,38.88,19.01,17.53,8.9,6.98,0.23,23.86,12.29,56.79,52.52,77.98,9.07,0.85,49.51,1.0,85.23,18.38,56.48,14.81,9.71,25.21,37.45,20.34,3.33,7.16,21.61,9.0,0.38,41.66,2.85,1.29,20.77,4.58,44.16,15.52,61.4,12.4,37.19
1934,97.53,-999,-999,1.04,2.07,0.43,0.55,11.55,42.56,23.93,0.0,1.26,48.11,15.78,28.58,27.19,10.47,11.58,0.01,44.71,20.16,76.74,67.79,82.84,14.62,1.24,27.83,4.04,67.6,24.8,70.24,26.45,2.97,1.17,55.23,32.1,1.53,2.43,34.61,32.0,1.59,40.92,5.4,0.16,5.47,12.77,64.34,5.55,70.09,18.85,22.1
1935,107.9,-999,-999,1.22,4.17,2.62,2.14,12.67,39.08,23.29,0.0,1.6,44.4,35.99,29.7,29.32,11.5,15.86,0.56,40.68,23.61,74.5,67.63,88.94,15.01,2.39,52.4,7.75,95.31,24.44,66.87,25.55,3.19,8.31,53.53,35.23,4.7,12.66,37.37,27.0,1.73,52.37,10.25,0.5,9.7,17.98,65.04,19.57,74.4,23.48,32.54
1936,99.8,-999,-999,1.66,6.89,2.38,1.9,24.36,39.54,24.94,0.0,0.71,65.64,44.55,40.45,33.76,27.83,19.06,0.5,40.0,25.14,69.45,71.12,103.78,27.66,3.47,68.56,5.85,102.93,49.49,65.63,25.16,5.95,7.22,53.39,35.83,12.28,12.27,37.1,26.0,0.4,80.39,13.65,2.58,11.44,16.66,63.42,27.28,85.17,22.64,53.62
1937,92.86,-999,-999,1.89,2.79,10.03,6.76,32.25,19.03,7.51,0.0,0.32,74.06,47.69,43.82,33.24,33.27,13.25,0.01,20.59,11.74,52.75,67.13,99.67,26.41,0.82,69.99,1.67,104.61,52.47,52.49,7.03,8.61,25.72,44.42,32.54,12.15,17.5,24.74,4.0,0.01,82.97,6.54,2.75,27.78,5.63,44.28,31.07,84.79,18.36,55.63
1938,99.7,-999,-999,0.26,1.14,1.2,1.66,22.81,33.05,5.24,0.0,0.2,43.61,25.53,19.26,16.67,11.36,6.33,0.02,32.55,11.12,68.35,57.27,86.67,11.39,0.17,44.32,2.15,88.65,24.86,59.41,13.65,3.57,9.16,46.8,19.6,4.32,6.3,25.99,21.0,0.16,53.68,2.61,0.24,8.72,5.55,57.81,14.6,70.93,12.11,38.56
1939,107.82,-999,-999,0.01,0.23,5.77,1.57,26.88,32.46,5.21,0.0,0.02,37.62,31.55,20.38,18.01,11.44,4.01,0.02,33.63,8.33,70.21,54.38,80.16,9.83,0.0,35.77,0.62,80.27,24.31,69.28,11.11,8.53,11.57,48.4,21.96,3.28,3.9,22.35,20.0,0.01,47.43,0.85,0.68,19.03,2.44,66.39,7.5,60.31,11.53,36.52
