Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1962,0.91,0.63,0.54,1.14,2.79,2.31,0.03,0.67,1.99
1963,0.56,0.63,0.2,1.09,2.95,2.51,0.15,0.46,1.4
1964,0.43,0.64,1.1,1.66,5.09,4.95,0.17,0.54,1.0
1965,0.41,0.67,0.54,1.61,2.9,2.06,0.45,0.66,1.17
1966,0.74,0.44,0.63,1.1,3.59,2.24,0.24,0.66,1.42
1967,1.07,0.61,0.46,1.39,3.54,2.2,0.15,0.49,1.27
1968,0.96,0.8,0.52,1.56,3.44,2.34,0.06,0.92,0.89
1969,1.24,0.57,0.48,1.91,4.02,2.32,0.27,0.63,2.37
1970,0.71,0.41,0.45,2.1,3.3,1.93,0.16,0.68,1.63
1971,1.27,0.64,0.5,1.29,3.38,2.39,0.14,0.65,0.4
1972,1.86,0.47,1.09,1.49,4.19,2.19,0.25,1.13,0.33
1973,1.51,0.77,0.46,1.71,5.56,3.04,0.05,0.72,1.09
1974,0.85,0.35,0.72,1.53,4.46,2.12,0.22,0.51,0.96
1975,1.7,0.54,0.73,1.66,4.19,2.8,0.17,0.91,0.68
1976,1.11,0.37,0.29,0.84,3.14,2.41,0.18,0.38,0.17
1977,1.5,0.67,0.71,1.52,3.8,3.05,0.18,0.6,0.84
1978,1.0,0.61,0.21,1.38,3.18,1.86,0.41,1.39,1.33
1979,1.48,0.5,0.39,1.92,5.65,3.94,0.2,0.79,1.11
1980,0.97,0.41,0.69,0.78,4.27,1.85,0.54,1.02,1.68
1981,0.75,0.56,0.89,1.8,2.73,1.98,0.22,0.86,1.45
1982,0.82,0.75,1.17,2.08,4.78,2.32,0.21,0.78,1.62
1983,1.88,0.42,0.7,1.98,5.45,2.17,0.2,0.9,2.45
1984,1.63,0.53,0.52,1.26,3.94,3.11,0.1,1.07,0.18
1985,1.02,0.58,0.26,2.13,3.65,2.66,0.15,1.43,0.41
1986,1.18,0.57,0.97,1.79,3.3,1.63,0.23,1.58,1.48
1987,1.44,0.67,0.64,1.21,3.43,2.55,0.12,0.7,0.52
1988,0.87,0.41,0.36,1.37,3.62,1.41,0.21,0.62,0.62
1989,1.43,0.63,0.44,1.81,4.59,3.0,0.16,0.92,0.71
1990,1.17,0.54,0.87,2.48,4.4,3.33,0.17,1.04,0.5
1991,1.01,0.44,0.66,1.23,5.6,2.36,0.23,1.4,1.06
1992,0.81,0.49,0.28,1.29,3.68,2.94,0.26,0.65,1.3
1993,0.85,0.84,0.35,2.18,3.22,2.39,0.26,1.26,1.71
1994,1.21,0.57,0.81,1.56,4.25,3.08,0.06,1.05,0.32
1995,1.09,0.62,1.11,2.26,4.5,3.43,0.24,0.98,3.15
1996,2.68,0.49,1.65,2.35,3.64,2.95,0.24,0.78,1.84
1997,0.75,0.64,0.66,1.39,4.61,2.03,0.38,0.8,1.17
1998,1.56,0.74,1.3,2.0,4.66,3.55,0.15,0.98,1.77
1999,1.48,0.65,1.07,1.17,3.53,2.69,0.33,1.06,0.64
2000,1.25,0.47,0.28,2.1,3.14,1.56,0.25,1.16,1.07
2001,0.85,0.63,0.68,1.47,4.83,1.3,0.06,0.95,0.88
2002,1.05,0.56,0.49,2.01,4.7,1.94,0.14,1.25,1.19
2003,1.3,0.36,1.13,1.92,4.19,3.51,0.2,0.54,0.84
2004,2.09,0.46,0.38,1.84,5.14,2.81,0.35,1.32,1.59
2005,2.43,0.6,0.86,1.47,3.54,2.35,0.12,1.12,1.75
2006,1.98,0.55,1.0,2.0,3.43,3.29,0.25,0.85,1.0
2007,1.46,1.04,0.71,1.64,3.23,1.93,0.29,0.89,0.34
2008,1.71,0.84,0.46,2.97,4.52,2.25,0.2,1.09,1.18
2009,0.84,0.43,0.76,2.14,5.83,3.05,0.18,0.54,1.1
2010,2.38,0.86,0.44,1.97,3.33,3.11,0.3,1.78,1.35
2011,2.54,0.7,0.43,2.2,4.4,2.11,0.17,0.95,0.81
2012,1.53,0.29,1.4,1.06,3.77,1.99,0.07,0.92,1.19
2013,1.99,0.72,0.36,2.38,4.82,3.83,0.33,1.18,0.08
2014,1.52,0.94,0.39,1.89,4.12,2.16,0.26,1.06,1.3
2015,1.24,0.8,1.01,2.68,5.16,3.31,0.25,1.09,0.46
2016,1.19,0.71,1.03,1.63,4.32,2.74,0.07,1.68,1.17
2017,1.45,0.6,1.1,2.3,4.72,2.84,0.25,1.02,2.51
2018,2.05,0.62,0.55,2.33,5.33,4.8,0.27,1.61,1.1
2019,1.18,1.0,0.43,1.9,5.0,2.33,0.07,1.14,2.08
2020,1.57,0.44,0.64,1.73,5.22,5.54,0.06,1.63,0.4
2021,2.09,0.65,0.7,2.06,4.54,2.07,0.42,0.99,1.44
2022,1.2,0.45,0.79,1.49,4.47,2.84,0.12,0.8,0.91
2023,1.85,0.66,0.44,1.24,4.13,3.19,0.23,0.69,1.69
2024,1.63,0.81,0.33,1.71,5.25,4.45,0.03,0.93,1.63
