Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1900,1.8,1.28,0.39,1.08,4.54,2.63,0.28,1.44,1.34
1901,1.68,0.67,1.35,0.99,3.92,6.38,0.36,0.78,1.88
1902,1.31,1.03,1.34,1.61,4.45,1.93,0.51,1.06,1.5
1903,1.51,0.98,0.94,1.33,3.46,2.98,0.16,1.21,1.21
1904,1.36,0.59,1.08,1.7,2.35,1.57,0.4,0.78,1.94
1905,1.08,0.88,0.43,1.98,3.98,3.11,0.46,1.03,0.8
1906,1.3,0.93,0.61,1.52,4.76,2.83,0.45,0.67,2.21
1907,0.89,0.42,0.8,1.39,3.68,2.56,0.21,0.96,1.65
1908,0.84,0.84,0.58,1.12,3.84,3.27,0.31,0.73,0.42
1909,1.05,0.62,0.89,1.96,3.89,2.54,0.2,1.1,2.67
1910,0.72,0.33,0.9,1.75,2.86,1.84,0.35,0.48,0.36
1911,1.09,0.66,0.57,1.52,3.51,1.58,0.28,0.88,2.45
1912,0.8,0.34,0.64,1.39,4.54,2.99,0.15,0.75,0.63
1913,1.16,0.28,0.5,1.85,3.91,2.91,0.19,0.71,1.19
1914,0.77,0.6,0.49,0.96,2.7,1.45,0.44,1.17,2.03
1915,1.26,0.96,0.5,1.74,4.51,2.49,0.38,0.87,2.16
1916,1.05,0.32,0.65,1.2,3.49,2.49,0.41,0.62,2.17
1917,0.82,0.4,0.66,1.34,2.51,1.71,0.2,0.39,1.09
1918,0.59,0.41,0.4,1.58,3.37,2.71,0.28,0.64,0.98
1919,1.07,0.6,0.76,1.83,4.8,2.23,0.55,0.51,1.34
1920,1.59,0.52,0.57,1.52,4.7,2.18,0.16,0.61,0.93
1921,0.65,0.6,1.4,1.81,3.23,1.83,0.41,0.77,1.15
1922,1.1,0.53,0.4,1.63,3.8,2.48,0.14,0.64,1.24
1923,0.86,0.73,0.66,1.38,4.0,1.41,0.26,0.6,0.17
1924,1.65,0.42,0.57,1.41,2.41,3.25,0.01,0.93,0.61
1925,0.7,0.42,0.27,1.45,3.12,1.14,0.12,0.85,0.74
1926,1.21,0.47,0.62,1.82,4.12,1.73,0.17,0.87,1.55
1927,1.15,0.32,0.91,2.26,3.89,2.46,0.23,0.56,1.3
1928,0.84,0.44,0.42,1.47,4.14,3.83,0.16,0.71,0.71
1929,0.8,0.49,0.47,1.62,4.6,3.97,0.18,0.6,0.86
1930,0.57,0.39,0.17,0.64,3.27,0.92,0.33,0.4,0.4
1931,0.72,0.26,0.71,1.66,2.83,2.13,0.12,0.71,1.12
1932,1.66,0.47,1.05,1.33,4.44,3.23,0.25,0.58,0.47
1933,1.05,0.5,1.38,1.53,3.94,1.22,0.07,0.55,0.94
1934,0.98,0.21,0.64,1.15,3.72,3.11,0.07,0.55,0.45
1935,1.2,0.46,0.62,1.61,3.42,2.26,0.07,0.59,0.48
1936,1.2,0.16,0.87,1.29,3.7,4.08,0.18,0.44,1.38
1937,1.43,0.45,1.45,1.96,3.68,2.22,0.14,0.68,2.02
1938,1.36,0.49,0.62,1.52,3.75,1.63,0.25,0.98,1.22
1939,0.51,0.34,0.49,1.4,3.46,2.08,0.05,0.43,0.43
1940,0.88,0.28,0.34,0.69,3.38,2.68,0.11,0.86,2.47
1941,0.68,0.7,0.65,1.57,3.39,2.21,0.37,1.23,1.49
1942,1.33,0.76,0.57,1.6,3.74,2.81,0.19,1.5,1.0
1943,0.61,0.4,0.57,1.69,3.18,2.55,0.1,0.84,1.68
1944,1.08,0.75,0.1,1.22,4.13,3.04,0.21,0.8,0.8
1945,1.09,0.36,0.77,1.96,4.44,3.02,0.16,0.74,1.45
1946,1.06,0.67,0.62,1.43,4.56,2.22,0.35,0.9,0.9
1947,0.95,0.59,0.39,1.48,3.89,2.15,0.02,0.93,0.33
1948,0.7,0.47,0.68,1.73,4.57,2.82,0.17,0.45,0.47
1949,0.74,0.46,0.79,1.78,3.76,2.5,0.26,0.82,0.42
1950,1.14,0.6,0.74,2.19,4.07,1.94,0.12,0.86,1.27
1951,0.82,0.55,0.5,1.49,3.6,1.29,0.44,0.88,0.79
1952,1.67,0.44,0.13,0.98,2.72,2.33,0.06,0.93,1.29
1953,1.19,0.66,0.5,0.58,4.05,1.88,0.06,1.23,0.52
1954,1.43,0.49,0.58,1.23,2.34,2.4,0.13,1.08,1.12
1955,1.69,0.29,0.82,1.59,3.39,2.55,0.34,0.71,1.7
1956,0.48,0.36,0.82,1.33,2.92,2.08,0.06,0.69,0.82
1957,0.32,0.62,0.36,1.9,4.75,2.15,0.28,0.79,0.75
1958,0.8,0.44,0.46,1.69,3.13,2.46,0.28,0.74,1.82
1959,1.05,0.44,0.76,1.64,2.96,3.12,0.04,1.32,0.83
1960,0.92,0.47,0.62,1.04,2.74,2.41,0.18,0.91,0.76
1961,0.45,0.36,0.56,1.95,4.99,2.24,0.09,0.76,0.46
