Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1900,-999.0,-999.0,-999.0,149.1,163.74,-999.0,-999.0,114.58,-999.0,-999.0,227.96,163.63,105.96,73.94,118.0,116.51,139.54,140.03,192.36,-999.0,-999.0,61.35,75.74,66.37,132.59,167.18,64.47,137.38,-999,118.59,-999.0,90.57,-999.0,-999.0,66.0,110.21,-999.0,67.27,93.09,-999.0,159.97,100.06,135.44,185.56,118.16,110.49,-999.0,49.11,78.28,138.88,-999.0
1901,-999.0,-999.0,-999.0,139.72,162.43,-999.0,-999.0,106.67,-999.0,-999.0,211.11,134.41,110.32,70.03,119.84,111.57,138.69,118.87,181.49,-999.0,-999.0,53.93,71.88,64.44,133.33,158.68,65.71,115.91,-999,110.11,-999.0,71.23,184.0,-999.0,53.95,93.67,-999.0,67.46,64.43,-999.0,138.27,91.75,118.45,181.97,122.09,82.71,-999.0,40.59,80.01,94.39,-999.0
1902,-999.0,-999.0,-999.0,150.09,155.13,-999.0,-999.0,98.25,-999.0,-999.0,231.26,157.7,62.43,68.01,87.92,94.11,123.16,123.99,192.6,-999.0,-999.0,29.63,42.38,43.98,108.81,167.62,46.75,130.7,-999,87.9,-999.0,59.45,224.53,-999.0,31.13,86.76,-999.0,71.96,51.93,-999.0,153.16,65.9,136.8,194.44,112.21,98.8,-999.0,42.48,47.35,83.31,-999.0
1903,-999.0,-999.0,-999.0,140.27,132.62,-999.0,-999.0,84.21,-999.0,-999.0,224.96,146.89,64.67,55.29,95.5,98.76,113.08,122.48,178.2,-999.0,-999.0,34.17,44.53,34.27,103.14,158.73,43.11,116.08,-999,83.19,-999.0,61.14,193.18,-999.0,34.05,91.31,124.0,63.88,52.45,-999.0,138.86,64.37,130.72,160.41,108.55,71.34,-999.0,39.01,46.16,82.14,-999.0
1904,-999.0,-999.0,-999.0,170.76,154.3,-999.0,-999.0,84.69,-999.0,-999.0,230.76,164.05,68.7,76.5,93.61,94.44,121.61,125.16,192.07,-999.0,-999.0,37.21,45.46,34.38,111.57,172.43,54.13,124.77,-999,87.84,-999.0,69.19,192.41,-999.0,40.2,88.02,150.0,83.38,57.36,-999.0,149.03,68.67,134.32,194.86,120.1,90.5,-999.0,59.17,43.82,82.0,-999.0
1905,-999.0,-999.0,-999.0,153.13,156.57,-999.0,-999.0,95.54,-999.0,-999.0,240.56,165.26,81.18,74.84,107.93,104.57,133.87,128.37,187.85,-999.0,-999.0,40.94,52.2,45.13,119.26,165.9,53.54,137.02,-999,94.91,-999.0,70.62,136.32,-999.0,43.36,90.3,148.0,68.36,62.69,-999.0,160.34,69.46,146.45,182.93,114.25,97.68,-999.0,51.57,49.93,88.75,-999.0
1906,-999.0,-999.0,-999.0,145.81,158.1,-999.0,-999.0,89.53,-999.0,-999.0,227.26,158.62,92.36,77.32,116.63,116.65,131.33,132.1,182.4,-999.0,-999.0,43.53,66.18,48.42,126.79,165.33,62.15,135.68,-999,105.02,-999.0,90.25,142.79,-999.0,63.1,106.35,-999.0,79.93,74.64,-999.0,150.07,72.15,141.08,178.46,106.58,100.52,-999.0,64.54,64.67,115.12,-999.0
1907,-999.0,-999.0,-999.0,149.89,153.26,-999.0,-999.0,94.28,-999.0,-999.0,258.82,163.91,76.05,64.72,88.37,88.17,126.64,112.63,198.67,-999.0,-999.0,31.94,48.59,41.24,112.42,163.15,41.66,124.81,-999,98.38,-999.0,68.47,123.05,-999.0,44.66,75.55,-999.0,62.65,51.96,-999.0,154.75,66.91,130.66,188.32,93.4,86.44,-999.0,46.36,49.39,86.95,-999.0
1908,-999.0,-999.0,-999.0,172.14,166.0,-999.0,-999.0,96.25,-999.0,-999.0,240.91,169.85,90.57,74.97,117.04,124.62,130.72,134.12,211.76,-999.0,-999.0,66.25,71.03,59.99,127.2,184.8,61.28,131.42,-999,106.45,-999.0,91.71,149.81,-999.0,67.53,113.82,152.0,71.12,82.48,-999.0,158.91,83.89,146.81,202.86,100.03,97.7,-999.0,63.5,72.54,123.61,-999.0
1909,-999.0,-999.0,-999.0,164.76,162.91,-999.0,-999.0,91.73,-999.0,-999.0,244.95,166.58,80.51,78.41,98.18,94.79,131.57,115.17,204.94,-999.0,-999.0,43.0,59.0,56.69,123.41,176.68,60.67,129.47,-999,102.81,-999.0,71.88,154.58,-999.0,44.67,82.29,158.0,58.21,58.59,-999.0,146.74,77.44,137.52,211.64,97.7,91.2,-999.0,53.79,65.15,102.49,-999.0
