Year,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1911,-999.0,-999,-999,-999.0,-999,0.25,-999,-999,-999,-999,0.02,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.0,0.95,0.0,-999,1.06,-999,2.73,0.04,-999.0,-999,0.0,-999.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.34,-999,-999,0.06,-999,-999.0,0.0,0.34,0.0,-999.0
1912,-999.0,-999,-999,-999.0,-999,0.0,-999,-999,-999,-999,1.14,0.0,0.0,0.0,0.0,-999,-999,-999,-999,1.84,0.33,6.64,0.0,-999,0.47,-999,5.65,0.39,-999.0,-999,0.0,-999.0,0.65,0.0,-999,0.0,0.0,-999,-999,2.17,-999,-999,0.08,-999,-999.0,0.0,2.31,0.0,-999.0
1913,-999.0,-999,-999,-999.0,-999,0.78,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.0,2.45,0.0,-999,0.81,-999,3.08,0.0,-999.0,-999,0.0,-999.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.65,-999,-999,0.07,-999,-999.0,0.0,0.05,0.0,-999.0
1914,-999.0,-999,-999,-999.0,-999,1.01,-999,-999,-999,-999,0.05,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.03,2.34,0.0,-999,0.63,-999,4.77,0.0,-999.0,-999,0.0,-999.0,2.4,0.0,-999,0.0,0.0,-999,-999,0.73,-999,-999,0.07,-999,-999.0,0.0,0.16,0.0,-999.0
1915,-999.0,-999,-999,-999.0,-999,1.56,-999,-999,-999,-999,0.06,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.04,2.19,0.0,-999,0.2,-999,2.0,0.07,-999.0,-999,0.0,-999.0,0.16,0.0,-999,0.0,0.0,-999,-999,0.64,-999,-999,0.05,-999,-999.0,0.0,0.6,0.0,-999.0
1916,-999.0,-999,-999,-999.0,-999,0.9,-999,-999,-999,-999,0.02,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.0,4.54,0.0,-999,3.34,-999,9.47,0.0,-999.0,-999,0.0,-999.0,0.0,0.0,-999,0.0,0.0,-999,-999,3.2,-999,-999,0.05,-999,-999.0,0.0,0.42,0.0,-999.0
1917,-999.0,-999,-999,-999.0,-999,0.56,-999,-999,-999,-999,0.15,0.0,0.0,0.0,0.0,-999,-999,-999,-999,1.42,0.04,4.65,0.0,-999,1.66,-999,7.33,0.04,-999.0,-999,0.0,-999.0,1.18,0.0,-999,0.0,0.0,-999,-999,3.48,-999,-999,0.07,-999,-999.0,0.0,0.72,0.32,-999.0
1918,-999.0,-999,-999,-999.0,-999,1.13,-999,-999,-999,-999,0.11,0.0,0.0,0.0,0.13,-999,-999,-999,-999,0.52,1.18,2.01,0.0,-999,1.38,-999,5.49,0.08,-999.0,-999,0.0,-999.0,0.46,0.0,-999,0.0,0.0,-999,-999,1.01,-999,-999,0.07,-999,-999.0,0.0,0.65,0.0,-999.0
1919,-999.0,-999,-999,-999.0,-999,0.65,-999,-999,-999,-999,0.13,0.22,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,1.7,0.0,-999,1.29,-999,3.3,0.19,-999.0,-999,0.0,-999.0,0.0,0.0,-999,1.0,0.0,-999,-999,0.63,-999,-999,0.36,-999,-999.0,0.0,0.25,0.0,-999.0
1920,-999.0,-999,-999,-999.0,-999,0.33,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,1.33,0.13,0.45,0.0,-999,0.87,-999,2.32,0.0,-999.0,-999,0.0,-999.0,0.32,0.0,-999,0.0,0.0,-999,-999,0.22,-999,-999,0.04,-999,-999.0,0.0,0.01,0.0,-999.0
1921,-999.0,-999,-999,-999.0,-999,0.33,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,0.51,0.0,-999,0.25,-999,0.18,0.0,-999.0,-999,0.0,-999.0,0.19,0.0,-999,0.0,0.0,-999,-999,0.08,-999,-999,0.08,-999,-999.0,0.0,0.01,0.0,-999.0
1922,-999.0,-999,-999,-999.0,-999,2.14,-999,-999,-999,-999,0.0,0.49,0.0,0.0,0.0,-999,-999,-999,-999,0.41,0.01,2.31,0.0,-999,2.07,-999,2.51,0.0,-999.0,-999,0.0,-999.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.63,-999,-999,0.19,-999,-999.0,0.0,0.81,0.0,-999.0
1923,-999.0,-999,-999,-999.0,-999,0.9,-999,-999,-999,-999,0.0,0.01,0.0,0.0,0.0,-999,-999,-999,-999,0.62,0.01,1.98,0.0,-999,1.13,-999,2.0,0.0,-999.0,-999,0.0,-999.0,0.32,0.0,-999,0.0,0.0,-999,-999,0.0,-999,-999,0.07,-999,-999.0,0.0,0.32,0.0,-999.0
1924,-999.0,-999,-999,-999.0,-999,1.72,-999,-999,-999,-999,0.12,1.1,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,2.73,0.0,-999,1.91,-999,4.13,0.27,-999.0,-999,0.0,-999.0,0.46,0.0,-999,1.01,0.0,-999,-999,1.31,-999,-999,0.27,-999,-999.0,0.0,0.91,0.0,-999.0
1925,-999.0,-999,-999,-999.0,-999,0.9,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,1.54,0.13,1.16,0.0,-999,0.12,-999,0.32,0.0,-999.0,-999,0.0,-999.0,0.13,0.0,-999,0.0,0.0,-999,-999,0.22,-999,-999,0.03,-999,-999.0,0.0,0.12,0.0,-999.0
1926,-999.0,-999,-999,-999.0,-999,0.34,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,0.43,0.0,-999,0.01,-999,0.07,0.0,-999.0,-999,0.0,-999.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.03,-999,-999,0.03,-999,-999.0,0.0,0.0,0.0,-999.0
1927,-999.0,-999,-999,-999.0,-999,0.33,-999,-999,-999,-999,0.0,0.0,0.16,0.0,0.0,-999,-999,-999,-999,0.0,0.01,1.51,0.0,-999,1.69,-999,1.68,0.0,-999.0,-999,0.0,-999.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.55,-999,-999,0.03,-999,-999.0,0.0,0.6,0.0,-999.0
1928,-999.0,-999,-999,-999.0,-999,0.0,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.13,0.7,0.0,-999,0.43,-999,0.65,0.0,-999.0,-999,0.0,-999.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.33,-999,-999,0.03,-999,-999.0,0.0,0.41,0.0,-999.0
1929,-999.0,-999,-999,-999.0,-999,0.5,-999,-999,-999,-999,0.07,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.13,2.06,0.0,-999,3.64,-999,4.76,0.0,-999.0,-999,0.0,-999.0,0.0,0.0,-999,0.0,0.0,-999,-999,1.51,-999,-999,0.5,-999,-999.0,0.25,1.41,0.0,-999.0
1930,11.26,-999,-999,0.0,-999,1.26,-999,-999,-999,-999,0.23,0.49,0.16,0.0,0.0,-999,-999,-999,-999,0.21,0.01,1.97,0.22,-999,1.4,-999,1.0,0.2,-999.0,-999,0.0,-999.0,0.19,0.0,-999,2.5,0.0,-999,-999,0.36,-999,-999,1.31,-999,-999.0,0.0,0.62,0.0,-999.0
1931,5.01,-999,-999,0.0,-999,0.0,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,0.0,0.0,-999,0.02,-999,0.01,0.0,-999.0,-999,0.0,-999.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.0,-999,-999,0.03,-999,-999.0,0.0,0.0,0.0,-999.0
1932,21.35,-999,-999,0.0,-999,0.89,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,0.06,0.0,-999,0.86,-999,0.17,0.07,-999.0,-999,0.0,-999.0,0.22,0.0,-999,0.0,0.0,-999,-999,0.18,-999,-999,1.48,-999,-999.0,0.0,0.1,0.0,-999.0
1933,21.5,-999,-999,0.0,-999,0.55,-999,-999,-999,-999,0.0,0.47,0.0,0.0,0.0,-999,-999,-999,-999,1.12,0.05,3.94,0.0,-999,1.49,-999,2.75,0.02,-999.0,-999,0.0,-999.0,0.89,0.0,-999,0.5,0.0,-999,-999,0.87,-999,-999,0.68,-999,-999.0,0.0,0.75,0.0,-999.0
1934,14.72,-999,-999,0.0,-999,0.0,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,1.95,0.51,1.14,0.0,-999,0.01,-999,0.48,0.0,-999.0,-999,0.0,-999.0,1.11,0.0,-999,0.0,0.0,-999,-999,0.08,-999,-999,0.03,-999,-999.0,0.0,0.14,0.0,-999.0
1935,10.03,-999,-999,0.0,-999,0.5,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,1.24,0.05,2.12,0.0,-999,0.95,-999,2.0,0.0,-999.0,-999,0.0,-999.0,0.9,0.0,-999,0.0,0.0,-999,-999,0.06,-999,-999,0.03,-999,-999.0,0.0,1.23,0.0,-999.0
1936,10.62,-999,-999,0.0,-999,0.28,-999,-999,-999,-999,0.14,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.06,8.62,0.0,-999,6.14,-999,11.87,0.14,-999.0,-999,0.0,-999.0,0.0,0.0,-999,0.0,0.0,-999,-999,4.08,-999,-999,0.02,-999,-999.0,0.0,1.85,0.0,-999.0
1937,5.72,-999,-999,0.5,-999,0.78,-999,-999,-999,-999,0.0,0.46,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,3.46,0.0,-999,2.43,-999,3.45,0.0,-999.0,-999,0.0,-999.0,0.0,0.0,-999,0.99,0.0,-999,-999,0.24,-999,-999,2.85,-999,-999.0,0.0,0.32,0.0,-999.0
1938,8.82,-999,-999,0.0,-999,0.0,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.04,1.47,0.0,-999,0.31,-999,1.28,0.0,-999.0,-999,0.0,-999.0,0.16,0.0,-999,0.0,0.0,-999,-999,0.07,-999,-999,0.03,-999,-999.0,0.0,0.27,0.0,-999.0
1939,7.0,-999,-999,0.0,-999,0.45,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.04,2.18,0.0,-999,1.19,-999,3.53,0.0,-999.0,-999,0.0,-999.0,0.16,0.0,-999,0.0,0.0,-999,-999,0.4,-999,-999,0.03,-999,-999.0,0.0,0.34,0.0,-999.0
1940,2.66,-999,-999,0.0,-999,0.55,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,1.0,0.0,-999,0.27,-999,0.39,0.0,-999.0,-999,0.0,-999.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.16,-999,-999,0.17,-999,-999.0,0.0,0.0,0.0,-999.0
1941,6.35,-999,-999,0.0,-999,0.0,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,0.0,0.0,-999,0.12,-999,0.65,0.0,-999.0,-999,0.0,-999.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.0,-999,-999,0.04,-999,-999.0,0.0,0.0,0.0,-999.0
1942,7.86,-999,-999,0.0,-999,1.25,-999,-999,-999,-999,0.0,0.11,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,0.54,0.0,-999,0.82,-999,0.45,0.03,-999.0,-999,0.0,-999.0,0.55,0.0,-999,0.0,0.0,-999,-999,0.11,-999,-999,0.5,-999,-999.0,0.0,0.25,0.0,-999.0
1943,8.38,-999,-999,0.0,-999,0.27,-999,-999,-999,-999,0.02,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.52,1.41,1.59,0.0,-999,2.24,-999,3.56,0.02,-999.0,-999,0.0,-999.0,0.75,0.0,-999,0.0,0.0,-999,-999,0.83,-999,-999,0.02,-999,-999.0,0.0,0.13,0.0,-999.0
1944,6.32,-999,-999,0.0,-999,0.0,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,0.17,0.0,-999,0.04,-999,0.62,0.02,-999.0,-999,0.0,-999.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.53,-999,-999,0.04,-999,-999.0,0.0,0.01,0.0,-999.0
1945,4.87,-999,-999,0.0,-999,0.11,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,0.9,0.0,-999,0.34,-999,0.37,0.0,-999.0,-999,0.0,-999.0,0.36,0.0,-999,0.0,0.0,-999,-999,0.0,-999,-999,0.03,-999,-999.0,0.0,0.1,0.0,-999.0
1946,12.04,-999,-999,0.0,-999,0.0,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,1.46,0.0,-999,0.01,-999,0.42,0.0,-999.0,-999,0.0,-999.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.0,-999,-999,0.02,-999,-999.0,0.0,0.01,0.0,-999.0
1947,18.68,-999,-999,0.0,-999,0.22,-999,-999,-999,-999,0.01,0.0,0.0,0.0,0.25,-999,-999,-999,-999,0.0,0.02,0.14,0.0,-999,0.23,-999,0.61,0.0,-999.0,-999,0.0,-999.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.0,-999,-999,0.07,-999,-999.0,0.0,0.05,0.0,-999.0
1948,13.93,-999,-999,0.0,-999,0.99,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.93,0.05,3.79,0.0,-999,0.24,-999,2.12,0.0,-999.0,-999,0.0,-999.0,0.32,0.0,-999,0.0,0.0,-999,-999,0.06,-999,-999,0.08,-999,-999.0,0.0,1.18,0.0,-999.0
1949,9.1,-999,-999,0.0,-999,1.13,-999,-999,-999,-999,0.02,0.11,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,0.45,0.0,-999,2.49,-999,1.99,0.0,-999.0,-999,0.0,-999.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.63,-999,-999,1.78,-999,-999.0,0.0,0.04,0.0,-999.0
1950,6.37,-999,-999,0.0,-999,0.25,-999,-999,-999,-999,0.05,0.32,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.05,2.58,0.0,-999,3.48,-999,5.6,0.06,0.27,-999,0.0,0.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.28,-999,-999,0.5,-999,0.01,0.5,0.87,0.0,0.33
1951,16.8,-999,-999,0.0,-999,1.23,-999,-999,-999,-999,0.18,0.0,0.0,0.17,0.0,-999,-999,-999,-999,0.0,0.17,3.76,0.0,-999,0.75,-999,2.65,0.0,0.27,-999,0.0,0.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.49,-999,-999,0.12,-999,0.01,0.0,1.66,0.0,1.41
1952,7.1,-999,-999,0.0,-999,0.88,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,0.8,0.0,-999,0.33,-999,0.86,0.0,0.1,-999,0.0,0.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.0,-999,-999,1.41,-999,0.01,0.0,0.31,0.0,0.54
1953,9.88,-999,-999,0.0,-999,0.13,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,0.69,0.0,-999,0.01,-999,0.01,0.0,0.1,-999,0.0,0.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.0,-999,-999,0.03,-999,0.01,0.0,0.0,0.0,0.11
1954,18.59,-999,-999,0.0,-999,0.23,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.04,2.05,0.0,-999,1.9,-999,3.13,0.0,0.23,-999,0.0,0.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.51,-999,-999,0.03,-999,0.01,0.0,0.3,0.0,0.12
1955,11.73,-999,-999,0.0,-999,0.79,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,1.04,0.0,-999,0.26,-999,0.85,0.0,0.23,-999,0.0,0.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.0,-999,-999,0.04,-999,0.01,0.0,0.1,0.0,0.4
1956,25.04,-999,-999,0.0,-999,0.67,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,0.26,0.0,-999,0.7,-999,0.72,0.0,0.14,-999,0.0,0.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.23,-999,-999,0.22,-999,0.01,0.0,0.0,0.0,0.51
1957,12.82,-999,-999,0.0,-999,0.23,-999,-999,-999,-999,0.02,0.11,0.0,0.0,0.0,-999,-999,-999,-999,1.54,0.01,0.6,0.0,-999,1.96,-999,0.41,0.0,1.79,-999,0.0,0.0,1.39,0.0,-999,0.0,0.0,-999,-999,0.08,-999,-999,0.08,-999,1.5,0.0,0.04,0.0,0.53
1958,2.12,-999,-999,0.0,-999,0.0,-999,-999,-999,-999,0.12,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,0.32,0.0,-999,0.09,-999,0.34,0.0,0.17,-999,0.0,0.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.18,-999,-999,0.03,-999,0.01,0.0,0.21,0.0,0.09
1959,10.67,-999,-999,0.0,-999,0.0,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.04,1.45,0.0,-999,0.67,-999,0.73,0.0,0.35,-999,0.0,0.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.16,-999,-999,0.03,-999,0.17,0.0,0.27,0.0,0.45
1960,5.11,-999,-999,0.0,-999,0.0,-999,-999,-999,-999,0.02,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,0.09,0.0,-999,0.37,-999,0.22,0.0,0.23,-999,0.0,0.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.09,-999,-999,0.08,-999,0.01,0.0,0.0,0.0,0.44
1961,13.35,-999,-999,0.0,-999,0.12,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,0.16,0.0,-999,0.07,-999,0.39,0.0,0.44,-999,0.0,0.0,0.27,0.0,-999,0.0,0.0,-999,-999,0.03,-999,-999,0.08,-999,0.01,0.0,0.0,0.0,0.24
1962,6.93,-999,-999,0.0,-999,0.75,-999,-999,-999,-999,0.25,0.11,0.0,0.0,0.0,-999,-999,-999,-999,1.73,0.06,1.75,0.0,-999,0.81,-999,2.84,0.09,0.72,-999,0.0,0.0,0.11,0.0,-999,0.0,0.0,-999,-999,0.44,-999,-999,0.35,-999,0.17,0.0,0.79,0.0,1.32
1963,8.08,-999,-999,1.5,-999,0.88,-999,-999,-999,-999,0.06,0.0,0.0,0.17,0.0,-999,-999,-999,-999,0.0,0.04,0.85,0.0,-999,1.04,-999,0.99,0.16,0.48,-999,1.0,0.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.5,-999,-999,0.08,-999,0.01,0.0,1.9,0.0,2.26
1964,21.42,-999,-999,0.0,-999,0.5,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,0.0,0.0,-999,0.85,-999,0.11,0.03,0.1,-999,0.0,0.0,0.0,0.0,-999,0.5,0.0,-999,-999,0.01,-999,-999,0.03,-999,0.01,0.0,0.0,0.0,0.92
1965,11.92,-999,-999,0.0,-999,0.0,-999,-999,-999,-999,0.03,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.04,1.61,0.0,-999,0.15,-999,0.93,0.0,0.19,-999,0.0,0.0,0.16,0.0,-999,0.0,0.0,-999,-999,0.15,-999,-999,0.03,-999,0.01,0.0,0.54,0.0,0.16
1966,14.64,-999,-999,0.0,-999,0.79,-999,-999,-999,-999,0.03,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.09,2.67,0.0,-999,0.23,-999,3.96,0.0,0.19,-999,0.0,0.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.78,-999,-999,0.12,-999,0.01,0.0,0.64,0.0,0.13
1967,9.24,-999,-999,0.0,-999,0.0,-999,-999,-999,-999,0.08,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.06,2.5,0.0,-999,0.2,-999,2.27,0.0,0.19,-999,0.0,0.0,0.32,0.0,-999,0.0,0.0,-999,-999,0.34,-999,-999,0.03,-999,0.01,0.0,0.97,0.0,0.09
1968,13.73,-999,-999,0.0,-999,0.68,-999,-999,-999,-999,0.0,0.55,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,1.4,0.0,-999,1.08,-999,2.62,0.0,0.62,-999,0.0,0.0,0.32,0.0,-999,0.0,0.0,-999,-999,0.28,-999,-999,0.03,-999,0.83,0.5,0.25,0.0,0.28
1969,10.15,-999,-999,0.0,-999,0.56,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,0.2,0.0,-999,2.24,-999,0.28,0.0,0.07,-999,0.0,0.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.08,-999,-999,0.03,-999,0.01,0.0,0.04,0.0,0.06
1970,11.3,-999,-999,0.0,-999,0.0,-999,-999,-999,-999,0.19,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.04,2.98,0.0,-999,0.41,-999,2.74,0.03,0.22,-999,0.0,0.0,0.0,0.0,-999,0.0,0.0,-999,-999,1.01,-999,-999,0.12,-999,0.01,0.0,0.65,0.0,0.13
1971,25.03,-999,-999,1.5,-999,0.56,-999,-999,-999,-999,0.12,0.0,0.0,0.0,0.0,-999,-999,-999,-999,1.85,0.04,0.86,0.0,-999,0.53,-999,1.03,0.0,0.54,-999,0.0,0.0,0.11,0.0,-999,0.0,0.0,-999,-999,0.4,-999,-999,0.2,-999,0.01,0.0,0.54,0.0,0.43
1972,9.39,-999,-999,0.0,-999,0.11,-999,-999,-999,-999,0.03,0.29,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.05,2.66,0.0,-999,1.75,-999,2.86,0.0,0.36,-999,0.0,0.4,0.27,0.0,-999,0.0,0.0,-999,-999,0.84,-999,-999,0.38,-999,0.01,0.0,1.2,0.0,2.02
1973,9.3,-999,-999,0.0,-999,0.0,-999,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.04,1.71,0.0,-999,0.22,-999,0.36,0.0,0.35,-999,0.0,0.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.21,-999,-999,0.17,-999,0.01,0.0,0.18,0.0,0.38
1974,12.77,-999,-999,0.0,-999,0.9,-999,-999,-999,-999,0.06,0.0,0.0,0.0,0.0,-999,-999,-999,-999,0.0,0.01,1.42,0.2,-999,0.38,-999,1.62,0.11,0.16,-999,0.0,0.0,0.0,0.0,-999,0.0,0.0,-999,-999,0.25,-999,-999,0.12,-999,0.17,0.0,0.35,0.0,0.8
