Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1900,71.1,94.98,60.22,122.43,172.42,138.52,116.39,73.72,90.88
1901,58.42,87.33,56.26,114.45,159.51,117.51,121.89,71.64,94.25
1902,40.01,66.94,57.67,97.24,170.36,131.81,115.1,44.06,97.11
1903,41.9,62.6,52.44,99.94,157.04,112.8,106.75,40.54,107.45
1904,48.78,67.06,74.89,99.67,171.89,127.18,112.76,39.91,115.15
1905,51.38,71.2,64.83,108.02,170.49,137.25,112.51,48.1,111.59
1906,67.06,78.37,72.95,118.53,167.13,133.17,110.94,57.64,114.14
1907,49.26,67.12,59.28,93.29,168.47,126.32,107.16,45.75,97.42
1908,74.82,82.31,69.35,122.06,179.7,132.68,113.49,66.42,112.47
1909,52.38,79.42,62.28,102.63,176.78,126.26,114.0,59.58,111.41
1910,53.75,92.46,71.22,109.65,179.57,134.21,129.06,66.99,130.09
1911,68.92,80.69,60.23,120.39,183.46,141.27,109.78,63.65,102.57
1912,49.24,64.61,53.86,103.51,167.05,131.65,99.25,45.73,101.29
1913,65.25,88.23,58.92,116.32,166.21,124.9,110.2,62.6,118.43
1914,60.26,90.01,70.01,120.44,169.87,129.3,110.71,61.53,121.16
1915,50.54,56.29,63.38,92.17,174.47,135.56,102.19,38.64,121.91
1916,56.21,75.86,56.41,106.67,178.17,131.31,108.97,56.69,107.14
1917,46.5,77.86,77.77,93.09,164.12,120.06,108.34,40.08,127.02
1918,55.2,82.81,78.79,107.53,177.99,129.57,108.04,53.22,117.25
1919,59.19,93.52,74.75,117.35,177.41,142.6,111.34,63.08,121.04
1920,55.33,77.76,65.33,106.04,169.71,119.75,102.42,54.92,104.53
1921,74.5,94.24,66.95,125.72,187.75,139.9,115.63,80.78,121.81
1922,59.68,91.59,86.6,121.56,184.03,139.59,120.07,67.84,121.03
1923,54.66,77.07,71.59,99.73,161.52,127.24,95.19,63.31,105.48
1924,43.95,67.29,77.8,90.42,170.1,115.39,113.3,35.31,126.36
1925,56.67,82.99,69.91,115.46,182.5,150.02,111.64,65.23,102.08
1926,46.51,84.61,75.53,105.86,167.11,136.82,115.58,50.61,133.64
1927,42.67,73.34,61.77,95.92,190.08,132.46,111.81,48.82,118.69
1928,51.53,77.26,71.25,96.35,164.78,124.66,116.95,45.86,123.66
1929,63.11,82.52,76.95,98.49,172.77,123.7,108.1,59.27,121.66
1930,71.47,87.7,68.84,121.66,172.36,140.29,114.4,75.57,120.8
1931,68.24,100.97,78.24,119.9,176.23,144.86,129.2,75.44,133.42
1932,63.16,88.79,68.42,114.98,176.34,132.92,116.45,69.52,123.82
1933,66.22,97.28,65.99,119.52,179.3,141.64,125.43,82.71,123.32
1934,70.39,107.51,85.56,123.9,182.27,139.72,142.02,75.62,131.63
1935,58.84,78.41,71.33,96.42,180.16,138.29,116.55,57.33,118.28
1936,69.93,109.2,82.87,129.13,179.65,146.24,124.81,76.19,128.69
1937,68.48,94.04,69.34,109.09,167.84,130.1,119.1,70.2,121.96
1938,66.1,97.84,80.37,122.36,192.31,142.97,120.21,62.45,114.54
1939,78.02,105.76,77.35,133.26,184.94,152.24,120.98,77.15,131.8
1940,52.14,96.04,82.81,108.74,166.17,130.86,120.5,57.02,129.76
1941,79.0,81.64,59.08,126.74,184.73,159.05,98.64,68.59,106.05
1942,64.38,72.77,70.16,113.6,179.93,149.7,117.17,51.21,115.5
1943,64.66,86.24,72.78,107.91,178.15,143.91,125.43,64.72,122.96
1944,77.14,78.14,70.25,118.7,179.2,145.55,114.43,66.01,108.87
1945,68.39,71.12,73.44,96.48,182.86,152.04,110.71,44.74,117.69
1946,59.36,80.08,61.83,103.43,175.45,134.09,121.45,59.35,118.85
1947,75.78,82.07,66.12,110.4,177.25,136.86,118.61,72.1,125.34
1948,64.81,84.3,57.04,109.51,187.03,135.16,124.96,66.17,107.75
1949,82.89,87.31,74.65,110.26,175.48,134.27,113.65,73.39,126.23
1950,52.89,68.59,72.04,93.42,174.61,134.05,122.74,47.26,120.27
1951,59.0,54.31,71.74,101.71,179.02,140.15,111.4,38.37,118.61
1952,69.0,94.95,79.25,119.39,175.19,140.64,123.04,66.67,126.27
1953,69.12,95.33,60.63,126.8,181.69,150.83,120.69,70.58,108.62
1954,56.13,82.3,50.88,119.55,183.05,152.15,128.19,55.65,118.82
1955,75.72,97.74,57.81,114.54,189.03,139.49,117.42,78.44,113.56
1956,51.29,97.68,69.81,114.26,180.39,130.73,133.63,53.2,122.44
1957,66.34,76.96,69.57,106.29,165.35,133.39,103.61,54.61,107.21
1958,49.07,85.67,87.98,94.59,166.9,135.69,125.99,51.59,131.67
