Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1930,26.89,-999,-999,-999,-999,-999,0.0,0.3,0.0,-999,-999,-999,1.79,0.44,0.16,0.0,0.49,0.0,-999,0.0,0.0,0.08,0.37,6.04,0.15,-999,6.77,0.0,9.98,1.84,0.45,0.0,0.13,0.0,0.06,0.0,-999,0.24,0.0,-999,-999,5.6,0.0,-999,0.45,0.0,0.07,0.14,2.21,0.0,-999
1931,16.71,-999,-999,-999,-999,-999,0.0,0.01,0.0,-999,-999,-999,0.01,0.0,0.0,0.0,0.0,0.0,-999,0.0,0.0,0.08,0.0,0.02,0.0,-999,0.1,0.0,0.07,0.01,0.13,0.0,0.0,0.0,0.05,0.0,-999,0.0,0.0,-999,-999,0.0,0.0,-999,0.01,0.0,0.04,0.0,0.01,0.0,-999
1932,36.6,-999,-999,-999,-999,-999,0.0,0.38,0.0,-999,-999,-999,0.84,0.19,0.0,0.0,0.04,0.0,-999,0.0,0.0,0.08,0.15,4.63,0.0,-999,7.25,0.0,9.02,0.65,0.0,0.0,0.0,1.02,0.06,0.0,-999,0.19,0.0,-999,-999,4.36,0.0,-999,0.52,0.0,0.04,0.0,1.56,0.0,-999
1933,35.17,-999,-999,-999,-999,-999,0.0,0.95,0.0,-999,-999,-999,2.21,0.93,0.53,0.0,0.31,0.0,-999,0.58,0.0,1.74,0.89,7.42,0.46,-999,3.8,0.0,10.28,1.76,1.56,0.0,0.0,0.51,0.38,0.0,-999,0.19,0.29,-999,-999,3.6,0.0,-999,0.04,0.0,0.9,0.0,4.2,0.0,-999
1934,22.63,-999,-999,-999,-999,-999,0.0,0.01,0.0,-999,-999,-999,0.15,0.0,0.0,0.0,0.0,0.0,-999,0.17,0.0,3.36,0.75,3.46,0.0,-999,1.03,0.0,5.37,0.01,1.68,0.0,0.0,0.0,1.31,0.0,-999,0.0,0.14,-999,-999,0.81,0.0,-999,0.01,0.0,2.28,0.0,1.24,0.0,-999
1935,24.91,-999,-999,-999,-999,-999,0.0,0.01,0.0,-999,-999,-999,1.01,0.11,0.0,0.0,0.0,0.0,-999,0.0,0.0,1.35,0.28,4.9,0.0,-999,4.67,0.0,9.44,0.67,0.98,0.0,0.0,0.0,0.31,0.0,-999,0.0,0.0,-999,-999,3.27,0.0,-999,0.01,0.0,0.21,0.13,2.03,0.0,-999
1936,22.63,-999,-999,-999,-999,-999,0.0,0.03,0.0,-999,-999,-999,8.45,0.02,1.62,0.34,0.06,0.0,-999,0.0,0.0,0.08,0.49,19.01,0.2,-999,11.77,0.0,35.38,5.06,0.13,0.0,0.0,0.0,0.08,0.12,-999,0.0,0.15,-999,-999,20.02,0.0,-999,0.01,0.0,0.04,0.0,10.16,0.0,-999
1937,12.22,-999,-999,-999,-999,-999,1.46,0.45,0.0,-999,-999,-999,0.67,2.07,0.0,0.0,0.03,0.0,-999,0.0,0.0,0.83,0.01,6.29,0.0,-999,9.74,0.0,23.23,1.47,0.0,0.0,0.0,1.25,0.0,0.0,-999,0.27,0.0,-999,-999,8.6,0.0,-999,2.12,0.0,0.04,0.07,0.5,0.0,-999
1938,24.35,-999,-999,-999,-999,-999,0.0,0.0,0.0,-999,-999,-999,0.02,0.0,0.0,0.0,0.0,0.0,-999,0.0,0.0,0.46,0.19,3.62,0.0,-999,3.7,0.0,8.47,0.01,0.0,0.0,0.0,0.0,0.04,0.0,-999,0.0,0.0,-999,-999,1.45,0.0,-999,0.01,0.0,0.71,0.01,1.06,0.0,-999
1939,21.12,-999,-999,-999,-999,-999,0.0,0.01,0.0,-999,-999,-999,0.08,0.0,0.0,0.0,0.0,0.0,-999,0.0,0.0,0.02,0.06,1.84,0.0,-999,3.01,0.0,8.79,0.32,0.19,0.0,0.0,0.0,0.09,0.0,-999,0.0,0.0,-999,-999,3.16,0.0,-999,0.01,0.0,0.04,0.0,0.27,0.0,-999
1940,10.35,-999,-999,-999,-999,-999,0.0,0.12,0.0,-999,-999,-999,0.8,0.0,0.1,0.06,0.0,0.0,-999,0.0,0.0,0.02,0.19,3.28,0.03,-999,2.49,0.0,4.4,0.49,0.04,0.0,0.0,0.0,0.09,0.27,-999,0.0,0.0,-999,-999,2.11,0.0,-999,0.05,0.0,0.25,0.0,1.94,0.0,-999
1941,18.15,-999,-999,-999,-999,-999,0.0,0.01,0.0,-999,-999,-999,0.0,0.0,0.0,0.0,0.0,0.0,-999,0.0,0.0,0.43,0.0,1.37,0.0,-999,1.12,0.0,3.79,0.0,0.08,0.0,0.0,0.0,0.04,0.0,-999,0.0,0.0,-999,-999,0.28,0.0,-999,0.02,0.0,0.04,0.0,0.4,0.0,-999
