Year,CONUS
1930,0.62
1931,0.52
1932,0.48
1933,0.61
1934,1.7
1935,0.51
1936,1.94
1937,0.83
1938,0.5
1939,0.65
1940,0.49
1941,0.41
1942,0.54
1943,0.62
1944,0.5
1945,0.49
1946,0.5
1947,0.65
1948,0.48
1949,0.53
1950,0.42
1951,0.6
1952,0.8
1953,0.76
1954,0.95
1955,0.41
1956,0.54
1957,0.63
1958,0.8
1959,0.79
1960,0.75
1961,0.67
1962,0.47
1963,0.46
1964,0.57
1965,0.31
1966,0.61
1967,0.49
1968,0.27
1969,1.06
1970,0.81
1971,0.68
1972,0.58
1973,0.54
1974,0.57
1975,0.54
1976,0.43
1977,0.8
1978,0.77
1979,0.54
1980,1.51
1981,1.05
1982,0.67
1983,0.74
1984,0.68
1985,0.76
1986,0.63
1987,0.5
1988,0.87
1989,0.68
1990,0.71
1991,0.46
1992,0.59
1993,0.4
1994,0.72
1995,0.7
1996,0.97
1997,0.74
1998,1.57
1999,0.78
2000,0.96
2001,0.95
2002,0.96
2003,0.9
2004,0.6
2005,0.84
2006,1.31
2007,1.18
2008,0.81
2009,1.12
2010,1.67
2011,2.52
2012,1.44
2013,1.18
2014,0.97
2015,1.42
2016,1.47
2017,1.2
2018,1.38
2019,1.34
2020,1.7
2021,1.49
2022,2.21
2023,3.02
2024,2.57
