Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1930,0.0,-999,-999,69.17,79.87,61.3,47.88,23.25,4.92,31.26,59.5,67.82,34.88,24.29,42.37,35.21,58.07,54.1,80.69,7.33,26.4,2.43,12.86,16.2,52.51,79.18,24.19,48.61,21.45,37.55,2.23,19.6,42.18,35.16,6.6,31.61,84.25,17.05,23.81,1.0,56.75,35.71,55.34,101.7,43.55,47.8,0.71,18.21,17.25,34.03,18.64
1931,0.0,-999,-999,76.81,69.1,64.3,61.72,39.16,4.56,27.85,75.48,85.76,45.23,33.3,48.76,41.19,74.25,57.25,88.99,9.46,18.2,4.91,22.86,24.2,55.33,83.46,26.63,54.02,25.88,59.73,5.43,18.6,44.63,52.89,8.62,33.63,83.76,26.95,24.55,12.0,74.48,52.94,67.34,110.45,58.11,33.02,6.4,20.62,27.87,33.38,32.14
1932,0.0,-999,-999,60.02,75.92,68.92,57.42,28.0,0.92,12.8,78.78,62.55,19.52,21.25,29.36,23.93,58.89,41.78,85.25,2.36,21.44,1.45,7.07,11.86,42.65,76.42,16.63,42.56,14.7,39.88,2.25,11.2,37.89,46.88,3.37,20.7,70.6,15.74,14.63,0.0,53.33,32.04,49.0,85.3,43.89,37.04,1.47,13.12,11.24,21.26,22.85
1933,0.0,-999,-999,75.31,75.6,79.87,56.84,31.1,12.67,18.32,77.26,78.72,39.21,31.0,53.64,46.34,77.34,46.36,83.21,11.49,20.01,1.47,18.04,21.13,58.29,84.52,25.21,56.87,28.28,55.98,5.92,16.53,37.73,47.55,11.43,33.45,78.14,21.01,23.45,2.0,79.33,52.0,49.54,113.5,58.94,31.79,7.3,17.34,18.1,19.27,30.65
1934,0.0,-999,-999,53.07,92.13,94.28,65.13,42.92,7.61,19.89,65.9,68.98,54.41,29.5,58.47,50.04,87.41,49.28,83.5,4.72,23.46,1.17,19.79,20.64,72.26,82.78,22.53,40.43,31.76,69.68,2.95,13.71,58.74,54.13,9.07,38.66,91.4,19.62,23.86,0.0,56.85,54.86,48.9,120.16,59.38,28.67,2.44,18.15,22.8,26.41,31.0
1935,0.0,-999,-999,63.67,68.2,69.95,60.85,30.6,2.91,8.12,77.1,60.6,27.51,22.52,32.91,28.16,63.6,47.45,71.97,5.02,11.04,6.98,5.91,12.05,42.07,71.87,18.63,31.16,15.7,48.26,4.52,11.13,35.54,47.1,3.75,14.39,64.94,23.94,12.28,1.0,50.56,44.02,41.67,78.48,50.19,15.07,4.64,14.63,7.81,13.76,27.43
1936,0.17,-999,-999,84.55,97.21,87.51,73.07,40.44,6.29,21.53,64.26,79.04,56.93,28.48,64.23,60.29,87.82,81.27,91.08,5.75,18.42,0.88,17.05,26.08,81.75,92.88,37.42,48.77,44.54,72.45,3.36,18.66,48.33,49.85,9.39,41.19,103.53,18.02,23.26,0.0,72.59,64.56,71.98,98.91,55.95,37.53,1.92,16.69,24.82,35.5,40.71
1937,0.48,-999,-999,68.34,81.05,83.6,68.33,36.26,13.0,12.37,65.07,69.56,37.65,22.99,34.12,27.24,75.93,49.68,90.04,9.54,10.48,12.46,10.8,16.54,53.83,77.74,24.44,34.5,23.72,60.72,8.34,17.25,45.8,52.4,5.1,15.08,81.26,18.33,11.57,4.0,52.28,48.12,42.96,114.1,49.06,20.35,6.94,13.61,22.81,13.17,28.49
1938,0.0,-999,-999,67.25,87.44,85.6,64.37,25.68,3.59,9.82,69.17,65.25,29.07,20.61,28.19,21.0,73.84,31.0,82.17,4.8,7.68,4.77,4.88,8.23,58.93,83.25,13.86,33.58,18.27,49.33,5.34,10.17,37.17,32.42,6.17,11.37,91.18,25.41,10.7,3.0,55.52,40.33,36.01,107.7,44.82,15.79,5.76,22.4,4.5,11.96,16.79
1939,0.0,-999,-999,48.92,91.34,78.75,75.55,34.79,2.24,20.38,72.52,65.09,29.61,27.06,33.09,24.95,83.67,45.28,94.96,4.49,16.31,4.45,9.53,11.86,53.47,75.39,24.37,39.15,25.54,59.23,4.66,14.89,53.73,47.96,8.34,21.28,97.91,28.13,14.22,0.0,60.99,50.65,44.05,118.02,51.79,20.16,3.68,20.99,14.04,14.24,25.49
1940,0.08,-999,-999,52.77,49.58,82.14,66.81,34.09,4.27,16.98,63.79,59.74,23.2,31.98,35.45,34.27,57.28,38.22,57.98,3.31,17.49,2.45,7.88,9.42,34.25,54.0,25.91,33.28,20.3,51.8,3.1,11.49,47.2,53.17,3.25,21.1,59.0,24.9,12.57,2.0,49.15,41.86,33.7,80.83,60.83,18.06,0.73,20.35,8.02,13.88,36.04
1941,0.0,-999,-999,72.45,77.43,72.93,49.81,18.7,7.28,34.83,75.78,82.4,30.02,17.17,43.21,38.91,54.66,56.63,88.53,10.24,29.76,6.48,14.74,11.21,54.24,86.1,15.39,55.33,18.42,42.61,8.73,20.45,23.09,24.5,8.56,26.1,62.74,18.27,20.25,5.0,69.24,38.12,61.05,75.51,34.13,40.16,4.17,17.46,14.91,19.57,16.43
1942,0.08,-999,-999,52.55,61.21,86.86,64.79,24.02,1.58,11.1,74.39,64.78,13.81,23.18,25.2,16.15,49.92,35.73,76.15,3.33,19.25,4.47,4.01,2.51,36.81,65.26,13.51,40.59,4.53,31.69,3.49,8.65,36.51,39.18,2.7,12.59,62.15,26.57,11.58,0.0,57.42,14.15,43.69,79.66,49.6,24.04,3.03,20.54,4.51,11.41,18.16
1943,0.0,-999,-999,78.61,86.77,92.74,64.93,31.47,9.98,29.18,64.85,74.53,18.02,19.94,35.41,26.67,67.37,49.61,94.06,8.32,39.25,3.29,4.13,6.28,48.39,92.37,13.67,49.5,6.96,49.93,6.81,19.96,54.73,33.96,5.99,15.62,83.28,17.61,21.64,1.0,59.85,33.59,61.13,97.38,49.57,38.82,0.85,11.56,8.83,16.8,25.61
1944,0.0,-999,-999,72.36,82.55,84.16,60.12,25.43,18.04,32.28,90.2,67.53,13.76,14.18,42.77,42.03,50.46,53.16,89.26,15.14,30.61,14.47,15.57,3.86,47.86,85.69,6.69,44.95,5.43,29.66,15.41,28.09,41.63,32.15,14.83,30.62,74.6,22.54,25.24,4.0,63.91,16.36,51.45,86.84,45.48,32.14,12.11,16.03,9.37,23.55,12.77
1945,0.0,-999,-999,64.29,54.53,79.56,68.66,21.05,5.58,16.74,89.81,60.1,13.69,20.98,20.19,12.77,49.5,26.55,75.74,5.33,15.84,3.87,2.74,5.18,33.16,67.86,18.12,34.82,12.43,29.44,5.22,12.95,44.21,44.55,3.51,14.9,57.55,26.94,12.47,1.0,52.15,21.5,29.96,95.09,37.47,21.88,3.25,17.62,4.86,14.5,16.97
1946,0.16,-999,-999,28.85,63.01,78.45,63.43,30.46,3.92,3.75,66.71,38.38,13.04,19.49,21.63,15.39,64.63,15.55,58.68,4.18,12.84,4.74,5.76,3.35,37.22,44.29,16.28,20.83,10.34,39.86,4.83,6.33,48.56,36.94,3.15,9.76,72.04,18.11,8.81,0.0,35.16,22.14,18.55,87.58,52.67,11.7,4.2,12.55,5.0,8.78,18.81
1947,0.0,-999,-999,51.11,74.01,82.47,65.64,27.54,5.95,7.09,51.98,52.03,38.51,18.42,37.36,23.0,68.24,28.49,97.28,6.06,10.07,8.01,13.66,15.56,51.16,72.46,20.22,33.25,14.77,47.14,8.68,8.88,39.5,38.64,6.86,14.12,75.25,11.54,15.15,1.0,50.69,35.46,41.73,108.22,45.64,19.58,7.03,10.06,16.89,8.36,22.94
1948,0.08,-999,-999,57.51,73.82,92.85,54.14,27.62,8.98,10.97,78.34,57.35,20.73,16.71,23.88,16.63,53.27,33.28,92.4,7.39,14.89,4.92,8.2,11.75,31.29,82.59,14.7,34.71,18.72,41.15,6.81,10.98,57.12,32.79,6.42,14.95,69.11,12.12,13.27,4.0,52.45,30.22,39.22,108.3,46.71,16.09,4.54,6.5,17.12,9.67,20.72
1949,0.0,-999,-999,40.21,51.57,86.68,62.87,20.7,16.34,20.56,75.26,46.56,18.01,19.91,24.03,21.68,42.76,26.64,72.85,20.61,19.06,12.07,10.04,12.16,22.6,63.24,21.26,31.29,20.24,33.81,14.72,24.92,35.06,35.52,12.21,22.07,54.37,17.13,24.99,11.0,42.46,35.94,22.8,87.96,42.42,20.71,9.7,14.73,11.47,12.48,19.07
1950,0.0,-999,-999,37.39,28.91,91.62,70.85,15.74,1.58,5.69,81.64,49.67,2.58,14.95,5.41,3.17,22.87,4.75,59.52,2.71,8.66,0.58,0.69,3.31,7.83,47.06,8.84,24.54,7.13,16.01,3.32,6.17,38.58,42.96,1.67,3.02,29.06,22.03,4.18,0.0,41.16,15.03,9.43,84.59,41.98,13.7,0.79,15.21,1.24,1.2,11.1
1951,0.0,-999,-999,83.73,71.81,89.08,67.62,22.93,1.91,6.72,91.7,78.78,4.6,16.62,9.84,10.49,34.59,33.69,96.61,0.87,16.92,0.14,0.98,1.29,18.95,93.8,13.43,43.72,7.32,16.05,0.62,7.02,56.67,35.43,2.13,11.01,65.64,21.24,7.53,0.0,66.23,12.38,48.43,109.64,45.48,25.27,0.27,17.07,0.33,11.01,13.84
1952,0.0,-999,-999,75.77,95.6,96.07,68.74,32.49,6.24,21.05,85.59,79.43,17.33,15.29,39.19,36.18,82.66,57.49,96.07,10.39,25.73,10.88,10.4,5.18,61.71,95.77,15.03,47.57,19.63,48.11,10.26,19.16,56.35,35.38,9.87,29.4,99.32,24.05,23.01,8.0,66.53,34.01,59.88,104.8,41.75,32.89,7.3,18.09,7.17,19.54,22.22
1953,0.33,-999,-999,76.61,102.62,83.95,57.13,28.6,14.35,23.05,67.32,62.87,26.7,18.86,48.42,41.71,79.35,60.97,100.7,11.69,35.09,3.89,13.39,6.26,76.03,96.16,15.42,48.76,7.21,45.68,11.36,19.64,63.21,45.0,13.83,29.09,101.63,16.41,24.14,6.0,67.49,23.53,61.79,113.91,49.42,38.04,8.98,12.45,10.88,26.76,24.59
1954,0.0,-999,-999,107.61,108.27,93.05,60.68,37.58,2.24,21.66,74.22,99.05,24.07,19.91,47.51,41.11,89.91,62.41,111.73,1.71,25.13,0.73,5.13,4.11,77.29,109.97,17.25,56.94,7.91,48.32,2.47,11.27,56.48,37.98,3.53,19.71,109.12,9.97,12.8,0.0,95.54,25.99,78.28,117.47,51.12,34.51,0.47,4.86,4.73,14.18,27.41
1955,0.24,-999,-999,60.7,68.19,80.82,62.74,30.34,10.95,28.58,74.32,64.01,39.41,24.95,41.2,36.09,72.21,45.72,72.84,16.07,26.46,8.02,21.33,13.33,52.42,67.68,19.0,31.97,17.76,56.38,16.49,21.49,45.38,46.44,14.72,24.32,78.14,19.8,22.74,8.0,52.98,41.49,44.45,103.81,44.68,21.84,9.96,14.3,20.14,18.51,24.27
1956,0.0,-999,-999,69.16,83.73,96.31,60.48,31.89,6.26,11.52,67.66,69.19,25.79,16.39,21.43,15.11,94.52,28.31,86.69,3.75,21.15,0.85,4.45,5.47,54.04,78.94,15.19,40.45,5.68,49.31,3.2,8.37,62.75,31.99,2.38,6.88,109.44,19.18,6.1,3.0,71.19,23.96,43.34,128.54,51.27,26.16,1.33,14.55,5.55,4.57,18.94
1957,0.0,-999,-999,58.9,49.35,77.53,58.07,20.1,10.31,24.03,59.11,56.34,17.99,15.32,20.44,12.35,52.25,31.52,74.0,7.29,26.06,1.85,4.25,5.32,35.76,57.19,16.12,38.41,12.72,31.46,6.61,15.92,43.53,42.37,4.35,12.45,64.86,12.12,12.92,4.0,53.81,20.7,33.81,89.08,40.05,30.8,2.38,5.89,4.3,16.94,18.49
1958,0.16,-999,-999,52.03,57.06,98.33,69.74,27.55,1.91,6.54,81.29,65.82,10.02,24.51,8.79,3.03,45.21,15.51,78.3,1.03,9.2,0.0,0.77,6.38,21.59,58.49,17.05,28.47,14.81,24.32,1.4,5.26,55.65,40.72,1.14,1.49,69.97,33.61,2.01,0.0,54.33,27.69,28.41,98.51,57.76,17.74,0.58,32.28,3.61,2.85,16.04
1959,0.0,-999,-999,64.21,50.67,88.0,68.65,32.3,8.25,21.3,63.49,58.37,15.59,22.61,27.35,21.22,57.91,26.1,75.01,7.98,21.8,4.12,6.74,13.18,33.04,59.62,19.06,26.49,23.77,41.57,8.88,17.15,49.35,54.85,7.66,18.23,62.48,21.09,15.87,2.0,48.4,46.36,29.02,93.86,55.03,24.43,8.23,12.98,5.54,20.98,27.0
1960,0.0,-999,-999,66.08,65.23,94.99,72.87,36.14,0.92,6.3,54.99,67.57,12.7,24.83,19.75,12.17,53.9,25.33,85.2,0.99,12.82,2.26,2.42,7.39,36.77,77.58,25.03,27.14,18.4,35.05,1.93,4.87,50.25,53.26,1.23,5.32,65.55,24.43,1.4,0.0,60.86,33.38,36.29,100.75,61.48,20.29,0.79,18.04,4.32,5.3,28.6
1961,0.0,-999,-999,33.24,42.04,88.86,68.63,22.92,3.24,11.16,74.82,48.48,10.22,32.56,15.93,10.61,44.1,16.73,40.9,4.25,21.28,1.4,2.2,10.26,19.97,43.16,32.25,22.98,28.92,32.18,4.61,10.71,45.63,49.29,2.4,5.09,46.43,31.66,4.29,0.0,42.63,34.61,21.67,82.48,51.72,18.66,0.4,24.92,3.43,5.79,26.25
1962,0.0,-999,-999,79.61,65.68,89.14,62.03,22.44,2.6,9.21,88.69,81.25,6.15,14.59,17.41,13.16,50.71,23.55,93.04,2.45,14.81,0.86,4.46,1.33,34.71,84.65,8.38,23.43,4.44,19.83,2.3,6.62,53.01,40.94,2.34,8.7,66.93,17.2,6.76,0.0,62.07,11.13,46.51,103.74,48.49,14.8,1.8,10.71,1.03,4.9,13.19
1963,0.0,-999,-999,53.23,75.45,85.64,53.66,31.14,12.34,16.62,87.01,55.18,17.22,17.14,22.13,14.0,76.19,17.19,91.03,11.01,20.07,8.3,6.71,4.92,45.52,74.58,20.13,22.54,12.33,41.81,10.34,13.85,50.27,34.79,5.21,7.2,93.19,16.64,7.94,7.0,51.68,27.1,25.28,114.99,47.93,23.56,8.71,12.9,5.31,3.35,21.93
1964,0.0,-999,-999,39.37,70.83,81.71,60.5,29.93,7.28,20.69,72.56,40.43,20.64,16.5,33.9,28.89,66.15,43.71,79.78,6.49,25.82,2.02,11.75,13.56,40.47,68.1,17.09,16.84,13.14,41.1,7.24,14.01,62.21,38.75,7.01,19.95,73.56,13.48,10.05,3.0,32.57,33.56,34.34,97.25,44.35,22.68,5.49,6.81,15.16,12.71,23.0
1965,0.0,-999,-999,29.58,60.92,80.22,52.57,13.37,3.57,16.69,63.19,44.84,10.6,11.46,12.61,9.95,45.42,17.47,72.21,4.36,22.18,2.55,4.4,3.54,22.06,61.97,8.89,15.19,4.88,17.99,4.66,9.71,46.92,19.2,4.29,8.29,69.94,18.32,7.29,0.0,34.97,14.53,20.69,95.53,22.5,19.28,3.32,13.93,4.2,8.31,9.22
1966,0.17,-999,-999,39.18,48.25,84.58,62.88,24.74,7.59,25.54,52.41,40.03,15.36,23.58,26.15,22.98,48.86,25.51,61.07,6.49,33.45,0.87,10.88,8.22,28.85,53.7,22.03,26.33,12.34,32.28,10.32,17.91,47.61,51.17,6.45,12.99,54.34,20.65,16.38,2.0,37.31,32.17,25.79,79.91,52.56,28.64,2.48,9.94,9.42,15.28,27.35
1967,0.08,-999,-999,18.89,33.77,76.22,69.66,15.5,2.93,5.45,57.15,35.15,7.34,28.22,7.47,6.65,36.73,6.37,46.55,2.58,6.95,0.85,0.62,3.25,14.29,33.81,20.85,9.5,14.77,22.53,1.12,3.61,33.78,50.38,1.49,4.28,42.36,39.06,4.04,1.0,24.51,22.3,8.65,79.6,43.51,7.85,0.42,25.51,0.73,2.9,13.2
1968,0.0,-999,-999,48.55,49.05,77.6,55.97,20.71,6.93,25.12,61.0,60.88,16.6,17.29,22.79,16.83,51.29,26.23,55.97,7.38,28.2,2.98,6.7,5.23,26.07,55.38,10.98,31.68,7.87,33.73,4.07,14.14,39.49,42.99,3.48,8.61,50.87,21.31,10.28,2.0,47.77,21.37,37.04,71.27,36.13,26.6,4.49,14.4,5.47,9.61,13.01
1969,0.73,-999,-999,48.51,65.02,88.69,64.21,24.38,4.25,8.97,61.05,50.65,7.42,21.45,13.4,10.29,47.15,25.51,83.07,7.03,18.18,2.42,3.83,6.17,34.29,66.57,21.01,22.88,16.27,29.09,2.29,7.39,51.02,49.32,2.22,5.27,67.77,18.69,4.9,0.0,43.29,25.93,35.54,93.0,51.09,16.0,3.25,12.99,2.77,8.35,26.53
1970,0.0,-999,-999,57.2,62.66,83.1,68.98,28.47,5.23,13.22,73.34,60.32,18.31,25.4,17.8,12.54,71.22,26.53,69.54,6.91,19.8,6.87,3.1,11.11,36.11,67.7,25.64,32.64,19.19,49.24,8.04,9.06,45.22,48.26,2.14,5.77,78.78,30.77,5.12,0.0,52.43,41.53,33.65,87.17,50.54,26.16,6.04,21.57,7.11,7.11,29.44
1971,0.0,-999,-999,33.36,55.3,81.33,62.09,25.26,3.57,7.69,69.81,38.86,17.47,23.75,23.58,8.7,55.07,15.27,58.2,4.51,6.8,0.99,5.5,5.47,36.38,50.93,25.46,14.82,12.92,31.1,3.3,7.02,42.68,45.31,2.27,4.61,63.1,25.17,3.46,0.0,24.93,30.0,20.44,81.73,51.51,9.84,2.36,22.26,3.7,3.09,24.23
1972,0.09,-999,-999,54.23,70.63,87.32,63.12,21.73,5.08,11.21,63.33,53.19,15.34,16.82,16.03,11.17,51.36,19.55,79.83,2.04,11.0,0.56,2.65,4.81,41.01,65.88,10.68,15.43,11.63,28.77,1.35,7.27,33.35,42.34,1.93,5.04,78.5,25.82,4.99,0.0,32.41,20.96,20.55,86.52,44.07,10.52,1.35,14.42,3.55,3.86,12.41
1973,0.0,-999,-999,39.15,50.66,88.57,65.26,23.1,8.59,18.26,66.89,45.62,11.5,20.96,15.27,11.49,53.81,23.92,55.44,11.26,14.12,1.5,7.25,5.98,34.63,54.75,17.8,18.6,16.31,35.88,7.58,14.17,39.2,46.75,5.66,8.44,55.56,26.44,9.09,6.0,37.98,32.26,22.86,71.51,44.9,22.73,5.6,19.58,5.97,10.07,18.01
1974,0.0,-999,-999,29.51,42.4,90.18,69.02,27.09,4.94,10.0,60.63,36.35,19.52,21.59,15.35,9.41,51.07,8.5,50.21,4.79,8.84,0.15,6.23,9.99,31.05,42.44,17.2,11.78,14.76,40.42,3.53,7.7,45.16,52.72,2.46,5.81,59.84,28.41,4.42,3.0,29.37,35.02,11.82,77.58,58.54,10.06,2.88,16.23,5.43,2.37,25.1
1975,0.29,-999,-999,28.01,49.81,77.74,60.69,21.26,6.26,11.46,78.7,36.26,22.32,15.3,17.35,14.19,58.32,26.79,50.5,8.39,9.03,4.31,4.78,10.89,39.57,45.78,9.78,28.37,9.7,36.1,10.16,7.6,34.94,34.95,4.43,6.87,60.4,16.14,5.84,3.0,42.0,31.33,24.96,68.05,40.52,17.01,6.26,11.01,6.24,5.27,15.9
1976,0.0,-999,-999,26.77,41.93,76.08,55.52,25.52,2.91,8.85,45.73,33.86,17.35,14.2,15.6,9.25,59.85,11.26,52.54,8.77,9.73,2.56,4.46,17.65,31.61,47.23,14.16,17.33,19.68,40.27,4.4,6.83,35.93,31.21,1.21,4.86,55.55,11.31,4.28,0.0,32.1,44.96,16.55,61.83,46.83,22.59,0.98,8.38,10.17,3.44,22.55
1977,0.08,-999,-999,68.65,73.28,84.17,60.81,28.12,6.26,23.06,76.53,74.22,20.28,20.23,21.02,17.96,52.14,31.27,87.89,8.81,26.41,6.19,8.59,6.27,35.32,76.11,12.1,42.5,9.18,28.99,9.45,11.3,51.48,49.7,4.04,12.2,75.91,24.31,9.0,4.0,64.53,22.12,42.8,104.97,50.14,36.99,4.5,21.49,5.94,8.92,17.94
1978,0.0,-999,-999,69.22,73.81,90.73,62.8,30.18,3.26,6.72,62.68,70.66,15.57,15.28,20.62,13.9,74.11,34.58,86.67,7.63,11.96,1.85,3.5,9.35,46.17,72.62,13.39,27.93,15.09,43.99,10.07,4.58,51.25,36.13,2.96,6.97,84.06,18.41,3.82,2.0,49.7,28.4,39.23,96.93,53.79,17.89,3.95,14.56,3.83,4.57,19.55
1979,0.0,-999,-999,30.77,41.34,89.99,63.31,27.79,3.24,4.42,61.15,40.66,8.06,20.23,10.7,4.7,56.4,12.46,57.75,5.46,5.68,1.52,0.77,2.26,20.87,41.36,16.47,17.75,7.71,28.22,4.55,5.88,42.49,42.99,2.99,0.96,63.94,19.45,3.67,1.0,32.85,18.71,13.65,81.01,54.75,9.25,4.24,16.87,0.19,2.35,17.93
1980,0.0,-999,-999,78.57,96.88,87.4,57.61,36.71,7.26,23.97,82.01,82.29,27.22,10.13,36.06,25.87,84.29,52.27,105.17,7.15,28.89,1.34,1.82,11.16,68.11,93.82,14.35,48.12,17.32,52.09,4.55,18.34,54.39,35.57,3.75,9.36,98.43,12.81,11.44,3.0,79.33,39.2,62.69,107.64,44.94,37.78,0.9,8.29,5.4,10.93,19.67
1981,0.0,-999,-999,55.78,55.87,86.4,68.39,26.3,5.27,12.37,87.17,69.88,8.45,23.22,7.06,7.95,47.59,15.26,82.78,4.63,12.81,0.84,2.1,2.42,20.28,67.75,18.14,30.58,12.23,25.14,2.51,10.81,38.32,59.8,1.95,3.92,62.89,25.42,4.56,3.0,57.93,22.79,24.79,85.46,55.8,19.4,2.87,18.71,1.61,3.04,21.33
1982,0.0,-999,-999,38.96,57.47,77.5,48.9,20.41,3.92,7.27,64.77,40.5,8.02,14.18,6.66,6.48,44.23,16.49,84.02,4.44,9.27,2.57,0.58,4.59,19.24,59.02,12.9,13.74,10.74,22.54,3.48,6.15,42.42,31.49,1.96,2.28,71.77,16.41,3.54,3.0,33.94,22.16,20.68,97.54,41.05,7.86,1.85,15.02,2.65,2.68,20.08
1983,0.16,-999,-999,52.93,72.09,79.86,52.96,28.93,11.26,34.47,64.08,56.56,39.26,14.31,44.52,38.61,72.31,57.33,62.83,7.9,42.16,4.38,10.85,15.12,56.79,58.34,23.64,45.09,26.97,49.16,11.54,28.3,49.0,28.28,6.19,22.9,70.42,11.79,19.36,10.0,59.44,40.61,46.17,86.2,43.87,38.59,3.63,10.92,10.82,18.46,35.06
1984,0.0,-999,-999,45.54,56.27,79.0,70.25,22.62,7.92,15.47,53.98,49.05,17.11,16.52,19.02,12.94,66.35,24.36,52.98,4.2,10.4,2.43,2.15,6.95,34.73,47.92,23.11,18.07,18.01,36.1,4.98,10.95,42.24,37.84,1.51,6.36,77.3,17.78,3.92,3.0,40.8,24.66,23.9,98.69,49.92,13.87,1.34,12.39,4.12,8.19,19.24
1985,0.0,-999,-999,41.74,66.17,86.63,61.29,24.94,2.72,12.73,77.83,49.39,13.84,23.07,9.83,7.76,51.39,14.86,67.15,1.89,14.77,0.41,1.52,3.29,25.42,53.33,20.4,26.42,9.57,28.96,2.75,7.61,47.53,42.03,1.08,3.35,75.11,23.68,4.45,1.0,46.69,25.37,27.28,91.97,55.29,19.3,0.0,19.1,4.12,6.34,22.81
1986,0.08,-999,-999,70.8,68.17,75.88,56.74,19.68,2.72,17.71,85.9,78.47,11.33,20.19,15.06,13.28,48.4,26.4,87.05,1.5,26.56,0.28,3.61,3.7,33.0,74.45,13.86,43.34,7.65,27.35,2.04,10.54,36.3,46.64,1.3,6.47,63.95,27.95,5.02,2.0,80.15,16.14,38.22,83.85,51.01,30.32,0.42,19.27,4.78,7.75,15.91
1987,0.08,-999,-999,60.15,73.08,76.61,63.38,22.23,6.91,29.86,81.16,61.08,23.52,18.39,31.04,17.58,48.71,32.7,72.9,10.17,32.93,2.29,13.1,12.61,41.33,62.21,12.43,37.86,13.73,35.09,7.23,17.02,36.51,38.35,4.95,12.14,67.02,25.67,13.88,6.0,59.67,31.12,37.48,74.9,45.56,33.92,5.1,17.58,10.42,21.48,16.71
1988,0.0,-999,-999,55.81,72.18,80.89,71.14,30.19,10.26,39.74,68.37,55.28,41.17,31.06,48.67,40.91,65.57,46.5,67.88,19.78,40.83,6.85,25.25,26.26,48.28,64.02,36.66,37.51,36.02,46.18,16.53,29.29,35.51,57.87,14.23,32.4,71.85,26.67,28.82,6.0,59.07,47.59,45.38,85.79,64.96,37.67,10.89,19.11,29.17,26.51,35.72
1989,0.0,-999,-999,34.62,37.87,92.46,60.73,22.86,4.23,16.07,95.6,41.51,13.33,16.75,16.11,8.94,40.05,17.31,59.1,5.15,15.08,2.56,3.67,9.22,21.11,39.14,16.48,20.52,19.83,29.73,6.02,10.51,48.81,33.54,1.97,4.29,45.65,11.73,4.87,1.0,44.89,34.62,18.94,88.01,53.85,13.75,3.16,8.86,5.35,4.95,21.86
1990,0.0,-999,-999,73.79,70.54,79.83,59.55,26.79,3.57,11.95,96.29,84.45,13.03,28.33,16.78,11.14,62.05,25.01,94.5,6.82,14.08,0.69,1.94,3.61,33.57,76.36,22.01,31.36,11.62,39.97,4.3,8.89,44.01,48.15,2.01,3.5,74.2,29.27,3.66,0.0,70.28,29.15,37.62,90.23,53.4,19.92,1.0,18.75,2.65,4.78,20.29
1991,0.57,-999,-999,44.3,59.68,75.8,66.45,18.62,12.63,31.37,80.18,47.01,17.79,20.65,32.06,26.84,60.82,32.0,69.02,10.81,36.94,4.4,6.51,7.45,43.1,51.37,21.32,31.41,14.82,36.67,8.8,21.63,33.34,42.8,5.64,14.94,67.38,25.24,18.06,7.0,51.45,27.47,29.59,78.55,42.54,24.91,4.15,12.73,6.41,14.38,19.82
1992,0.08,-999,-999,24.08,30.62,76.12,67.41,12.73,1.91,5.81,64.52,33.87,1.48,23.83,5.61,3.03,26.31,8.06,53.66,1.88,11.83,1.86,1.06,0.83,8.49,30.03,11.48,17.69,5.7,8.24,1.79,6.4,38.95,39.54,0.59,0.56,29.59,26.67,1.59,0.0,35.82,6.72,8.62,70.58,42.39,10.38,0.27,19.0,0.98,1.51,9.88
1993,0.16,-999,-999,59.23,66.25,79.28,53.75,16.43,6.91,21.11,78.59,71.74,2.13,6.14,12.24,12.03,39.86,33.87,86.49,9.77,32.95,3.59,2.64,0.83,24.19,69.9,2.46,44.44,1.61,12.49,7.39,21.17,35.83,24.02,5.29,11.51,58.49,10.42,14.69,6.0,74.81,4.91,42.73,85.24,40.95,32.56,3.57,6.77,0.33,18.28,6.22
1994,0.17,-999,-999,22.15,43.16,89.07,61.95,30.76,4.92,9.7,59.23,18.92,6.79,29.27,16.02,11.29,54.24,18.8,56.71,7.68,21.03,2.0,3.32,1.54,20.76,37.46,20.58,14.99,6.1,25.51,4.89,11.27,58.47,57.48,4.2,9.7,61.81,26.45,7.49,2.0,32.45,13.79,10.4,84.91,71.41,16.84,4.52,17.79,2.91,8.43,23.39
