Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1900,-999.0,-999,-999,51.74,63.16,-999.0,-999.0,152.44,-999.0,-999.0,10.88,43.78,150.58,128.1,126.61,111.73,116.74,95.67,29.4,-999.0,-999.0,167.55,152.2,162.34,107.18,37.43,150.09,80.57,177.26,147.93,-999.0,115.08,-999.0,-999.0,148.42,130.53,-999.0,85.95,136.15,-999.0,46.41,159.72,77.22,43.77,158.7,105.38,-999.0,98.55,155.11,117.52,-999.0
1901,-999.0,-999,-999,66.85,57.21,-999.0,-999.0,167.17,-999.0,-999.0,14.66,59.09,153.23,137.54,137.05,126.22,128.6,102.7,32.85,-999.0,-999.0,168.01,163.61,173.7,114.52,48.99,174.02,93.31,189.89,153.37,-999.0,114.77,108.0,-999.0,155.73,132.34,-999.0,108.63,149.66,-999.0,69.18,170.59,86.29,54.71,165.13,127.48,-999.0,126.36,159.03,138.02,-999.0
1902,-999.0,-999,-999,59.65,70.22,-999.0,-999.0,162.72,-999.0,-999.0,6.67,50.14,135.02,153.37,113.68,108.49,116.78,94.26,32.71,-999.0,-999.0,155.97,147.14,174.54,103.41,48.32,182.55,78.44,197.25,145.09,-999.0,95.79,106.29,-999.0,144.15,118.66,-999.0,124.72,126.92,-999.0,56.88,172.02,75.19,35.8,163.59,104.15,-999.0,108.67,140.78,114.24,-999.0
1903,-999.0,-999,-999,59.54,74.92,-999.0,-999.0,174.68,-999.0,-999.0,9.3,51.74,143.83,167.24,125.82,123.09,130.6,101.7,31.45,-999.0,-999.0,172.66,154.21,177.21,115.96,50.17,177.38,81.53,195.28,157.5,-999.0,101.44,118.57,-999.0,145.17,121.58,94.0,111.43,129.18,-999.0,57.96,174.47,86.47,37.73,162.74,106.5,-999.0,110.4,151.48,128.65,-999.0
1904,-999.0,-999,-999,57.47,65.04,-999.0,-999.0,167.32,-999.0,-999.0,4.81,58.73,157.3,157.27,131.4,134.35,133.75,115.78,31.91,-999.0,-999.0,176.62,164.55,172.24,116.3,49.26,179.65,99.74,190.08,162.13,-999.0,131.37,106.84,-999.0,167.93,141.67,94.0,95.78,158.18,-999.0,61.17,174.07,87.4,44.42,155.69,129.5,-999.0,110.41,166.26,151.0,-999.0
1905,-999.0,-999,-999,55.0,71.5,-999.0,-999.0,155.16,-999.0,-999.0,7.67,48.43,147.9,156.47,130.77,122.82,123.05,103.23,34.14,-999.0,-999.0,173.84,162.46,175.66,111.55,47.85,177.85,82.68,196.67,157.4,-999.0,128.26,110.13,-999.0,158.19,136.46,89.0,100.54,143.97,-999.0,50.13,172.0,73.85,45.85,142.33,117.58,-999.0,117.11,165.55,127.91,-999.0
1906,-999.0,-999,-999,51.9,63.3,-999.0,-999.0,158.96,-999.0,-999.0,5.06,40.66,149.69,150.82,125.43,120.94,122.38,102.66,23.04,-999.0,-999.0,174.46,157.39,172.46,117.1,44.41,173.15,82.05,187.65,156.91,-999.0,107.03,132.07,-999.0,156.74,128.54,-999.0,97.98,146.02,-999.0,44.39,167.85,78.96,38.89,144.88,115.77,-999.0,101.52,159.52,132.1,-999.0
1907,-999.0,-999,-999,48.64,47.51,-999.0,-999.0,159.03,-999.0,-999.0,1.12,34.97,166.54,142.47,135.46,132.44,126.8,92.29,12.35,-999.0,-999.0,189.34,178.15,203.38,110.21,33.73,181.27,72.23,225.94,168.4,-999.0,120.43,138.17,-999.0,164.19,140.4,-999.0,98.28,150.93,-999.0,41.86,190.31,65.12,22.58,143.04,116.75,-999.0,110.72,184.33,132.84,-999.0
1908,-999.0,-999,-999,49.11,52.19,-999.0,-999.0,176.47,-999.0,-999.0,4.61,34.96,153.62,163.3,120.37,118.31,124.25,90.38,21.8,-999.0,-999.0,176.01,157.51,177.05,100.31,35.84,175.67,68.62,197.21,160.2,-999.0,120.24,144.7,-999.0,159.08,130.34,86.0,106.81,144.02,-999.0,40.79,176.42,66.91,30.12,171.16,115.38,-999.0,113.74,164.37,129.67,-999.0
1909,-999.0,-999,-999,47.73,57.62,-999.0,-999.0,179.48,-999.0,-999.0,7.79,39.57,155.36,163.09,120.24,116.09,129.56,93.9,32.86,-999.0,-999.0,164.73,163.79,185.83,100.41,42.01,190.76,74.44,202.21,168.33,-999.0,111.94,144.96,-999.0,156.96,128.58,99.0,104.61,142.0,-999.0,40.53,178.89,66.94,43.56,158.22,112.21,-999.0,113.11,171.71,132.42,-999.0
1910,-999.0,-999,-999,62.47,68.92,-999.0,-999.0,164.93,-999.0,108.0,10.61,56.76,144.43,153.01,130.75,126.55,126.09,106.51,34.97,-999.0,-999.0,171.86,152.52,169.92,115.19,49.99,162.73,94.14,187.02,148.31,-999.0,115.17,114.01,-999.0,149.17,139.04,92.52,82.2,144.65,-999.0,58.23,144.38,88.39,41.03,145.33,122.92,-999.0,98.27,154.68,140.01,-999.0
1911,-999.0,-999,-999,34.32,46.89,-999.0,-999.0,182.85,-999.0,102.0,4.45,31.98,155.39,181.91,124.41,114.79,127.74,87.96,23.35,-999.0,-999.0,187.32,158.84,179.89,104.31,29.72,187.7,67.98,188.79,161.89,-999.0,118.5,131.48,-999.0,161.77,128.2,80.91,124.42,143.7,-999.0,34.77,173.83,58.41,35.28,154.0,116.62,-999.0,131.64,163.77,117.38,-999.0
1912,-999.0,-999,-999,66.83,87.89,-999.0,-999.0,187.85,-999.0,98.0,5.55,51.2,153.68,176.49,135.28,129.8,140.94,116.51,43.24,-999.0,-999.0,179.75,158.19,183.39,125.47,60.0,184.44,88.81,193.93,163.85,-999.0,113.89,164.36,-999.0,153.45,133.66,101.3,100.79,139.19,-999.0,54.77,180.4,94.49,56.72,169.15,121.22,-999.0,114.47,163.75,138.65,-999.0
1913,-999.0,-999,-999,47.69,65.73,-999.0,-999.0,185.38,-999.0,77.0,1.76,30.39,138.65,170.3,113.9,106.58,123.3,84.85,21.84,-999.0,-999.0,154.24,139.37,180.14,102.72,39.52,188.65,59.52,198.92,153.15,-999.0,90.54,150.9,-999.0,134.21,115.49,88.84,104.63,125.01,-999.0,28.72,173.25,67.95,49.23,171.1,91.25,-999.0,120.63,157.01,120.97,-999.0
1914,-999.0,-999,-999,64.54,71.75,-999.0,-999.0,174.68,-999.0,100.0,5.77,50.32,142.32,143.06,119.58,119.29,125.31,107.04,34.72,-999.0,-999.0,180.9,149.26,169.54,106.51,54.64,174.16,88.76,185.67,152.4,-999.0,118.22,134.92,-999.0,157.03,129.59,97.76,106.33,141.23,-999.0,62.75,164.17,87.62,45.03,148.27,112.64,-999.0,93.64,156.04,133.93,-999.0
1915,-999.0,-999,-999,58.37,69.65,-999.0,-999.0,185.21,-999.0,115.0,6.01,45.31,142.04,142.48,127.16,123.61,127.8,106.99,33.21,-999.0,-999.0,170.69,150.86,165.38,111.45,44.92,166.13,93.51,181.98,151.64,-999.0,122.68,146.4,-999.0,157.01,135.57,99.68,106.58,147.94,-999.0,60.33,166.19,86.64,48.47,155.07,130.42,-999.0,95.7,153.86,138.13,-999.0
1916,-999.0,-999,-999,56.55,63.01,-999.0,-999.0,188.35,-999.0,-999.0,6.36,41.69,153.61,175.79,124.87,121.25,131.56,97.62,34.37,-999.0,-999.0,176.78,144.77,185.14,107.69,49.89,186.55,77.97,205.39,161.06,-999.0,116.4,141.03,-999.0,148.27,130.75,93.69,137.28,144.86,-999.0,46.86,187.62,80.65,43.61,157.26,115.74,-999.0,134.25,168.5,131.39,-999.0
1917,-999.0,-999,-999,62.6,71.83,-999.0,-999.0,194.43,-999.0,-999.0,9.78,49.26,161.15,159.02,134.43,132.63,140.05,107.44,39.34,-999.0,-999.0,184.67,169.74,198.95,117.26,53.3,186.09,82.96,211.07,170.87,-999.0,131.07,159.42,-999.0,171.81,150.67,101.92,109.9,164.25,-999.0,54.67,191.5,84.31,50.81,162.25,126.89,-999.0,105.33,184.25,134.63,-999.0
1918,-999.0,-999,-999,41.47,61.23,-999.0,-999.0,181.35,-999.0,-999.0,8.0,32.88,139.26,151.89,112.94,105.82,116.27,88.17,35.1,-999.0,-999.0,172.36,146.91,171.84,98.45,42.96,164.67,70.9,187.11,148.28,-999.0,109.15,132.69,-999.0,152.21,119.14,82.54,109.03,127.82,-999.0,36.31,163.1,73.78,48.03,149.24,107.48,-999.0,102.11,156.64,119.76,-999.0
1919,-999.0,-999,-999,49.39,60.18,-999.0,-999.0,185.75,-999.0,-999.0,4.83,32.0,145.85,170.54,123.7,112.67,131.83,95.01,23.17,-999.0,-999.0,168.08,148.9,177.47,111.45,38.81,182.86,76.69,196.86,158.53,-999.0,94.21,128.78,-999.0,153.63,127.2,98.3,119.52,138.55,-999.0,45.37,170.87,78.44,42.8,155.08,108.95,-999.0,118.66,158.12,116.41,-999.0
1920,-999.0,-999,-999,52.53,62.38,-999.0,-999.0,193.88,-999.0,99.0,7.81,42.68,142.6,167.12,127.98,114.99,132.47,95.84,28.37,-999.0,-999.0,167.76,147.21,172.8,113.31,45.82,180.31,85.28,190.42,162.23,-999.0,112.92,136.82,-999.0,153.2,127.7,89.54,117.1,139.1,-999.0,52.73,176.04,82.02,45.21,155.36,118.12,-999.0,119.26,158.86,128.25,-999.0
1921,-999.0,-999,-999,33.61,36.63,-999.0,-999.0,179.78,-999.0,83.0,0.6,17.31,138.55,155.84,102.75,92.62,117.49,66.78,12.46,-999.0,-999.0,156.76,130.28,169.86,91.74,21.66,174.09,58.26,189.29,146.65,-999.0,96.38,127.35,-999.0,140.53,110.37,72.0,91.85,124.15,-999.0,27.18,168.62,57.04,34.44,137.64,91.55,-999.0,107.82,154.81,97.46,-999.0
1922,-999.0,-999,-999,29.37,52.72,-999.0,-999.0,180.2,-999.0,96.0,2.44,24.5,133.03,178.38,110.52,103.62,121.42,77.36,16.15,-999.0,-999.0,171.14,150.04,160.02,101.17,25.39,177.43,57.12,185.77,148.03,-999.0,113.8,148.06,-999.0,152.48,120.91,55.71,128.93,140.76,-999.0,31.74,165.58,64.48,39.94,158.61,98.47,-999.0,134.94,149.42,118.51,-999.0
1923,-999.0,-999,-999,41.09,48.62,-999.0,-999.0,190.42,-999.0,96.0,1.85,24.84,156.43,168.2,123.57,109.67,129.05,84.71,16.99,-999.0,-999.0,166.65,163.6,180.09,109.51,28.32,177.95,58.67,191.54,161.7,-999.0,110.17,141.63,-999.0,162.23,134.35,66.0,108.7,149.18,-999.0,35.3,175.91,72.6,29.89,170.46,103.39,-999.0,111.95,169.6,126.59,-999.0
1924,-999.0,-999,-999,57.35,70.47,-999.0,-999.0,199.38,-999.0,103.0,3.48,44.44,147.91,159.65,128.88,123.27,134.78,105.71,31.83,-999.0,-999.0,173.27,157.53,176.77,112.69,48.7,181.2,86.85,195.51,158.37,-999.0,119.38,156.55,-999.0,161.08,134.27,94.0,107.54,151.48,-999.0,55.28,174.42,91.5,58.26,178.47,120.56,-999.0,113.01,165.08,130.49,-999.0
1925,-999.0,-999,-999,45.12,63.18,-999.0,-999.0,173.87,-999.0,95.0,3.76,29.62,160.56,146.52,135.52,122.43,127.13,91.87,19.17,-999.0,-999.0,175.95,163.75,188.32,112.33,38.61,171.98,66.42,190.75,153.22,-999.0,101.82,140.42,-999.0,154.11,140.06,90.23,77.71,146.97,-999.0,42.24,174.71,72.59,50.33,155.8,114.3,-999.0,86.06,174.64,113.8,-999.0
1926,-999.0,-999,-999,51.42,63.77,-999.0,-999.0,177.17,-999.0,117.0,5.1,41.08,163.43,150.59,137.99,129.97,132.19,103.78,20.57,-999.0,-999.0,182.86,173.17,188.65,115.44,42.59,171.29,85.55,192.92,162.09,-999.0,126.12,137.4,-999.0,171.97,143.93,85.84,89.63,157.74,-999.0,56.01,176.03,84.51,41.05,134.79,118.35,-999.0,93.29,179.12,132.55,-999.0
1927,-999.0,-999,-999,39.59,47.35,-999.0,-999.0,175.96,-999.0,84.0,7.02,32.11,133.71,153.17,103.89,95.23,115.92,73.77,17.22,-999.0,-999.0,169.55,146.82,171.62,95.25,30.6,182.17,55.44,186.48,146.34,-999.0,98.03,127.45,-999.0,151.76,107.62,78.0,105.31,126.66,-999.0,42.19,175.53,58.41,38.26,145.31,91.18,-999.0,102.29,152.55,108.08,-999.0
1928,-999.0,-999,-999,58.35,61.01,-999.0,-999.0,182.39,-999.0,100.0,8.96,38.91,150.17,159.41,124.32,118.45,119.55,96.6,23.12,-999.0,-999.0,182.99,148.83,181.08,105.94,43.67,188.46,80.15,202.6,155.75,-999.0,106.01,141.95,-999.0,160.08,128.34,74.47,99.69,138.59,-999.0,51.62,180.21,81.23,40.12,148.93,106.61,-999.0,103.68,159.3,127.42,-999.0
1929,-999.0,-999,-999,44.58,71.8,-999.0,-999.0,187.25,-999.0,88.0,4.36,37.14,148.59,174.47,114.93,109.31,130.96,88.5,28.29,-999.0,-999.0,174.71,157.57,184.33,106.79,45.02,188.55,67.62,193.71,155.03,-999.0,104.4,155.72,-999.0,154.28,117.97,96.23,131.04,134.49,-999.0,45.64,172.38,71.66,53.24,167.14,97.58,-999.0,123.69,160.82,110.56,-999.0
1930,209.06,-999,-999,52.38,61.65,120.1,64.16,176.06,-999.0,91.0,3.3,40.07,142.26,157.43,125.33,114.71,126.06,92.87,24.68,-999.0,-999.0,172.92,152.13,175.36,111.59,42.96,171.45,80.31,185.56,148.56,-999.0,106.12,156.76,-999.0,148.57,126.32,82.24,119.69,136.88,-999.0,54.25,168.05,81.17,45.94,155.56,114.91,-999.0,109.81,157.46,123.45,-999.0
1931,196.24,-999,-999,38.16,37.42,113.39,57.28,175.41,-999.0,77.0,2.69,27.97,134.02,162.13,99.69,94.25,113.99,65.34,8.81,-999.0,-999.0,153.18,144.75,164.16,86.66,22.2,169.91,67.48,179.0,146.47,-999.0,94.65,138.79,-999.0,139.59,112.27,58.31,108.41,126.83,-999.0,45.99,169.65,62.27,27.6,150.15,91.32,-999.0,108.4,144.82,96.89,-999.0
1932,195.14,-999,-999,42.47,58.78,115.18,72.56,186.36,-999.0,77.0,3.42,27.49,155.78,154.67,120.44,106.43,130.48,79.28,20.07,-999.0,-999.0,167.67,153.38,181.51,109.71,34.76,169.02,56.51,188.22,155.05,-999.0,96.55,144.66,-999.0,157.42,117.31,81.85,102.39,133.91,-999.0,34.72,170.27,68.74,48.91,159.93,91.29,-999.0,96.49,168.66,109.99,-999.0
1933,215.06,-999,-999,33.74,38.44,118.59,75.33,168.91,-999.0,85.0,1.24,25.92,152.26,160.53,115.7,103.19,113.48,75.04,10.23,-999.0,-999.0,181.83,157.22,185.99,93.67,24.76,169.5,58.38,192.75,148.28,-999.0,100.45,143.82,-999.0,159.61,116.31,65.01,108.94,132.44,-999.0,40.94,170.64,59.59,26.71,166.09,93.06,-999.0,98.73,168.38,113.33,-999.0
1934,194.7,-999,-999,45.8,58.25,86.63,44.39,166.88,-999.0,101.0,6.53,43.97,142.42,126.56,123.06,116.34,117.35,95.7,15.89,-999.0,-999.0,173.65,155.6,175.76,110.02,37.88,156.41,83.49,184.86,147.65,-999.0,106.29,132.19,-999.0,159.1,131.15,76.08,69.76,142.41,-999.0,61.1,166.1,78.67,35.38,131.55,114.75,-999.0,69.57,155.06,129.31,-999.0
1935,209.62,-999,-999,48.37,53.83,100.18,63.01,180.12,-999.0,87.0,8.22,47.05,145.81,175.72,112.2,103.2,114.01,83.08,21.84,-999.0,-999.0,180.72,158.6,183.75,96.46,41.34,181.49,68.94,195.51,155.59,-999.0,94.69,135.26,-999.0,156.25,114.76,66.31,134.02,132.91,-999.0,54.76,179.26,69.09,32.14,155.79,100.23,-999.0,119.42,164.2,111.59,-999.0
1936,193.36,-999,-999,42.71,66.87,101.55,55.6,173.39,-999.0,102.0,4.22,39.03,156.89,168.93,134.7,124.87,136.04,101.62,27.12,-999.0,-999.0,174.8,163.03,189.71,118.23,46.04,169.81,73.28,198.11,160.83,-999.0,107.08,133.32,-999.0,158.61,136.26,86.31,121.61,141.45,-999.0,49.66,174.39,81.49,50.1,152.61,109.73,-999.0,112.62,171.77,124.0,-999.0
1937,196.87,-999,-999,45.6,64.51,106.16,65.03,181.63,-999.0,89.0,3.55,36.41,156.76,151.31,134.87,124.01,131.79,93.45,19.12,-999.0,-999.0,171.97,161.51,178.71,123.52,39.34,173.83,66.73,187.27,151.58,-999.0,108.43,145.27,-999.0,158.76,133.41,96.3,106.56,140.39,-999.0,44.76,172.1,70.82,49.11,150.31,105.73,-999.0,96.61,170.77,118.5,-999.0
1938,185.81,-999,-999,43.19,53.25,95.93,55.52,173.0,-999.0,83.0,5.0,34.38,138.74,145.46,109.21,102.69,113.5,76.06,17.76,-999.0,-999.0,163.95,139.63,167.21,95.8,36.58,167.19,60.09,175.28,137.99,-999.0,100.23,137.44,-999.0,147.37,117.62,72.01,115.57,132.58,-999.0,39.56,158.74,62.55,39.14,145.07,98.31,-999.0,101.95,146.48,112.01,-999.0
1939,202.2,-999,-999,41.61,51.84,102.56,56.71,178.93,-999.0,91.0,3.23,33.46,147.66,150.58,123.76,111.09,120.56,91.79,12.7,-999.0,-999.0,189.56,164.26,184.64,103.24,33.35,162.07,71.3,190.72,147.77,-999.0,110.67,149.31,-999.0,165.25,130.38,74.62,110.23,145.13,-999.0,48.51,171.7,70.65,37.75,139.91,110.19,-999.0,92.96,170.18,124.89,-999.0
1940,192.16,-999,-999,60.49,68.39,85.98,43.64,168.58,-999.0,106.0,10.51,52.69,147.11,128.9,127.15,113.3,123.86,96.49,32.36,-999.0,-999.0,179.38,162.39,178.86,118.74,51.41,159.19,84.85,180.34,148.04,-999.0,119.76,145.54,-999.0,167.19,134.64,84.31,92.41,147.09,-999.0,62.35,172.22,81.96,49.92,131.89,114.77,-999.0,85.27,165.87,130.24,-999.0
1941,188.4,-999,-999,61.16,61.13,80.33,45.7,175.43,-999.0,96.0,4.3,48.61,133.88,139.7,114.74,113.43,117.91,96.63,14.7,-999.0,-999.0,165.38,147.76,164.36,105.08,44.31,171.23,91.95,182.2,141.82,-999.0,118.43,139.42,-999.0,157.08,123.78,71.16,97.33,138.96,-999.0,63.87,163.25,82.08,30.14,142.76,111.95,-999.0,88.5,149.65,134.81,-999.0
1942,191.47,-999,-999,56.52,61.14,95.63,60.71,185.72,-999.0,89.0,7.14,45.68,148.58,164.99,120.28,113.71,125.34,98.75,24.33,-999.0,-999.0,168.41,162.5,182.53,112.37,47.3,175.9,82.18,189.09,153.68,-999.0,107.46,151.12,-999.0,155.37,124.95,81.78,105.01,133.9,-999.0,56.23,174.53,83.51,47.72,159.21,111.33,-999.0,104.76,166.57,125.5,-999.0
1943,193.21,-999,-999,61.97,66.52,85.77,52.5,178.68,-999.0,105.0,8.17,45.72,155.46,158.34,133.11,125.05,134.82,100.48,25.99,-999.0,-999.0,182.67,171.47,188.85,123.25,53.5,171.55,87.58,194.03,154.79,-999.0,126.85,143.36,-999.0,167.28,138.54,86.77,115.38,146.39,-999.0,61.24,180.14,88.8,52.76,141.07,118.88,-999.0,109.84,173.14,137.94,-999.0
1944,190.65,-999,-999,51.2,56.13,96.93,58.52,191.29,-999.0,101.0,4.47,37.83,144.02,166.52,120.34,116.63,126.05,94.7,22.32,-999.0,-999.0,183.38,165.17,176.19,106.17,39.04,174.7,83.2,187.01,156.78,-999.0,118.08,153.63,-999.0,170.16,133.32,71.47,120.18,138.34,-999.0,53.14,174.53,74.26,42.95,150.91,124.33,-999.0,109.59,163.8,137.99,-999.0
1945,201.97,-999,-999,49.94,56.37,113.01,57.68,184.57,-999.0,92.0,4.04,36.21,138.9,163.72,113.5,110.86,126.7,93.49,18.52,-999.0,-999.0,169.0,152.38,188.06,108.07,38.08,184.9,64.26,203.78,152.33,-999.0,103.63,153.16,-999.0,143.77,120.81,83.7,99.07,131.01,-999.0,44.98,179.91,68.62,38.99,152.57,104.31,-999.0,98.52,159.73,122.4,-999.0
1946,208.13,-999,-999,42.3,42.02,102.76,62.09,180.52,-999.0,76.0,1.24,26.58,123.59,159.47,96.38,92.84,102.02,75.74,11.83,-999.0,-999.0,179.91,137.38,166.75,82.95,30.75,178.88,58.56,188.45,138.59,-999.0,95.68,113.25,-999.0,146.43,108.52,59.86,98.58,118.74,-999.0,35.96,165.47,59.19,31.87,149.06,91.96,-999.0,107.99,142.18,109.15,-999.0
1947,199.03,-999,-999,60.34,71.03,107.4,62.48,184.46,-999.0,84.0,5.76,40.34,148.9,148.05,126.5,123.2,129.33,113.8,28.1,-999.0,-999.0,188.75,167.0,178.95,115.35,48.23,167.85,83.67,190.74,156.17,-999.0,122.97,150.24,-999.0,167.43,133.02,-999.0,92.06,147.25,-999.0,49.95,172.56,93.15,48.55,146.99,117.21,-999.0,90.33,162.81,133.18,-999.0
1948,218.95,-999,-999,49.02,72.83,106.11,72.74,185.68,-999.0,91.0,2.19,34.66,139.12,168.81,114.65,104.09,130.47,95.25,33.97,-999.0,-999.0,177.1,143.35,174.03,109.42,50.09,185.55,66.84,179.93,154.66,-999.0,110.65,139.18,-999.0,142.6,116.87,87.61,122.54,129.0,-999.0,43.6,171.91,72.77,55.15,164.9,96.84,-999.0,112.32,155.73,116.25,-999.0
1949,201.62,-999,-999,45.49,56.63,102.76,73.9,184.67,-999.0,64.0,1.2,31.46,147.0,164.24,119.14,107.45,123.48,88.66,12.82,-999.0,-999.0,170.36,152.08,172.94,111.58,34.15,176.39,56.45,184.37,151.7,-999.0,94.37,116.88,-999.0,150.34,110.18,83.31,121.48,127.56,-999.0,36.73,170.6,67.93,41.84,153.22,85.67,-999.0,121.31,160.31,106.34,-999.0
1950,199.09,-999,-999,61.14,70.55,93.83,54.79,189.82,141.93,92.0,5.96,40.72,159.98,155.5,130.62,125.41,135.41,110.06,21.8,133.12,99.38,177.28,158.94,184.76,121.67,46.19,183.06,75.36,192.76,163.74,175.92,105.23,113.77,151.45,155.06,126.61,95.85,93.78,142.29,127.02,51.56,181.67,83.21,47.87,148.29,103.4,167.39,104.67,171.15,119.66,204.73
1951,203.55,-999,-999,57.19,66.7,98.01,61.26,197.95,128.35,88.0,5.35,42.25,156.36,171.44,128.95,123.17,140.68,101.21,30.3,123.8,98.65,165.64,152.57,181.62,116.86,48.66,191.45,80.27,195.86,166.51,169.62,103.01,143.17,161.89,152.63,130.45,89.01,109.22,132.33,109.33,50.17,187.13,77.3,54.9,154.31,105.74,156.72,117.87,164.6,120.63,209.2
1952,206.3,-999,-999,50.49,62.88,100.65,63.87,190.12,134.12,81.0,3.82,30.48,161.5,169.59,130.3,118.07,137.64,92.49,15.61,131.3,93.16,179.69,157.15,184.2,113.73,39.24,178.49,75.74,191.15,165.8,179.38,103.14,134.9,162.99,151.38,128.37,80.93,119.46,134.47,127.37,44.98,181.81,72.11,42.22,156.69,104.99,161.8,115.06,174.5,121.28,200.26
1953,197.41,-999,-999,56.27,53.76,97.29,57.44,186.52,109.63,61.0,1.59,31.59,144.81,145.47,116.38,113.28,122.89,91.23,18.39,113.22,85.93,155.01,139.08,171.65,105.65,35.39,169.19,69.8,182.97,154.06,165.22,98.47,119.18,161.34,136.11,119.62,67.55,90.64,118.31,107.95,46.21,171.0,75.48,37.72,153.18,100.57,142.16,76.18,159.95,121.67,197.26
1954,203.15,-999,-999,71.48,57.87,83.51,59.47,171.84,130.12,92.0,5.46,44.85,141.63,160.7,121.74,128.37,119.11,94.94,22.64,132.67,102.85,167.63,156.23,178.12,99.01,45.27,173.16,86.88,192.85,148.77,171.28,113.13,130.13,161.85,154.5,133.66,77.54,119.26,138.67,123.69,60.84,169.53,86.16,39.36,141.9,112.86,161.9,106.57,164.07,124.4,194.94
1955,216.51,-999,-999,70.49,75.35,98.75,70.16,185.09,132.14,98.0,6.5,47.49,147.02,176.69,121.93,120.95,132.39,103.12,29.5,135.66,107.34,171.61,152.34,170.61,110.62,51.04,186.83,86.27,178.98,156.32,177.38,111.05,121.61,172.75,155.85,125.75,97.31,119.03,135.44,125.15,55.92,165.78,86.33,53.38,169.05,114.09,160.43,117.75,157.1,125.79,200.18
