Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1950,0.22,-999,-999,89.32,69.12,117.2,93.11,30.03,10.48,26.39,138.77,93.48,17.77,32.38,29.48,20.77,53.06,27.81,119.88,13.56,32.36,7.58,8.85,11.59,34.05,97.64,19.57,59.01,18.42,35.53,12.73,23.87,66.91,72.2,8.04,17.85,75.11,35.15,14.46,3.49,100.42,32.92,38.32,131.35,-999,36.65,6.25,31.09,9.63,17.07,21.23
1951,0.52,-999,-999,118.74,100.26,111.58,89.0,36.14,11.07,40.2,147.22,111.32,16.83,30.27,36.06,35.18,57.47,72.91,131.35,14.54,45.95,7.05,8.1,7.54,45.15,123.18,23.19,76.5,13.79,32.39,12.54,31.01,82.93,71.36,9.15,33.91,92.71,34.87,24.08,5.53,109.78,22.07,84.13,137.78,-999,56.28,5.3,32.11,5.59,43.1,22.08
1952,0.05,-999,-999,107.67,120.96,116.2,90.27,48.74,23.17,48.06,138.82,107.94,46.29,34.94,68.49,61.53,105.14,90.35,128.82,26.95,58.04,23.39,26.04,23.39,91.55,123.7,29.38,84.71,35.48,72.99,24.16,37.87,82.18,74.97,22.48,53.94,123.8,36.58,37.98,18.45,108.94,59.81,92.09,135.05,-999,64.41,17.64,32.25,24.01,54.79,35.81
1953,1.54,-999,-999,116.23,131.68,109.95,79.14,46.11,27.26,50.57,134.72,105.57,50.68,38.31,78.05,69.69,109.5,94.3,136.47,28.46,57.59,14.94,24.53,19.93,103.53,131.23,33.26,84.16,24.11,72.93,22.88,42.8,88.95,73.46,24.64,55.7,125.42,27.12,38.97,17.07,111.35,44.58,101.72,142.77,-999,66.6,21.34,24.2,21.66,63.6,39.65
1954,0.0,-999,-999,130.78,125.81,115.22,85.63,55.07,10.31,44.79,142.25,126.48,48.24,34.25,72.22,64.42,110.57,91.45,136.29,7.54,51.96,3.29,18.62,14.18,97.75,132.04,29.75,97.26,19.09,73.97,7.47,31.67,83.78,70.79,9.21,42.54,125.57,17.99,26.48,4.49,128.0,46.02,105.36,144.67,-999,70.34,4.03,13.05,14.56,45.92,43.63
1955,0.84,-999,-999,121.79,112.74,107.61,84.51,45.91,27.43,48.47,145.95,110.38,60.83,40.69,68.78,64.08,97.4,79.7,142.33,32.37,50.72,21.53,38.64,29.81,79.88,126.71,35.73,67.09,35.43,78.51,29.42,41.76,69.1,70.94,33.78,53.23,113.53,31.31,40.64,21.03,99.29,65.49,88.19,150.19,-999,48.66,27.63,24.22,35.98,55.58,40.47
1956,0.05,-999,-999,110.85,120.47,121.52,83.77,51.95,13.44,38.12,131.82,107.57,52.91,36.94,54.31,41.61,121.92,66.17,131.02,15.39,45.01,5.29,11.05,13.32,90.48,112.78,32.0,75.44,18.03,80.64,10.75,27.42,92.73,70.58,8.47,25.05,135.55,32.29,18.32,12.51,106.19,50.81,80.44,156.73,-999,53.34,7.0,27.83,12.77,29.99,34.6
1957,0.47,-999,-999,107.89,87.5,99.95,79.47,33.7,20.57,60.16,130.97,99.44,36.78,37.04,44.72,37.94,72.32,59.99,110.69,22.38,63.6,7.42,13.69,15.97,60.25,103.64,29.6,79.21,25.71,51.51,15.32,40.06,65.7,74.19,13.62,33.75,89.66,25.28,29.62,15.56,101.76,39.86,72.87,112.45,-999,63.99,10.95,18.25,17.56,50.93,30.66
1958,0.59,-999,-999,106.45,97.37,117.71,92.11,44.89,8.09,31.87,137.79,103.96,26.18,47.41,31.5,23.57,76.33,54.46,118.37,7.43,37.56,3.08,8.77,17.29,56.86,103.0,31.04,67.07,28.41,48.9,9.4,26.41,77.92,81.73,6.16,15.22,102.31,50.3,14.92,4.98,100.13,47.74,71.64,120.72,-999,44.68,5.62,47.22,13.0,25.25,30.17
1959,0.05,-999,-999,110.22,101.67,113.18,92.27,47.52,26.95,57.36,143.17,106.04,43.52,41.94,69.12,60.96,89.05,77.18,129.25,28.6,61.57,16.34,28.61,30.55,77.72,114.93,34.35,69.17,40.96,67.55,27.44,47.22,79.02,83.87,25.26,52.43,100.27,31.57,40.21,20.03,98.77,69.35,72.9,129.09,-999,60.99,23.53,21.63,25.92,66.49,41.07
1960,0.28,-999,-999,108.01,102.36,121.57,95.91,48.1,8.24,26.06,129.18,107.78,31.85,43.84,41.96,37.02,80.9,50.72,125.08,7.58,38.29,8.86,10.7,20.79,67.25,116.34,39.34,67.19,35.13,56.61,10.3,22.4,83.2,88.24,7.53,27.53,98.88,38.38,13.31,6.53,105.01,49.55,72.22,132.36,-999,48.35,7.53,28.35,14.98,35.42,39.52
1961,0.0,-999,-999,88.02,81.78,112.58,89.7,36.89,17.33,40.72,139.98,88.34,32.5,52.72,47.88,39.19,68.73,45.01,103.19,20.75,52.09,10.29,13.17,26.68,54.94,95.96,50.09,61.43,49.79,57.06,20.35,34.98,75.97,75.46,11.56,28.33,84.3,46.07,21.52,14.56,86.58,58.55,55.03,121.27,-999,50.21,9.74,37.01,19.73,34.68,38.97
1962,0.12,-999,-999,126.57,108.87,117.54,86.95,41.36,8.61,31.36,151.8,116.97,32.25,31.44,49.65,44.25,86.01,59.94,142.39,8.78,43.69,5.48,14.75,7.79,77.14,131.62,19.81,66.43,14.89,47.85,9.33,23.49,84.94,74.89,11.6,35.35,109.3,29.23,22.55,2.96,108.51,28.34,83.76,142.04,-999,44.3,8.08,20.89,11.0,35.09,24.16
1963,0.04,-999,-999,104.93,123.37,115.98,76.41,47.49,18.91,31.21,141.27,96.47,44.71,37.35,55.33,40.71,107.25,42.87,147.4,20.13,44.49,14.11,19.96,19.33,85.5,128.07,36.41,57.46,30.38,71.39,18.21,28.38,81.11,70.22,14.56,25.9,133.8,29.25,19.32,14.45,94.08,51.9,64.42,153.56,-999,52.53,14.29,25.4,25.68,21.73,36.02
1964,0.0,-999,-999,91.97,100.65,105.49,85.71,44.45,19.43,44.03,131.3,87.41,43.87,29.27,60.28,55.23,89.62,70.46,116.23,14.42,52.24,6.36,26.1,27.02,72.69,108.44,29.14,56.46,25.73,64.54,16.44,34.05,81.9,68.2,18.1,45.65,100.4,23.75,30.43,9.49,84.64,52.04,74.9,127.09,-999,50.3,13.24,14.05,28.78,44.52,34.06
1965,0.0,-999,-999,103.4,101.82,103.7,78.18,26.89,17.32,46.0,133.9,97.73,26.12,23.47,39.63,32.41,75.42,50.95,122.72,19.26,52.14,11.22,12.04,9.34,58.75,115.52,19.21,62.56,12.03,38.78,18.49,34.72,62.32,49.29,14.23,29.98,100.53,27.28,22.46,13.13,95.87,32.08,67.24,125.51,-999,51.36,12.59,23.14,10.82,40.68,16.64
1966,0.05,-999,-999,80.46,84.36,110.48,90.98,42.89,21.89,53.48,119.31,74.71,37.33,47.16,50.47,46.54,82.42,52.09,107.6,25.12,58.94,7.24,24.88,23.39,56.58,90.87,38.54,56.75,30.85,58.86,24.25,41.67,69.12,80.95,17.86,36.9,96.01,33.28,36.31,13.49,72.04,52.51,58.01,115.93,-999,56.03,14.08,22.07,23.83,46.79,42.06
1967,0.48,-999,-999,71.3,79.99,102.98,92.41,28.33,9.61,22.15,129.06,74.72,22.04,51.42,29.05,27.53,66.29,26.14,100.81,11.02,28.8,4.99,6.7,12.59,45.18,77.32,40.35,44.78,31.76,45.8,6.53,16.9,60.39,75.62,6.62,21.17,87.53,55.34,13.12,5.47,69.81,42.57,35.92,124.59,-999,31.07,6.89,43.46,7.44,20.42,27.93
1968,0.69,-999,-999,96.28,88.4,102.63,83.69,33.9,18.34,43.22,130.56,94.39,37.54,32.45,46.54,40.68,81.02,52.58,109.3,20.88,48.32,9.27,18.46,15.16,59.86,95.97,22.94,62.89,17.63,57.57,11.09,33.05,61.91,65.6,13.06,31.69,87.63,32.46,27.7,14.0,90.39,38.55,69.16,110.55,-999,48.7,11.34,22.55,17.97,37.72,24.56
