Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1900,0.0,0.13,0.01,0.07,0.57,0.04,0.0,0.08,0.14
1901,0.05,0.03,0.01,0.02,0.41,0.62,0.0,0.05,0.06
1902,0.07,0.04,0.02,0.1,0.44,0.09,0.05,0.05,0.07
1903,0.24,0.03,0.13,0.03,0.28,0.09,0.0,0.06,0.16
1904,0.07,0.05,0.12,0.12,0.19,0.09,0.0,0.01,0.4
1905,0.01,0.12,0.03,0.27,0.33,0.22,0.0,0.06,0.04
1906,0.01,0.01,0.07,0.08,0.46,0.25,0.11,0.02,0.22
1907,0.0,0.02,0.03,0.06,0.39,0.09,0.05,0.07,0.37
1908,0.01,0.04,0.14,0.07,0.37,0.34,0.03,0.05,0.0
1909,0.03,0.05,0.11,0.08,0.33,0.11,0.0,0.15,0.21
1910,0.0,0.03,0.1,0.18,0.28,0.12,0.0,0.01,0.01
1911,0.0,0.07,0.2,0.21,0.39,0.07,0.06,0.03,0.26
1912,0.02,0.02,0.0,0.04,0.29,0.2,0.0,0.04,0.07
1913,0.1,0.0,0.01,0.12,0.4,0.09,0.0,0.0,0.3
1914,0.03,0.05,0.0,0.07,0.21,0.03,0.0,0.08,0.45
1915,0.04,0.08,0.0,0.17,0.45,0.17,0.08,0.02,0.33
1916,0.09,0.01,0.0,0.05,0.42,0.47,0.08,0.01,0.47
1917,0.0,0.02,0.03,0.04,0.15,0.2,0.0,0.06,0.07
1918,0.0,0.02,0.02,0.09,0.37,0.28,0.0,0.03,0.04
1919,0.13,0.05,0.02,0.1,0.27,0.06,0.07,0.02,0.08
1920,0.03,0.01,0.02,0.04,0.41,0.13,0.0,0.0,0.21
1921,0.05,0.04,0.25,0.06,0.25,0.05,0.0,0.04,0.03
1922,0.09,0.04,0.0,0.09,0.19,0.05,0.0,0.05,0.02
1923,0.0,0.02,0.0,0.04,0.29,0.03,0.0,0.0,0.05
1924,0.13,0.0,0.13,0.12,0.15,0.36,0.0,0.04,0.03
1925,0.0,0.01,0.0,0.05,0.27,0.05,0.0,0.06,0.1
1926,0.0,0.03,0.02,0.11,0.37,0.05,0.0,0.09,0.1
1927,0.11,0.01,0.0,0.12,0.42,0.12,0.0,0.0,0.05
1928,0.05,0.02,0.0,0.07,0.48,0.6,0.0,0.03,0.03
1929,0.0,0.04,0.01,0.05,0.61,0.57,0.0,0.04,0.15
1930,0.0,0.03,0.01,0.01,0.3,0.03,0.0,0.0,0.01
1931,0.0,0.02,0.06,0.06,0.28,0.1,0.0,0.0,0.11
1932,0.17,0.02,0.19,0.07,0.43,0.53,0.08,0.0,0.01
1933,0.12,0.04,0.29,0.05,0.38,0.17,0.0,0.01,0.21
1934,0.1,0.01,0.02,0.02,0.36,0.23,0.0,0.0,0.09
1935,0.11,0.01,0.09,0.11,0.38,0.17,0.0,0.02,0.03
1936,0.01,0.0,0.0,0.09,0.4,0.18,0.0,0.0,0.05
1937,0.07,0.03,0.12,0.1,0.35,0.16,0.0,0.06,0.16
1938,0.11,0.01,0.02,0.04,0.34,0.13,0.04,0.08,0.14
1939,0.04,0.02,0.0,0.07,0.26,0.1,0.0,0.06,0.09
1940,0.04,0.0,0.02,0.0,0.33,0.51,0.0,0.08,0.18
1941,0.02,0.06,0.0,0.05,0.32,0.21,0.0,0.04,0.17
1942,0.12,0.11,0.12,0.03,0.44,0.16,0.0,0.2,0.03
1943,0.02,0.01,0.08,0.13,0.42,0.14,0.0,0.1,0.38
1944,0.07,0.06,0.0,0.02,0.54,0.32,0.0,0.02,0.12
1945,0.0,0.03,0.03,0.11,0.44,0.34,0.03,0.03,0.24
1946,0.06,0.05,0.02,0.17,0.41,0.2,0.0,0.05,0.01
1947,0.0,0.04,0.01,0.08,0.45,0.27,0.0,0.03,0.03
1948,0.03,0.01,0.05,0.09,0.55,0.1,0.0,0.01,0.05
1949,0.06,0.01,0.0,0.1,0.4,0.21,0.05,0.0,0.01
1950,0.05,0.07,0.21,0.04,0.35,0.14,0.0,0.05,0.21
1951,0.0,0.03,0.11,0.09,0.34,0.08,0.06,0.04,0.1
1952,0.06,0.02,0.0,0.02,0.14,0.1,0.0,0.02,0.3
1953,0.09,0.01,0.11,0.02,0.52,0.02,0.0,0.08,0.05
1954,0.22,0.01,0.0,0.08,0.21,0.37,0.0,0.06,0.12
1955,0.22,0.01,0.07,0.06,0.34,0.4,0.0,0.04,0.33
1956,0.04,0.03,0.09,0.07,0.33,0.13,0.0,0.04,0.24
1957,0.0,0.03,0.0,0.18,0.49,0.11,0.0,0.05,0.07
1958,0.03,0.03,0.0,0.13,0.24,0.11,0.02,0.09,0.03
1959,0.07,0.01,0.11,0.08,0.32,0.46,0.06,0.08,0.03
1960,0.12,0.01,0.02,0.03,0.36,0.28,0.0,0.02,0.11
1961,0.04,0.01,0.03,0.2,0.59,0.07,0.0,0.06,0.03
1962,0.03,0.03,0.0,0.03,0.15,0.13,0.0,0.09,0.62
1963,0.0,0.06,0.0,0.02,0.3,0.21,0.0,0.02,0.16
1964,0.02,0.04,0.02,0.09,0.57,0.7,0.05,0.01,0.26
1965,0.03,0.03,0.13,0.07,0.38,0.19,0.04,0.01,0.11
1966,0.09,0.06,0.0,0.02,0.31,0.11,0.08,0.03,0.17
1967,0.03,0.02,0.0,0.04,0.33,0.18,0.0,0.0,0.14
1968,0.02,0.06,0.04,0.11,0.2,0.11,0.08,0.04,0.01
1969,0.08,0.02,0.0,0.2,0.4,0.18,0.0,0.01,0.35
1970,0.01,0.0,0.02,0.11,0.34,0.15,0.0,0.01,0.26
1971,0.12,0.05,0.03,0.04,0.3,0.19,0.07,0.03,0.01
1972,0.21,0.02,0.05,0.05,0.32,0.12,0.0,0.11,0.01
1973,0.07,0.08,0.0,0.15,0.72,0.52,0.0,0.04,0.16
1974,0.02,0.03,0.0,0.04,0.52,0.08,0.0,0.02,0.09
1975,0.14,0.0,0.02,0.09,0.45,0.15,0.0,0.08,0.07
1976,0.0,0.05,0.0,0.05,0.31,0.15,0.0,0.01,0.01
1977,0.05,0.11,0.08,0.06,0.39,0.32,0.03,0.05,0.15
1978,0.0,0.01,0.0,0.12,0.35,0.05,0.07,0.1,0.21
1979,0.01,0.0,0.02,0.26,0.75,0.53,0.03,0.01,0.18
1980,0.03,0.02,0.09,0.03,0.43,0.17,0.14,0.07,0.07
1981,0.03,0.05,0.03,0.16,0.25,0.05,0.09,0.14,0.11
1982,0.13,0.04,0.1,0.2,0.63,0.16,0.0,0.04,0.24
1983,0.12,0.03,0.08,0.11,0.57,0.12,0.0,0.04,0.2
1984,0.03,0.09,0.0,0.03,0.23,0.1,0.0,0.02,0.01
1985,0.1,0.08,0.0,0.1,0.31,0.26,0.0,0.05,0.07
1986,0.12,0.06,0.07,0.16,0.31,0.04,0.0,0.21,0.19
1987,0.1,0.04,0.09,0.08,0.33,0.1,0.0,0.03,0.06
1988,0.0,0.03,0.0,0.03,0.32,0.01,0.0,0.0,0.09
1989,0.06,0.08,0.0,0.09,0.41,0.22,0.09,0.05,0.04
1990,0.12,0.05,0.33,0.1,0.62,0.54,0.0,0.12,0.02
1991,0.12,0.02,0.0,0.05,0.6,0.16,0.0,0.04,0.09
1992,0.01,0.02,0.0,0.12,0.33,0.1,0.0,0.01,0.09
1993,0.0,0.03,0.08,0.31,0.33,0.06,0.0,0.13,0.13
1994,0.06,0.05,0.17,0.1,0.49,0.24,0.0,0.1,0.04
1995,0.02,0.04,0.02,0.13,0.53,0.45,0.0,0.07,0.46
1996,0.19,0.02,0.32,0.13,0.38,0.4,0.0,0.04,0.21
1997,0.06,0.03,0.09,0.09,0.41,0.26,0.1,0.02,0.19
1998,0.07,0.05,0.04,0.21,0.59,0.3,0.0,0.1,0.15
1999,0.33,0.04,0.0,0.02,0.33,0.41,0.04,0.1,0.04
2000,0.05,0.05,0.0,0.11,0.21,0.12,0.0,0.09,0.04
2001,0.03,0.01,0.02,0.07,0.65,0.1,0.0,0.04,0.01
2002,0.02,0.08,0.02,0.22,0.49,0.2,0.0,0.08,0.22
2003,0.02,0.01,0.17,0.16,0.51,0.33,0.0,0.03,0.16
2004,0.4,0.02,0.0,0.07,0.56,0.53,0.0,0.09,0.23
2005,0.33,0.02,0.1,0.04,0.51,0.14,0.0,0.14,0.41
2006,0.07,0.02,0.25,0.17,0.28,0.33,0.02,0.04,0.05
2007,0.06,0.12,0.15,0.14,0.31,0.08,0.0,0.09,0.03
2008,0.13,0.06,0.08,0.36,0.6,0.21,0.0,0.14,0.12
2009,0.04,0.0,0.15,0.11,0.6,0.19,0.0,0.0,0.11
2010,0.3,0.07,0.15,0.19,0.33,0.23,0.0,0.16,0.32
2011,0.41,0.03,0.08,0.09,0.6,0.15,0.0,0.13,0.12
2012,0.1,0.01,0.04,0.06,0.53,0.06,0.0,0.11,0.3
2013,0.08,0.01,0.09,0.22,0.51,0.25,0.03,0.07,0.02
2014,0.12,0.05,0.0,0.16,0.42,0.2,0.0,0.01,0.33
2015,0.11,0.03,0.12,0.28,0.56,0.23,0.07,0.0,0.01
2016,0.1,0.05,0.08,0.13,0.62,0.83,0.0,0.26,0.19
2017,0.04,0.05,0.0,0.3,0.84,0.26,0.0,0.13,0.21
2018,0.14,0.09,0.0,0.08,0.51,0.46,0.08,0.14,0.01
2019,0.08,0.15,0.06,0.14,0.52,0.26,0.0,0.05,0.13
2020,0.05,0.03,0.02,0.03,0.64,0.31,0.0,0.09,0.01
2021,0.24,0.1,0.0,0.19,0.53,0.14,0.0,0.03,0.46
2022,0.03,0.0,0.03,0.1,0.21,0.21,0.0,0.08,0.11
2023,0.1,0.05,0.12,0.06,0.33,0.17,0.04,0.01,0.29
2024,0.14,0.1,0.12,0.11,0.7,0.59,0.0,0.05,0.21
