Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1950,10.08,2.56,1.22,24.64,96.08,54.53,12.48,3.27,25.97
1951,11.13,4.51,1.35,30.5,102.92,57.57,19.32,3.78,24.71
1952,18.61,7.49,1.9,44.81,99.64,65.19,19.84,10.67,25.9
1953,15.32,8.76,1.04,43.3,104.96,58.53,19.7,12.94,23.02
1954,10.32,10.13,0.92,50.59,113.43,57.64,22.92,9.21,25.14
1955,24.89,12.31,1.58,45.75,101.27,65.87,16.73,20.95,24.15
1956,10.24,6.16,1.81,41.64,97.26,56.68,16.84,6.73,24.3
1957,14.63,8.91,0.57,40.52,105.05,59.48,18.34,10.46,23.43
1958,12.61,4.84,3.03,36.35,105.7,56.76,22.48,5.63,30.65
1959,26.23,8.75,1.6,51.43,114.95,72.23,19.24,18.32,28.74
1960,10.17,7.79,2.25,33.01,97.81,59.21,18.76,8.98,30.21
1961,18.44,6.54,3.37,36.4,89.04,57.27,17.06,10.04,29.61
1962,7.24,4.02,0.98,34.14,105.67,51.52,15.74,4.34,22.79
1963,9.66,9.7,1.01,30.66,100.31,41.24,19.61,8.16,23.56
1964,13.12,8.93,0.9,38.52,101.67,54.88,19.49,13.28,25.15
1965,13.28,4.49,1.68,32.62,103.47,58.96,14.2,6.25,21.49
1966,11.51,9.59,0.76,30.51,90.58,47.85,21.14,10.82,26.09
1967,11.3,2.5,2.13,23.26,83.1,39.15,16.7,4.71,30.91
1968,15.93,5.61,1.86,40.61,94.53,55.56,13.45,12.28,23.76
1969,17.79,6.76,1.19,37.59,94.49,59.78,20.34,9.53,27.54
1970,15.36,8.49,1.9,43.03,107.34,59.67,18.69,13.96,26.52
1971,15.06,5.24,2.7,36.07,104.21,60.41,16.91,8.63,26.85
1972,14.87,5.08,1.63,36.01,96.12,45.27,15.62,8.59,27.2
1973,22.36,6.85,1.67,43.98,106.65,62.94,13.91,15.42,24.83
1974,11.62,7.23,1.62,29.55,91.36,50.54,17.81,8.54,27.99
1975,17.28,9.05,2.51,43.61,104.85,61.16,14.17,12.68,23.93
1976,12.88,7.29,1.05,22.49,76.57,42.72,14.87,8.08,24.15
1977,18.56,6.48,2.78,48.42,111.95,63.07,21.43,10.11,26.5
1978,15.85,7.17,1.46,43.0,107.44,57.02,19.2,9.35,27.39
1979,17.66,5.0,1.67,36.67,95.98,52.03,15.67,6.23,24.4
1980,18.41,8.08,0.77,50.14,108.87,62.46,21.77,8.22,24.09
1981,13.86,6.23,1.34,39.21,97.51,58.14,21.56,6.55,28.84
1982,10.66,6.37,1.43,31.71,107.26,54.05,17.48,7.01,24.84
1983,16.96,14.76,1.39,48.9,96.77,54.87,20.23,19.02,26.85
1984,16.66,7.42,1.45,33.9,95.94,54.98,17.92,8.46,34.11
1985,12.15,4.71,1.94,30.81,107.02,55.46,17.24,5.88,26.41
1986,15.32,6.09,1.84,44.36,115.95,70.27,17.43,8.15,24.12
1987,19.46,9.26,1.39,49.22,101.01,70.43,16.66,15.95,25.84
1988,23.32,14.37,1.44,43.63,94.16,55.65,19.03,17.44,30.54
1989,17.48,8.78,1.1,39.68,101.89,68.44,19.12,8.94,26.93
1990,15.28,8.48,2.62,39.56,107.82,63.33,20.07,9.06,27.82
1991,19.51,9.2,1.77,57.38,124.44,76.16,16.9,15.88,26.39
1992,9.48,1.46,2.85,26.25,91.46,54.0,15.76,2.36,28.32
1993,17.81,4.17,0.47,48.48,105.06,63.32,17.98,8.28,22.26
1994,20.95,4.37,2.76,33.92,103.54,59.55,22.53,7.48,26.29
1995,22.64,10.45,1.14,50.45,105.27,68.59,18.51,19.47,23.65
1996,12.16,5.48,2.03,33.81,104.47,58.25,23.23,7.23,33.69
1997,10.99,7.56,1.42,35.04,96.6,46.14,19.68,8.38,32.07
1998,17.58,8.63,3.42,52.88,126.37,68.51,19.59,10.28,27.82
1999,21.38,8.24,1.71,41.14,102.76,59.41,20.29,13.64,23.12
2000,13.82,9.22,1.61,43.41,102.75,58.71,25.07,7.28,27.73
2001,15.4,12.54,2.13,43.82,104.27,54.2,23.85,15.77,32.16
2002,21.62,14.64,3.0,57.17,121.14,69.4,26.05,18.28,29.18
2003,19.43,9.53,3.28,32.68,105.78,63.24,26.36,8.08,31.66
2004,15.99,4.36,3.46,36.1,107.23,68.85,19.28,5.35,25.42
2005,28.27,11.3,1.73,53.43,107.92,73.9,21.92,17.43,28.69
2006,21.87,10.18,3.43,45.61,102.98,59.31,25.06,14.36,33.38
2007,17.31,14.79,3.07,49.24,111.67,62.25,25.49,13.24,30.37
2008,15.48,5.59,2.24,35.96,103.22,56.83,22.25,6.25,30.11
2009,13.16,2.9,2.88,29.47,106.11,61.19,21.6,4.6,30.44
2010,26.71,8.93,1.44,60.6,118.62,81.19,24.77,17.75,27.94
2011,23.14,11.0,1.0,53.23,111.31,73.53,25.83,16.14,26.88
2012,21.96,12.19,2.37,48.62,107.03,66.58,27.94,16.55,34.55
2013,25.82,8.79,3.22,42.99,108.83,66.61,25.78,14.9,33.48
2014,14.97,4.56,4.05,41.88,106.78,63.19,23.14,6.81,35.65
2015,19.77,6.38,5.4,47.4,122.47,76.9,25.15,10.28,36.58
2016,25.88,8.66,1.69,62.46,121.44,84.01,23.89,13.92,30.73
2017,17.29,6.72,3.3,40.0,111.93,71.88,23.77,6.65,35.08
2018,33.3,8.39,2.71,69.01,136.1,98.77,28.14,15.73,37.04
2019,20.87,8.08,1.99,54.67,124.88,79.02,22.57,10.74,30.3
2020,25.87,10.14,2.9,48.77,115.31,78.11,26.12,14.18,36.56
2021,29.92,11.03,8.15,56.55,115.01,73.02,24.65,16.87,39.17
2022,21.96,10.14,5.05,48.02,117.24,73.06,28.46,11.26,40.19
2023,19.88,7.79,3.91,35.5,111.61,59.41,25.1,8.39,32.41
