Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1930,74.2,84.74,67.22,122.59,172.03,138.66,107.54,75.07,115.23
1931,71.72,97.29,77.58,120.14,175.96,143.46,118.26,74.87,129.14
1932,66.33,84.69,66.93,114.5,177.47,130.36,108.44,68.64,121.07
1933,67.53,93.06,67.97,118.32,180.16,139.65,116.23,81.39,120.69
1934,72.19,102.82,83.26,124.27,183.13,134.64,137.4,74.2,134.89
1935,61.87,75.68,70.65,96.91,179.6,131.34,109.42,56.42,122.18
1936,72.63,106.52,81.98,128.37,181.72,142.66,118.8,75.29,133.62
1937,70.27,91.38,69.34,108.4,166.57,126.16,116.05,69.59,127.21
1938,67.26,92.44,79.41,121.2,191.42,138.01,116.67,61.8,118.27
1939,80.8,98.87,76.13,132.23,185.23,147.85,120.06,74.06,136.1
1940,55.86,92.61,82.83,108.63,166.73,126.81,119.76,55.54,132.73
1941,81.45,77.68,56.53,126.63,184.61,156.12,95.83,68.06,107.38
1942,70.55,70.3,68.14,111.58,179.83,146.44,113.43,49.87,119.38
1943,69.8,83.17,71.68,107.04,178.59,141.89,123.62,63.57,126.15
1944,80.8,73.08,69.65,118.01,177.68,142.44,112.22,65.65,116.24
1945,71.61,69.72,73.16,96.35,181.4,149.86,109.99,43.52,122.27
1946,64.01,78.16,64.68,101.99,176.08,128.87,117.45,58.71,122.88
1947,82.14,79.25,66.45,110.44,176.46,135.18,112.82,70.68,128.05
1948,69.3,81.54,60.68,108.93,186.87,130.18,123.27,65.33,109.89
1949,84.36,86.42,74.6,109.4,175.88,129.57,111.05,70.65,131.23
1950,58.08,66.33,69.9,93.5,174.28,130.38,121.45,45.97,129.88
1951,64.67,52.92,71.04,99.35,178.39,135.97,112.56,38.76,126.29
1952,72.51,92.03,79.28,117.74,175.61,137.46,121.09,66.34,128.52
1953,73.93,89.94,63.68,126.29,181.92,147.68,120.68,69.12,114.68
1954,63.42,78.23,54.01,119.38,183.19,150.77,128.35,55.52,124.39
1955,77.18,91.34,59.67,114.76,192.4,136.88,115.44,79.71,117.47
1956,55.5,92.92,70.99,114.73,182.39,128.31,132.2,53.38,124.86
1957,69.97,74.06,68.68,106.22,166.68,130.65,102.52,55.17,113.37
1958,53.14,82.22,87.45,94.57,168.88,131.03,122.74,51.25,132.48
1959,89.2,86.2,60.69,123.09,174.35,141.92,119.87,73.59,130.35
1960,64.34,83.35,75.27,109.36,172.68,133.91,124.39,56.7,135.05
1961,71.68,90.53,79.04,99.54,165.97,126.13,113.32,65.48,122.07
1962,63.79,74.14,64.48,118.2,179.04,136.09,123.11,56.0,124.76
1963,63.58,94.72,68.33,118.88,190.94,132.76,128.62,66.61,113.62
1964,65.05,76.69,54.15,108.28,168.71,127.73,118.23,60.8,119.94
1965,66.02,64.31,59.53,112.71,179.11,130.79,102.81,44.3,116.11
1966,67.96,85.68,74.85,96.37,161.1,120.25,123.75,64.61,132.69
1967,60.48,80.98,87.76,92.84,173.24,115.25,110.39,49.24,123.22
1968,60.84,68.75,59.52,95.8,167.4,130.66,106.81,49.88,117.38
1969,62.19,82.34,72.47,104.31,164.6,124.76,115.91,62.34,124.36
1970,72.14,93.38,75.3,112.52,169.65,141.05,109.52,74.35,121.47
1971,67.55,81.02,64.81,108.05,177.37,126.88,109.63,61.78,114.25
1972,51.49,74.18,69.27,92.28,177.64,113.71,116.41,54.17,120.99
