Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1930,-999,-999,-999,1.29,2.63,4.13,1.58,0.2,0.0,0.0,0.23,0.42,0.72,0.0,0.56,0.2,0.83,0.6,0.32,0.01,0.0,0.0,0.22,0.01,0.75,0.83,1.18,0.08,0.07,0.31,-999,0.04,0.0,0.0,0.09,0.07,1.22,0.0,0.25,-999,0.01,0.08,0.29,1.05,0.01,0.29,-999.0,0.0,0.07,0.66,0.0
1931,-999,-999,-999,0.1,0.54,5.21,4.52,0.0,0.0,0.0,1.1,0.65,0.09,0.0,0.13,0.17,0.75,0.09,0.24,0.01,0.0,0.0,0.22,0.38,0.25,0.42,0.34,0.0,0.14,0.1,-999,0.03,0.0,0.27,0.1,0.17,1.02,0.0,0.0,-999,0.11,0.92,0.0,0.15,1.01,0.07,0.0,0.0,0.24,0.0,1.0
1932,-999,-999,-999,1.08,2.51,8.92,1.02,0.0,0.0,0.0,0.41,0.42,0.0,0.0,0.0,0.0,0.09,0.25,0.27,0.01,0.0,0.0,0.04,0.06,0.12,0.6,0.0,0.02,0.0,0.03,-999,0.03,0.0,0.27,0.0,0.0,0.33,0.0,0.0,-999,0.43,0.08,0.05,0.96,0.0,0.0,0.0,0.0,0.08,0.03,0.0
1933,-999,-999,-999,0.01,0.48,10.35,5.18,0.0,0.0,0.0,0.81,0.04,0.02,0.0,0.02,0.0,0.95,0.25,0.56,0.01,0.0,0.0,0.02,0.1,0.37,0.16,0.17,0.0,0.14,0.23,-999,0.03,0.0,0.14,0.07,0.0,1.34,0.0,0.22,-999,0.25,0.22,0.03,0.61,0.19,0.0,0.0,0.0,0.0,0.0,0.0
1934,-999,-999,-999,0.07,1.99,10.27,5.03,0.22,0.0,0.0,1.17,0.29,0.72,0.0,0.33,0.11,7.12,0.09,0.45,0.01,0.0,0.0,0.01,0.32,6.0,1.12,0.0,0.89,0.0,2.48,-999,0.03,0.0,0.14,0.0,0.16,6.6,0.0,0.0,-999,0.17,0.68,0.34,1.42,0.14,0.14,0.0,0.0,0.11,0.04,0.0
1935,-999,-999,-999,0.01,0.29,1.43,7.03,0.0,0.0,0.0,0.56,0.0,0.01,0.0,0.05,0.0,0.47,0.0,0.17,0.01,0.0,0.0,0.0,0.01,0.3,0.34,0.2,0.08,0.14,0.28,-999,0.03,0.0,0.0,0.0,0.0,0.7,0.32,0.0,-999,0.1,0.24,0.03,0.41,0.17,0.0,0.0,0.0,0.09,0.0,0.0
1936,-999,-999,-999,0.0,0.78,7.48,9.41,0.62,0.0,0.0,2.86,0.15,1.04,0.0,2.09,0.85,6.91,0.35,0.16,0.0,0.0,0.0,0.01,0.48,5.0,0.94,0.33,0.11,0.91,2.63,-999,0.03,0.0,0.27,0.06,0.06,9.1,0.0,0.03,-999,0.82,2.09,0.72,0.69,0.0,0.13,0.0,0.0,0.27,0.0,0.0
1937,-999,-999,-999,0.0,0.02,7.48,8.62,0.0,0.0,0.0,1.06,0.0,0.11,0.0,0.0,0.0,1.15,0.0,0.03,0.0,0.0,0.0,0.03,0.03,0.03,0.3,0.0,0.02,0.0,0.37,-999,0.03,0.0,0.41,0.0,0.04,1.51,0.0,0.0,-999,0.03,0.41,0.0,1.38,0.14,0.0,0.0,0.0,0.0,0.0,0.0
1938,-999,-999,-999,0.0,0.04,4.84,6.69,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.07,0.0,0.0,0.0,0.0,0.15,0.08,0.22,0.0,0.0,0.0,0.19,-999,0.03,0.0,0.0,0.07,0.03,0.05,0.3,0.22,-999,0.05,0.22,0.0,0.14,0.15,0.09,0.0,0.0,0.03,0.0,0.0
1939,-999,-999,-999,0.0,0.56,4.3,7.3,0.0,0.0,0.0,1.03,0.0,0.03,0.0,0.05,0.05,0.45,0.0,0.15,0.0,0.0,0.0,0.09,0.0,0.17,0.58,0.0,0.0,0.0,0.41,-999,0.03,0.0,0.96,0.0,0.0,0.45,0.45,0.0,-999,0.01,0.22,0.0,1.06,0.19,0.0,0.0,0.0,0.0,0.0,0.0
