Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1930,0.09,0.26,0.0,0.54,0.98,0.11,1.13,0.09,1.32
1931,0.0,0.48,0.0,0.17,0.49,0.04,1.66,0.28,3.75
1932,0.0,0.04,0.0,0.06,0.82,0.13,2.56,0.06,0.84
1933,0.08,0.2,0.0,0.15,0.41,0.06,3.04,0.04,3.95
1934,0.0,1.09,0.0,1.81,1.37,0.72,3.24,0.14,4.26
1935,0.0,0.22,0.11,0.1,0.26,0.06,0.48,0.03,5.76
1936,0.03,1.81,0.0,2.05,1.53,0.3,2.18,0.26,8.27
1937,0.0,0.28,0.0,0.02,0.28,0.06,2.2,0.02,7.21
1938,0.08,0.14,0.09,0.05,0.21,0.03,1.53,0.07,5.61
1939,0.0,0.22,0.11,0.07,0.37,0.0,1.09,0.03,6.15
1940,0.18,0.31,0.13,0.04,0.33,0.07,1.52,0.03,4.6
1941,0.0,0.05,0.0,0.02,0.6,0.07,1.31,0.05,2.77
1942,0.0,0.1,0.0,0.09,0.56,0.12,2.01,0.09,4.78
1943,0.01,0.02,0.0,0.05,0.76,0.1,2.91,0.01,3.15
1944,0.0,0.01,0.0,0.02,0.63,0.17,2.57,0.03,2.04
1945,0.0,0.0,0.0,0.01,0.23,0.07,2.41,0.0,4.85
1946,0.0,0.03,0.0,0.08,0.23,0.04,1.22,0.0,4.65
1947,0.23,0.19,0.0,0.06,0.67,0.01,1.76,0.1,3.96
1948,0.07,0.01,0.0,0.02,0.19,0.45,2.15,0.0,2.73
1949,0.08,0.07,0.0,0.02,0.18,0.01,2.83,0.03,4.7
1950,0.0,0.0,0.0,0.01,0.09,0.02,1.98,0.01,4.63
1951,0.0,0.0,0.0,0.01,0.5,0.04,2.49,0.0,4.18
1952,0.15,0.01,0.07,0.08,0.52,0.39,3.78,0.03,4.47
1953,0.0,0.02,0.0,0.19,0.36,0.04,3.29,0.0,5.77
1954,0.0,0.01,0.0,0.44,1.07,0.07,2.81,0.0,4.7
1955,0.0,0.12,0.0,0.06,0.13,0.07,1.02,0.04,4.7
1956,0.0,0.0,0.05,0.04,0.25,0.0,2.08,0.0,4.27
1957,0.02,0.0,0.0,0.01,0.13,0.03,3.61,0.0,5.15
1958,0.0,0.0,0.0,0.01,0.18,0.04,6.19,0.0,6.49
1959,0.0,0.0,0.0,0.01,0.05,0.03,5.98,0.0,6.98
1960,0.0,0.0,0.06,0.0,0.41,0.01,4.66,0.0,6.29
1961,0.0,0.0,0.02,0.01,0.27,0.0,3.57,0.0,6.52
