Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1930,0.0,-999,-999,41.32,63.42,39.21,29.62,11.96,0.92,12.28,14.37,32.79,19.71,12.38,26.28,19.93,40.51,33.22,52.28,1.32,14.74,0.14,5.45,6.46,35.7,57.11,13.07,23.62,11.55,25.17,0.05,7.59,21.81,15.84,2.08,16.58,64.98,7.94,11.77,0.0,28.61,23.99,39.28,74.59,25.56,25.17,0.03,10.45,5.53,15.14,7.94
1931,0.0,-999,-999,40.74,32.78,40.11,40.15,21.88,1.51,11.55,20.85,47.33,25.85,17.62,27.68,20.42,51.23,31.89,39.64,2.55,4.4,0.72,11.19,14.3,31.81,35.92,15.66,21.59,15.07,39.54,0.38,5.95,19.88,31.73,3.42,14.55,52.21,12.56,9.85,0.0,36.36,37.04,28.97,66.8,37.85,12.42,0.83,9.96,16.46,11.65,18.58
1932,0.0,-999,-999,27.14,47.65,45.56,38.59,12.4,0.34,3.57,26.13,30.86,7.25,9.52,12.5,10.18,34.6,20.49,43.29,0.04,6.13,0.45,1.32,4.05,18.24,44.34,7.1,20.63,5.54,20.07,0.0,1.35,16.93,22.09,0.48,7.18,47.15,5.96,4.2,0.0,27.58,17.54,22.55,50.98,26.28,15.51,0.02,5.15,4.52,5.65,7.41
1933,0.0,-999,-999,29.58,34.91,55.38,40.14,15.09,2.1,6.24,23.41,38.77,18.71,14.49,30.03,26.34,51.12,19.6,22.19,5.48,4.0,0.15,7.73,10.12,27.63,36.88,12.71,23.3,16.12,33.75,1.95,5.44,22.79,30.01,3.94,16.71,46.51,11.93,10.82,1.0,35.03,34.95,17.14,69.82,37.4,10.92,2.29,10.04,7.23,6.81,12.59
1934,0.0,-999,-999,24.45,67.44,66.05,45.34,25.77,1.22,4.72,10.07,33.44,37.36,12.6,36.9,26.54,70.25,22.75,35.18,0.61,7.1,0.0,8.53,10.89,59.08,45.29,12.2,15.64,17.52,51.34,0.23,3.85,40.5,28.02,1.77,18.58,76.87,8.47,9.21,0.0,27.92,36.99,25.88,85.6,36.81,9.39,0.34,7.99,10.36,10.26,15.04
1935,0.0,-999,-999,25.89,39.74,46.52,43.93,16.6,0.34,0.85,12.9,24.14,10.28,9.62,10.72,9.97,46.44,20.15,28.11,0.84,1.66,2.9,1.36,4.37,20.05,32.32,8.86,12.19,7.27,30.55,0.63,2.39,19.95,19.38,0.59,3.22,45.11,11.46,2.21,0.0,18.88,29.42,15.37,44.09,29.16,3.39,0.02,5.82,1.54,3.0,12.66
1936,0.0,-999,-999,44.61,75.53,63.39,55.35,22.93,1.22,4.67,10.83,39.97,40.41,14.1,44.67,37.09,73.54,54.76,47.53,1.37,4.41,0.0,9.69,16.27,65.6,55.08,22.78,18.59,30.05,55.55,0.42,6.08,28.52,28.16,4.85,21.82,86.22,7.93,11.53,0.0,32.84,50.43,39.42,62.65,34.67,13.66,0.34,6.77,13.68,14.27,24.58
1937,0.0,-999,-999,27.79,39.71,55.29,49.87,18.6,5.19,2.83,11.76,21.51,15.33,10.38,9.06,6.6,55.39,16.29,32.34,2.45,1.74,1.77,1.9,6.32,22.51,33.52,13.09,11.68,13.16,40.65,1.24,5.87,27.92,27.72,0.72,2.85,52.39,7.04,2.9,2.0,15.67,33.26,15.49,78.2,30.92,5.21,0.34,5.71,9.28,2.5,15.25
1938,0.0,-999,-999,25.74,50.94,63.13,49.2,13.16,0.34,1.22,19.67,23.5,11.17,7.61,9.07,4.53,48.7,9.05,30.15,0.3,1.28,1.32,0.62,2.45,33.16,38.88,3.7,8.38,6.57,29.24,0.36,2.6,20.19,10.6,0.58,1.51,56.6,11.88,1.48,0.0,19.64,21.26,12.08,65.94,25.79,2.77,0.84,11.92,0.42,1.36,5.95
1939,0.0,-999,-999,12.03,50.65,53.94,55.22,18.8,0.34,1.63,12.91,23.2,14.61,15.04,12.52,10.19,56.64,16.5,46.53,0.31,1.28,0.72,2.21,4.1,27.66,27.66,11.61,9.02,10.93,33.33,0.82,2.73,29.44,27.66,1.57,7.2,67.44,17.34,2.67,0.0,20.06,28.75,13.68,75.2,33.78,2.45,0.33,12.32,4.53,3.38,11.3
