Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1950,68.91,109.4,40.48,52.43,9.75,15.34,61.33,115.53,20.33
1951,62.73,119.38,45.15,47.03,12.46,18.47,72.16,103.03,24.66
1952,53.94,109.25,47.89,26.87,4.79,8.81,73.48,92.82,29.05
1953,43.88,84.45,20.65,26.88,4.87,9.58,64.77,81.5,23.38
1954,62.9,86.62,35.96,29.69,5.77,15.47,59.05,85.14,26.15
1955,73.39,119.89,53.01,50.68,11.84,23.28,79.19,108.07,34.43
1956,67.12,102.8,45.62,35.9,6.01,11.14,78.0,103.49,29.77
1957,60.56,96.96,41.93,33.81,6.4,12.37,56.82,97.37,25.72
1958,71.64,96.53,26.27,52.67,15.03,30.74,63.48,91.41,20.34
1959,72.02,100.01,39.1,43.4,11.65,18.79,69.76,101.6,29.66
1960,78.45,106.42,45.66,60.39,14.21,31.34,72.59,106.46,26.64
1961,66.82,97.25,35.64,38.66,10.4,19.89,68.45,86.39,25.59
1962,78.46,88.63,38.12,49.62,12.11,20.4,62.28,94.07,27.21
1963,77.31,91.32,39.29,59.11,22.08,32.29,69.48,96.2,26.14
1964,71.62,111.91,46.16,47.05,12.6,17.6,84.01,100.18,29.64
1965,72.64,102.25,34.31,45.16,11.34,21.13,60.76,96.71,22.45
1966,70.2,105.67,32.95,51.09,13.13,23.32,73.85,96.53,24.68
1967,72.46,99.47,32.25,46.02,9.51,18.59,70.74,98.12,26.47
1968,75.04,97.69,35.97,54.65,14.21,31.1,70.67,90.7,25.06
1969,77.39,107.94,46.44,49.82,8.68,23.46,64.92,103.42,26.06
1970,81.3,108.24,35.5,50.57,14.7,26.95,69.84,107.09,23.09
1971,72.64,102.0,43.48,42.35,9.4,18.06,72.2,101.0,30.6
1972,74.59,99.37,42.89,44.15,10.02,14.64,67.13,108.06,27.61
1973,55.39,85.95,32.93,34.65,8.98,18.72,68.36,77.47,19.88
1974,65.19,87.88,32.84,32.41,6.19,9.92,70.47,90.48,23.97
1975,64.79,108.3,43.21,34.06,8.13,12.31,75.54,102.24,26.85
1976,83.61,97.82,44.83,56.59,14.57,25.1,77.19,108.38,33.1
