Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1900,5.2,5.17,0.52,13.53,55.12,26.83,1.61,4.1,0.0
1901,6.34,6.11,0.26,17.23,46.1,20.76,3.02,4.27,1.63
1902,0.91,0.99,0.06,6.65,53.38,17.97,1.34,0.82,1.83
1903,1.23,1.33,0.11,6.82,36.12,18.11,1.26,0.42,1.27
1904,1.48,0.73,0.05,2.85,26.44,8.73,1.04,0.56,2.85
1905,2.97,0.97,0.38,5.64,50.74,23.97,1.35,0.7,1.21
1906,2.68,0.75,0.75,5.02,44.73,24.6,1.94,0.8,0.85
1907,1.98,1.56,0.05,6.81,42.54,16.37,1.11,0.34,0.0
1908,3.46,1.47,0.35,6.04,38.46,15.78,1.59,1.32,2.29
1909,1.8,3.09,0.04,7.64,52.28,14.62,2.32,1.19,0.46
1910,2.34,1.25,0.25,5.9,37.86,15.24,3.08,0.48,0.57
1911,4.08,3.11,0.41,10.07,49.93,20.29,1.42,3.05,0.62
1912,1.96,2.37,0.31,8.44,47.78,19.57,0.75,1.22,1.89
1913,2.03,4.73,0.3,16.57,39.03,17.06,1.42,2.82,4.84
1914,2.57,3.21,0.14,13.4,48.07,21.23,0.46,1.78,0.68
1915,1.9,0.08,0.14,4.75,47.16,19.55,0.75,0.11,2.28
1916,3.48,4.37,0.04,15.09,47.4,19.14,0.83,5.91,1.82
1917,2.99,2.24,0.22,4.7,32.35,14.18,2.09,2.87,5.57
1918,3.43,1.93,0.22,12.45,34.1,11.22,1.91,1.68,1.42
1919,2.21,3.18,0.06,9.02,46.02,15.93,2.66,2.27,1.77
1920,1.27,1.03,0.08,4.15,35.68,12.94,2.36,0.82,0.81
1921,4.11,2.4,0.09,14.07,55.74,22.02,2.43,5.21,5.36
1922,1.28,1.98,0.16,8.94,46.37,14.76,2.35,1.53,1.54
1923,1.77,2.42,0.15,8.86,41.88,18.59,1.33,2.43,1.39
1924,1.29,0.87,0.27,6.84,52.27,15.2,1.61,0.37,0.52
1925,2.38,2.52,0.34,11.54,56.66,22.8,1.49,1.22,2.85
1926,3.17,2.11,0.4,8.68,52.26,27.02,2.08,1.27,1.48
1927,1.29,1.7,0.1,3.71,51.31,10.65,1.57,1.74,0.72
1928,3.11,1.46,0.47,7.73,48.42,21.08,2.39,1.2,1.33
1929,2.57,3.64,0.17,5.8,43.82,12.01,2.53,1.83,1.32
1930,2.91,4.3,0.32,14.04,50.37,19.96,2.27,3.27,1.42
1931,3.83,8.98,0.25,21.86,54.72,22.37,4.53,10.07,4.51
1932,2.07,3.42,0.04,10.77,59.71,22.73,2.57,3.14,1.21
1933,2.62,3.97,0.08,15.06,58.91,20.93,2.9,4.12,3.29
1934,2.75,9.28,0.17,23.98,64.01,29.3,4.36,3.87,2.2
1935,3.13,6.97,0.3,15.28,53.37,22.2,2.68,4.09,1.86
1936,2.88,13.74,0.05,27.41,64.41,23.69,4.51,6.15,2.82
1937,3.42,7.22,0.13,10.84,55.84,17.89,3.75,4.43,1.4
1938,3.63,4.99,0.37,12.04,49.61,20.44,2.46,2.54,2.04
1939,3.05,4.09,0.35,10.32,53.95,22.79,3.1,1.97,1.72
