Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1930,1.68,7.69,2.15,11.85,19.08,6.04,9.9,0.93,10.61
1931,0.49,12.85,3.35,5.73,5.69,3.45,12.43,3.36,18.95
1932,0.27,3.18,1.44,2.08,5.78,7.0,8.82,0.48,15.91
1933,0.79,9.15,3.9,4.69,5.7,3.39,13.73,1.37,19.5
1934,0.71,13.54,2.72,16.78,14.92,2.63,20.26,3.74,17.73
1935,0.12,7.57,2.86,1.45,6.35,2.09,10.78,0.25,20.14
1936,2.12,23.1,2.79,23.35,18.85,4.93,17.2,7.64,25.79
1937,0.1,9.44,1.48,1.01,4.43,1.45,14.15,0.39,23.48
1938,0.01,4.82,3.34,2.2,6.35,0.64,12.98,0.11,21.36
1939,0.02,6.25,5.37,4.1,6.89,1.63,12.78,0.34,26.24
1940,0.24,6.94,3.29,3.01,1.61,3.04,14.54,0.85,22.16
1941,0.44,4.74,3.02,3.51,2.09,2.4,7.27,0.73,14.84
1942,0.14,1.67,4.39,0.42,2.64,2.77,13.16,0.03,22.67
1943,0.38,3.46,1.0,2.28,12.46,3.1,13.32,0.01,20.37
1944,0.77,0.96,1.97,1.85,6.59,3.44,12.2,0.13,18.6
1945,0.1,2.11,1.67,0.58,1.82,1.83,9.52,0.03,22.63
1946,0.02,2.67,2.38,1.59,3.26,0.29,11.86,0.02,20.41
1947,0.01,6.78,0.91,4.92,9.47,1.03,11.11,1.29,19.19
1948,0.68,2.87,0.81,0.51,2.91,3.04,13.62,0.47,17.86
1949,0.57,3.85,1.83,0.21,0.64,1.12,10.88,0.16,20.28
1950,0.01,0.48,1.37,0.01,0.75,0.9,10.83,0.02,25.36
1951,0.01,1.08,1.75,0.3,7.41,1.72,16.77,0.0,22.13
1952,0.22,3.48,1.7,4.06,12.39,8.81,16.16,0.0,21.06
1953,1.67,2.31,1.22,6.42,8.16,4.01,16.88,0.19,19.66
1954,0.58,5.15,0.8,10.18,24.64,10.49,15.04,0.06,18.57
1955,0.95,5.94,2.22,0.88,1.45,0.35,9.76,0.93,21.19
1956,0.01,2.61,1.99,1.62,8.19,1.48,14.97,0.1,19.25
1957,0.39,2.3,0.41,0.4,2.05,1.42,13.21,0.01,20.45
1958,0.01,1.79,2.82,0.01,0.76,0.28,16.64,0.07,23.95
1959,0.06,3.93,3.34,0.05,0.66,2.03,12.43,0.14,25.14
1960,0.01,4.36,4.3,0.38,1.79,0.25,17.48,0.01,28.15
1961,0.01,3.59,5.83,0.01,0.43,0.05,12.64,0.03,25.38
1962,0.07,0.42,1.38,0.97,4.27,0.31,13.95,0.0,18.99
1963,0.06,2.34,0.6,0.79,3.67,0.24,13.76,0.03,14.93
1964,0.07,3.55,1.18,1.22,4.49,0.62,12.38,0.26,17.3
1965,0.01,1.48,1.32,0.28,0.92,0.04,9.69,0.1,12.04
1966,0.7,3.39,1.43,2.27,3.09,0.98,13.18,0.26,20.44
1967,0.01,1.02,5.45,0.01,0.35,0.03,9.42,0.0,22.4
1968,0.04,1.5,2.99,0.02,0.96,1.76,10.79,0.01,15.15
1969,0.01,2.62,1.35,0.29,4.98,0.64,15.68,0.0,21.25
1970,0.01,3.77,2.9,0.93,2.89,1.27,14.14,0.02,21.39
1971,0.01,3.19,4.96,0.31,1.39,0.03,13.59,0.12,21.4
1972,0.01,0.54,3.06,0.32,1.54,0.03,11.32,0.01,19.29
1973,0.02,3.29,2.01,0.13,0.42,0.05,14.3,0.06,22.3
1974,0.01,4.4,1.94,1.1,1.34,0.07,15.36,0.17,20.47
1975,0.23,2.37,2.4,0.41,0.38,0.31,10.05,0.1,18.77
1976,0.01,4.55,0.72,0.33,0.66,0.31,10.27,0.73,16.69
1977,0.26,2.34,3.94,0.47,3.59,5.27,14.18,0.17,20.48
1978,0.07,2.71,2.85,0.81,5.95,0.42,17.22,0.1,23.47
1979,0.01,1.45,2.81,0.03,0.5,0.25,15.01,0.08,20.29
1980,0.42,5.14,1.05,6.92,18.08,4.85,18.56,0.21,19.75
1981,0.01,2.17,3.68,0.03,3.45,1.44,16.33,0.0,23.3
1982,0.01,1.26,1.21,0.14,1.11,0.14,10.74,0.03,12.84
1983,0.29,5.96,1.06,5.34,5.3,6.95,12.28,0.16,17.47
1984,0.01,2.22,1.35,0.59,1.5,0.19,11.34,0.09,22.12
1985,0.01,2.79,2.99,0.1,3.61,0.43,16.91,0.08,20.43
1986,0.09,0.73,2.13,0.63,5.1,4.9,12.23,0.0,18.28
1987,0.05,2.25,1.91,1.58,3.16,1.67,11.49,0.13,20.36
1988,1.18,9.19,3.75,6.37,3.25,2.41,12.81,3.54,25.04
1989,0.01,3.34,1.02,0.23,0.41,0.1,15.28,0.11,18.61
1990,0.06,2.96,4.47,0.68,5.91,2.2,14.18,0.17,19.88
1991,0.43,3.03,1.47,1.11,0.97,0.29,9.68,0.03,18.21
1992,0.01,0.18,4.55,0.02,0.11,0.63,9.8,0.0,18.54
1993,0.25,0.11,0.36,0.07,3.64,5.22,11.71,0.0,14.8
1994,0.05,0.65,4.18,0.04,0.69,0.08,20.89,0.01,19.97
1995,0.32,2.7,0.59,0.47,4.12,0.97,15.18,0.58,16.72
1996,0.01,0.74,4.07,0.02,0.89,0.53,16.3,0.02,26.94
1997,0.12,0.6,0.85,0.16,1.31,0.69,13.04,0.0,16.85
1998,0.01,2.0,5.24,0.13,9.77,2.11,15.05,0.01,20.54
1999,0.55,1.58,1.3,1.53,6.19,3.54,10.43,0.1,14.42
2000,0.01,3.78,1.97,1.35,11.88,0.93,19.89,0.05,19.5
2001,0.26,2.95,2.98,0.07,2.42,0.13,16.27,0.09,23.94
2002,0.14,5.76,3.99,0.19,1.34,2.44,21.04,0.03,21.89
2003,0.01,5.62,6.08,0.99,1.88,0.05,22.02,0.03,23.64
2004,0.01,1.05,2.98,0.01,0.49,0.05,12.33,0.0,17.5
2005,0.02,3.28,2.4,0.83,2.72,1.19,15.67,0.04,21.22
2006,0.1,6.03,4.81,1.07,6.77,1.07,15.33,0.34,23.81
2007,0.09,5.01,3.32,1.72,6.74,4.99,15.38,0.01,23.88
2008,0.04,1.11,2.76,0.02,2.51,1.75,13.6,0.0,22.71
2009,0.01,0.28,3.61,0.01,2.51,0.23,13.0,0.01,24.85
2010,0.86,1.15,1.0,0.9,6.62,2.87,15.15,0.0,19.51
2011,0.92,1.73,0.5,2.93,13.01,2.96,18.64,0.12,17.4
2012,0.62,7.11,2.57,8.4,8.46,4.06,18.21,0.69,22.48
2013,0.02,1.33,2.64,0.22,1.38,0.04,14.7,0.03,23.24
2014,0.01,0.66,3.24,0.26,0.62,0.34,11.71,0.0,23.03
2015,0.01,1.34,5.68,0.04,2.15,1.62,14.5,0.0,22.38
2016,0.09,1.8,1.95,0.07,1.34,1.22,17.33,0.0,21.48
2017,0.02,2.94,3.88,0.24,0.45,0.22,16.12,0.0,27.06
2018,0.08,1.45,3.59,0.19,1.76,0.46,17.88,0.08,26.83
2019,0.12,0.34,0.88,0.04,2.37,1.24,14.94,0.0,19.93
2020,0.08,1.38,3.14,0.02,0.64,0.31,23.18,0.03,31.49
2021,0.09,4.73,7.31,0.06,0.66,0.07,16.9,0.18,32.72
2022,0.11,4.75,5.91,1.15,5.86,0.5,17.61,0.07,32.36
2023,0.04,2.73,3.08,1.13,8.09,0.34,21.85,0.26,20.66
2024,0.37,2.76,5.7,0.24,3.57,1.15,23.88,0.0,36.98
