Year,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1910,-999.0,82.05,82.33,-999.0,-999.0,5.86,-999.0,43.0,145.76,90.31,19.77,1.03,33.67,31.47,34.92,47.1,117.42,-999.0,-999.0,1.3,8.25,5.79,42.29,99.8,3.22,54.05,5.05,15.06,-999.0,31.8,34.8,-999.0,8.57,20.93,79.86,1.23,7.82,-999.0,92.92,7.77,57.1,108.89,7.09,14.51,-999.0,0.74,8.4,10.0,-999.0
1911,-999.0,103.35,103.77,-999.0,-999.0,4.8,-999.0,59.0,182.64,115.92,31.58,0.55,43.46,40.37,51.74,60.64,142.1,-999.0,-999.0,4.84,14.0,8.37,64.92,126.05,0.95,66.11,2.4,22.21,-999.0,33.98,24.79,-999.0,16.95,27.75,97.78,1.47,19.77,-999.0,108.75,10.02,76.16,128.61,8.53,21.76,-999.0,2.0,15.22,14.7,-999.0
1912,-999.0,90.74,76.82,-999.0,-999.0,3.62,-999.0,52.0,191.75,103.28,24.81,1.19,35.7,38.92,40.37,45.93,125.65,-999.0,-999.0,4.48,11.03,5.79,48.64,99.12,0.72,59.87,2.3,15.79,-999.0,30.11,13.69,-999.0,9.71,23.96,72.24,0.3,8.69,-999.0,104.16,6.01,66.37,101.34,4.1,18.62,-999.0,1.89,13.01,12.02,-999.0
1913,-999.0,84.5,85.94,-999.0,-999.0,5.25,-999.0,48.0,156.75,93.18,42.46,1.78,51.92,49.25,53.39,56.73,113.65,-999.0,-999.0,0.5,15.68,9.46,62.68,100.29,0.75,59.61,1.69,27.91,-999.0,31.94,15.05,-999.0,9.63,29.92,81.3,1.77,10.07,-999.0,84.76,15.93,65.11,94.88,5.7,21.83,-999.0,2.46,17.21,14.0,-999.0
1914,-999.0,83.67,103.53,-999.0,-999.0,3.77,-999.0,46.0,154.41,97.88,33.41,1.4,47.95,43.1,54.67,53.9,127.67,-999.0,-999.0,1.8,12.63,9.84,68.75,114.53,2.17,56.96,3.84,23.31,-999.0,31.49,12.65,-999.0,10.86,26.59,94.93,0.07,14.42,-999.0,90.9,10.27,73.94,116.12,5.61,23.51,-999.0,0.64,14.17,11.58,-999.0
1915,-999.0,89.57,72.09,-999.0,-999.0,1.48,-999.0,54.0,169.52,109.56,9.03,0.53,24.8,25.1,21.63,37.59,120.36,-999.0,-999.0,0.5,3.82,1.19,33.87,98.54,0.37,54.22,0.14,5.68,-999.0,31.56,11.12,-999.0,6.58,17.21,53.17,0.84,8.55,-999.0,93.58,1.03,57.38,102.08,2.39,20.68,-999.0,1.07,2.57,10.76,-999.0
1916,-999.0,86.76,91.19,-999.0,-999.0,4.59,-999.0,-999.0,158.52,103.03,35.66,0.5,43.1,45.57,43.86,56.82,119.84,-999.0,-999.0,7.87,20.01,19.05,52.57,100.03,1.89,56.25,9.21,27.14,-999.0,36.36,13.87,-999.0,16.55,29.17,71.85,0.0,13.4,-999.0,92.29,18.93,65.83,115.85,4.97,23.89,-999.0,1.35,21.33,20.91,-999.0
1917,-999.0,72.15,66.3,-999.0,-999.0,4.14,-999.0,-999.0,134.37,86.21,14.7,2.16,21.48,22.08,29.5,35.24,103.9,-999.0,-999.0,4.4,7.67,6.14,30.75,83.98,2.98,46.44,3.96,11.42,-999.0,31.28,18.5,-999.0,11.05,12.12,64.16,0.92,7.68,-999.0,81.87,7.51,41.09,100.36,7.38,16.58,-999.0,2.33,8.42,12.03,-999.0
1918,-999.0,76.61,84.36,-999.0,-999.0,6.21,-999.0,-999.0,160.52,91.09,27.96,2.62,37.86,38.94,45.37,47.92,120.14,-999.0,-999.0,5.84,12.25,7.68,58.88,96.67,1.56,42.98,2.05,20.56,-999.0,27.93,21.6,-999.0,13.31,23.55,70.17,0.27,14.42,-999.0,71.49,7.61,57.46,115.09,6.64,20.14,-999.0,2.96,9.64,21.14,-999.0
1919,-999.0,102.41,93.36,-999.0,-999.0,7.75,-999.0,-999.0,175.14,109.82,36.6,1.54,44.96,43.95,46.37,65.88,133.45,-999.0,-999.0,3.81,14.78,13.76,54.9,113.96,3.09,51.3,6.37,27.29,-999.0,34.72,19.98,-999.0,11.76,27.35,79.54,0.4,13.08,-999.0,96.1,17.81,71.21,102.97,17.2,24.11,-999.0,0.68,16.43,22.32,-999.0
1920,-999.0,93.33,86.45,-999.0,-999.0,1.98,-999.0,45.0,162.23,93.14,20.91,1.29,30.32,27.04,29.15,46.36,125.26,-999.0,-999.0,5.7,3.75,6.93,34.67,99.7,1.6,52.39,2.53,15.07,-999.0,28.93,7.57,-999.0,7.53,14.89,48.86,0.09,8.47,-999.0,83.33,6.24,48.28,107.11,12.03,17.23,-999.0,1.0,8.46,13.47,-999.0
1921,-999.0,103.39,120.56,-999.0,-999.0,4.82,-999.0,54.0,167.11,115.47,48.13,0.46,67.26,68.56,53.94,88.93,124.75,-999.0,-999.0,6.21,25.81,20.53,77.09,125.57,1.83,65.84,5.81,25.82,-999.0,39.57,13.25,-999.0,20.59,37.6,100.0,0.38,19.42,-999.0,103.5,14.85,83.51,117.66,13.12,28.75,-999.0,0.89,29.54,34.85,-999.0
1922,-999.0,92.23,95.17,-999.0,-999.0,5.87,-999.0,54.0,182.95,101.21,26.73,2.05,39.17,36.16,46.11,55.51,129.77,-999.0,-999.0,3.96,10.53,9.48,55.6,103.16,1.35,63.37,2.91,22.26,-999.0,35.97,23.89,-999.0,10.86,18.97,85.0,0.17,9.24,-999.0,92.69,10.78,58.94,110.23,12.83,21.52,-999.0,2.46,11.52,14.79,-999.0
1923,-999.0,86.21,87.48,-999.0,-999.0,3.71,-999.0,48.0,168.12,96.52,28.02,2.04,39.8,38.95,43.32,53.55,123.23,-999.0,-999.0,3.74,10.76,12.69,54.17,93.76,2.99,56.25,4.05,22.77,-999.0,31.11,16.34,-999.0,6.68,21.32,79.0,0.3,9.84,-999.0,86.28,13.57,56.37,113.19,6.97,26.16,-999.0,1.92,14.86,15.56,-999.0
1924,-999.0,79.54,74.23,-999.0,-999.0,4.28,-999.0,37.0,163.74,90.48,12.99,1.63,24.18,25.57,38.7,39.27,110.8,-999.0,-999.0,2.81,5.13,2.7,41.75,91.15,0.51,49.62,0.19,12.5,-999.0,20.61,19.29,-999.0,7.33,12.88,77.0,0.34,7.8,-999.0,79.51,3.51,54.14,99.29,6.41,17.22,-999.0,2.08,4.47,13.19,-999.0
1925,-999.0,104.26,105.32,-999.0,-999.0,6.55,-999.0,51.0,164.34,112.99,26.14,2.52,46.24,45.0,54.94,57.34,135.94,-999.0,-999.0,1.44,9.54,8.46,60.66,115.02,1.53,64.36,3.33,23.36,-999.0,41.66,23.27,-999.0,10.59,25.72,82.92,0.31,12.56,-999.0,95.12,10.94,69.63,123.84,8.66,22.24,-999.0,2.94,10.55,21.05,-999.0
1926,-999.0,96.46,91.84,-999.0,-999.0,3.82,-999.0,47.0,157.57,102.67,24.94,4.16,42.34,47.06,43.3,62.51,130.69,-999.0,-999.0,2.74,6.8,5.51,55.49,104.61,0.9,61.24,1.56,22.69,-999.0,32.64,8.3,-999.0,10.03,28.45,85.53,1.03,14.36,-999.0,93.8,8.75,68.6,107.68,13.25,29.14,-999.0,1.7,7.55,24.88,-999.0
1927,-999.0,93.39,94.79,-999.0,-999.0,3.48,-999.0,32.0,166.4,105.26,18.39,0.46,28.51,28.64,35.32,40.96,148.22,-999.0,-999.0,1.96,6.48,5.96,38.95,115.61,0.25,46.66,1.82,15.96,-999.0,23.35,16.9,-999.0,5.77,16.37,77.61,0.35,7.13,-999.0,77.85,7.49,59.86,122.88,11.34,17.75,-999.0,1.48,9.74,10.36,-999.0
1928,-999.0,81.4,84.89,-999.0,-999.0,2.41,-999.0,54.0,152.32,98.76,20.81,1.87,33.61,32.84,33.46,43.87,127.98,-999.0,-999.0,2.53,9.41,4.74,42.88,105.47,0.23,57.93,0.79,16.86,-999.0,41.83,19.48,-999.0,11.79,24.98,78.84,0.72,14.01,-999.0,94.36,4.93,58.28,105.45,10.68,21.58,-999.0,2.83,11.78,17.45,-999.0
1929,-999.0,91.77,82.88,-999.0,-999.0,5.3,-999.0,48.0,181.71,95.27,23.89,1.17,35.7,34.08,44.65,41.44,136.05,-999.0,-999.0,4.12,11.17,7.34,48.3,102.5,3.76,47.47,2.95,25.16,-999.0,32.96,22.43,-999.0,10.39,16.07,74.69,0.13,13.61,-999.0,82.27,12.8,54.89,107.74,15.39,18.93,-999.0,1.77,11.24,9.29,-999.0
1930,0.0,86.98,81.43,31.3,16.23,4.63,-999.0,55.0,158.77,94.25,29.52,3.58,39.6,38.72,45.82,56.92,122.9,-999.0,-999.0,0.0,15.25,11.33,52.27,96.77,3.66,53.96,5.48,24.29,-999.0,38.06,22.57,-999.0,9.49,21.91,91.76,0.12,11.89,-999.0,88.69,15.29,53.73,107.01,12.21,23.49,-999.0,3.81,14.87,16.11,-999.0
1931,0.0,88.58,93.45,37.07,23.77,11.66,-999.0,66.0,153.65,94.66,41.59,4.34,54.33,55.73,56.77,68.0,117.91,-999.0,-999.0,4.69,24.32,20.12,65.54,102.84,3.44,59.04,9.3,36.13,-999.0,50.59,19.64,-999.0,17.39,37.1,103.22,0.0,21.53,-999.0,84.33,23.95,68.29,115.59,17.78,32.58,-999.0,1.53,26.84,34.79,-999.0
1932,0.0,89.98,88.76,40.2,16.46,7.19,-999.0,49.0,168.96,95.25,23.83,1.57,34.15,37.07,47.6,55.84,130.31,-999.0,-999.0,0.0,13.16,10.12,51.62,103.3,1.32,54.86,4.23,24.46,-999.0,35.81,17.47,-999.0,8.39,22.43,80.45,0.09,10.41,-999.0,91.98,12.77,65.87,108.49,11.24,25.89,-999.0,1.15,11.42,19.68,-999.0
1933,0.0,104.9,107.3,44.03,18.9,8.92,-999.0,58.0,164.99,108.83,38.32,1.46,45.83,49.61,57.88,64.1,147.68,-999.0,-999.0,2.39,16.3,15.27,63.21,123.59,3.18,65.88,6.46,29.26,-999.0,43.45,18.18,-999.0,12.81,31.97,101.99,0.2,14.35,-999.0,96.83,19.02,72.78,124.96,15.29,25.29,-999.0,1.85,20.4,24.52,-999.0
1934,0.0,101.19,95.91,47.74,22.78,15.73,-999.0,67.0,168.7,98.35,43.43,1.54,55.72,59.2,64.63,62.65,133.77,-999.0,-999.0,0.5,13.82,11.55,71.43,110.89,3.19,73.95,6.25,41.24,-999.0,48.54,25.98,-999.0,10.03,37.71,88.77,0.09,17.24,-999.0,100.64,18.5,73.44,117.39,13.97,34.81,-999.0,2.86,18.46,33.58,-999.0
1935,0.0,87.47,83.55,39.17,27.16,9.79,-999.0,54.0,176.2,89.89,39.92,1.07,45.69,47.12,53.05,58.08,141.03,-999.0,-999.0,2.74,20.28,17.29,54.51,104.63,2.67,57.56,7.32,34.03,-999.0,36.12,25.23,-999.0,15.36,37.0,75.99,1.14,16.83,-999.0,88.05,20.33,61.52,110.71,11.51,30.99,-999.0,1.34,22.88,32.46,-999.0
1936,0.0,100.42,102.5,43.32,33.17,17.0,-999.0,47.0,179.11,94.84,47.31,1.66,55.86,57.04,66.48,62.5,139.95,-999.0,-999.0,1.73,15.58,18.22,75.09,116.84,10.57,63.08,17.17,47.6,-999.0,34.2,19.14,-999.0,11.78,34.88,101.38,0.0,16.21,-999.0,96.99,30.97,83.4,115.35,15.53,33.37,-999.0,1.02,18.65,23.98,-999.0
1937,0.0,95.58,99.47,46.21,29.58,10.85,-999.0,55.0,172.91,100.89,40.76,1.2,45.34,41.34,65.57,52.8,136.33,-999.0,-999.0,13.73,20.17,19.2,64.35,113.91,3.35,58.2,9.37,38.02,-999.0,41.43,29.35,-999.0,15.95,28.46,94.99,0.48,19.2,-999.0,97.8,22.52,76.24,115.66,15.09,25.19,-999.0,1.58,25.3,24.94,-999.0
1938,0.0,88.33,101.42,48.12,28.84,6.39,-999.0,56.0,162.33,96.83,34.78,0.63,45.19,43.9,60.23,56.88,140.61,-999.0,-999.0,11.4,13.64,11.05,60.49,110.99,1.1,59.78,3.09,33.86,-999.0,44.07,15.66,-999.0,13.69,25.95,91.15,0.6,8.82,-999.0,91.8,14.76,68.27,116.34,13.97,31.07,-999.0,3.5,13.82,29.16,-999.0
1939,0.0,92.58,104.87,44.71,28.87,7.78,-999.0,63.0,178.41,107.54,29.63,2.28,46.31,53.37,58.27,60.18,139.49,-999.0,-999.0,7.87,12.62,11.76,63.5,120.91,2.45,69.91,2.86,28.0,-999.0,44.54,18.24,-999.0,15.1,30.1,99.53,0.9,13.4,-999.0,108.62,15.27,74.29,121.8,13.29,25.56,-999.0,3.04,16.46,25.11,-999.0
1940,0.0,79.79,76.64,46.13,23.72,9.43,-999.0,42.0,144.2,86.71,33.57,1.05,42.65,42.79,46.79,46.53,113.14,-999.0,-999.0,3.61,17.09,10.61,43.32,91.22,1.75,53.85,4.99,30.27,-999.0,30.0,16.32,-999.0,13.06,29.31,76.15,0.13,14.16,-999.0,82.46,16.02,53.2,87.84,15.65,23.33,-999.0,1.5,17.16,20.3,-999.0
1941,0.0,110.04,104.06,45.07,19.83,3.39,-999.0,51.0,167.57,116.28,35.47,1.29,52.39,52.16,49.99,63.98,149.8,-999.0,-999.0,3.61,16.07,20.16,61.08,121.01,1.95,67.83,6.61,30.93,-999.0,37.84,10.05,-999.0,13.4,30.64,89.84,1.55,16.11,-999.0,110.59,18.44,91.11,123.28,8.75,31.96,-999.0,3.92,20.03,26.25,-999.0
1942,0.0,87.4,99.89,46.09,22.1,5.29,-999.0,64.0,155.96,95.77,34.27,0.25,53.13,48.76,49.77,63.83,129.19,-999.0,-999.0,7.23,12.54,6.6,52.85,97.89,0.44,67.09,1.31,23.7,-999.0,43.76,16.37,-999.0,12.28,27.01,90.38,0.37,18.3,-999.0,96.76,8.43,69.98,108.5,9.78,28.8,-999.0,1.83,11.85,26.68,-999.0
1943,0.0,94.91,98.26,59.9,20.71,6.37,-999.0,44.0,157.79,100.58,37.76,0.58,54.94,54.47,56.04,63.27,129.48,-999.0,-999.0,2.81,13.87,10.3,64.44,101.72,1.34,68.77,2.42,34.84,-999.0,45.75,23.66,-999.0,16.28,35.28,88.16,0.09,21.17,-999.0,94.88,12.57,80.98,106.48,12.25,26.95,-999.0,1.32,19.29,23.16,-999.0
1944,0.0,92.41,97.11,48.5,18.72,3.88,-999.0,59.0,166.08,102.71,25.35,0.19,43.99,47.18,48.41,58.72,137.77,-999.0,-999.0,4.19,12.16,6.31,55.28,112.1,0.44,59.51,2.95,22.89,-999.0,38.96,18.88,-999.0,14.04,29.6,79.61,0.15,14.41,-999.0,83.17,7.2,68.81,104.07,8.73,21.07,-999.0,1.4,13.24,12.68,-999.0
1945,0.0,93.15,83.04,45.33,26.96,5.4,-999.0,63.0,168.79,100.24,18.92,0.91,30.98,33.43,37.3,40.12,134.03,-999.0,-999.0,1.52,7.99,6.38,36.08,107.74,1.53,64.38,2.75,18.93,-999.0,47.69,27.0,-999.0,12.47,18.26,71.22,0.18,16.32,-999.0,95.8,8.95,59.98,107.31,11.58,19.91,-999.0,0.81,9.52,14.04,-999.0
1946,0.0,75.4,78.13,46.82,26.74,4.54,-999.0,44.0,174.51,85.19,24.44,3.08,32.38,30.72,48.58,32.25,124.19,-999.0,-999.0,0.58,8.48,8.32,46.76,89.49,0.82,53.33,3.16,21.95,-999.0,31.34,29.68,-999.0,8.2,14.26,80.6,0.4,6.27,-999.0,79.01,9.66,50.1,116.02,14.5,15.02,-999.0,0.69,9.64,9.82,-999.0
1947,0.0,83.12,81.28,54.17,24.31,5.18,-999.0,65.0,187.73,93.2,41.42,1.25,47.63,44.89,52.85,43.96,118.33,-999.0,-999.0,6.28,20.88,17.11,62.91,99.22,1.9,60.5,6.54,27.62,-999.0,44.71,23.51,-999.0,20.02,35.23,-999.0,0.0,22.02,-999.0,97.75,16.16,61.57,108.13,12.72,28.42,-999.0,0.72,22.34,20.05,-999.0
1948,0.0,82.03,75.95,53.85,23.1,2.21,-999.0,51.0,186.55,92.37,26.5,0.19,37.77,35.11,39.53,34.1,128.57,-999.0,-999.0,0.72,13.86,10.24,43.02,95.09,1.2,51.65,3.65,17.62,-999.0,35.03,23.59,-999.0,11.47,23.3,85.23,0.07,13.87,-999.0,77.58,10.63,57.53,107.9,8.87,22.66,-999.0,0.32,14.4,16.07,-999.0
1949,0.0,93.94,88.11,58.11,26.13,3.44,-999.0,65.0,168.76,98.68,35.91,0.55,50.54,49.11,42.56,53.99,146.98,-999.0,-999.0,9.01,24.3,15.96,53.68,109.95,1.32,68.14,4.53,22.49,-999.0,55.83,20.24,-999.0,22.76,37.95,80.07,0.15,28.16,-999.0,95.72,15.34,72.61,109.68,10.59,38.08,-999.0,0.64,21.84,31.78,-999.0
1950,0.0,77.35,78.0,38.41,27.91,2.59,8.68,30.0,161.23,85.47,9.62,0.3,21.97,20.97,27.1,29.8,130.0,10.27,36.04,0.21,4.68,3.02,26.85,90.72,0.3,47.46,0.73,9.97,1.4,29.79,16.23,9.77,7.85,12.18,74.61,0.1,7.93,12.8,88.36,2.87,54.45,104.47,9.5,18.73,5.43,0.56,3.5,13.62,0.14
1951,0.0,87.57,86.56,47.96,25.47,5.09,15.33,51.0,155.65,96.6,12.56,0.93,27.09,26.62,35.47,38.84,123.22,13.68,41.44,0.21,3.77,3.39,36.48,101.79,1.2,52.2,1.73,13.85,0.41,37.53,28.33,10.74,5.53,14.62,87.77,0.1,10.88,16.6,83.53,6.07,63.43,116.4,9.4,23.82,3.14,0.93,5.74,16.98,0.99
1952,0.0,84.2,79.83,56.34,28.27,6.17,23.39,61.0,167.17,95.05,30.33,0.35,43.27,41.8,53.83,58.88,108.18,21.49,51.95,3.75,16.47,8.77,58.76,94.51,1.35,58.7,2.85,24.59,4.41,43.24,25.03,8.49,14.12,29.59,89.84,0.21,21.68,26.65,87.23,11.29,67.24,98.39,11.24,33.83,7.59,1.74,13.08,24.67,0.99
1953,0.0,80.82,87.28,48.25,24.5,7.67,19.57,52.0,167.33,95.98,32.54,0.67,43.71,37.52,50.67,51.18,125.27,17.36,44.7,3.82,14.21,13.07,61.61,102.71,1.28,53.4,3.72,28.88,4.55,33.45,22.47,10.66,11.71,26.33,91.39,0.0,13.77,20.96,86.3,14.83,58.08,108.38,15.62,23.7,10.94,1.0,15.05,17.54,1.07
1954,0.0,81.5,104.36,55.79,24.46,10.64,9.88,56.0,167.9,102.82,37.21,1.29,52.32,43.05,68.06,59.54,133.62,7.58,46.6,0.21,8.74,8.43,77.05,117.48,1.03,54.25,4.26,34.02,1.0,25.5,30.18,9.97,5.3,24.35,105.77,0.0,10.52,9.43,86.24,13.65,70.25,121.16,16.56,20.15,3.5,0.43,13.11,16.28,3.33
1955,0.0,79.85,87.27,46.85,24.36,7.55,32.52,74.0,152.24,92.21,41.62,0.98,45.7,41.62,55.82,55.25,126.89,28.87,60.04,8.37,20.81,20.03,56.2,106.15,2.61,62.7,6.37,35.17,10.72,51.96,16.71,9.97,18.24,35.34,86.24,0.11,24.76,34.54,93.28,21.52,60.64,116.27,8.91,32.87,15.12,1.25,25.71,22.78,1.98
1956,0.0,68.91,87.55,51.89,24.64,3.05,10.42,52.0,156.55,85.43,28.16,0.37,40.05,31.72,53.94,45.47,120.96,9.39,43.1,1.22,8.94,5.69,60.41,97.29,0.91,51.99,1.66,23.44,1.38,30.93,16.85,9.14,4.8,23.9,92.69,0.39,6.08,11.33,86.73,8.06,58.09,111.08,12.27,19.25,3.18,2.09,9.23,10.32,0.8
1957,0.18,75.96,83.66,49.29,25.45,3.8,20.36,49.0,171.89,94.32,33.53,0.13,43.96,31.59,46.82,45.48,126.18,16.27,47.4,1.01,10.58,12.64,50.06,101.27,1.75,57.86,5.86,26.79,3.47,41.34,21.75,8.74,9.37,25.48,68.39,0.0,10.27,20.81,96.02,15.39,57.34,99.96,16.42,18.69,5.12,0.43,12.44,15.06,1.47
1958,0.17,81.58,89.25,73.39,33.34,6.12,15.02,52.0,160.62,88.38,20.07,0.26,34.0,26.84,41.35,44.13,133.35,10.49,44.23,0.79,6.95,5.25,49.64,104.67,0.85,52.8,2.82,15.9,2.54,36.65,28.64,11.17,8.01,18.74,89.78,0.28,13.36,19.95,87.69,7.26,56.76,115.23,18.53,22.4,4.78,4.77,5.9,16.13,0.9
1959,0.0,93.83,97.22,53.48,30.75,6.04,32.22,82.0,188.42,101.24,35.31,1.07,53.46,48.75,47.19,63.92,141.12,28.1,71.77,5.86,25.02,15.38,55.64,107.69,1.44,67.23,4.75,26.08,10.02,58.56,18.31,10.16,17.73,32.29,90.78,0.12,24.12,35.41,100.21,16.53,63.42,116.27,18.53,30.18,19.91,1.31,21.37,24.28,0.91
1960,0.0,74.46,85.46,55.72,31.86,6.69,12.54,42.0,172.04,88.13,22.22,0.95,36.02,24.78,41.27,46.73,124.23,11.14,46.1,0.29,5.21,10.68,45.32,97.33,2.28,55.47,4.95,20.1,0.86,30.16,13.9,11.06,5.35,12.01,85.07,0.09,7.22,11.91,88.33,12.17,50.99,109.52,17.23,16.29,3.82,3.08,10.97,14.2,2.04
1961,0.0,56.06,74.44,48.16,31.89,4.68,21.6,67.0,155.49,71.6,20.87,1.75,37.93,30.84,34.28,47.72,127.24,16.13,56.0,4.19,13.91,8.56,43.07,84.65,2.11,52.76,2.84,19.35,5.11,48.06,12.01,10.98,10.36,22.62,68.85,0.76,17.79,26.22,79.47,9.78,43.99,103.9,18.98,22.94,10.71,5.74,12.14,18.0,1.75
1962,0.0,74.81,103.17,46.89,24.25,2.87,7.22,38.0,154.73,93.06,19.28,0.55,37.21,22.59,44.68,43.5,136.42,5.89,31.02,0.5,5.86,4.08,48.88,103.41,0.24,46.56,1.1,15.2,1.23,24.18,18.08,6.85,4.57,15.94,90.61,0.0,5.66,10.17,84.52,6.29,56.34,117.66,11.56,10.69,2.27,1.11,6.86,8.45,0.2
1963,0.0,68.3,91.24,52.16,24.8,9.16,13.02,32.0,154.17,76.16,26.26,0.31,30.33,19.55,63.37,35.29,137.28,9.56,29.96,1.59,8.29,9.56,57.17,101.32,1.2,36.75,4.45,31.01,2.78,27.71,20.9,7.77,5.52,13.33,103.61,0.11,7.14,15.56,64.32,15.38,46.16,124.25,13.2,11.68,4.94,1.46,8.28,6.37,1.52
1964,0.0,62.7,89.92,47.57,26.05,8.33,15.06,48.0,160.18,78.87,27.52,0.36,43.01,29.21,53.18,48.88,135.44,10.7,44.2,0.29,15.38,11.58,53.55,100.71,1.46,52.85,4.01,26.29,3.7,33.11,22.45,8.96,8.21,23.21,92.16,0.18,13.03,12.8,82.09,15.15,53.25,118.42,14.66,19.06,7.01,1.18,17.49,13.71,2.32
1965,0.0,69.27,97.83,40.32,21.52,5.43,19.33,49.0,157.67,80.21,15.35,0.78,32.29,24.61,39.36,47.25,145.97,14.72,45.11,4.48,6.34,4.85,48.02,108.19,0.8,56.82,3.49,12.54,4.95,34.1,18.4,6.45,7.98,20.5,90.31,0.41,9.91,18.92,84.64,7.81,59.75,121.1,6.87,16.45,9.01,2.38,6.69,10.6,0.61
