Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1950,35.13,12.68,7.38,72.72,157.91,110.44,34.05,21.05,49.24
1951,38.27,16.77,6.91,76.66,154.38,104.73,42.06,23.16,46.71
1952,45.5,23.16,8.35,78.91,139.25,103.71,43.32,36.47,46.97
1953,42.23,25.87,5.98,80.55,152.57,107.98,42.88,38.83,41.29
1954,39.32,28.79,4.88,94.52,157.14,107.59,50.64,36.29,45.04
1955,54.28,31.52,7.27,85.47,159.77,111.15,42.04,51.62,43.85
1956,38.23,23.48,7.84,85.66,150.63,108.18,40.09,32.28,43.74
1957,41.49,26.07,4.85,87.02,162.12,116.59,41.09,35.54,44.24
1958,37.77,19.79,14.26,78.59,150.34,102.73,47.33,25.45,55.05
1959,63.55,26.65,6.98,98.25,165.82,121.48,45.11,49.48,51.48
1960,37.34,24.6,8.95,81.76,152.62,110.82,42.24,32.56,53.52
1961,53.4,26.02,13.54,79.72,144.8,105.74,41.94,37.36,52.12
1962,33.61,18.77,5.06,88.58,157.03,107.78,38.19,29.52,42.28
1963,32.97,31.45,8.15,72.15,155.0,89.74,47.46,35.85,44.76
1964,38.2,25.7,5.0,81.31,152.93,102.76,44.34,37.3,45.12
1965,39.11,19.55,8.29,85.67,158.86,107.0,35.38,25.58,41.25
1966,36.83,27.58,5.84,67.66,144.98,95.27,46.22,34.91,49.1
1967,42.09,15.1,11.09,66.66,143.21,83.38,39.04,24.84,53.29
1968,39.2,18.35,8.08,76.32,140.35,96.2,34.92,35.64,46.46
1969,48.56,23.34,6.89,80.69,145.05,104.25,45.53,33.19,50.54
1970,47.64,27.72,10.08,91.57,153.06,113.16,43.82,44.05,47.06
1971,46.4,22.12,10.67,84.78,155.19,116.88,38.88,32.85,48.72
1972,41.44,20.37,7.67,77.15,152.85,93.41,38.98,29.88,50.8
1973,56.26,22.5,9.1,93.47,159.51,115.42,34.87,42.07,47.47
1974,36.93,20.63,9.19,73.47,148.27,102.9,41.38,28.36,50.74
1975,50.08,24.57,8.85,87.67,158.87,117.54,34.87,39.56,44.17
1976,41.15,25.0,6.54,61.43,129.19,92.3,36.84,29.54,47.42
1977,46.5,24.17,11.79,95.94,159.13,117.89,49.14,32.53,49.66
1978,42.42,23.71,7.24,85.87,150.38,105.33,41.86,38.04,49.9
1979,45.71,21.43,8.37,77.21,146.89,100.2,36.31,30.03,47.71
1980,46.92,24.44,4.61,87.3,149.33,106.97,44.36,34.89,45.01
1981,45.8,22.58,7.32,82.58,143.75,98.36,46.35,33.34,53.48
1982,32.1,23.17,7.94,75.96,160.09,105.83,40.51,27.79,47.06
1983,46.6,36.29,7.94,82.92,138.74,95.99,44.75,49.25,51.62
1984,45.9,27.8,7.88,79.06,149.94,103.85,44.87,33.64,57.47
1985,36.87,19.84,7.99,79.29,162.64,112.54,41.49,25.82,49.98
1986,44.76,21.38,10.25,91.99,161.54,117.11,41.64,29.79,47.78
1987,48.27,25.83,7.57,90.92,144.3,111.34,37.26,44.48,49.84
1988,48.19,36.18,7.85,74.84,135.26,91.93,45.72,42.21,56.01
1989,47.68,27.23,7.16,82.42,149.1,115.33,42.64,33.54,51.73
