Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1900,44.85,47.37,7.57,25.97,2.77,4.48,8.21,73.75,1.69
1901,56.93,50.51,9.75,31.65,4.4,7.33,13.85,77.12,5.1
1902,49.38,53.76,14.29,35.63,3.35,5.02,16.27,66.24,3.44
1903,48.36,54.38,14.29,33.96,1.74,4.26,22.02,78.55,5.05
1904,73.08,51.16,7.67,37.17,1.24,6.33,9.08,88.37,1.97
1905,51.37,52.69,14.05,34.97,6.24,6.6,17.91,70.77,4.64
1906,42.91,53.65,14.06,25.37,1.52,2.87,16.93,72.65,5.87
1907,45.81,47.57,17.57,18.44,1.36,2.93,7.72,66.92,3.51
1908,45.98,45.37,11.4,15.57,0.44,1.89,13.64,68.29,4.16
1909,43.31,60.81,21.42,29.28,4.0,3.58,21.98,73.25,8.54
1910,47.94,49.52,18.92,28.34,1.83,2.66,16.53,79.41,9.01
1911,38.65,53.88,16.37,15.49,1.75,1.24,20.79,66.96,7.04
1912,56.11,55.92,12.04,40.09,3.42,6.19,17.03,82.47,3.32
1913,31.96,55.09,22.52,22.85,1.19,0.63,23.75,68.76,6.07
1914,57.52,52.66,14.6,34.47,2.21,5.44,18.82,75.29,5.29
1915,40.72,57.76,13.95,20.76,1.04,1.24,17.65,70.27,2.91
1916,59.66,66.04,31.35,31.56,3.62,2.57,23.23,82.22,10.67
1917,57.85,62.9,16.68,33.85,7.63,10.2,21.44,86.36,10.61
1918,50.4,49.35,13.96,33.39,6.26,7.65,24.39,63.92,4.41
1919,38.5,61.16,22.74,21.83,2.5,2.63,21.8,69.58,4.75
1920,53.29,53.86,12.04,30.08,1.64,4.57,19.18,85.69,2.24
1921,34.0,42.88,14.92,10.9,0.22,0.91,10.78,66.67,2.81
1922,45.3,60.2,32.24,20.16,0.78,3.53,21.43,69.8,8.46
1923,48.88,42.37,14.84,13.44,0.78,1.48,18.95,70.35,5.96
1924,52.22,58.89,22.63,34.2,3.58,3.32,25.88,78.98,8.61
1925,38.79,48.03,6.45,21.33,1.74,2.38,16.48,78.46,1.45
1926,56.85,46.36,12.74,26.44,1.19,2.05,15.81,87.56,3.08
1927,36.67,57.53,18.08,19.51,1.37,2.26,14.29,70.99,3.52
1928,38.46,38.2,15.77,17.03,2.32,3.37,16.06,58.3,3.7
1929,49.77,65.94,24.66,34.77,3.81,2.52,21.53,85.5,3.58
1930,43.14,50.71,30.11,26.69,3.15,2.63,23.67,72.92,8.77
1931,29.01,34.46,17.53,6.83,0.26,0.54,18.97,36.33,6.48
1932,33.73,67.45,25.92,21.74,3.77,2.07,26.62,74.01,12.59
1933,33.54,43.25,15.13,14.44,1.62,1.4,14.89,63.55,12.0
1934,50.52,36.21,5.6,22.72,1.71,4.17,5.28,72.51,0.89
1935,49.46,47.31,18.78,25.07,3.69,7.0,8.75,78.08,4.29
1936,49.01,70.47,23.71,31.48,5.11,6.04,14.06,88.51,3.96
1937,34.76,72.88,26.51,30.45,2.55,1.72,23.96,84.46,12.46
1938,41.15,46.89,11.15,14.63,0.91,1.95,11.6,73.03,3.45
1939,43.49,42.17,9.73,15.04,0.34,0.64,17.5,65.5,4.32
1940,56.94,65.37,13.02,34.69,7.06,6.28,15.98,88.92,3.62
1941,48.94,48.81,9.28,21.68,0.37,1.4,11.41,71.61,2.77
1942,45.3,50.62,18.59,28.03,4.44,4.31,17.09,68.37,5.46
1943,51.99,46.38,18.72,25.16,2.31,3.85,9.28,73.66,1.73
1944,45.65,55.07,19.98,21.95,1.2,1.83,13.21,66.37,8.05
1945,51.96,53.55,15.99,32.62,1.28,3.41,13.43,77.26,5.39
1946,35.77,36.45,9.36,10.91,0.64,0.53,10.13,61.49,3.87
1947,47.44,58.13,12.95,27.19,2.11,2.89,17.81,82.08,5.08
