Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1900,9.46,5.25,4.85,8.62,17.84,14.51,1.6,7.54,5.39
1901,9.76,4.67,5.73,6.33,14.84,18.59,1.34,5.2,5.88
1902,9.33,5.63,7.34,10.05,15.29,11.78,1.82,6.65,5.63
1903,9.07,4.96,3.91,9.09,14.69,14.27,1.46,7.56,4.8
1904,7.9,4.08,5.62,9.26,11.59,9.14,2.36,6.27,6.42
1905,8.33,5.32,4.29,10.52,17.57,13.55,4.47,7.83,4.36
1906,8.29,5.05,5.43,9.09,16.5,14.19,2.54,6.26,8.07
1907,8.47,3.36,5.0,10.37,15.53,11.95,2.07,4.76,5.28
1908,7.54,4.95,4.02,8.04,15.67,15.77,2.75,5.99,3.27
1909,7.17,4.17,6.21,11.07,15.37,11.64,2.04,7.23,9.93
1910,6.65,2.31,4.48,8.79,12.71,12.16,1.78,3.48,2.04
1911,7.02,3.92,3.26,8.84,15.27,10.95,2.29,6.84,5.79
1912,8.66,3.23,4.71,8.75,17.4,12.44,2.37,5.81,3.34
1913,8.83,3.24,3.79,9.44,15.57,14.19,1.72,6.6,4.24
1914,6.66,3.66,4.05,7.16,12.91,10.69,2.6,6.88,6.03
1915,8.69,5.79,3.5,10.24,17.45,14.08,2.74,5.63,6.73
1916,7.26,3.33,5.1,9.03,14.32,10.8,2.35,6.13,6.29
1917,7.34,2.59,4.66,8.32,12.91,11.38,1.17,3.83,3.49
1918,7.74,3.33,3.79,9.06,15.12,13.41,1.81,5.41,4.51
1919,7.16,3.28,4.95,10.28,18.05,13.1,2.75,5.73,4.29
1920,9.3,3.75,4.11,8.86,17.85,15.11,1.82,5.15,4.28
1921,6.03,3.57,5.5,10.59,13.58,10.05,2.39,5.19,3.85
1922,7.7,3.3,3.36,9.09,16.15,16.02,1.46,5.46,5.76
1923,6.72,4.77,4.08,9.84,18.97,11.58,2.68,4.54,1.61
1924,8.73,2.87,3.96,9.13,12.73,15.73,1.15,5.51,2.49
1925,7.91,2.85,3.01,8.59,12.47,8.78,1.43,4.94,3.55
1926,6.98,3.03,4.77,10.3,16.5,11.1,1.57,6.0,5.78
1927,8.76,3.77,5.81,13.61,15.44,11.94,2.19,4.5,4.89
1928,6.96,3.41,4.0,8.96,15.94,13.94,1.64,6.04,3.21
1929,7.28,2.88,3.24,11.47,17.18,17.36,1.77,4.17,2.09
1930,5.08,3.69,2.72,5.65,14.22,7.64,2.25,3.82,3.14
1931,6.5,2.53,5.06,8.88,13.35,10.58,1.53,4.72,5.07
1932,8.33,3.14,5.42,9.2,17.42,14.26,1.45,4.83,1.9
1933,6.83,2.53,6.13,9.41,14.59,8.6,1.93,4.58,3.63
1934,6.53,1.85,5.3,7.47,13.88,13.25,0.79,4.91,2.93
1935,6.48,3.18,2.92,10.28,14.8,11.09,1.52,5.01,4.01
1936,8.21,1.49,4.33,7.37,13.35,16.43,1.62,3.64,5.51
1937,9.52,3.06,7.43,10.64,15.86,13.52,1.68,5.73,6.32
1938,8.51,3.39,3.95,9.92,13.56,10.78,1.97,6.98,5.45
1939,5.87,2.26,3.05,9.29,14.94,12.15,1.09,4.26,1.96
1940,8.08,2.27,5.16,6.72,15.16,10.11,1.88,5.45,7.33
1941,5.76,3.87,3.92,8.39,14.07,10.2,3.05,6.65,7.56
1942,9.69,4.02,4.2,10.09,14.65,13.84,1.65,7.34,4.47
1943,6.39,2.76,3.57,8.45,13.05,11.97,1.35,5.85,4.5
1944,6.62,5.12,1.66,7.76,17.02,14.24,1.75,5.07,3.94
1945,9.6,2.84,4.8,11.88,18.21,12.83,1.34,6.66,5.08
1946,7.26,4.55,4.52,9.31,18.66,10.64,1.82,5.34,3.21
1947,7.62,3.31,4.14,9.24,16.63,13.32,1.54,5.26,1.58
1948,7.95,3.37,5.82,9.94,16.98,16.29,1.33,4.18,3.15
1949,5.23,3.4,3.7,10.17,15.82,11.88,1.7,5.38,2.13
1950,7.91,3.25,5.84,12.39,16.46,9.33,0.88,5.31,5.59
1951,8.7,3.83,4.95,9.74,15.1,8.94,1.83,6.2,4.33
1952,9.08,2.33,2.25,7.36,12.55,13.04,1.32,5.09,6.43
1953,9.03,3.78,6.14,4.86,16.53,10.81,1.2,6.37,2.32
1954,7.83,2.8,5.03,8.25,11.25,9.62,1.38,6.41,4.85
1955,7.94,2.61,5.68,9.07,13.55,10.42,1.36,4.33,4.1
1956,6.28,2.45,4.3,8.52,12.97,11.2,0.69,4.83,3.34
1957,5.16,3.96,3.7,11.29,19.0,13.48,2.12,5.74,3.96
1958,7.99,2.64,4.88,9.75,14.46,12.94,1.97,4.05,5.68
1959,8.13,3.18,4.29,8.64,15.63,13.97,1.29,7.24,3.19
1960,7.69,3.24,4.19,7.04,13.6,13.4,1.67,6.5,3.63
1961,6.09,2.89,4.56,9.74,17.84,13.21,1.51,5.34,2.27
1962,7.41,4.3,3.82,8.34,13.91,12.21,1.0,4.58,5.57
1963,4.96,2.96,3.97,6.34,12.25,10.46,1.24,4.28,5.3
1964,5.67,3.76,5.73,8.35,17.9,15.19,1.06,4.92,3.19
1965,3.75,4.1,3.87,9.27,13.54,10.82,2.82,6.45,4.27
1966,6.48,2.95,4.64,8.7,15.23,11.7,1.44,4.86,3.77
1967,7.87,3.31,4.23,8.98,14.78,12.11,1.73,5.03,4.3
1968,6.77,3.99,4.96,8.99,14.32,10.17,1.12,6.32,3.27
1969,7.81,3.6,3.95,9.78,15.33,13.2,1.97,4.56,7.58
1970,6.51,3.24,4.77,9.94,14.29,10.56,1.41,5.81,6.46
1971,7.67,3.9,5.25,8.58,14.81,14.17,1.66,5.52,2.14
1972,9.08,3.28,5.15,10.35,15.75,13.25,1.9,6.52,2.31
1973,10.24,4.0,4.62,11.08,19.73,13.25,0.85,6.34,5.58
1974,7.9,2.22,5.24,9.59,17.21,12.17,1.34,4.82,3.95
