Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1930,0.05,0.06,0.07,0.05,1.01,0.07,0.05,0.03,0.15
1931,0.12,0.05,0.43,0.3,0.77,0.36,0.01,0.09,0.33
1932,0.4,0.07,0.48,0.37,1.23,0.99,0.05,0.09,0.08
1933,0.41,0.14,0.7,0.3,1.09,0.43,0.03,0.14,0.36
1934,0.31,0.02,0.14,0.2,1.15,0.61,0.01,0.09,0.16
1935,0.35,0.09,0.42,0.44,1.0,0.42,0.0,0.09,0.09
1936,0.22,0.02,0.3,0.31,1.09,1.06,0.07,0.03,0.26
1937,0.38,0.09,0.55,0.44,0.98,0.52,0.03,0.18,0.64
1938,0.42,0.05,0.19,0.32,1.07,0.44,0.09,0.26,0.44
1939,0.14,0.07,0.2,0.28,0.72,0.6,0.01,0.12,0.3
1940,0.17,0.04,0.19,0.1,0.93,0.98,0.03,0.15,0.66
1941,0.11,0.14,0.4,0.32,1.12,0.39,0.16,0.25,0.27
1942,0.37,0.14,0.24,0.37,1.21,0.64,0.05,0.27,0.2
1943,0.16,0.08,0.22,0.46,0.97,0.48,0.03,0.17,0.57
1944,0.26,0.12,0.1,0.24,1.34,0.79,0.03,0.09,0.25
1945,0.19,0.07,0.52,0.44,1.39,0.78,0.04,0.14,0.48
1946,0.27,0.11,0.31,0.38,1.19,0.64,0.07,0.19,0.19
1947,0.12,0.11,0.18,0.33,1.28,0.6,0.03,0.17,0.1
1948,0.11,0.06,0.36,0.38,1.35,0.49,0.05,0.03,0.16
1949,0.11,0.09,0.44,0.47,1.09,0.76,0.06,0.1,0.1
1950,0.27,0.1,0.37,0.46,1.02,0.4,0.02,0.16,0.7
1951,0.12,0.1,0.35,0.33,1.06,0.28,0.13,0.2,0.3
1952,0.51,0.09,0.07,0.22,0.61,0.44,0.01,0.21,0.45
1953,0.15,0.08,0.42,0.09,1.33,0.44,0.0,0.31,0.25
1954,0.48,0.08,0.23,0.38,0.75,0.79,0.06,0.25,0.32
1955,0.65,0.05,0.46,0.35,1.04,0.99,0.13,0.18,0.78
1956,0.13,0.07,0.21,0.27,0.92,0.6,0.02,0.11,0.36
1957,0.06,0.14,0.13,0.47,1.41,0.53,0.04,0.2,0.3
1958,0.15,0.1,0.19,0.49,0.8,0.71,0.05,0.11,0.27
1959,0.27,0.05,0.33,0.26,0.94,1.08,0.05,0.33,0.33
1960,0.4,0.06,0.47,0.24,0.79,0.65,0.08,0.15,0.26
1961,0.1,0.07,0.58,0.56,1.51,0.5,0.01,0.14,0.11
1962,0.15,0.12,0.23,0.19,0.68,0.67,0.01,0.13,0.73
1963,0.11,0.1,0.18,0.17,0.74,0.66,0.05,0.08,0.58
1964,0.1,0.13,0.63,0.41,1.58,1.61,0.01,0.13,0.53
1965,0.04,0.11,0.22,0.47,0.87,0.38,0.08,0.06,0.29
1966,0.24,0.13,0.15,0.2,1.09,0.71,0.08,0.13,0.4
1967,0.14,0.12,0.15,0.29,0.95,0.68,0.02,0.02,0.39
1968,0.22,0.09,0.23,0.33,0.79,0.41,0.02,0.19,0.22
1969,0.43,0.08,0.15,0.57,1.22,0.72,0.04,0.1,0.95
1970,0.09,0.07,0.2,0.36,0.91,0.38,0.02,0.09,0.47
1971,0.41,0.14,0.26,0.26,0.9,0.59,0.0,0.09,0.16
1972,0.51,0.07,0.45,0.28,1.17,0.76,0.05,0.21,0.12
1973,0.36,0.12,0.19,0.47,1.76,0.85,0.03,0.19,0.37
1974,0.14,0.08,0.35,0.29,1.43,0.31,0.03,0.03,0.38
1975,0.34,0.09,0.42,0.39,1.37,0.7,0.01,0.35,0.2
1976,0.12,0.05,0.1,0.15,0.78,0.68,0.03,0.03,0.13
1977,0.22,0.14,0.26,0.32,1.1,0.79,0.02,0.12,0.25
1978,0.17,0.11,0.08,0.39,0.89,0.35,0.11,0.41,0.5
1979,0.31,0.1,0.27,0.56,1.69,1.09,0.02,0.18,0.36
1980,0.11,0.05,0.36,0.16,1.35,0.3,0.12,0.27,0.57
1981,0.19,0.08,0.34,0.42,0.72,0.43,0.04,0.31,0.41
1982,0.12,0.12,0.31,0.61,1.58,0.44,0.04,0.18,0.74
1983,0.33,0.08,0.29,0.48,1.6,0.42,0.01,0.21,0.55
1984,0.35,0.07,0.37,0.29,1.15,0.56,0.0,0.16,0.08
1985,0.36,0.1,0.07,0.43,1.01,0.88,0.05,0.18,0.13
1986,0.11,0.15,0.44,0.51,0.95,0.37,0.05,0.41,0.56
1987,0.29,0.1,0.25,0.23,0.83,0.7,0.02,0.13,0.2
1988,0.13,0.08,0.19,0.18,0.87,0.2,0.01,0.11,0.24
1989,0.33,0.13,0.18,0.44,1.13,0.6,0.03,0.14,0.26
1990,0.24,0.11,0.53,0.42,1.43,1.06,0.01,0.24,0.22
1991,0.3,0.14,0.26,0.33,1.75,0.56,0.03,0.33,0.34
1992,0.19,0.06,0.08,0.29,0.95,0.66,0.03,0.17,0.3
1993,0.18,0.13,0.16,0.72,0.89,0.39,0.04,0.24,0.35
1994,0.27,0.1,0.42,0.28,1.19,0.55,0.03,0.21,0.19
1995,0.26,0.1,0.39,0.45,1.53,1.24,0.03,0.28,1.29
1996,0.8,0.11,0.94,0.62,1.07,1.02,0.02,0.24,0.59
1997,0.16,0.11,0.48,0.39,1.23,0.58,0.04,0.16,0.43
1998,0.32,0.1,0.61,0.61,1.47,0.75,0.01,0.16,0.46
1999,0.76,0.14,0.51,0.3,1.05,0.9,0.07,0.19,0.15
2000,0.3,0.09,0.17,0.42,0.91,0.32,0.02,0.36,0.27
2001,0.25,0.08,0.32,0.33,1.62,0.3,0.01,0.14,0.15
2002,0.14,0.08,0.34,0.62,1.23,0.46,0.04,0.31,0.44
