Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1900,0.0,0.38,0.0,0.14,0.55,0.6,0.15,0.07,0.0
1901,0.09,0.09,0.0,0.27,0.41,0.3,0.49,0.09,0.0
1902,0.0,0.0,0.0,0.02,0.79,0.2,0.4,0.01,0.59
1903,0.0,0.02,0.0,0.08,0.29,0.43,0.0,0.0,0.0
1904,0.2,0.0,0.0,0.0,0.13,0.0,0.41,0.01,0.13
1905,0.1,0.02,0.0,0.11,0.23,0.1,0.14,0.02,0.0
1906,0.06,0.0,1.17,0.03,0.06,0.27,0.06,0.0,0.0
1907,0.0,0.04,0.0,0.18,0.21,0.28,0.0,0.0,0.0
1908,0.65,0.02,0.5,0.06,0.08,0.03,0.09,0.0,0.1
1909,0.0,0.1,0.0,0.08,0.4,0.01,0.0,0.0,0.0
1910,0.0,0.18,0.0,0.02,0.15,0.01,0.04,0.0,0.04
1911,0.16,0.21,0.0,0.09,0.28,0.19,0.08,0.09,0.0
1912,0.06,0.14,0.0,0.04,0.24,0.24,0.0,0.01,0.04
1913,0.02,0.39,0.0,0.11,0.13,0.29,0.08,0.02,0.83
1914,0.08,0.14,0.0,0.19,0.41,0.17,0.0,0.02,0.0
1915,0.0,0.0,0.1,0.01,0.32,0.04,0.0,0.0,0.44
1916,0.0,0.06,0.0,0.05,0.24,0.07,0.08,0.13,0.26
1917,0.15,0.28,0.0,0.03,0.14,0.08,0.16,0.11,4.31
1918,0.12,0.12,0.0,0.2,0.48,0.15,0.09,0.17,0.0
1919,0.02,0.04,0.0,0.06,0.24,0.06,0.15,0.2,0.05
1920,0.0,0.0,0.0,0.02,0.08,0.06,0.95,0.0,0.1
1921,0.05,0.13,0.0,0.26,0.19,0.05,0.29,0.46,2.5
1922,0.0,0.0,0.0,0.18,0.16,0.08,0.38,0.0,0.0
1923,0.0,0.01,0.0,0.06,0.14,0.03,0.14,0.0,0.15
1924,0.01,0.04,0.0,0.03,0.31,0.09,0.08,0.0,0.0
1925,0.01,0.13,0.0,0.03,0.35,0.11,0.0,0.01,1.03
1926,0.01,0.01,0.0,0.04,0.41,0.08,0.0,0.04,0.1
1927,0.01,0.02,0.0,0.0,0.18,0.0,0.07,0.09,0.11
1928,0.01,0.0,0.2,0.05,0.08,0.05,0.19,0.0,0.25
1929,0.01,0.32,0.0,0.07,0.21,0.08,0.0,0.07,0.16
1930,0.06,0.2,0.0,0.54,1.1,0.24,0.07,0.09,0.52
1931,0.05,0.37,0.0,0.1,0.36,0.05,0.47,0.25,0.51
1932,0.0,0.04,0.0,0.03,0.57,0.05,0.0,0.15,0.0
1933,0.03,0.25,0.0,0.11,0.46,0.06,0.13,0.03,0.48
1934,0.0,1.36,0.0,1.71,1.18,2.16,0.1,0.25,0.1
1935,0.0,0.18,0.0,0.08,0.29,0.07,0.08,0.04,0.0
1936,0.0,1.82,0.0,2.08,0.98,0.32,0.09,0.23,0.0
1937,0.0,0.24,0.0,0.0,0.28,0.07,0.07,0.01,0.1
1938,0.0,0.11,0.0,0.02,0.16,0.03,0.0,0.08,0.1
1939,0.0,0.21,0.0,0.05,0.2,0.0,0.15,0.0,0.1
1940,0.0,0.29,0.0,0.06,0.14,0.07,0.07,0.05,0.0
1941,0.0,0.01,0.0,0.02,0.28,0.13,0.37,0.08,0.23
1942,0.0,0.1,0.0,0.09,0.27,0.16,0.0,0.09,0.05
1943,0.0,0.04,0.0,0.06,0.44,0.05,0.17,0.0,0.02
1944,0.0,0.01,0.0,0.02,0.69,0.11,0.0,0.01,0.0
1945,0.0,0.01,0.0,0.01,0.36,0.05,0.0,0.0,0.05
1946,0.0,0.03,0.0,0.07,0.13,0.06,0.0,0.0,0.0
1947,0.0,0.18,0.0,0.03,0.44,0.0,0.0,0.08,0.0
1948,0.03,0.01,0.0,0.01,0.23,0.95,0.22,0.0,0.0
1949,0.11,0.0,0.0,0.02,0.2,0.03,0.0,0.0,0.09
1950,0.0,0.0,0.0,0.0,0.08,0.04,0.07,0.0,0.0
1951,0.0,0.0,0.0,0.0,0.57,0.01,0.14,0.0,0.0
1952,0.14,0.01,0.0,0.07,0.59,0.3,0.0,0.04,0.18
1953,0.0,0.02,0.0,0.14,0.31,0.04,0.0,0.0,0.0
1954,0.0,0.02,0.0,0.36,0.85,0.07,0.03,0.0,0.05
1955,0.0,0.15,0.0,0.0,0.11,0.11,0.0,0.04,0.0
1956,0.0,0.0,0.0,0.04,0.15,0.01,0.07,0.0,0.0
1957,0.03,0.0,0.0,0.0,0.06,0.08,0.14,0.0,0.0
1958,0.0,0.0,0.0,0.0,0.09,0.05,0.22,0.0,0.0
1959,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.0,0.0
1960,0.0,0.0,0.0,0.0,0.11,0.02,0.07,0.0,0.27
1961,0.0,0.0,0.1,0.0,0.01,0.01,0.0,0.0,0.1
1962,0.0,0.0,0.0,0.01,0.08,0.0,0.0,0.0,0.0
1963,0.0,0.01,0.0,0.0,0.15,0.02,0.07,0.0,0.0
1964,0.0,0.2,0.0,0.02,0.28,0.03,0.07,0.02,0.0
1965,0.0,0.0,0.0,0.01,0.06,0.01,0.0,0.0,0.0
1966,0.0,0.08,0.0,0.06,0.09,0.03,0.0,0.0,0.0
1967,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0
1968,0.02,0.0,0.0,0.0,0.09,0.06,0.07,0.0,0.0
1969,0.0,0.02,0.0,0.01,0.72,0.06,0.07,0.0,0.0
1970,0.0,0.01,0.0,0.01,0.2,0.04,0.66,0.02,0.0
1971,0.0,0.0,0.0,0.0,0.04,0.0,0.15,0.0,0.1
1972,0.02,0.0,0.0,0.01,0.2,0.01,0.07,0.0,0.25
1973,0.07,0.02,0.0,0.01,0.07,0.0,0.04,0.0,0.0
1974,0.0,0.03,0.0,0.01,0.11,0.0,0.0,0.0,0.0
1975,0.02,0.0,0.0,0.01,0.07,0.07,0.22,0.0,0.42
1976,0.0,0.07,0.0,0.03,0.15,0.01,0.07,0.02,0.0
1977,0.0,0.04,0.0,0.08,0.39,0.16,0.08,0.0,0.0
1978,0.04,0.03,0.0,0.01,0.36,0.16,0.14,0.0,0.2
1979,0.0,0.0,0.0,0.02,0.22,0.05,0.0,0.0,0.0
1980,0.09,0.1,0.0,0.35,2.32,0.13,0.0,0.0,0.0
1981,0.06,0.01,0.0,0.0,1.17,0.16,0.44,0.0,0.05
1982,0.06,0.03,0.0,0.0,0.22,0.01,0.07,0.0,0.0
1983,0.02,0.02,0.0,0.08,0.24,0.15,0.0,0.04,0.0
1984,0.0,0.01,0.0,0.02,0.16,0.05,0.0,0.0,0.14
1985,0.05,0.02,0.0,0.0,0.09,0.06,0.35,0.0,0.0
1986,0.0,0.02,0.0,0.04,0.3,0.42,0.07,0.01,0.0
1987,0.14,0.01,0.0,0.02,0.1,0.06,0.07,0.0,0.0
1988,0.16,0.12,0.0,0.06,0.07,0.06,0.14,0.04,0.1
1989,0.06,0.02,0.0,0.01,0.08,0.05,0.31,0.0,0.0
1990,0.04,0.03,0.0,0.0,0.14,0.11,0.12,0.0,0.05
1991,0.0,0.0,0.0,0.01,0.05,0.08,0.0,0.0,0.0
1992,0.07,0.0,0.0,0.0,0.21,0.15,0.15,0.0,0.0
1993,0.14,0.0,0.0,0.01,0.21,0.17,0.15,0.01,0.0
1994,0.0,0.0,0.0,0.02,0.18,0.03,0.51,0.0,0.0
1995,0.06,0.02,0.0,0.07,0.46,0.16,0.27,0.13,0.11
1996,0.0,0.01,0.0,0.04,0.35,0.06,0.48,0.0,0.0
1997,0.0,0.01,0.0,0.02,0.29,0.2,0.07,0.01,0.0
1998,0.0,0.03,0.0,0.06,1.42,0.34,0.14,0.0,0.05
