Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1950,195.68,-999,-999,48.99,73.17,96.02,55.92,194.19,141.93,105.59,7.61,39.88,159.0,169.55,129.03,125.35,133.95,109.34,21.29,133.12,99.22,177.64,168.05,185.56,118.57,43.47,194.69,73.45,194.68,166.15,175.94,109.72,131.59,151.45,154.7,129.38,100.6,106.4,139.86,127.02,52.75,178.82,86.93,49.67,158.47,92.51,167.39,108.33,174.68,115.59,204.26
1951,199.14,-999,-999,49.97,70.4,103.26,63.0,202.19,128.35,94.07,9.05,42.58,155.1,182.32,127.1,125.13,136.83,99.06,30.75,123.8,98.55,168.7,159.12,182.61,115.57,45.16,199.7,78.95,195.02,169.54,169.63,106.42,144.82,161.89,147.79,127.25,97.56,115.14,139.0,109.33,51.87,186.12,79.41,58.09,163.43,94.11,156.72,128.41,165.65,117.82,208.92
1952,203.12,-999,-999,41.27,70.12,110.64,64.77,194.64,134.12,87.51,6.95,32.28,162.44,180.36,128.11,123.67,135.64,86.72,18.08,131.3,93.06,181.53,164.12,185.51,115.11,35.25,187.33,72.54,191.31,168.5,179.44,106.8,146.37,162.99,151.4,126.7,92.64,118.91,140.59,127.37,43.72,180.22,75.38,44.71,163.46,91.81,161.8,121.82,176.72,120.8,199.66
1953,190.38,-999,-999,39.96,61.76,112.46,60.54,194.78,109.63,74.13,4.72,31.63,145.3,162.22,115.42,116.35,121.2,89.29,20.16,113.22,85.84,153.92,148.43,174.08,104.83,31.41,181.98,66.64,185.26,157.09,165.32,102.31,140.05,161.34,134.58,116.28,78.46,91.93,128.4,107.95,43.05,171.78,75.86,40.81,161.68,83.32,142.16,92.07,160.17,118.45,196.85
1954,201.38,-999,-999,50.48,65.11,85.7,59.3,182.79,130.12,98.03,9.45,46.61,141.71,174.43,120.87,126.4,118.7,92.38,27.69,132.67,102.77,168.81,160.36,178.63,101.8,41.37,185.76,85.47,191.23,150.61,171.28,117.79,129.0,161.85,151.65,130.89,86.53,117.54,140.78,123.69,59.69,169.9,85.42,42.01,154.2,101.34,161.9,120.77,169.04,126.41,194.21
1955,213.35,-999,-999,54.64,78.58,109.37,70.87,195.27,132.14,102.9,10.16,47.78,147.64,187.21,120.87,121.72,133.05,100.2,31.28,135.66,107.26,170.62,155.5,172.0,112.94,52.96,192.47,85.43,180.62,157.89,177.42,113.45,143.23,172.75,150.84,124.59,99.58,122.68,139.03,125.15,55.59,165.18,87.34,55.09,170.11,103.43,160.43,139.42,160.53,126.96,199.56
1956,211.52,-999,-999,46.98,64.76,109.64,68.0,194.63,146.37,89.68,11.3,42.8,153.72,173.4,125.86,125.16,134.39,88.18,26.39,151.27,93.13,192.26,170.36,183.49,115.33,41.44,188.1,73.3,195.29,165.3,197.92,112.08,151.91,164.92,167.18,128.48,95.73,116.72,144.84,136.48,51.29,177.11,71.28,51.46,162.91,88.56,182.08,120.4,174.0,118.43,196.49
1957,190.61,-999,-999,34.92,53.64,81.37,58.25,191.09,131.57,89.77,7.16,30.99,148.66,168.54,118.15,120.94,121.09,90.71,14.43,135.11,94.73,168.43,162.25,175.59,105.81,32.84,186.38,63.45,185.55,153.15,173.61,112.53,122.73,156.26,156.0,129.38,78.04,109.63,147.44,124.42,38.12,167.37,66.52,37.66,151.41,83.97,159.95,115.67,170.48,115.81,192.94
1958,197.36,-999,-999,62.5,78.2,83.99,49.93,193.87,133.75,105.54,17.06,57.97,148.89,161.44,124.03,130.9,130.1,109.15,34.45,135.83,108.07,179.17,164.16,172.86,115.85,57.46,178.55,87.03,184.1,157.82,179.07,112.08,140.61,158.77,159.82,130.24,100.98,91.78,144.1,119.44,68.97,166.9,92.42,54.96,158.44,102.75,169.87,96.28,167.15,129.07,192.66
1959,200.49,-999,-999,48.55,71.52,96.51,55.55,198.9,142.36,98.28,9.91,40.23,152.75,176.09,122.63,128.14,131.06,101.04,32.63,138.88,101.56,177.07,165.26,185.19,111.93,50.3,194.04,75.34,201.56,165.16,177.18,117.37,145.61,166.66,160.58,129.72,99.73,114.23,146.75,125.18,48.03,181.14,83.53,57.78,166.16,96.34,164.97,118.64,169.56,124.64,204.83
