Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1900,-999.0,-999,-999,0.0,0.06,-999.0,-999.0,6.41,-999.0,-999.0,-999,0.0,20.37,2.94,8.2,5.66,2.92,2.92,0.0,-999.0,-999.0,29.57,14.91,45.51,4.8,0.0,16.83,0.62,64.52,13.28,-999.0,1.22,-999.0,-999.0,15.29,7.0,-999.0,0.01,6.04,-999.0,0.0,28.54,0.19,0.0,1.52,2.01,-999.0,2.02,28.49,2.52,-999.0
1901,-999.0,-999,-999,0.0,0.25,-999.0,-999.0,13.74,-999.0,-999.0,-999,0.0,18.96,1.11,12.53,10.22,7.3,4.74,0.0,-999.0,-999.0,25.12,15.59,46.0,8.26,0.0,16.46,0.48,55.79,16.85,-999.0,0.8,0.0,-999.0,18.2,8.31,-999.0,0.65,9.86,-999.0,0.0,28.24,2.05,0.99,6.67,1.1,-999.0,0.42,28.94,2.41,-999.0
1902,-999.0,-999,-999,0.0,0.05,-999.0,-999.0,16.52,-999.0,-999.0,-999,0.0,23.49,8.3,12.51,6.8,7.57,0.03,0.0,-999.0,-999.0,25.56,8.56,43.6,7.74,0.0,18.48,0.08,50.4,17.77,-999.0,0.39,0.1,-999.0,14.26,5.62,-999.0,2.02,5.76,-999.0,0.0,29.9,0.01,0.0,6.8,0.19,-999.0,3.66,23.65,1.69,-999.0
1903,-999.0,-999,-999,0.0,0.66,-999.0,-999.0,18.93,-999.0,-999.0,-999,0.0,18.72,8.1,11.38,10.32,4.2,2.69,0.0,-999.0,-999.0,29.88,11.37,53.5,5.53,0.0,18.52,0.18,60.92,11.87,-999.0,3.04,0.05,-999.0,15.14,8.52,1.0,0.79,6.25,-999.0,0.0,32.36,0.56,0.08,16.39,1.47,-999.0,1.32,27.51,3.81,-999.0
1904,-999.0,-999,-999,0.0,0.07,-999.0,-999.0,10.33,-999.0,-999.0,-999,0.0,29.67,4.09,14.37,13.19,4.11,0.23,0.0,-999.0,-999.0,46.84,30.05,51.44,5.69,0.0,27.21,0.11,64.87,15.98,-999.0,6.69,0.05,-999.0,31.74,13.32,1.0,0.46,16.43,-999.0,0.0,37.19,0.01,0.0,5.67,3.09,-999.0,0.2,37.79,3.0,-999.0
1905,-999.0,-999,-999,0.87,1.09,-999.0,-999.0,11.63,-999.0,-999.0,-999,0.1,29.82,6.73,16.62,11.07,15.09,4.73,1.0,-999.0,-999.0,41.24,19.73,47.11,14.18,0.66,23.07,0.27,56.99,23.61,-999.0,4.24,2.82,-999.0,25.51,12.57,10.0,2.06,12.51,-999.0,0.03,33.34,1.75,0.34,8.08,2.71,-999.0,2.96,36.68,8.97,-999.0
1906,-999.0,-999,-999,0.0,0.04,-999.0,-999.0,10.4,-999.0,-999.0,-999,0.0,12.97,5.45,3.13,4.09,1.67,1.72,0.0,-999.0,-999.0,34.16,9.7,44.85,2.77,0.0,22.46,0.0,68.9,11.58,-999.0,1.13,1.38,-999.0,18.4,7.06,-999.0,2.28,7.68,-999.0,0.0,27.75,0.05,0.0,5.77,0.28,-999.0,1.17,25.53,3.82,-999.0
1907,-999.0,-999,-999,0.0,0.02,-999.0,-999.0,7.97,-999.0,-999.0,-999,0.0,12.88,5.48,3.28,1.35,2.91,1.13,0.0,-999.0,-999.0,34.11,12.57,41.75,1.87,0.0,27.89,0.01,57.89,11.43,-999.0,4.01,3.2,-999.0,21.11,5.51,-999.0,3.1,7.43,-999.0,0.0,30.83,0.06,0.0,1.68,0.96,-999.0,6.17,21.7,4.55,-999.0
1908,-999.0,-999,-999,0.0,0.02,-999.0,-999.0,15.79,-999.0,-999.0,-999,0.0,8.08,4.53,1.96,1.04,1.26,0.0,0.0,-999.0,-999.0,31.68,9.94,31.29,0.82,0.0,16.53,0.02,42.61,5.07,-999.0,1.45,5.15,-999.0,18.37,1.31,0.0,1.17,6.02,-999.0,0.0,17.7,0.0,0.0,9.08,1.33,-999.0,1.15,15.57,2.09,-999.0
1909,-999.0,-999,-999,0.0,0.09,-999.0,-999.0,22.99,-999.0,-999.0,-999,0.0,24.39,8.4,12.17,5.35,10.35,1.78,0.0,-999.0,-999.0,28.06,7.37,45.36,8.52,0.0,33.73,0.03,54.01,26.14,-999.0,0.7,9.39,-999.0,11.01,3.45,2.0,3.97,1.82,-999.0,0.0,39.32,0.14,0.36,12.01,0.67,-999.0,6.19,28.96,1.07,-999.0
1910,-999.0,-999,-999,0.0,0.75,-999.0,-999.0,16.33,-999.0,1.0,-999,0.0,19.03,9.14,6.96,4.38,3.68,2.12,0.0,-999.0,-999.0,31.43,10.16,39.92,3.05,0.0,20.58,0.07,53.79,12.0,-999.0,2.21,7.3,-999.0,19.3,5.85,0.0,2.69,8.13,-999.0,0.0,32.18,1.07,0.13,7.73,1.06,-999.0,2.22,27.64,3.03,-999.0
1911,-999.0,-999,-999,0.0,0.14,-999.0,-999.0,23.71,-999.0,0.0,-999,0.0,13.56,7.08,3.14,0.94,6.04,0.41,0.0,-999.0,-999.0,34.19,4.2,47.2,2.81,0.35,29.52,0.01,70.04,13.38,-999.0,0.38,9.46,-999.0,14.71,0.92,2.61,1.7,1.06,-999.0,0.0,32.67,0.55,0.2,8.82,0.16,-999.0,1.18,19.56,0.28,-999.0
1912,-999.0,-999,-999,0.0,1.77,-999.0,-999.0,22.1,-999.0,3.0,-999,0.0,34.43,7.11,19.03,16.23,12.19,7.18,0.0,-999.0,-999.0,35.4,32.09,59.11,12.66,0.48,26.16,0.26,64.27,23.8,-999.0,4.41,6.3,-999.0,24.98,17.41,4.23,1.38,15.44,-999.0,0.0,38.23,1.72,0.66,8.5,5.37,-999.0,3.74,45.38,12.84,-999.0
1913,-999.0,-999,-999,0.0,0.02,-999.0,-999.0,27.2,-999.0,0.0,-999,0.0,19.24,10.51,5.54,4.26,7.79,0.0,0.0,-999.0,-999.0,19.37,6.52,48.27,3.08,0.0,34.45,0.01,62.17,21.25,-999.0,0.3,10.64,-999.0,8.74,2.77,1.39,2.43,1.68,-999.0,0.0,40.0,0.01,0.13,9.28,0.25,-999.0,3.92,28.65,0.42,-999.0
1914,-999.0,-999,-999,0.0,0.48,-999.0,-999.0,25.36,-999.0,0.0,-999,0.0,23.6,7.06,10.81,9.64,7.74,2.41,0.0,-999.0,-999.0,40.63,17.34,51.89,5.39,0.0,24.96,0.02,66.42,17.8,-999.0,5.55,5.52,-999.0,26.24,10.23,0.0,2.67,16.48,-999.0,0.0,37.68,1.0,0.15,8.06,3.62,-999.0,3.27,36.1,9.8,-999.0
1915,-999.0,-999,-999,0.0,0.02,-999.0,-999.0,22.35,-999.0,0.0,-999,0.0,12.49,4.54,6.55,4.55,3.2,0.0,0.0,-999.0,-999.0,15.39,6.54,29.37,3.11,0.0,14.26,0.01,39.32,10.32,-999.0,0.15,6.7,-999.0,9.67,4.33,0.0,1.81,2.34,-999.0,0.0,22.87,0.0,0.0,10.96,0.24,-999.0,1.63,16.85,0.55,-999.0
1916,-999.0,-999,-999,0.0,0.5,-999.0,-999.0,26.12,-999.0,-999.0,-999,0.0,34.38,12.75,10.91,7.38,12.69,2.32,0.0,-999.0,-999.0,32.99,14.52,66.32,6.65,0.0,47.21,0.01,80.47,32.82,-999.0,2.05,6.51,-999.0,20.88,7.09,1.39,6.61,7.42,-999.0,0.0,57.46,0.41,0.0,8.68,2.4,-999.0,9.09,44.18,7.52,-999.0
1917,-999.0,-999,-999,0.0,0.85,-999.0,-999.0,24.86,-999.0,-999.0,-999,0.0,36.44,11.41,19.26,18.0,11.01,9.61,0.0,-999.0,-999.0,49.83,24.29,65.36,12.19,0.0,37.68,1.59,73.6,22.78,-999.0,5.31,7.3,-999.0,27.36,19.02,2.46,3.11,16.22,-999.0,0.0,50.6,2.49,0.0,16.65,7.51,-999.0,2.02,49.96,9.79,-999.0
1918,-999.0,-999,-999,0.65,3.85,-999.0,-999.0,28.09,-999.0,-999.0,-999,0.0,26.44,5.58,18.09,16.47,14.25,7.33,1.0,-999.0,-999.0,43.38,20.29,40.8,12.5,1.06,25.69,0.73,45.28,24.7,-999.0,8.85,11.78,-999.0,25.59,14.73,3.84,1.0,14.01,-999.0,0.08,32.69,3.34,0.78,5.98,4.02,-999.0,0.64,31.45,7.92,-999.0
1919,-999.0,-999,-999,0.11,0.16,-999.0,-999.0,31.94,-999.0,-999.0,-999,0.0,22.32,12.96,6.06,2.5,9.17,0.0,0.0,-999.0,-999.0,21.92,7.17,47.92,4.86,0.25,33.83,0.22,63.99,20.56,-999.0,1.43,3.42,-999.0,13.25,1.71,0.61,4.16,7.2,-999.0,0.0,36.46,0.46,0.07,10.39,1.6,-999.0,6.77,30.78,2.21,-999.0
