Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1900,-999.0,-999.0,-999.0,1.66,0.56,-999.0,-999.0,0.11,-999.0,-999.0,0.78,1.05,0.43,0.42,0.23,0.07,0.28,0.65,2.27,-999.0,-999.0,1.85,0.1,0.37,0.28,2.73,0.0,0.13,0.12,0.56,-999.0,0.03,0.0,-999.0,0.06,0.02,0.67,0.0,0.0,-999.0,0.45,0.19,0.5,1.65,0.0,0.15,-999.0,0.1,0.43,0.0,-999.0
1901,-999.0,-999.0,-999.0,0.85,0.32,-999.0,-999.0,0.07,-999.0,-999.0,1.78,2.03,0.13,0.0,0.14,0.33,0.04,0.01,1.15,-999.0,-999.0,0.42,0.08,0.47,0.05,1.65,0.0,1.49,0.0,0.24,-999.0,0.68,0.0,-999.0,0.37,0.05,0.15,0.1,0.34,-999.0,1.55,0.09,0.58,0.63,0.0,0.89,-999.0,0.72,0.17,0.31,-999.0
1902,-999.0,-999.0,-999.0,0.94,1.82,-999.0,-999.0,0.2,-999.0,-999.0,1.46,0.82,1.01,0.0,0.62,0.41,0.49,0.12,0.9,-999.0,-999.0,0.0,0.17,0.18,0.62,1.63,0.0,0.31,0.0,0.39,-999.0,0.17,0.93,-999.0,0.32,0.0,1.18,0.02,0.0,-999.0,0.31,0.08,0.89,1.62,0.0,0.34,-999.0,0.56,0.18,0.0,-999.0
1903,-999.0,-999.0,-999.0,1.12,0.52,-999.0,-999.0,0.0,-999.0,-999.0,1.98,1.24,0.45,0.0,0.19,0.54,0.54,0.23,0.78,-999.0,-999.0,0.92,0.03,0.46,0.49,0.66,0.0,0.54,0.0,0.44,-999.0,1.72,0.93,-999.0,0.44,0.03,0.92,0.27,0.32,-999.0,0.91,0.18,0.4,0.74,0.0,0.26,-999.0,0.3,0.31,0.15,-999.0
1904,-999.0,-999.0,-999.0,0.09,1.19,-999.0,-999.0,0.26,-999.0,-999.0,0.53,0.32,0.17,0.0,0.64,0.37,0.33,0.12,0.86,-999.0,-999.0,0.3,0.06,0.08,0.88,0.51,0.0,0.43,0.14,0.16,-999.0,0.66,0.0,-999.0,0.28,0.04,0.63,0.47,0.16,-999.0,0.24,0.12,0.14,0.9,0.0,0.05,-999.0,0.1,0.1,0.25,-999.0
1905,-999.0,-999.0,-999.0,0.95,1.36,-999.0,-999.0,0.0,-999.0,-999.0,0.71,0.8,0.33,0.0,0.36,0.66,0.5,0.12,2.84,-999.0,-999.0,0.0,0.71,0.23,1.28,1.05,0.0,0.53,0.0,0.55,-999.0,0.37,0.19,-999.0,0.08,0.28,0.14,0.0,0.0,-999.0,0.49,0.26,0.34,1.14,0.0,0.43,-999.0,0.29,0.14,0.13,-999.0
1906,-999.0,-999.0,-999.0,1.79,1.72,-999.0,-999.0,0.0,-999.0,-999.0,0.6,1.6,0.41,0.0,0.26,0.35,0.33,0.33,1.5,-999.0,-999.0,0.21,0.0,0.11,0.68,1.47,0.11,0.75,0.08,0.17,-999.0,0.19,0.0,-999.0,0.1,0.03,0.36,0.0,0.0,-999.0,0.77,0.09,1.01,0.81,0.48,0.03,-999.0,0.44,0.11,0.29,-999.0
1907,-999.0,-999.0,-999.0,0.47,1.38,-999.0,-999.0,0.11,-999.0,-999.0,0.67,0.52,0.33,0.0,0.17,0.34,0.14,0.12,2.96,-999.0,-999.0,0.0,0.02,0.04,0.27,0.94,0.0,0.23,0.0,0.16,-999.0,0.42,0.19,-999.0,0.0,0.18,0.52,0.44,0.0,-999.0,0.59,0.1,0.39,1.11,0.0,0.57,-999.0,0.1,0.54,0.13,-999.0
1908,-999.0,-999.0,-999.0,1.24,0.72,-999.0,-999.0,0.2,-999.0,-999.0,0.59,1.7,0.32,0.0,0.16,0.34,0.56,0.1,1.4,-999.0,-999.0,0.0,0.0,0.28,0.31,1.19,0.0,0.77,0.07,0.3,-999.0,0.64,0.0,-999.0,0.13,0.1,2.38,0.09,0.0,-999.0,1.13,0.27,0.1,1.16,0.0,0.51,-999.0,0.19,0.18,0.0,-999.0
1909,-999.0,-999.0,-999.0,1.46,0.66,-999.0,-999.0,0.05,-999.0,-999.0,1.78,0.64,0.4,0.0,0.15,0.12,0.49,0.69,1.64,-999.0,-999.0,0.0,0.03,0.43,0.86,1.83,0.06,0.23,0.0,0.29,-999.0,0.42,0.16,-999.0,0.08,0.23,0.81,0.06,0.0,-999.0,0.96,0.16,0.25,0.49,0.0,0.1,-999.0,0.61,0.17,0.0,-999.0
1910,-999.0,-999.0,-999.0,0.46,0.69,-999.0,-999.0,0.24,-999.0,1.0,1.01,0.45,0.1,0.0,0.4,0.78,0.18,0.38,1.02,-999.0,-999.0,0.0,0.13,0.08,0.68,0.7,0.0,0.41,0.0,0.19,-999.0,0.32,0.0,-999.0,0.09,0.33,0.26,0.26,0.07,-999.0,0.68,0.01,0.64,0.57,0.0,0.18,-999.0,0.23,0.1,0.31,-999.0
1911,-999.0,-999.0,-999.0,0.86,1.21,-999.0,-999.0,0.0,-999.0,1.0,0.34,0.79,0.26,0.0,0.41,0.27,0.25,0.21,2.02,-999.0,-999.0,0.3,0.07,0.07,0.97,2.03,0.2,0.36,0.0,0.45,-999.0,0.58,0.21,-999.0,0.14,0.34,0.38,0.48,0.16,-999.0,0.07,0.07,0.72,0.58,0.0,0.0,-999.0,0.31,0.12,0.13,-999.0
1912,-999.0,-999.0,-999.0,1.46,0.79,-999.0,-999.0,0.0,-999.0,1.0,1.08,1.29,0.17,0.0,0.23,0.09,0.14,0.22,2.0,-999.0,-999.0,0.0,0.12,0.14,0.4,1.41,0.04,0.54,0.0,0.05,-999.0,0.23,0.0,-999.0,0.0,0.33,0.44,0.0,0.08,-999.0,1.21,0.1,0.52,0.69,-999.0,0.72,-999.0,0.1,0.25,0.13,-999.0
1913,-999.0,-999.0,-999.0,1.08,1.29,-999.0,-999.0,0.05,-999.0,0.0,0.27,0.45,0.09,0.23,0.22,0.49,0.14,0.88,1.45,-999.0,-999.0,0.51,0.04,0.23,0.41,1.43,0.16,0.91,0.0,0.05,-999.0,0.14,0.0,-999.0,0.15,0.62,0.7,0.0,0.0,-999.0,0.09,0.07,1.22,1.37,0.0,0.27,-999.0,0.05,0.12,0.53,-999.0
1914,-999.0,-999.0,-999.0,0.43,0.88,-999.0,-999.0,0.15,-999.0,0.0,0.77,0.52,0.58,0.0,0.2,0.02,0.37,0.49,1.29,-999.0,-999.0,0.8,0.25,0.14,0.73,0.64,0.0,0.25,0.26,0.14,-999.0,0.17,0.0,-999.0,0.13,0.05,0.2,0.03,0.0,-999.0,0.26,0.17,0.24,1.54,0.0,0.02,-999.0,0.25,0.38,0.26,-999.0
1915,-999.0,-999.0,-999.0,1.42,1.1,-999.0,-999.0,0.05,-999.0,0.0,1.38,1.27,0.48,0.0,0.56,0.28,0.49,0.51,2.29,-999.0,-999.0,0.3,0.08,0.09,1.06,1.9,0.0,0.63,0.06,0.37,-999.0,0.34,0.17,-999.0,0.33,0.18,0.73,0.07,0.0,-999.0,0.38,0.22,0.99,0.99,0.0,0.81,-999.0,0.1,0.4,0.45,-999.0
1916,-999.0,-999.0,-999.0,1.52,0.62,-999.0,-999.0,0.0,-999.0,-999.0,1.11,1.06,0.25,0.0,0.26,0.17,0.35,0.21,2.23,-999.0,-999.0,1.31,0.02,0.17,0.39,1.48,0.2,0.94,0.0,0.02,-999.0,0.0,0.25,-999.0,0.16,0.13,0.68,0.05,0.13,-999.0,0.78,0.0,0.44,0.56,0.0,0.2,-999.0,0.13,0.04,0.0,-999.0
1917,-999.0,-999.0,-999.0,1.0,0.43,-999.0,-999.0,0.11,-999.0,-999.0,0.97,0.66,0.13,0.0,0.4,0.14,0.13,0.36,0.38,-999.0,-999.0,0.0,0.0,0.03,0.05,0.44,0.0,0.54,0.0,0.28,-999.0,0.19,0.16,-999.0,0.0,0.0,0.22,0.11,0.0,-999.0,0.14,0.03,0.49,0.18,0.0,0.19,-999.0,0.24,0.26,0.24,-999.0
1918,-999.0,-999.0,-999.0,1.21,1.19,-999.0,-999.0,0.06,-999.0,-999.0,0.98,0.48,0.25,0.0,0.31,0.31,0.32,0.19,0.86,-999.0,-999.0,0.0,0.12,0.07,0.59,1.43,0.0,0.79,0.07,0.11,-999.0,0.18,0.0,-999.0,0.0,0.0,0.38,0.0,0.0,-999.0,0.14,0.0,0.33,0.63,0.0,0.01,-999.0,0.18,0.18,0.66,-999.0
1919,-999.0,-999.0,-999.0,1.61,1.7,-999.0,-999.0,0.05,-999.0,-999.0,0.44,0.64,0.34,0.0,0.33,0.29,0.3,1.3,1.3,-999.0,-999.0,0.0,0.0,0.13,0.57,1.81,0.0,0.3,0.0,0.33,-999.0,0.65,0.24,-999.0,0.0,0.11,0.4,0.13,0.27,-999.0,0.82,0.13,0.76,1.06,0.0,0.01,-999.0,0.52,0.19,0.0,-999.0
1920,-999.0,-999.0,-999.0,1.35,0.95,-999.0,-999.0,0.0,-999.0,0.0,1.42,1.14,0.16,0.0,0.23,0.07,0.47,0.74,2.07,-999.0,-999.0,1.1,0.0,0.03,0.59,1.51,0.0,0.43,0.07,0.25,-999.0,1.1,0.1,-999.0,0.16,0.16,0.8,0.05,0.0,-999.0,0.8,0.08,1.27,0.77,0.0,0.32,-999.0,0.18,0.02,0.52,-999.0
1921,-999.0,-999.0,-999.0,0.86,1.43,-999.0,-999.0,0.4,-999.0,0.0,1.31,0.51,0.41,0.0,0.24,0.23,0.17,0.45,1.37,-999.0,-999.0,0.0,0.13,0.0,0.37,1.47,0.0,0.38,0.07,0.18,-999.0,0.14,0.0,-999.0,0.03,0.08,0.1,0.54,0.22,-999.0,0.59,0.18,0.54,0.62,0.0,0.01,-999.0,0.48,0.14,0.24,-999.0
1922,-999.0,-999.0,-999.0,0.87,0.57,-999.0,-999.0,0.01,-999.0,0.0,0.98,0.8,0.32,0.0,0.3,0.25,0.22,0.9,1.31,-999.0,-999.0,0.61,0.02,0.06,0.68,1.5,0.1,0.51,0.15,0.08,-999.0,0.25,0.0,-999.0,0.09,0.35,0.63,0.0,0.07,-999.0,0.88,0.25,0.5,0.94,0.0,0.13,-999.0,0.11,0.37,0.0,-999.0
