Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1900,-999.0,-999.0,-999.0,71.3,112.98,-999.0,-999.0,64.32,-999.0,-999.0,147.08,101.01,52.95,34.65,64.96,60.62,90.4,82.46,123.95,-999.0,-999.0,19.16,28.86,22.46,76.11,106.33,32.47,87.72,-999,72.22,-999.0,44.88,-999.0,-999.0,22.71,54.99,-999.0,25.3,38.53,-999.0,96.85,54.79,73.32,127.47,74.43,62.12,-999.0,19.17,30.45,86.41,-999.0
1901,-999.0,-999.0,-999.0,83.76,116.15,-999.0,-999.0,59.13,-999.0,-999.0,125.03,82.84,69.25,38.37,80.15,69.37,98.96,70.46,125.49,-999.0,-999.0,17.67,30.05,28.15,96.47,104.6,32.58,62.84,-999,73.41,-999.0,29.98,128.0,-999.0,17.01,44.78,-999.0,36.07,21.76,-999.0,74.19,51.41,67.69,127.33,79.39,33.12,-999.0,19.13,42.37,47.92,-999.0
1902,-999.0,-999.0,-999.0,103.22,103.46,-999.0,-999.0,51.05,-999.0,-999.0,144.32,111.09,20.66,35.19,40.07,42.6,72.8,73.36,130.06,-999.0,-999.0,6.17,10.22,10.44,55.93,115.03,11.38,71.82,-999,39.73,-999.0,19.32,179.97,-999.0,4.04,34.78,-999.0,38.85,9.0,-999.0,91.08,25.77,81.13,135.65,72.11,39.27,-999.0,16.18,10.83,25.21,-999.0
1903,-999.0,-999.0,-999.0,86.64,82.72,-999.0,-999.0,43.87,-999.0,-999.0,114.11,90.68,19.4,23.03,37.41,43.52,66.65,62.01,112.78,-999.0,-999.0,5.67,10.51,4.98,45.56,103.96,11.9,58.02,-999,36.6,-999.0,22.81,137.36,-999.0,5.77,38.31,80.0,24.67,12.39,-999.0,83.43,22.86,72.9,104.2,68.88,25.34,-999.0,15.5,9.36,26.27,-999.0
1904,-999.0,-999.0,-999.0,108.45,99.59,-999.0,-999.0,32.43,-999.0,-999.0,139.94,107.27,17.72,40.41,27.39,31.54,63.58,61.7,126.96,-999.0,-999.0,5.75,7.63,5.31,40.5,120.87,19.32,62.92,-999,36.17,-999.0,19.01,132.04,-999.0,5.75,26.32,98.0,41.43,9.55,-999.0,87.35,27.59,69.16,133.17,73.72,28.57,-999.0,31.51,7.08,18.0,-999.0
1905,-999.0,-999.0,-999.0,95.53,95.81,-999.0,-999.0,46.71,-999.0,-999.0,151.64,108.79,30.65,37.77,46.78,35.65,83.27,56.95,135.8,-999.0,-999.0,9.51,11.72,11.35,51.87,109.76,22.54,64.86,-999,45.44,-999.0,23.22,85.92,-999.0,8.89,28.18,106.0,31.83,12.12,-999.0,90.4,29.4,71.99,129.95,77.4,32.05,-999.0,20.11,12.71,27.74,-999.0
1906,-999.0,-999.0,-999.0,91.53,105.23,-999.0,-999.0,39.7,-999.0,-999.0,131.32,102.09,38.32,39.49,64.43,57.01,70.7,61.4,130.92,-999.0,-999.0,7.0,21.53,16.63,59.21,113.13,29.29,71.27,-999,49.27,-999.0,30.68,87.38,-999.0,11.88,45.08,-999.0,44.93,18.82,-999.0,85.35,29.74,76.56,119.56,64.8,43.81,-999.0,34.01,19.29,49.02,-999.0
1907,-999.0,-999.0,-999.0,95.68,104.14,-999.0,-999.0,49.56,-999.0,-999.0,162.35,107.1,27.39,28.81,36.6,33.5,87.59,54.93,126.5,-999.0,-999.0,10.26,9.03,7.12,60.26,107.8,12.84,64.33,-999,59.61,-999.0,22.14,72.11,-999.0,11.06,26.43,-999.0,24.82,6.24,-999.0,88.73,24.72,74.29,131.59,49.29,32.4,-999.0,17.23,7.92,25.32,-999.0
1908,-999.0,-999.0,-999.0,104.06,102.04,-999.0,-999.0,48.86,-999.0,-999.0,141.87,106.91,37.08,41.32,62.72,71.47,77.93,71.55,130.78,-999.0,-999.0,16.72,26.34,18.91,68.58,110.71,30.5,63.93,-999,52.84,-999.0,36.72,92.46,-999.0,18.64,54.71,95.0,41.71,21.38,-999.0,84.61,41.73,80.0,129.11,58.71,39.18,-999.0,36.88,25.45,63.67,-999.0
1909,-999.0,-999.0,-999.0,93.24,110.26,-999.0,-999.0,49.43,-999.0,-999.0,143.15,95.25,39.21,43.04,51.82,39.81,88.1,54.55,128.08,-999.0,-999.0,13.5,16.88,16.61,73.05,110.5,26.2,61.57,-999,62.95,-999.0,30.49,95.69,-999.0,10.22,25.89,120.0,23.13,13.15,-999.0,80.03,42.35,70.68,140.64,56.63,30.33,-999.0,23.01,22.96,36.21,-999.0
