Year,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1910,-999.0,10.35,15.11,-999.0,-999.0,75.52,-999.0,34.0,0.0,5.71,83.78,53.29,59.08,54.29,50.18,41.07,2.82,-999.0,-999.0,88.41,74.84,109.57,45.37,5.1,76.44,20.8,122.56,74.34,-999.0,44.55,43.55,-999.0,73.63,54.24,30.6,15.32,60.08,-999.0,6.32,89.34,22.16,8.6,56.99,49.6,-999.0,23.98,99.03,58.72,-999.0
1911,-999.0,5.63,11.23,-999.0,-999.0,91.91,-999.0,12.0,0.0,3.24,75.13,74.39,39.28,31.89,51.31,17.6,4.16,-999.0,-999.0,106.89,70.46,119.12,34.53,5.18,93.31,8.67,143.07,80.29,-999.0,30.99,57.92,-999.0,78.44,39.4,24.07,23.37,48.33,-999.0,0.77,108.39,10.81,8.63,65.64,29.52,-999.0,36.87,87.09,33.83,-999.0
1912,-999.0,13.84,20.85,-999.0,-999.0,95.87,-999.0,37.0,0.0,5.93,92.5,59.04,68.43,62.43,66.32,44.37,5.43,-999.0,-999.0,108.17,90.9,118.58,58.53,9.77,86.04,22.22,124.64,86.53,-999.0,52.87,74.6,-999.0,85.56,65.82,28.92,13.54,69.45,-999.0,7.97,107.52,26.71,12.88,64.56,51.96,-999.0,22.45,101.21,62.05,-999.0
1913,-999.0,2.4,6.19,-999.0,-999.0,101.69,-999.0,9.0,0.0,0.83,79.38,69.94,46.93,38.84,60.28,20.59,0.31,-999.0,-999.0,82.69,62.36,112.49,39.77,1.13,101.43,6.06,127.96,86.22,-999.0,27.16,62.58,-999.0,58.95,43.1,33.99,19.5,43.21,-999.0,0.9,106.1,9.05,9.14,77.6,21.98,-999.0,30.34,89.38,39.76,-999.0
1914,-999.0,8.26,14.2,-999.0,-999.0,93.72,-999.0,32.0,0.0,5.71,83.3,46.58,57.43,57.72,55.47,38.99,1.88,-999.0,-999.0,118.48,85.4,112.95,47.33,5.36,83.05,19.78,126.19,78.85,-999.0,50.41,49.14,-999.0,89.02,60.29,27.15,22.12,73.74,-999.0,5.49,101.24,21.97,8.09,67.94,39.7,-999.0,21.49,95.67,57.81,-999.0
1915,-999.0,1.43,4.65,-999.0,-999.0,94.21,-999.0,11.0,0.0,0.74,69.58,43.19,40.69,38.31,47.71,20.1,0.47,-999.0,-999.0,87.59,68.72,105.17,26.58,1.24,82.17,8.54,128.7,80.26,-999.0,26.24,58.34,-999.0,80.29,47.85,17.84,19.07,60.67,-999.0,0.69,106.35,7.26,5.07,69.18,29.12,-999.0,19.39,86.73,48.97,-999.0
1916,-999.0,9.46,16.71,-999.0,-999.0,98.41,-999.0,-999.0,0.0,3.83,86.08,72.05,61.05,57.02,63.42,39.85,3.91,-999.0,-999.0,107.46,82.56,120.85,46.68,7.35,90.82,15.76,135.18,81.96,-999.0,48.96,56.87,-999.0,85.6,62.42,32.92,41.79,71.68,-999.0,3.77,110.53,23.72,10.72,64.24,42.24,-999.0,48.44,103.24,54.2,-999.0
1917,-999.0,15.26,23.57,-999.0,-999.0,102.33,-999.0,-999.0,1.15,13.3,93.29,62.61,60.27,51.52,65.4,42.33,6.42,-999.0,-999.0,106.24,87.91,116.46,50.9,14.45,93.07,25.91,132.68,85.35,-999.0,48.65,67.31,-999.0,94.06,60.82,33.0,27.31,70.94,-999.0,14.91,115.24,31.2,15.08,76.91,43.24,-999.0,27.4,103.15,59.76,-999.0
1918,-999.0,9.86,23.49,-999.0,-999.0,92.68,-999.0,-999.0,0.38,8.26,69.45,48.79,48.0,44.9,53.93,33.48,4.81,-999.0,-999.0,100.53,68.63,98.29,45.54,9.96,76.88,16.96,111.63,66.83,-999.0,43.51,63.49,-999.0,81.98,48.54,39.69,18.83,55.93,-999.0,6.72,85.13,25.24,14.24,70.2,34.63,-999.0,19.0,83.2,38.6,-999.0
1919,-999.0,5.88,12.03,-999.0,-999.0,101.4,-999.0,-999.0,0.11,4.03,66.87,60.58,47.17,36.92,51.95,23.49,2.96,-999.0,-999.0,97.55,68.32,108.5,37.5,5.79,97.39,13.68,141.41,70.61,-999.0,28.58,50.14,-999.0,75.21,45.63,21.46,25.63,53.61,-999.0,5.07,95.44,11.68,7.15,70.26,32.12,-999.0,31.0,86.94,46.6,-999.0
1920,-999.0,9.53,10.09,-999.0,-999.0,99.19,-999.0,29.0,0.0,6.4,72.61,50.66,52.6,47.23,47.4,26.44,1.26,-999.0,-999.0,100.52,79.48,111.37,44.43,5.07,87.9,18.43,133.18,72.66,-999.0,44.47,45.26,-999.0,83.3,55.88,22.07,15.79,66.69,-999.0,8.89,101.33,19.45,6.22,51.69,36.61,-999.0,20.39,97.35,44.71,-999.0
1921,-999.0,0.01,2.3,-999.0,-999.0,80.28,-999.0,16.0,0.0,0.14,53.29,44.69,22.6,17.06,33.38,6.28,0.16,-999.0,-999.0,94.54,47.52,101.19,17.95,0.01,81.0,3.47,120.77,60.18,-999.0,27.48,45.95,-999.0,65.09,24.78,9.0,17.54,38.49,-999.0,0.16,91.25,1.14,2.72,45.13,20.2,-999.0,23.02,78.54,19.67,-999.0
1922,-999.0,1.98,3.73,-999.0,-999.0,97.93,-999.0,23.0,0.0,1.34,69.42,79.93,48.72,36.97,57.38,18.86,0.47,-999.0,-999.0,98.18,72.08,98.59,43.37,0.44,100.41,8.73,114.28,77.69,-999.0,32.74,84.81,-999.0,78.18,42.86,19.24,33.47,54.36,-999.0,2.2,99.43,7.92,7.67,74.17,26.22,-999.0,47.31,85.34,36.24,-999.0
1923,-999.0,3.72,4.25,-999.0,-999.0,100.4,-999.0,22.0,0.11,2.84,72.13,58.53,35.28,28.98,46.03,18.25,0.63,-999.0,-999.0,105.9,72.14,114.64,24.32,2.94,83.35,7.77,132.17,77.7,-999.0,39.05,61.74,-999.0,82.46,38.54,12.0,20.92,50.3,-999.0,3.11,105.06,11.59,4.14,71.37,24.29,-999.0,23.28,95.52,33.06,-999.0
1924,-999.0,10.5,18.69,-999.0,-999.0,108.89,-999.0,24.0,0.21,6.43,82.86,59.69,57.34,50.61,65.28,33.34,4.5,-999.0,-999.0,102.97,85.43,112.32,51.67,9.36,80.71,20.96,124.11,86.59,-999.0,43.02,73.95,-999.0,80.19,57.2,32.0,24.3,62.22,-999.0,6.86,103.03,27.73,14.59,88.03,37.4,-999.0,30.06,102.99,50.09,-999.0
1925,-999.0,6.61,10.32,-999.0,-999.0,88.1,-999.0,17.0,0.11,4.1,85.19,32.13,59.07,45.07,52.59,23.12,1.33,-999.0,-999.0,89.7,73.95,114.83,41.62,4.65,69.87,12.56,117.91,74.37,-999.0,32.11,66.7,-999.0,64.79,47.0,26.92,4.85,52.93,-999.0,3.57,99.55,13.68,9.46,62.46,30.84,-999.0,7.64,101.06,32.55,-999.0
1926,-999.0,4.15,7.32,-999.0,-999.0,81.9,-999.0,27.0,0.0,1.82,80.87,44.72,48.29,42.61,42.91,29.09,0.54,-999.0,-999.0,110.61,86.61,129.92,36.04,2.37,75.23,15.83,135.73,69.43,-999.0,47.22,57.48,-999.0,90.71,55.91,14.54,11.89,72.16,-999.0,2.65,107.6,16.47,5.21,56.83,39.42,-999.0,9.69,113.26,48.87,-999.0
1927,-999.0,9.79,8.11,-999.0,-999.0,86.64,-999.0,19.0,0.51,5.64,66.65,55.73,40.36,33.46,50.97,24.34,1.98,-999.0,-999.0,85.32,62.98,105.47,37.97,5.57,94.03,15.25,118.55,72.9,-999.0,28.22,46.9,-999.0,65.9,39.51,27.23,18.01,42.85,-999.0,8.05,100.37,16.06,6.25,50.01,25.13,-999.0,24.16,84.77,34.36,-999.0
1928,-999.0,13.46,10.66,-999.0,-999.0,91.28,-999.0,24.0,0.85,7.25,56.73,54.4,40.14,37.69,37.03,25.75,3.36,-999.0,-999.0,95.12,67.69,101.35,30.73,8.09,92.12,18.26,126.78,66.65,-999.0,35.14,62.61,-999.0,74.15,41.13,10.93,15.54,51.29,-999.0,9.75,95.72,20.84,5.69,60.57,34.06,-999.0,19.05,80.5,44.62,-999.0
1929,-999.0,9.96,22.29,-999.0,-999.0,111.52,-999.0,23.0,0.0,4.95,86.99,71.43,64.02,56.52,62.11,41.31,2.75,-999.0,-999.0,94.5,83.9,113.02,58.7,10.94,101.96,15.57,123.29,81.96,-999.0,37.75,78.45,-999.0,78.45,56.69,31.77,36.39,60.97,-999.0,4.77,99.79,25.97,11.71,79.61,35.86,-999.0,42.79,97.46,46.26,-999.0
1930,131.67,4.5,12.67,46.06,12.71,100.42,-999.0,18.0,0.0,2.77,70.11,67.14,48.05,39.12,49.75,28.2,3.39,-999.0,-999.0,96.08,72.53,108.73,39.24,5.41,86.26,18.72,119.99,68.86,-999.0,35.59,76.26,-999.0,72.21,44.09,25.23,32.55,52.4,-999.0,4.66,90.4,17.97,11.33,80.15,40.34,-999.0,29.23,89.3,44.3,-999.0
1931,118.16,2.48,3.02,44.14,9.83,89.95,-999.0,7.0,0.0,1.49,39.36,59.23,16.77,12.63,30.35,8.05,0.0,-999.0,-999.0,73.75,42.12,78.06,12.24,1.08,77.8,8.39,102.46,55.15,-999.0,20.6,59.07,-999.0,59.41,20.96,4.93,24.22,34.06,-999.0,2.5,83.12,6.35,1.59,71.93,15.31,-999.0,19.26,52.35,25.32,-999.0
1932,123.21,3.6,10.01,43.57,16.87,102.11,-999.0,17.0,0.0,2.03,78.01,69.97,46.34,34.39,57.48,19.7,1.09,-999.0,-999.0,87.07,57.0,121.01,40.16,3.55,88.73,8.52,126.24,84.45,-999.0,21.08,69.79,-999.0,67.96,36.21,25.61,27.1,43.24,-999.0,2.0,107.6,11.19,7.88,80.24,22.72,-999.0,32.37,89.84,30.04,-999.0
1933,128.41,3.6,7.72,45.74,15.54,79.09,-999.0,21.0,0.0,2.6,63.25,57.52,33.61,26.08,39.04,19.46,1.68,-999.0,-999.0,96.4,61.2,116.76,24.41,3.68,81.5,9.69,125.69,63.44,-999.0,24.81,60.98,-999.0,72.93,31.36,10.61,20.2,41.22,-999.0,3.96,93.08,11.2,5.65,73.89,21.78,-999.0,20.06,85.1,32.52,-999.0
1934,115.54,5.76,8.44,27.85,5.11,72.92,-999.0,37.0,0.46,7.25,73.22,21.22,43.39,36.76,37.46,24.66,0.34,-999.0,-999.0,97.62,73.99,105.29,31.62,4.56,60.51,19.46,106.89,65.63,-999.0,44.36,46.53,-999.0,85.26,52.2,14.7,7.18,61.95,-999.0,9.7,89.16,13.97,2.99,40.36,38.74,-999.0,2.61,87.55,48.29,-999.0
1935,129.55,9.79,11.16,33.64,12.73,83.02,-999.0,31.0,0.0,7.6,61.01,63.61,41.87,39.36,31.02,26.6,1.26,-999.0,-999.0,99.01,71.75,111.46,26.63,8.23,94.09,23.88,135.4,57.84,-999.0,37.69,49.4,-999.0,79.79,45.02,12.16,29.94,55.12,-999.0,13.04,94.59,21.26,4.47,64.94,35.07,-999.0,20.57,87.38,38.74,-999.0
1936,114.72,8.5,19.31,34.27,11.09,91.12,-999.0,35.0,0.0,7.44,90.08,75.15,55.77,46.63,56.77,33.03,2.36,-999.0,-999.0,93.57,78.89,131.5,45.2,8.44,98.01,17.11,137.6,86.97,-999.0,46.06,54.74,-999.0,79.84,53.26,33.23,36.2,61.86,-999.0,7.26,111.12,21.87,11.18,62.03,35.85,-999.0,36.31,106.61,47.72,-999.0
1937,118.05,6.26,7.79,38.55,14.68,98.94,-999.0,13.0,0.13,6.13,94.43,63.08,57.9,44.1,61.96,22.48,0.94,-999.0,-999.0,87.82,75.27,127.46,51.31,5.22,95.8,12.5,131.29,86.32,-999.0,20.92,73.03,-999.0,74.22,44.24,23.39,27.41,46.58,-999.0,6.08,112.71,12.28,7.45,64.51,25.35,-999.0,32.41,108.08,35.39,-999.0
1938,112.75,5.76,9.75,31.56,10.12,86.6,-999.0,17.0,0.0,3.56,66.24,46.39,34.54,27.68,43.12,22.61,0.31,-999.0,-999.0,88.25,60.7,109.93,29.57,4.33,83.05,9.98,120.04,67.75,-999.0,31.81,63.65,-999.0,74.39,35.76,15.16,19.92,49.77,-999.0,4.26,93.9,13.96,5.46,55.93,24.6,-999.0,17.08,81.03,34.53,-999.0
1939,124.45,1.66,4.78,33.03,9.39,95.2,-999.0,19.0,0.0,0.88,69.8,47.78,36.95,24.79,40.76,15.19,0.0,-999.0,-999.0,110.01,66.16,112.63,31.25,0.73,77.72,7.98,121.1,69.14,-999.0,31.39,68.39,-999.0,83.94,34.83,14.39,18.76,47.3,-999.0,1.63,95.68,5.94,4.12,64.2,21.6,-999.0,11.43,84.52,35.04,-999.0
1940,109.51,15.87,20.36,21.02,6.63,79.85,-999.0,37.0,1.16,12.65,81.7,40.05,51.54,42.54,50.82,36.88,6.81,-999.0,-999.0,102.02,82.27,110.8,50.07,17.1,82.46,23.72,119.76,72.26,-999.0,47.21,61.54,-999.0,90.9,53.57,28.23,17.93,66.27,-999.0,13.55,98.25,29.23,11.92,45.43,37.9,-999.0,16.57,94.32,51.72,-999.0
1941,110.16,1.98,3.65,17.83,6.21,80.02,-999.0,15.0,0.0,1.68,61.85,38.55,36.82,32.74,31.6,23.24,0.0,-999.0,-999.0,81.84,66.55,98.72,29.9,1.06,79.44,16.3,115.67,60.3,-999.0,37.63,51.06,-999.0,88.59,44.12,1.61,14.28,63.87,-999.0,2.98,88.65,11.85,0.77,42.33,37.23,-999.0,10.93,82.51,51.72,-999.0
1942,119.5,8.54,10.66,27.45,10.36,95.58,-999.0,20.0,0.0,5.57,66.02,58.24,41.12,38.95,38.13,26.88,1.18,-999.0,-999.0,81.25,67.05,101.99,33.43,6.03,84.14,19.11,122.0,62.36,-999.0,36.18,64.53,-999.0,69.68,45.85,18.0,20.94,50.51,-999.0,6.31,90.36,18.26,7.35,66.66,36.1,-999.0,21.58,82.2,47.68,-999.0
1943,107.61,11.64,15.76,23.78,8.96,89.9,-999.0,27.0,0.0,7.69,85.5,62.81,54.9,49.53,53.78,33.33,2.28,-999.0,-999.0,107.32,89.94,120.93,44.57,9.8,86.86,19.21,121.33,77.0,-999.0,43.61,65.1,-999.0,91.03,55.42,23.23,23.82,63.02,-999.0,9.43,100.67,24.3,10.87,53.71,39.49,-999.0,26.31,106.85,56.19,-999.0
1944,104.27,5.37,8.69,29.54,9.63,96.18,-999.0,15.0,0.0,2.98,70.07,72.55,47.2,41.9,43.07,24.16,0.0,-999.0,-999.0,96.29,76.04,103.51,34.89,3.48,92.59,12.56,128.06,72.98,-999.0,38.07,70.0,-999.0,84.65,49.38,15.54,25.01,58.49,-999.0,4.55,102.0,11.38,5.13,72.1,33.22,-999.0,23.69,85.62,48.88,-999.0
1945,123.33,8.28,8.35,38.03,7.76,92.22,-999.0,29.0,0.0,4.32,75.36,57.15,47.36,42.32,48.2,26.11,1.34,-999.0,-999.0,96.76,72.33,105.39,37.38,5.58,90.88,13.88,122.32,72.27,-999.0,43.59,61.04,-999.0,78.43,51.37,19.47,16.98,58.67,-999.0,5.82,96.87,13.64,3.34,63.78,32.56,-999.0,14.27,88.37,40.8,-999.0
1946,137.49,2.84,5.46,31.65,10.31,85.94,-999.0,19.0,0.0,1.16,60.53,53.02,33.65,29.69,33.01,19.84,0.01,-999.0,-999.0,87.97,65.03,99.84,24.05,2.08,78.96,8.49,115.0,58.09,-999.0,32.19,34.83,-999.0,66.86,39.06,12.47,12.08,43.65,-999.0,2.18,88.58,9.17,3.66,52.91,24.49,-999.0,18.05,77.43,34.42,-999.0
1947,112.59,9.3,13.64,41.18,9.93,99.53,-999.0,15.0,0.38,5.18,78.44,52.2,50.73,47.13,49.38,38.35,1.45,-999.0,-999.0,108.48,82.54,120.87,39.05,6.41,86.17,15.72,126.62,74.69,-999.0,35.62,65.4,-999.0,83.83,53.44,-999.0,15.34,60.12,-999.0,6.1,101.81,22.13,7.28,60.99,34.65,-999.0,18.4,97.67,55.27,-999.0
1948,139.62,7.72,16.85,36.44,14.05,104.09,-999.0,29.0,0.1,3.92,76.9,71.05,52.31,44.07,57.02,33.1,3.65,-999.0,-999.0,95.12,68.08,115.94,46.77,9.2,101.76,16.36,130.21,85.04,-999.0,45.41,67.53,-999.0,74.22,48.87,30.3,26.76,56.93,-999.0,6.42,108.27,20.83,12.08,78.71,33.95,-999.0,26.25,91.01,43.74,-999.0
1949,120.39,2.18,7.92,34.43,14.95,96.39,-999.0,5.0,0.0,0.38,80.25,69.0,41.65,30.11,54.91,18.32,1.32,-999.0,-999.0,81.85,59.96,107.52,35.49,3.26,101.93,4.5,116.43,84.93,-999.0,22.45,40.73,-999.0,67.66,33.33,28.69,37.27,44.05,-999.0,0.72,100.23,10.27,8.83,73.68,19.72,-999.0,37.12,92.02,27.24,-999.0
1950,126.06,7.92,11.41,27.43,9.03,90.89,52.63,20.0,0.21,3.5,100.46,48.88,66.34,51.38,63.02,33.62,1.12,52.11,25.56,93.72,87.18,131.99,56.42,5.78,94.78,13.96,139.99,91.44,95.2,33.06,36.59,46.36,81.21,55.82,31.39,21.08,62.68,42.87,4.76,117.8,16.12,10.62,52.08,32.01,88.24,31.94,110.76,46.1,105.64
1951,131.54,11.41,17.79,33.21,11.26,104.5,50.78,21.0,0.0,6.06,90.67,63.36,54.8,48.75,64.21,30.5,5.21,50.55,26.85,79.65,73.12,120.96,48.16,11.27,110.98,17.4,136.74,93.56,88.91,30.08,62.11,59.52,71.14,51.53,30.16,20.69,50.89,37.09,8.85,118.42,20.88,14.76,70.78,36.94,77.78,29.85,101.8,44.68,126.41
1952,124.25,4.28,5.29,32.53,13.72,102.3,39.88,5.0,0.0,1.73,66.36,67.98,33.02,24.03,50.74,12.56,0.19,43.39,11.32,79.76,58.81,110.93,27.59,1.59,96.75,8.8,127.21,77.85,86.99,21.32,55.39,66.66,63.23,31.74,13.16,26.36,36.47,31.54,3.52,110.27,10.46,3.66,73.59,17.38,69.55,27.0,91.12,27.81,121.28
1953,122.5,4.99,7.04,33.93,8.14,85.69,32.79,4.0,0.0,2.45,64.47,28.19,33.22,27.57,32.79,15.05,0.31,35.39,10.11,64.27,48.05,103.42,23.13,3.36,66.36,10.03,108.74,56.27,72.58,20.09,40.32,58.75,52.19,30.14,10.0,10.0,29.38,26.52,3.65,89.57,10.31,5.23,55.14,17.82,58.31,2.39,80.33,31.39,96.17
1954,135.41,5.29,6.39,28.42,10.58,81.8,44.47,18.0,0.0,1.25,63.7,48.18,32.34,30.99,42.59,17.29,0.16,49.53,23.96,84.85,63.63,98.73,28.15,1.77,78.6,16.91,99.78,61.73,90.98,35.43,46.04,65.54,74.14,34.79,19.84,21.86,43.62,36.79,3.85,85.59,12.31,4.35,52.64,24.64,87.72,17.05,81.16,36.23,97.79
1955,139.91,14.23,14.37,36.34,14.9,105.58,59.65,22.0,0.0,6.39,93.78,74.91,59.7,56.71,66.42,36.2,1.36,64.28,32.96,93.75,76.21,127.83,47.79,8.37,112.82,22.03,136.7,100.04,99.6,41.18,43.73,83.39,85.62,51.51,30.77,23.76,57.75,53.15,8.75,117.95,23.77,8.95,85.72,40.59,95.13,27.58,106.18,56.68,126.29
1956,142.97,6.72,5.88,37.42,13.81,97.93,49.48,15.0,0.0,1.09,83.2,61.61,42.92,37.74,54.41,16.55,0.51,52.93,19.28,98.97,77.74,120.56,38.42,2.07,89.6,9.34,127.14,78.63,97.94,29.22,40.59,74.63,81.99,40.65,21.84,26.55,48.19,38.14,2.9,102.23,10.71,6.63,70.15,25.61,89.65,23.12,101.63,37.27,111.3
1957,112.38,7.07,6.31,17.48,11.52,85.35,47.64,13.0,0.27,5.09,71.89,58.28,38.69,40.13,42.2,19.08,1.53,50.23,20.1,84.13,72.32,112.69,31.63,4.46,85.04,10.24,120.45,73.8,90.69,27.12,34.99,62.39,71.25,41.35,18.3,25.6,44.55,40.45,5.47,95.56,10.63,4.92,50.08,25.85,83.89,26.0,92.5,33.94,103.92
1958,123.7,22.1,17.03,26.47,6.13,86.7,63.05,37.0,0.27,11.94,71.48,42.57,55.09,59.36,54.43,48.09,2.63,63.07,43.17,79.1,74.92,101.89,46.03,14.36,78.93,31.07,115.4,80.83,91.36,48.22,46.79,59.07,81.23,57.53,18.46,13.51,64.73,55.26,16.93,97.82,36.78,7.12,52.19,46.06,83.49,8.97,87.33,57.29,104.07
1959,131.62,13.66,16.44,29.08,11.98,94.75,57.74,21.0,0.13,7.74,79.58,57.58,48.74,46.48,52.69,29.23,1.72,61.75,29.25,103.45,77.74,113.33,42.83,8.25,87.58,17.03,118.27,77.48,98.0,36.99,53.85,72.63,84.91,49.69,23.31,25.25,59.74,51.49,8.09,100.13,24.66,10.29,58.4,36.82,90.1,18.06,99.55,45.18,112.61
1960,121.11,19.8,15.54,35.5,10.44,101.72,67.84,28.0,0.0,11.99,95.88,62.48,66.89,67.97,62.16,46.01,0.93,64.07,40.61,100.5,81.31,119.84,58.76,11.68,91.14,29.86,129.26,89.79,100.66,44.28,58.24,65.54,90.12,70.3,25.46,26.26,71.62,53.92,15.16,110.84,32.17,8.41,65.48,55.86,92.16,28.68,105.15,64.41,106.89
1961,132.3,14.28,14.36,29.86,10.39,87.8,57.66,24.0,0.0,4.8,69.66,53.42,42.23,41.31,48.66,26.29,0.74,62.06,31.19,96.6,61.32,100.71,37.18,9.7,80.74,19.56,120.3,76.65,91.08,38.2,55.91,67.07,76.03,46.29,17.0,18.08,42.58,45.0,8.19,97.62,22.78,7.16,66.53,33.95,80.16,17.37,80.22,41.84,104.55
1962,122.21,13.47,12.84,28.54,11.14,89.0,67.14,29.0,1.09,7.57,82.38,53.43,57.19,53.53,52.17,31.31,6.8,71.61,34.21,105.68,78.24,100.81,48.58,8.8,72.18,18.64,111.39,75.55,100.76,43.48,46.62,68.22,92.29,58.06,29.23,21.12,67.43,57.74,7.21,92.14,19.24,12.61,62.94,36.94,92.42,19.4,91.07,49.11,95.42
1963,118.61,25.11,29.73,32.47,10.56,87.82,65.95,36.0,0.21,13.87,79.29,54.03,64.07,65.68,59.88,48.05,10.17,69.85,44.57,108.09,84.66,100.04,55.48,21.76,73.58,32.99,115.13,75.26,97.89,49.38,57.27,62.42,82.71,63.59,38.39,22.56,61.19,54.09,17.43,91.32,46.47,17.99,67.55,52.28,97.48,21.38,94.27,59.14,98.02
1964,135.28,13.99,16.32,43.55,12.52,105.25,53.79,19.0,0.0,8.48,80.72,62.79,49.91,54.75,55.73,33.01,3.22,60.26,27.79,102.72,71.65,114.56,43.24,10.77,97.37,16.92,127.7,92.89,97.71,38.09,69.94,74.8,84.29,54.17,19.61,26.78,61.41,46.06,7.61,111.06,28.33,8.62,81.35,36.77,92.1,19.22,96.2,50.74,126.42
1965,130.24,14.6,10.86,23.54,9.84,86.69,54.57,21.0,0.0,7.68,84.26,49.72,50.7,48.15,53.89,32.4,1.72,63.77,32.04,100.34,71.69,115.69,42.31,8.9,89.84,20.52,127.98,83.49,101.5,40.97,50.65,56.29,82.02,48.18,21.23,19.95,56.28,53.92,6.94,103.51,25.53,5.67,57.55,38.57,92.87,15.04,93.33,51.95,105.62
