Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1900,11.32,30.8,13.74,36.29,62.47,53.07,46.51,12.12,29.05
1901,7.69,31.65,16.81,46.9,65.25,27.29,49.3,18.88,36.7
1902,1.81,11.95,15.41,21.74,73.65,41.04,46.07,1.99,43.31
1903,2.55,10.37,7.64,20.38,52.8,28.38,42.38,1.51,43.79
1904,1.84,10.88,21.0,10.91,61.06,28.8,35.78,2.08,56.52
1905,2.91,13.93,17.45,16.21,58.26,27.9,44.14,3.63,47.28
1906,3.26,17.71,22.59,21.95,59.67,29.45,36.35,5.39,53.85
1907,2.68,15.42,11.7,15.89,66.11,30.36,36.95,1.58,32.42
1908,6.26,20.0,25.57,32.48,59.18,29.04,39.53,7.36,51.18
1909,4.95,21.05,14.49,22.89,66.02,23.62,40.99,6.27,47.76
1910,3.51,28.11,16.08,20.22,54.11,23.8,50.16,17.09,53.12
1911,13.5,25.18,16.71,43.75,78.95,54.73,41.47,13.97,39.59
1912,6.32,18.28,11.94,22.57,59.68,33.45,31.96,6.21,34.51
1913,7.6,32.55,15.56,52.79,69.86,36.77,41.8,11.39,48.52
1914,6.52,27.22,20.0,48.98,77.15,48.67,33.73,8.15,46.89
1915,2.52,4.84,22.32,9.97,65.16,40.16,32.12,0.28,50.34
1916,8.36,26.93,14.1,38.44,63.91,23.47,36.17,15.57,36.57
1917,5.11,24.21,22.71,19.07,55.31,30.82,42.99,5.85,60.57
1918,9.1,23.29,19.85,32.77,72.03,32.36,36.85,7.21,47.26
1919,8.86,31.07,26.32,38.09,62.73,32.62,40.83,7.66,52.29
1920,1.42,21.13,22.3,19.3,52.48,23.22,35.12,3.93,44.19
1921,10.25,32.01,14.7,41.35,86.06,44.9,37.33,17.6,51.42
1922,2.97,28.77,28.76,32.04,65.65,28.82,49.57,9.41,53.67
1923,5.74,15.35,19.48,24.69,49.56,33.88,27.05,8.59,41.34
1924,3.62,14.72,21.7,16.05,71.89,35.17,49.15,1.62,53.35
1925,6.27,28.79,21.21,42.58,96.42,66.82,38.84,9.57,38.82
1926,4.21,26.73,22.48,24.99,75.57,51.11,43.73,5.68,54.24
1927,2.89,15.22,18.05,18.94,71.41,28.5,38.0,6.02,45.46
1928,4.12,18.41,21.02,18.95,60.24,29.21,45.13,3.81,53.32
1929,7.16,29.9,21.11,20.21,65.96,26.41,42.56,9.21,56.31
1930,8.36,29.21,18.83,41.7,72.14,52.95,44.22,15.87,45.86
1931,10.12,44.02,26.1,45.5,79.71,56.96,57.35,25.53,62.1
1932,4.52,27.5,16.05,29.86,69.38,46.01,45.51,10.29,52.87
1933,11.86,43.3,21.56,45.89,74.7,58.09,55.2,19.74,53.25
1934,9.27,48.51,21.36,52.37,74.79,45.55,63.43,20.63,57.58
1935,6.04,34.59,19.36,29.32,64.53,35.53,48.22,9.06,50.89
1936,9.19,56.15,19.81,63.69,83.46,56.35,58.0,22.87,59.69
1937,9.3,40.51,17.58,33.92,71.41,40.53,49.54,16.67,55.58
1938,6.74,32.16,24.28,30.31,71.66,38.69,44.06,5.81,49.16
1939,8.27,41.0,26.28,34.06,74.62,43.51,52.78,11.9,60.52
1940,4.63,36.33,24.01,30.48,53.47,35.49,54.46,8.27,52.47
1941,11.24,29.37,17.91,39.48,79.19,57.28,34.61,12.96,35.23
1942,3.92,16.78,23.98,24.72,64.31,42.55,48.7,3.63,48.88
1943,8.11,27.93,15.28,33.77,81.49,51.33,54.38,6.62,46.27
1944,16.75,16.36,18.35,42.76,80.65,49.94,45.59,8.95,43.82
1945,5.6,20.09,20.6,21.53,63.38,37.38,42.35,4.48,56.41
1946,4.47,23.2,15.56,20.02,45.81,25.33,51.93,4.63,47.59
1947,6.68,30.06,12.06,29.87,64.8,36.44,49.8,16.16,51.47
1948,6.93,25.91,10.11,22.54,71.16,38.64,50.09,12.56,40.61
