Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1930,0.57,-999,-999,0.42,0.47,0.0,0.03,0.0,0.03,0.0,0.72,0.06,0.13,0.0,0.02,0.0,0.1,0.0,0.33,0.0,0.0,0.01,0.0,0.02,0.0,0.44,0.0,0.02,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.28,0.02,0.0,-999.0,0.0,0.05,0.2,0.22,0.0,0.03,0.0,0.04,0.0,0.0,0.0
1931,0.2,-999,-999,0.07,0.44,0.04,0.13,0.0,0.03,0.52,0.29,0.13,0.04,0.0,0.16,0.11,0.1,0.0,0.5,0.16,0.0,0.0,0.0,0.0,0.04,0.42,0.0,0.11,0.04,0.01,0.44,0.0,0.0,0.0,0.0,0.02,0.16,0.08,0.0,-999.0,0.14,0.03,0.14,0.08,0.0,0.0,0.0,0.15,0.01,0.0,0.0
1932,0.44,-999,-999,0.66,0.31,0.0,0.02,0.0,0.03,0.0,0.42,0.1,0.06,0.0,0.08,0.07,0.06,0.44,0.98,0.3,0.0,0.58,0.0,0.0,0.07,0.94,0.0,0.32,0.04,0.04,0.99,0.06,0.13,0.0,0.21,0.0,0.23,0.04,0.05,-999.0,0.75,0.01,0.33,0.33,0.0,0.03,0.0,0.43,0.0,0.06,0.0
1933,0.86,-999,-999,0.21,0.33,0.0,0.17,0.0,0.01,0.52,0.98,0.34,0.16,0.0,0.08,0.03,0.11,0.07,0.78,0.48,0.43,0.01,0.0,0.06,0.15,0.29,0.0,0.08,0.0,0.08,0.03,0.36,0.0,0.0,0.06,0.0,0.29,0.37,0.23,-999.0,0.24,0.03,0.11,0.15,0.0,0.15,0.0,0.46,0.01,0.0,0.0
1934,1.49,-999,-999,0.7,0.39,0.0,0.08,0.0,0.22,0.52,0.9,0.28,0.11,0.0,0.1,0.03,0.02,0.0,0.5,0.22,0.43,0.1,0.0,0.0,0.06,0.39,0.0,0.21,0.0,0.0,0.14,0.12,0.0,0.0,0.03,0.0,0.07,0.01,0.03,-999.0,0.39,0.01,0.09,0.1,0.0,0.16,0.0,0.07,0.0,0.0,0.0
1935,2.63,-999,-999,0.25,0.58,0.0,0.03,0.0,0.01,1.04,0.53,0.2,0.06,0.0,0.09,0.1,0.07,0.22,0.52,0.0,0.87,0.0,0.01,0.06,0.16,0.42,0.04,0.05,0.0,0.04,0.03,0.4,0.0,0.0,0.21,0.13,0.17,0.04,0.13,-999.0,0.36,0.0,0.18,0.35,0.0,0.21,0.0,0.45,0.0,0.09,0.0
1936,0.0,-999,-999,0.96,0.44,0.0,0.09,0.02,0.01,0.0,0.43,0.61,0.01,0.0,0.05,0.04,0.04,0.09,0.17,0.2,0.43,0.0,0.0,0.0,0.18,0.14,0.0,0.34,0.0,0.01,0.03,0.26,0.0,0.0,0.0,0.0,0.29,0.07,0.0,-999.0,0.15,0.0,0.41,0.37,0.0,0.0,0.0,0.06,0.0,0.07,0.0
1937,1.99,-999,-999,0.46,0.48,0.0,0.36,0.0,0.01,0.0,0.81,0.23,0.07,0.0,0.03,0.05,0.08,0.3,0.59,0.31,0.0,0.0,0.09,0.05,0.1,0.04,0.0,0.14,0.0,0.03,0.03,0.06,0.0,0.0,0.05,0.06,0.17,0.1,0.16,-999.0,0.12,0.0,0.3,0.19,0.0,0.18,0.0,0.16,0.0,0.08,0.0
1938,0.74,-999,-999,0.73,0.65,0.0,0.16,0.05,0.61,1.0,0.22,0.05,0.13,0.0,0.06,0.0,0.11,0.11,0.39,0.22,0.43,0.0,0.0,0.03,0.0,0.23,0.02,0.23,0.0,0.0,0.53,0.85,0.0,0.0,0.03,0.03,0.17,0.04,0.08,-999.0,0.05,0.0,0.28,0.25,0.0,0.0,0.0,0.04,0.2,0.0,0.0
1939,2.23,-999,-999,0.56,0.34,0.0,0.11,0.0,0.01,1.04,0.26,0.15,0.07,0.0,0.07,0.08,0.02,0.0,0.07,0.0,0.0,0.0,0.06,0.05,0.07,0.16,0.0,0.1,0.08,0.0,0.01,0.62,0.0,0.0,0.0,0.12,0.04,0.1,0.01,-999.0,0.13,0.08,0.16,0.12,0.0,0.08,0.0,0.09,0.01,0.0,0.0
