Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1963,5.73,2.42,4.24,6.62,11.62,10.28,1.32,4.5,4.73
1964,5.56,3.27,5.55,8.41,17.22,15.25,1.17,4.87,3.8
1965,4.3,3.2,3.98,9.69,13.31,10.81,2.45,6.43,4.12
1966,6.34,2.59,4.55,8.84,14.52,11.82,1.45,4.92,3.48
1967,7.66,2.69,4.53,9.47,14.59,11.69,1.78,5.25,4.57
1968,7.27,3.13,5.21,9.61,14.14,9.96,1.18,6.86,3.35
1969,8.78,2.69,4.19,9.95,15.0,12.97,2.2,4.5,6.26
1970,7.04,2.67,5.24,9.99,14.22,9.97,1.41,6.14,5.89
1971,7.69,3.16,5.6,8.46,14.5,14.16,1.48,5.72,2.77
1972,10.09,2.6,5.41,10.59,15.04,13.82,2.16,6.39,2.58
1973,10.16,3.33,4.68,11.33,19.39,13.08,1.06,6.3,5.6
1974,8.11,1.81,5.59,9.45,16.85,11.74,1.53,4.25,4.2
1975,10.17,2.94,5.53,10.84,16.97,16.08,1.07,5.97,3.65
1976,9.68,1.9,3.08,7.41,13.36,12.45,1.14,3.25,2.07
1977,10.71,3.66,4.38,10.21,14.92,10.65,1.41,5.79,3.06
1978,8.35,2.94,2.68,9.55,13.07,13.14,2.43,6.31,5.64
1979,10.01,2.59,4.06,11.2,19.1,16.63,1.58,5.55,4.81
1980,6.49,2.3,4.91,7.32,14.52,10.0,1.83,5.38,4.82
1981,7.4,2.88,4.86,9.97,12.39,9.44,1.78,5.8,5.11
1982,7.67,4.03,5.91,10.26,17.32,12.8,2.01,6.46,6.57
1983,12.04,2.66,5.66,10.34,18.64,14.69,1.77,6.09,8.4
1984,8.9,2.88,5.03,10.16,15.66,14.37,2.04,6.5,2.86
1985,6.56,2.64,2.45,11.74,14.99,12.92,1.92,7.65,2.83
1986,8.41,3.45,4.63,9.73,14.32,8.77,1.92,6.9,4.78
1987,8.48,2.83,3.74,7.9,14.83,12.72,1.55,4.33,3.37
1988,6.81,2.39,4.11,8.03,13.44,9.16,1.71,4.81,2.7
1989,9.13,2.13,3.12,10.18,16.74,16.24,1.28,4.42,2.47
1990,10.58,2.41,4.97,14.35,17.13,12.86,1.67,6.9,2.3
1991,7.44,3.08,4.29,8.41,19.48,13.11,2.09,7.67,3.88
1992,7.89,2.61,3.78,8.96,15.93,14.09,1.72,5.79,4.43
1993,8.44,4.11,3.22,11.48,14.11,11.91,2.18,6.36,5.35
1994,9.19,2.82,4.34,10.41,17.86,13.5,1.63,5.86,2.56
1995,7.84,3.73,6.25,10.35,16.12,14.34,1.64,6.41,7.0
1996,12.69,3.09,8.33,12.56,16.05,13.54,1.75,5.91,6.87
1997,6.18,3.43,5.22,8.66,17.26,11.21,2.06,5.12,3.87
1998,9.44,3.79,5.95,11.54,16.38,14.91,1.78,6.62,7.21
1999,8.75,3.49,5.51,8.78,13.73,12.31,2.06,6.76,3.05
2000,8.95,2.61,3.01,10.44,12.95,10.93,1.65,6.63,4.04
2001,5.86,3.16,3.46,10.1,16.69,9.6,1.13,6.55,4.19
2002,8.97,2.02,4.32,10.83,16.98,12.36,0.99,6.29,3.75
2003,12.7,2.18,4.28,11.24,15.82,17.6,1.17,4.58,3.45
2004,9.5,2.86,3.78,11.66,17.49,12.42,2.26,6.23,5.02
2005,12.05,3.6,4.74,8.89,13.69,11.52,1.98,5.46,6.5
2006,11.78,2.46,6.32,11.43,14.29,13.88,1.82,5.67,4.21
2007,9.66,4.23,4.23,9.73,12.8,10.25,1.71,6.13,2.49
2008,10.7,3.9,2.86,13.42,15.64,11.08,1.83,5.84,3.02
2009,8.99,2.71,3.71,12.36,19.82,14.87,1.35,5.38,2.98
2010,10.61,4.0,5.23,10.45,12.96,11.94,2.12,7.95,6.05
2011,13.38,3.91,4.49,13.88,14.38,12.47,1.18,5.74,3.48
2012,8.26,1.49,7.0,7.6,13.86,11.19,0.92,5.66,4.65
2013,9.47,4.34,3.12,12.16,17.8,16.31,2.17,6.19,0.75
2014,9.46,3.31,6.41,10.2,15.57,12.73,1.96,6.64,4.13
2015,8.47,3.41,5.55,13.74,18.24,14.71,2.16,7.3,2.55
2016,7.62,3.52,5.26,9.91,14.7,11.55,1.7,7.11,5.18
2017,9.69,2.99,5.64,10.93,16.38,12.62,1.92,6.65,5.8
2018,12.42,3.54,3.39,13.17,18.45,18.5,1.68,7.64,3.86
2019,10.11,4.61,3.12,13.46,18.39,12.57,1.81,8.95,5.47
2020,8.28,2.16,4.36,11.12,18.37,19.5,0.8,7.04,1.82
2021,9.22,2.82,4.59,11.26,16.7,10.91,2.0,5.71,3.64
2022,9.4,2.37,5.2,10.18,17.03,12.82,1.38,5.67,3.03
2023,10.77,3.7,3.71,8.18,15.16,12.96,1.7,5.11,5.4
2024,9.31,2.96,5.22,10.12,17.86,15.07,1.6,7.43,4.83
