Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1930,5.15,3.29,2.62,5.62,14.08,7.67,1.9,4.05,2.95
1931,6.84,2.11,4.55,8.89,13.03,10.52,1.61,4.61,4.49
1932,8.74,2.59,5.08,9.27,16.7,13.73,1.6,4.57,1.88
1933,7.67,2.21,5.63,9.12,13.97,8.51,1.6,4.49,3.34
1934,7.44,1.51,5.21,7.76,13.59,13.32,0.82,4.82,2.94
1935,7.1,2.6,2.76,10.9,14.6,12.03,1.63,5.26,3.72
1936,9.41,1.25,4.35,7.57,12.96,16.33,1.63,3.53,4.84
1937,9.8,2.55,6.51,10.25,15.15,13.8,1.75,5.53,5.01
1938,8.86,2.91,3.9,10.32,13.25,11.31,1.87,7.24,5.46
1939,6.46,2.03,3.15,9.56,14.09,11.79,1.29,4.75,2.46
1940,8.57,1.97,4.54,6.76,15.21,10.37,1.77,5.39,6.47
1941,5.87,3.34,3.9,8.55,13.84,9.53,3.22,6.36,5.87
1942,9.93,3.23,4.54,10.39,14.42,13.51,1.78,7.34,4.12
1943,7.44,2.48,3.93,8.54,12.49,11.82,1.35,5.71,3.88
1944,7.14,4.13,2.35,7.78,16.43,14.37,1.55,4.84,3.76
1945,9.64,2.06,5.18,12.14,17.4,12.97,1.05,6.33,4.64
1946,7.12,3.53,5.22,9.64,17.94,10.65,1.61,5.52,3.04
1947,8.32,2.75,4.25,9.22,16.72,12.29,1.63,5.07,1.88
1948,8.05,2.59,5.91,10.32,16.23,15.14,1.19,4.1,3.37
1949,5.07,2.64,4.25,10.4,15.41,11.82,1.52,5.44,2.38
1950,8.05,2.4,6.09,12.58,15.88,8.65,0.94,5.08,5.24
1951,9.26,3.11,5.72,10.27,14.64,9.49,1.66,6.21,4.4
1952,9.41,1.8,2.63,7.73,12.26,13.06,1.41,4.96,5.61
1953,9.23,3.08,6.17,5.09,16.12,10.84,1.02,5.98,2.62
1954,8.74,2.28,4.71,8.63,10.75,10.03,1.48,6.42,4.68
1955,8.18,2.2,5.45,8.88,13.05,10.21,1.44,4.17,4.38
1956,6.24,1.96,4.96,8.52,12.38,10.99,0.7,4.48,3.03
1957,5.68,3.21,4.4,11.93,18.55,12.86,1.98,5.82,4.29
1958,8.72,2.07,4.95,9.84,14.03,13.09,1.69,3.93,5.17
1959,8.48,2.28,4.51,8.78,15.73,14.43,1.35,7.21,2.87
1960,8.16,2.42,4.67,7.29,13.46,13.4,1.66,6.47,3.7
1961,6.53,2.23,5.0,9.88,17.17,14.12,1.52,5.41,2.44
1962,7.6,3.74,3.98,8.67,13.58,13.16,1.13,4.67,4.89
