Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1930,11.98,28.17,12.7,6.91,1.46,0.49,18.68,28.88,7.96
1931,9.23,12.34,6.24,0.26,0.03,0.06,14.78,8.25,4.21
1932,6.49,38.89,13.54,2.58,0.11,0.12,19.2,30.34,11.97
1933,10.64,26.89,7.0,4.09,0.56,0.13,16.79,29.01,10.34
1934,25.38,16.19,0.56,5.59,0.08,0.86,5.7,29.26,0.36
1935,20.33,24.7,4.74,5.01,0.21,0.94,9.85,27.13,2.55
1936,20.17,49.92,8.31,15.97,0.82,1.35,10.22,44.91,1.34
1937,5.49,46.03,13.35,1.2,0.14,0.11,20.31,37.03,12.07
1938,11.57,25.58,2.22,1.0,0.04,0.06,9.38,24.34,1.5
1939,12.48,23.62,3.8,0.97,0.05,0.02,13.22,25.52,2.62
1940,16.53,33.0,2.84,10.32,2.09,2.03,12.11,33.03,1.87
1941,10.57,18.9,2.67,0.64,0.01,0.02,8.61,21.48,0.59
1942,15.63,25.77,8.37,7.08,0.82,0.97,15.06,24.56,3.65
1943,18.04,34.45,4.91,7.59,0.3,0.38,10.16,39.64,1.34
1944,15.03,26.09,5.52,2.76,0.11,0.09,11.77,21.72,3.91
1945,16.52,28.1,3.96,5.71,0.18,0.08,11.51,32.52,2.58
1946,13.13,21.88,4.54,1.53,0.02,0.08,8.86,26.3,2.21
1947,9.24,26.22,5.14,2.39,0.24,0.1,11.63,27.51,2.51
1948,22.72,35.57,7.96,8.45,0.49,0.63,16.3,40.81,4.71
1949,6.73,46.43,15.58,1.58,0.14,0.02,20.35,28.05,18.41
1950,12.08,43.62,11.08,4.13,0.23,0.09,10.18,44.23,5.18
1951,10.59,43.12,6.96,7.7,1.06,0.25,13.13,40.17,2.96
1952,6.19,28.6,8.92,0.49,0.02,0.05,16.14,21.03,4.83
1953,4.42,12.87,0.94,1.5,0.07,0.07,7.48,20.62,0.69
1954,10.4,21.77,3.54,1.15,0.05,0.11,7.08,19.3,1.54
1955,13.04,41.59,9.26,4.89,0.04,0.26,15.98,38.95,5.73
1956,8.14,30.61,8.06,1.28,0.01,0.06,12.29,30.26,4.72
1957,11.86,27.97,9.75,3.14,0.08,0.18,8.65,30.52,4.9
1958,18.38,23.06,2.2,8.53,0.73,0.83,7.57,33.13,0.85
1959,14.08,29.76,3.42,5.24,0.46,0.35,8.53,34.65,2.41
1960,12.91,35.85,6.78,6.04,0.31,0.63,14.16,31.39,3.08
1961,18.66,22.77,3.11,6.87,0.22,0.6,10.13,25.18,1.64
1962,19.45,34.37,6.36,9.21,2.15,1.04,14.44,36.73,7.27
1963,22.29,35.95,5.81,20.63,1.78,1.17,15.47,47.25,4.09
1964,11.12,29.18,9.28,2.21,0.22,0.36,14.05,27.81,3.14
1965,12.96,34.16,2.31,5.79,0.26,0.41,10.61,34.83,2.73
1966,11.52,36.2,3.87,5.57,1.09,0.73,14.45,37.11,3.13
1967,15.32,25.7,3.75,3.76,0.08,0.47,12.12,35.09,1.67
1968,22.52,28.86,5.41,6.93,0.15,0.51,13.5,30.19,1.98
1969,10.31,33.94,5.75,3.23,0.09,0.14,8.79,29.34,1.44
1970,20.84,31.91,3.36,9.54,1.03,1.3,8.93,39.81,2.6
1971,15.66,31.03,4.75,5.34,0.46,0.22,12.56,34.05,5.29
1972,15.67,39.48,11.72,6.82,0.32,0.47,12.87,45.75,9.39
1973,11.65,21.93,4.86,2.59,0.14,0.31,14.38,22.22,2.62
1974,10.86,22.79,8.21,3.79,0.11,0.11,15.33,26.03,3.8
1975,11.07,30.78,4.71,1.73,0.05,0.1,12.81,31.4,2.79
1976,19.13,27.86,3.67,6.82,0.29,0.33,12.07,40.5,0.95
1977,18.21,31.93,5.4,20.21,1.85,1.8,9.89,40.04,3.53
1978,17.4,50.09,5.92,15.32,0.49,0.65,11.44,50.27,3.17
1979,17.77,43.46,11.62,16.2,1.05,0.99,17.0,41.14,3.81
1980,16.54,29.1,4.42,5.79,0.14,0.57,7.0,36.37,0.71
1981,14.53,15.79,1.25,8.07,0.4,0.57,4.7,26.23,0.15
1982,18.46,37.29,7.88,10.88,1.69,1.5,11.85,40.05,3.38
1983,11.74,24.21,5.65,8.38,1.5,1.16,8.35,26.72,1.17
1984,14.44,24.75,8.78,6.19,0.68,0.5,13.6,28.72,2.76
1985,13.86,43.33,16.8,13.58,1.72,1.88,13.6,43.29,4.75
1986,9.77,19.53,2.25,3.95,0.18,0.28,6.34,27.55,0.2
1987,13.25,9.23,4.96,2.4,0.06,0.59,11.0,9.66,3.46
1988,15.74,28.96,4.93,7.24,0.55,0.78,13.6,37.38,4.78
1989,19.05,37.35,8.39,11.94,1.9,1.4,16.05,44.9,7.25
1990,5.16,20.77,7.93,1.73,0.2,0.08,13.28,19.32,9.45
1991,9.26,22.37,3.94,1.77,0.04,0.09,11.43,27.88,1.62
1992,11.24,13.77,3.99,1.87,0.03,0.07,11.75,16.65,3.06
1993,17.88,31.41,9.14,3.09,0.05,0.25,10.1,31.95,6.1
1994,21.97,26.34,3.58,8.46,0.35,1.56,6.67,34.32,2.67
1995,10.76,24.02,1.98,4.26,0.14,0.26,4.84,29.58,1.4
1996,14.22,44.86,5.42,7.38,0.81,1.03,8.89,42.91,0.86
1997,9.39,23.62,3.55,6.9,0.39,0.25,10.16,25.14,1.44
1998,4.9,18.98,3.54,0.59,0.02,0.08,7.39,14.91,3.51
1999,9.38,10.85,1.04,3.8,0.01,0.04,4.22,20.23,0.71
2000,13.86,22.89,1.47,7.73,0.09,0.56,5.6,30.55,0.47
2001,7.04,18.79,4.97,1.57,0.1,0.09,8.97,19.8,1.68
2002,4.53,19.38,4.81,0.62,0.07,0.07,10.79,12.62,1.98
2003,19.07,24.59,1.03,4.12,0.18,0.35,5.95,34.01,0.23
2004,16.39,21.4,4.06,4.69,0.09,0.19,9.79,28.31,2.43
2005,14.7,23.86,4.84,2.76,0.09,0.15,6.72,24.7,1.4
2006,3.32,11.55,3.74,0.69,0.03,0.05,8.41,9.75,2.08
2007,13.25,24.26,5.13,5.23,0.02,0.09,14.34,28.11,3.05
2008,8.31,32.09,6.44,4.18,0.01,0.13,11.75,40.03,3.57
2009,12.43,30.92,5.75,4.69,0.03,0.55,10.86,35.93,4.67
2010,4.84,25.28,3.03,4.55,0.11,0.34,8.88,22.84,1.95
2011,10.75,28.99,4.64,3.9,0.38,0.13,14.12,24.44,2.68
2012,4.39,14.95,1.29,0.21,0.01,0.01,7.09,11.45,2.89
2013,7.91,26.02,7.52,1.54,0.02,0.0,16.57,34.55,12.83
2014,19.36,35.26,3.49,13.5,0.65,1.21,8.45,49.51,0.54
2015,23.2,22.14,3.33,10.44,0.13,1.19,6.32,33.15,1.96
2016,6.96,15.56,4.63,3.06,0.12,0.09,7.16,19.71,2.38
2017,8.29,22.43,6.46,3.12,0.08,0.23,5.23,20.62,1.77
2018,10.82,26.19,1.3,7.21,0.28,0.73,5.84,26.8,0.56
2019,12.89,34.67,3.09,4.26,0.01,0.11,9.97,36.44,1.08
2020,5.68,14.23,1.05,0.8,0.01,0.02,7.39,15.65,0.26
2021,6.29,20.46,0.92,3.95,0.8,0.04,5.95,21.26,0.16
2022,14.77,35.04,6.69,5.34,0.46,0.35,11.41,37.96,1.28
2023,3.35,16.42,3.07,0.36,0.01,0.03,9.41,13.06,1.75
2024,3.62,15.25,2.78,3.77,0.74,0.22,5.51,12.24,0.36
