Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1900,27.38,52.01,25.41,67.15,107.62,85.23,69.89,27.49,49.5
1901,20.26,49.83,28.47,72.33,103.37,60.4,74.52,33.22,57.06
1902,8.63,26.31,28.02,46.42,112.6,72.0,69.98,10.34,62.05
1903,10.37,23.58,20.63,43.29,94.25,58.44,65.04,7.86,66.03
1904,8.76,25.96,38.95,34.45,109.05,64.72,61.27,6.52,75.94
1905,12.9,29.71,29.63,43.39,107.71,66.62,67.73,11.87,68.55
1906,16.12,34.76,38.76,58.14,105.87,69.88,61.26,18.65,74.75
1907,11.74,30.57,24.47,40.26,107.77,65.15,60.33,7.94,52.18
1908,21.41,39.59,40.15,65.54,107.61,64.42,65.36,22.54,71.64
1909,15.22,41.77,28.83,48.85,106.85,58.9,65.62,18.61,72.66
1910,13.09,49.07,33.21,49.65,108.12,64.5,77.89,33.14,79.77
1911,26.66,43.16,30.07,73.65,125.27,95.12,63.67,27.2,60.3
1912,16.49,31.15,23.9,47.9,103.33,68.83,53.59,15.78,56.76
1913,21.22,49.71,28.89,75.25,106.49,69.04,63.58,23.59,72.25
1914,19.11,47.19,34.66,73.61,113.76,80.66,59.52,21.35,70.73
1915,10.32,15.24,34.91,32.29,108.9,75.86,54.44,5.28,74.56
1916,20.82,44.23,25.35,63.19,110.84,61.95,59.39,29.2,58.37
1917,12.35,41.27,42.87,40.32,95.99,65.69,65.04,13.55,84.48
1918,20.54,41.6,38.56,57.49,114.34,65.12,60.07,16.1,69.66
1919,20.56,53.87,41.37,70.88,112.59,71.03,64.66,22.52,76.19
1920,10.16,40.54,36.85,44.59,103.45,54.28,56.76,14.18,64.98
1921,27.12,53.74,30.51,76.55,125.38,79.25,61.34,37.48,75.51
1922,12.96,49.9,49.95,62.94,114.11,69.7,72.83,21.94,78.96
1923,17.28,33.45,35.93,50.07,96.57,64.84,47.83,22.36,61.84
1924,12.61,29.05,41.07,36.54,107.31,60.34,70.79,7.75,81.57
1925,17.27,46.74,37.47,70.86,134.65,102.72,61.52,25.49,57.89
1926,10.83,45.36,40.6,50.8,115.5,85.79,68.61,15.19,79.86
1927,8.9,32.17,32.16,39.29,119.18,66.09,61.21,14.84,71.55
1928,14.94,34.69,35.39,44.69,103.52,61.43,70.69,12.66,77.67
1929,22.25,49.0,40.37,47.55,110.09,63.8,64.22,23.0,79.06
1930,24.04,45.93,34.09,67.5,105.29,88.84,67.82,31.39,71.8
1931,24.41,64.14,42.46,71.49,117.69,91.39,83.22,39.74,85.22
1932,16.88,47.52,32.72,57.68,107.0,78.32,69.5,23.91,75.64
1933,25.09,61.91,35.41,72.88,117.23,89.46,81.97,38.53,76.39
1934,24.78,69.55,41.43,77.3,116.04,80.8,90.85,36.33,81.59
1935,18.15,49.49,36.59,54.21,109.02,70.74,73.84,24.0,73.41
1936,23.49,74.39,38.68,88.98,122.0,91.85,81.79,38.51,83.02
1937,27.8,57.83,34.88,62.86,114.69,78.23,74.56,33.84,77.12
1938,22.76,53.71,43.4,61.43,117.84,74.95,68.12,19.1,71.95
1939,27.4,66.22,42.83,69.64,120.77,91.55,75.93,30.24,83.82
1940,15.56,56.58,42.6,56.61,95.21,69.76,76.93,20.69,77.9
1941,28.31,48.12,31.66,71.51,126.8,100.21,57.02,29.5,57.65
1942,16.72,33.21,37.42,55.8,108.75,83.62,71.88,12.24,73.87
1943,24.54,47.38,32.27,62.29,118.2,88.27,79.58,23.12,72.39
1944,33.21,34.28,33.43,74.23,122.86,87.3,69.79,22.97,64.95
1945,21.02,35.26,37.48,44.49,110.56,77.41,67.08,15.32,78.02
1946,16.28,40.4,28.53,46.94,94.15,59.11,76.56,15.79,72.48
1947,24.84,46.55,26.86,54.56,110.55,73.74,73.76,31.02,78.14
1948,18.42,46.09,23.13,52.75,116.72,71.44,78.16,27.73,63.84
1949,35.07,45.84,32.31,55.07,108.98,65.59,65.84,29.09,74.16
1950,10.89,26.25,34.27,24.26,93.14,65.61,68.41,10.56,73.51
1951,14.44,24.27,34.62,41.64,117.7,81.51,69.03,7.36,75.64
1952,28.02,51.53,36.81,70.7,119.88,86.24,75.18,25.22,77.63
1953,29.24,47.49,28.38,77.73,126.24,88.61,76.93,21.81,68.88
1954,13.38,47.05,19.4,69.55,131.4,98.84,80.92,15.49,68.57
1955,35.78,56.83,31.21,65.87,121.97,70.55,73.17,34.44,72.75
1956,12.31,49.62,31.83,51.21,116.04,79.18,85.55,12.75,72.26
1957,19.88,38.84,26.99,46.51,101.22,79.69,63.35,15.48,71.94
1958,9.59,40.63,52.24,31.67,106.08,72.68,78.68,13.26,79.72
1959,31.43,54.94,33.21,65.38,114.04,74.45,77.75,27.95,82.0
1960,11.02,46.1,37.75,43.3,111.45,70.81,81.71,16.47,85.1
1961,18.47,52.94,45.77,43.47,94.59,65.18,72.75,20.63,79.14
1962,14.17,30.71,29.15,50.62,123.23,71.83,74.37,11.81,72.84
1963,19.03,50.56,31.24,50.0,116.37,63.3,77.1,21.53,63.58
1964,21.97,46.68,23.47,59.52,103.97,61.52,71.27,28.38,71.63
1965,19.32,27.8,29.4,41.18,106.53,67.77,53.78,10.25,61.45
1966,23.01,48.11,35.29,47.7,89.25,61.26,73.19,23.74,80.84
1967,8.97,40.37,55.16,28.95,81.18,46.53,61.41,9.04,83.68
