Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1950,147.48,187.91,126.57,122.27,50.64,74.86,148.33,176.72,81.27
1951,141.59,192.69,140.77,119.54,50.48,77.27,156.71,169.61,89.08
1952,145.85,185.39,139.86,118.48,44.64,72.89,157.02,175.86,91.68
1953,130.25,178.8,113.28,109.94,41.29,67.39,154.53,161.66,88.92
1954,145.32,178.71,135.56,115.64,49.23,85.14,141.82,169.8,86.72
1955,145.32,180.49,147.81,117.52,55.4,85.24,156.8,162.86,97.29
1956,157.29,184.56,134.75,117.73,48.27,74.16,157.78,176.3,91.93
1957,147.83,177.99,129.02,113.48,38.04,65.49,140.1,169.59,84.14
1958,151.33,175.95,113.81,122.31,59.92,89.11,149.89,168.05,76.82
1959,151.47,189.63,134.01,119.06,51.46,77.56,155.14,173.76,86.67
1960,151.17,182.47,135.92,129.35,64.99,100.1,152.22,169.23,87.37
1961,149.58,187.05,129.42,115.31,49.11,81.36,155.05,174.73,89.03
1962,159.57,168.42,123.05,124.53,50.78,88.97,144.4,170.56,87.75
1963,152.62,164.9,120.57,123.02,66.89,93.27,141.56,159.94,84.7
1964,151.57,184.99,146.41,121.76,53.58,81.54,161.07,166.05,95.69
1965,155.96,184.9,132.28,114.62,52.04,84.8,146.73,169.17,86.23
1966,155.15,186.61,127.38,123.62,55.61,92.93,151.09,178.57,85.58
1967,156.23,182.58,128.71,113.25,51.35,83.5,152.13,176.61,93.31
1968,143.0,184.74,129.25,117.97,68.02,99.78,157.82,160.08,89.9
1969,155.1,183.61,139.53,129.38,59.73,96.43,150.2,170.24,88.63
1970,146.13,196.11,143.88,117.11,57.02,84.34,167.01,167.84,87.68
1971,148.31,181.35,140.14,115.83,48.71,77.93,160.17,167.78,101.22
1972,157.85,182.37,131.64,119.0,46.21,69.64,148.29,177.43,90.38
1973,130.56,177.17,128.45,96.77,46.86,75.83,157.3,154.49,85.47
1974,155.81,180.28,125.99,109.08,42.99,67.78,151.44,176.19,86.88
1975,145.81,182.39,141.88,116.77,50.52,74.26,167.5,165.52,98.01
1976,158.72,182.21,140.97,132.72,62.03,94.03,159.1,183.85,95.2
1977,141.34,168.55,133.68,110.33,60.84,85.92,146.31,152.2,83.07
1978,161.12,173.22,130.93,121.42,66.79,89.17,141.82,172.72,81.27
1979,136.81,184.82,128.95,121.96,61.09,85.2,154.83,173.42,84.42
1980,153.3,173.61,121.77,125.39,57.9,86.03,149.63,175.08,75.23
1981,147.25,167.52,121.65,118.94,57.63,96.47,137.02,166.79,74.81
1982,144.47,179.73,141.97,113.99,48.12,76.55,149.18,164.13,90.05
1983,140.03,178.79,115.68,111.79,52.32,82.29,144.56,169.51,72.18
1984,140.57,185.53,136.3,111.33,50.02,78.72,155.91,167.92,86.04
1985,140.02,180.6,157.71,108.46,58.66,78.56,144.09,162.97,92.93
1986,145.64,165.49,119.0,106.35,44.79,71.85,137.28,161.83,69.74
1987,144.77,169.69,122.0,111.0,47.82,87.1,148.0,160.11,79.21
1988,149.53,175.91,123.51,126.47,57.53,93.33,151.03,175.26,81.16
1989,151.47,175.52,126.39,122.92,54.46,80.4,144.03,178.1,81.16
1990,130.43,179.92,123.59,103.68,34.87,55.46,144.31,168.89,86.76
1991,135.3,179.01,125.74,108.27,44.36,67.7,152.58,166.67,85.93
1992,147.78,175.1,112.29,103.73,41.83,75.27,140.31,172.96,74.15
1993,148.71,179.84,135.06,114.51,51.24,82.65,149.1,176.73,78.9
1994,143.61,170.85,119.22,106.55,43.93,70.19,143.66,161.11,86.21
1995,144.88,175.18,111.51,117.47,52.72,83.97,142.19,169.47,66.1
1996,149.06,183.47,122.2,123.47,56.89,88.05,143.06,178.32,67.36
1997,154.63,176.18,120.29,116.72,43.87,74.63,148.05,178.03,74.28
1998,120.88,164.0,107.34,88.87,33.86,60.02,145.56,140.73,78.78
1999,137.88,173.4,127.82,105.5,43.94,76.15,150.15,156.73,87.13
2000,140.69,174.14,132.14,114.61,55.66,88.48,140.73,155.09,80.46
2001,142.79,171.63,127.98,106.57,45.04,79.12,140.12,151.59,78.71
2002,149.15,190.79,133.8,112.4,55.45,80.24,149.1,179.49,86.23
2003,143.69,167.58,113.6,109.76,53.71,80.76,139.78,162.64,76.65
2004,137.99,170.86,112.8,101.12,47.36,82.95,135.51,157.93,75.2
