Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1950,-999,-999,-999,0.78,2.3,7.49,14.61,0.25,0.2,0.32,16.25,3.36,0.32,0.11,1.3,0.34,1.32,0.36,6.32,0.03,1.07,0.0,0.01,0.07,1.18,3.21,0.0,1.23,0.0,0.37,0.0,0.81,0.14,4.49,0.04,0.08,2.81,0.05,0.11,0.05,4.13,0.04,0.98,11.4,0.17,0.75,0.0,0.03,0.04,0.07,0.0
1951,-999,-999,-999,5.99,8.27,12.2,14.36,0.0,0.2,0.85,22.81,5.97,0.56,0.12,0.6,0.59,2.44,0.97,24.85,0.03,1.2,0.0,0.02,0.01,2.05,11.63,0.02,2.29,0.0,0.19,0.0,1.06,1.6,4.47,0.03,0.37,13.81,0.02,0.04,1.0,4.55,0.03,3.2,29.22,0.62,1.57,0.0,0.06,0.03,0.04,0.0
1952,-999,-999,-999,7.64,10.3,14.52,14.24,0.23,0.34,5.01,23.47,10.57,2.02,0.14,6.24,2.87,11.21,6.64,17.15,0.32,5.09,0.0,0.51,0.13,6.66,11.53,0.0,7.75,0.0,1.51,0.0,2.91,0.57,3.65,0.48,1.45,22.63,0.07,0.92,0.39,10.51,0.21,7.08,23.53,0.76,3.73,0.15,0.12,0.16,0.48,0.0
1953,-999,-999,-999,4.07,9.68,12.81,14.2,0.07,0.31,2.28,24.72,5.86,2.35,0.07,4.85,1.53,7.0,4.48,17.7,0.3,2.78,0.0,0.55,0.45,7.18,13.4,0.03,2.86,0.07,1.89,0.0,1.98,1.67,7.1,0.41,0.57,17.78,0.04,0.41,0.05,5.42,0.56,4.63,28.11,0.81,2.43,0.15,0.06,0.69,0.2,0.0
1954,-999,-999,-999,7.49,16.41,14.08,14.16,0.4,0.2,0.32,26.49,8.1,2.14,0.07,5.01,1.5,13.05,4.83,16.45,0.04,1.62,0.0,0.02,0.14,11.12,13.92,0.04,2.31,0.05,1.55,0.0,1.41,1.07,5.01,0.07,0.33,26.83,0.05,0.07,0.05,6.62,0.15,6.96,25.93,1.29,1.56,0.0,0.03,0.08,0.07,0.42
1955,-999,-999,-999,1.55,4.58,9.95,13.76,0.02,0.53,8.33,17.61,1.38,5.72,0.11,3.91,1.39,6.38,0.93,9.35,0.75,6.97,0.0,0.55,1.16,3.72,3.95,0.07,2.85,0.02,4.18,0.0,4.61,0.05,3.34,0.85,0.81,8.66,0.1,0.75,0.05,3.3,1.32,2.07,16.25,0.81,3.62,0.0,0.06,0.89,0.16,0.0
1956,-999,-999,-999,1.17,6.42,12.21,14.21,0.0,0.2,0.85,15.29,2.26,0.93,0.03,1.61,0.99,6.7,1.43,5.61,0.07,1.43,0.0,0.04,0.1,3.86,4.4,0.0,1.98,0.02,0.4,0.0,1.43,0.36,4.03,0.11,0.36,19.74,0.14,0.05,0.05,3.02,0.07,2.15,23.83,0.61,0.91,0.0,0.09,0.04,0.21,0.0
1957,-999,-999,-999,2.47,7.58,16.46,13.91,0.02,0.2,2.11,24.74,3.81,1.68,0.03,1.22,0.06,4.06,0.3,18.38,0.07,2.57,0.0,0.09,0.15,3.01,6.15,0.02,1.57,0.02,0.89,0.0,1.45,0.76,5.14,0.16,0.12,12.95,0.02,0.04,0.05,3.29,0.22,0.88,24.07,1.44,2.17,0.0,0.03,0.08,0.0,0.04
1958,-999,-999,-999,2.87,6.94,22.17,17.33,0.07,0.2,0.05,30.39,3.77,0.28,0.08,0.37,0.1,1.74,0.32,16.0,0.46,1.67,0.0,0.04,0.11,1.34,5.55,0.0,3.94,0.03,0.09,0.0,0.66,1.13,6.58,0.07,0.04,10.24,0.08,0.01,0.05,6.04,0.31,2.49,24.89,0.83,1.64,0.0,0.16,0.06,0.0,0.0
1959,-999,-999,-999,0.95,4.19,19.78,17.8,0.04,0.2,1.12,20.64,3.43,1.24,0.25,1.81,0.72,3.63,0.79,10.41,0.37,5.94,0.0,0.7,0.34,1.84,3.51,0.02,2.91,0.07,0.7,0.0,2.6,0.32,6.56,0.5,0.57,6.22,0.28,0.32,0.05,2.57,0.29,1.14,15.29,0.85,5.43,0.0,0.16,0.32,0.03,0.0
