Year,CONUS
1900,36.86
1901,41.41
1902,33.28
1903,26.76
1904,27.64
1905,30.42
1906,31.44
1907,29.9
1908,34.26
1909,34.82
1910,37.11
1911,46.97
1912,33.17
1913,45.11
1914,43.25
1915,27.3
1916,39.39
1917,34.75
1918,40.18
1919,38.02
1920,29.94
1921,45.43
1922,40.1
1923,30.46
1924,34.76
1925,48.69
1926,40.7
1927,34.5
1928,32.96
1929,36.82
1930,43.94
1931,52.92
1932,38.95
1933,50.83
1934,54.27
1935,39.15
1936,57.69
1937,46.14
1938,42.23
1939,48.19
1940,38.15
1941,41.86
1942,34.79
1943,43.37
1944,41.35
1945,35.07
1946,31.81
1947,40.06
1948,38.21
1949,34.45
1950,24.45
1951,35.46
1952,47.38
1953,48.03
1954,50.24
1955,44.82
1956,43.32
1957,32.84
1958,33.11
1959,37.17
1960,36.93
1961,30.79
1962,34.36
1963,37.94
1964,37.4
1965,27.09
1966,32.35
1967,24.82
1968,30.58
1969,33.06
1970,37.79
1971,31.01
1972,31.8
1973,31.07
1974,30.13
1975,30.22
1976,28.28
1977,38.33
1978,37.87
1979,27.96
1980,46.17
1981,32.43
1982,27.57
1983,41.93
1984,32.98
1985,32.07
1986,34.52
1987,35.49
1988,46.08
1989,29.16
1990,37.08
1991,34.75
1992,20.7
1993,30.36
1994,28.77
1995,35.2
1996,29.27
1997,28.92
1998,40.29
1999,34.59
2000,38.43
2001,33.33
2002,41.05
2003,31.35
2004,23.17
2005,38.11
2006,39.73
2007,35.98
2008,29.05
2009,26.77
2010,40.36
2011,43.78
2012,44.97
2013,30.25
2014,26.64
2015,33.01
2016,36.87
2017,30.59
2018,37.97
2019,33.69
2020,35.95
2021,34.76
2022,42.59
2023,35.49
2024,39.68
