Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1900,-999.0,-999.0,-999.0,22.37,41.21,-999.0,-999.0,0.59,-999.0,-999.0,100.11,47.05,9.3,0.0,14.99,15.24,20.1,18.79,74.49,-999.0,-999.0,0.0,4.57,3.44,19.86,65.52,0.0,23.84,0.52,9.44,-999.0,18.07,-999.0,-999.0,6.4,6.38,-999.0,0.0,3.01,-999.0,46.03,3.52,20.69,49.73,1.03,7.38,-999.0,1.46,3.84,2.13,-999.0
1901,-999.0,-999.0,-999.0,21.32,43.52,-999.0,-999.0,1.09,-999.0,-999.0,84.21,34.64,14.87,0.6,17.03,15.96,24.24,19.83,64.25,-999.0,-999.0,2.0,3.1,4.48,28.49,47.19,0.0,20.46,0.28,10.81,-999.0,18.35,7.0,-999.0,7.29,10.61,-999.0,0.09,3.99,-999.0,36.9,5.07,20.04,52.26,1.79,5.61,-999.0,0.03,4.68,2.84,-999.0
1902,-999.0,-999.0,-999.0,38.49,37.18,-999.0,-999.0,0.53,-999.0,-999.0,95.78,40.48,1.84,0.18,7.28,5.18,11.0,8.73,74.69,-999.0,-999.0,0.0,1.52,0.26,11.86,55.54,0.0,16.95,0.15,2.02,-999.0,3.72,2.78,-999.0,0.71,3.41,-999.0,0.0,1.16,-999.0,32.13,0.52,20.15,77.5,0.36,1.19,-999.0,0.02,1.01,0.0,-999.0
1903,-999.0,-999.0,-999.0,25.77,27.5,-999.0,-999.0,0.37,-999.0,-999.0,71.04,27.35,4.06,0.0,7.52,6.56,15.11,8.24,51.68,-999.0,-999.0,0.0,0.53,0.32,9.11,35.93,0.0,17.01,0.08,2.57,-999.0,4.97,3.15,-999.0,1.43,3.59,21.0,0.0,1.64,-999.0,28.69,1.1,13.06,51.45,0.45,3.32,-999.0,0.33,0.4,0.0,-999.0
1904,-999.0,-999.0,-999.0,10.96,23.39,-999.0,-999.0,0.59,-999.0,-999.0,53.68,20.6,2.43,0.0,3.13,2.07,9.07,1.63,41.43,-999.0,-999.0,0.01,0.61,0.35,4.0,24.3,0.0,8.62,0.0,1.34,-999.0,5.2,0.27,-999.0,1.68,0.84,16.0,0.12,2.68,-999.0,13.89,0.66,6.94,41.75,1.14,1.19,-999.0,0.01,0.72,0.0,-999.0
1905,-999.0,-999.0,-999.0,23.66,40.13,-999.0,-999.0,0.66,-999.0,-999.0,104.76,39.22,3.34,0.18,4.65,4.25,12.23,7.32,90.73,-999.0,-999.0,0.87,0.61,0.79,7.89,49.13,0.14,22.42,0.19,1.7,-999.0,11.76,2.23,-999.0,3.54,2.59,7.0,0.0,2.0,-999.0,42.31,0.81,17.99,68.69,1.13,1.83,-999.0,0.94,0.74,0.61,-999.0
1906,-999.0,-999.0,-999.0,22.58,22.96,-999.0,-999.0,0.08,-999.0,-999.0,100.77,49.73,2.89,0.0,5.03,6.92,6.06,6.04,74.56,-999.0,-999.0,0.01,0.95,0.46,7.63,34.44,0.15,22.13,0.0,1.54,-999.0,14.63,3.19,-999.0,3.48,1.79,-999.0,0.12,0.38,-999.0,43.81,0.42,11.1,55.12,2.88,1.82,-999.0,2.31,1.14,0.17,-999.0
1907,-999.0,-999.0,-999.0,21.57,41.45,-999.0,-999.0,0.66,-999.0,-999.0,76.77,37.58,3.33,0.0,6.55,3.18,10.54,7.06,72.83,-999.0,-999.0,0.01,0.48,0.23,16.47,41.17,0.1,13.23,0.37,3.54,-999.0,5.29,0.0,-999.0,1.81,1.54,-999.0,0.0,0.22,-999.0,31.46,0.89,15.25,69.22,0.37,1.27,-999.0,0.17,0.39,0.24,-999.0
1908,-999.0,-999.0,-999.0,14.25,30.35,-999.0,-999.0,0.23,-999.0,-999.0,74.43,31.16,3.84,0.35,8.05,7.27,6.19,6.39,72.9,-999.0,-999.0,0.01,1.78,1.15,8.92,41.07,0.39,14.09,0.66,2.47,-999.0,7.88,0.63,-999.0,3.08,1.77,21.0,0.23,0.7,-999.0,28.21,1.51,11.24,67.1,2.0,1.86,-999.0,0.45,1.23,0.0,-999.0
1909,-999.0,-999.0,-999.0,31.27,45.09,-999.0,-999.0,0.7,-999.0,-999.0,94.81,43.84,6.65,0.0,9.46,5.05,10.8,8.45,76.78,-999.0,-999.0,0.02,0.98,1.07,16.53,54.69,0.11,9.53,0.32,5.93,-999.0,4.42,6.15,-999.0,1.46,1.26,26.0,0.07,0.47,-999.0,31.47,3.33,19.06,71.6,2.96,1.28,-999.0,0.01,1.4,0.31,-999.0
1910,-999.0,-999.0,-999.0,22.32,32.81,-999.0,-999.0,0.65,-999.0,16.0,61.86,31.81,2.96,0.16,6.18,3.53,9.56,5.51,57.93,-999.0,-999.0,0.01,0.47,0.44,10.68,40.09,0.66,13.43,0.84,2.14,-999.0,7.92,14.19,-999.0,1.41,1.96,37.78,0.57,1.69,-999.0,29.35,1.03,13.49,64.14,2.03,1.15,-999.0,0.01,0.49,0.45,-999.0
1911,-999.0,-999.0,-999.0,30.98,46.64,-999.0,-999.0,0.68,-999.0,17.0,80.72,44.42,10.09,0.14,10.44,8.63,17.57,6.98,79.92,-999.0,-999.0,0.01,2.91,2.46,22.24,53.77,0.07,17.58,0.64,5.61,-999.0,10.07,4.3,-999.0,3.74,3.97,29.85,0.31,2.94,-999.0,36.45,3.59,16.57,81.03,1.42,2.28,-999.0,0.8,3.97,0.11,-999.0
1912,-999.0,-999.0,-999.0,26.97,32.8,-999.0,-999.0,0.08,-999.0,14.0,105.07,39.55,5.54,0.54,10.34,9.36,15.1,9.56,62.7,-999.0,-999.0,0.56,1.41,0.88,15.94,44.28,0.39,15.38,0.23,5.21,-999.0,3.8,2.22,-999.0,1.65,1.92,32.31,0.0,0.16,-999.0,36.97,1.48,19.86,63.76,0.68,1.74,-999.0,0.44,1.64,0.22,-999.0
1913,-999.0,-999.0,-999.0,26.76,35.38,-999.0,-999.0,0.59,-999.0,10.0,63.97,33.23,15.76,0.16,22.38,17.76,25.42,20.69,55.94,-999.0,-999.0,0.01,2.64,2.05,26.56,38.79,0.14,16.11,0.46,9.9,-999.0,7.51,3.05,-999.0,1.68,4.89,36.46,0.29,1.21,-999.0,29.78,4.27,20.45,46.59,1.25,3.56,-999.0,0.4,4.1,1.12,-999.0
1914,-999.0,-999.0,-999.0,32.5,47.77,-999.0,-999.0,0.22,-999.0,15.0,70.41,41.36,9.71,0.52,16.75,12.69,19.18,12.74,68.54,-999.0,-999.0,0.51,1.18,1.79,24.7,51.98,0.65,21.33,0.0,7.15,-999.0,6.65,0.87,-999.0,1.79,4.21,35.85,0.0,0.92,-999.0,30.95,2.05,21.05,66.05,0.31,3.38,-999.0,0.01,2.19,0.43,-999.0
1915,-999.0,-999.0,-999.0,32.28,27.79,-999.0,-999.0,0.03,-999.0,15.0,107.66,48.45,0.62,0.0,4.53,4.91,5.17,8.16,67.69,-999.0,-999.0,0.01,0.23,0.01,8.05,41.21,0.04,18.37,0.0,0.14,-999.0,9.56,1.84,-999.0,1.08,1.93,15.08,0.24,0.32,-999.0,30.69,0.08,15.72,62.35,0.4,3.34,-999.0,0.14,0.11,0.31,-999.0
1916,-999.0,-999.0,-999.0,31.51,45.52,-999.0,-999.0,0.27,-999.0,-999.0,75.96,43.46,11.64,0.0,17.9,17.44,15.92,19.97,66.75,-999.0,-999.0,0.01,7.12,4.97,22.12,45.1,0.14,18.43,2.29,8.0,-999.0,14.55,1.44,-999.0,3.47,5.93,36.47,0.0,1.82,-999.0,29.84,4.0,22.06,71.2,0.83,2.91,-999.0,0.14,7.02,1.65,-999.0
1917,-999.0,-999.0,-999.0,18.38,21.48,-999.0,-999.0,0.57,-999.0,-999.0,64.51,28.48,4.6,0.34,5.94,4.84,10.31,5.63,52.47,-999.0,-999.0,0.95,4.05,2.43,7.16,30.24,1.51,12.95,1.24,3.44,-999.0,10.55,6.93,-999.0,3.34,2.53,29.01,0.09,2.17,-999.0,23.71,2.16,7.44,61.77,2.24,1.56,-999.0,0.27,2.8,0.16,-999.0
1918,-999.0,-999.0,-999.0,16.62,36.67,-999.0,-999.0,1.02,-999.0,-999.0,59.28,24.16,7.23,0.47,11.32,13.84,16.78,12.93,47.23,-999.0,-999.0,1.14,2.93,1.17,20.1,33.91,0.24,8.86,0.0,4.67,-999.0,9.73,3.22,-999.0,3.85,6.4,36.78,0.1,2.8,-999.0,19.73,0.97,13.03,67.2,1.38,3.39,-999.0,0.16,1.39,3.92,-999.0
1919,-999.0,-999.0,-999.0,30.85,37.96,-999.0,-999.0,1.14,-999.0,-999.0,88.5,35.06,7.22,0.2,9.4,9.58,12.88,15.98,69.76,-999.0,-999.0,1.52,2.38,2.03,12.71,46.64,1.0,11.53,0.78,5.71,-999.0,8.1,1.06,-999.0,1.69,2.96,16.92,0.0,1.32,-999.0,29.86,3.25,17.84,54.8,4.79,4.81,-999.0,0.01,2.02,1.6,-999.0
1920,-999.0,-999.0,-999.0,27.47,30.84,-999.0,-999.0,0.19,-999.0,13.0,74.69,34.58,4.11,0.14,4.81,4.2,6.76,3.52,52.52,-999.0,-999.0,0.39,0.33,0.98,6.78,31.53,0.37,10.87,0.26,2.21,-999.0,4.77,2.64,-999.0,0.4,1.61,14.85,0.0,0.08,-999.0,22.94,0.51,8.18,50.51,4.7,1.93,-999.0,0.14,1.03,0.92,-999.0
1921,-999.0,-999.0,-999.0,39.21,58.72,-999.0,-999.0,0.44,-999.0,19.0,86.24,49.33,9.14,0.14,17.07,16.68,14.76,21.35,64.26,-999.0,-999.0,1.08,5.02,4.23,18.81,62.09,0.72,22.27,1.75,3.61,-999.0,10.24,0.81,-999.0,4.77,4.19,49.0,0.1,1.33,-999.0,35.0,2.33,21.47,66.4,4.67,3.81,-999.0,0.05,6.6,3.09,-999.0
1922,-999.0,-999.0,-999.0,26.7,45.71,-999.0,-999.0,0.38,-999.0,5.0,92.88,39.9,5.79,0.14,10.58,8.51,14.54,11.29,63.82,-999.0,-999.0,0.39,1.3,1.47,17.64,40.01,0.06,13.67,0.17,4.18,-999.0,4.11,4.26,-999.0,1.6,1.69,44.39,0.06,0.25,-999.0,25.21,1.79,14.1,61.53,2.9,1.39,-999.0,0.36,1.77,0.02,-999.0
1923,-999.0,-999.0,-999.0,26.04,42.82,-999.0,-999.0,0.15,-999.0,15.0,87.32,38.05,6.87,0.28,9.21,7.13,14.09,11.98,56.81,-999.0,-999.0,0.76,0.94,3.14,19.53,31.75,0.13,16.82,0.3,4.58,-999.0,6.32,3.72,-999.0,0.75,1.46,39.0,0.0,0.45,-999.0,31.49,2.7,12.99,64.75,1.46,3.08,-999.0,0.25,2.72,0.69,-999.0
1924,-999.0,-999.0,-999.0,34.3,44.6,-999.0,-999.0,0.4,-999.0,9.0,97.94,41.57,4.05,0.27,5.27,6.57,12.91,9.67,75.85,-999.0,-999.0,0.2,0.65,0.39,13.71,51.63,0.0,12.05,0.01,2.12,-999.0,4.6,3.14,-999.0,0.61,1.96,50.0,0.09,0.9,-999.0,27.5,0.52,16.63,63.83,1.28,2.17,-999.0,0.51,0.1,1.21,-999.0
1925,-999.0,-999.0,-999.0,41.66,53.46,-999.0,-999.0,0.94,-999.0,16.0,89.21,57.02,5.79,0.48,11.76,11.93,19.31,15.64,81.82,-999.0,-999.0,0.39,0.86,1.5,20.1,57.26,0.74,17.35,0.39,4.69,-999.0,8.58,3.42,-999.0,1.64,2.98,39.84,0.0,1.21,-999.0,41.89,2.63,20.09,77.18,1.63,2.52,-999.0,0.66,1.18,2.68,-999.0
1926,-999.0,-999.0,-999.0,34.13,43.5,-999.0,-999.0,0.37,-999.0,19.0,97.14,49.37,3.31,0.62,7.21,10.51,13.2,18.02,85.16,-999.0,-999.0,0.51,1.2,1.12,12.27,45.8,0.22,23.77,0.14,4.86,-999.0,10.86,1.55,-999.0,2.41,4.11,28.38,0.24,2.06,-999.0,45.05,1.41,22.25,58.18,3.79,4.59,-999.0,0.41,1.6,1.18,-999.0
1927,-999.0,-999.0,-999.0,29.11,40.87,-999.0,-999.0,0.34,-999.0,8.0,94.58,35.21,3.57,0.0,4.42,3.83,7.02,8.76,90.67,-999.0,-999.0,0.0,1.54,1.74,5.1,53.92,0.0,9.87,0.0,3.56,-999.0,6.95,2.4,-999.0,0.67,0.85,23.92,0.09,0.38,-999.0,17.35,1.5,14.77,70.19,2.38,1.63,-999.0,0.18,1.86,0.28,-999.0
1928,-999.0,-999.0,-999.0,31.02,45.26,-999.0,-999.0,0.22,-999.0,20.0,77.83,36.2,3.81,0.54,8.98,6.71,9.82,10.38,80.1,-999.0,-999.0,0.01,1.08,0.77,13.28,52.27,0.06,16.19,0.07,3.06,-999.0,12.29,5.36,-999.0,1.82,2.93,37.22,0.1,2.21,-999.0,41.22,1.17,17.16,62.23,3.52,2.46,-999.0,0.83,1.95,0.43,-999.0
1929,-999.0,-999.0,-999.0,28.89,37.5,-999.0,-999.0,0.31,-999.0,11.0,86.03,30.05,4.45,0.15,6.37,4.59,14.8,6.78,70.64,-999.0,-999.0,1.09,2.48,1.35,13.52,39.16,2.41,10.41,0.4,6.4,-999.0,9.89,2.29,-999.0,1.91,0.7,35.52,0.07,1.47,-999.0,21.58,2.85,11.26,51.45,4.72,1.79,-999.0,0.27,2.07,0.02,-999.0
1930,0.0,-999.0,-999.0,32.09,46.91,19.22,7.49,0.96,-999.0,16.0,88.48,37.61,13.09,0.47,15.81,14.24,17.01,23.4,68.86,-999.0,-999.0,0.01,4.24,3.1,20.54,50.74,0.42,17.14,0.96,8.96,-999.0,11.75,4.89,-999.0,1.83,5.72,52.84,0.0,3.03,-999.0,34.91,3.79,20.51,63.35,2.79,7.49,-999.0,0.57,3.09,2.82,-999.0
1931,0.0,-999.0,-999.0,36.23,50.15,22.84,11.44,1.31,-999.0,22.0,92.73,52.74,18.3,0.82,24.98,24.84,25.12,30.92,75.69,-999.0,-999.0,0.39,8.11,10.09,28.7,47.59,1.44,19.54,1.95,15.2,-999.0,14.38,2.36,-999.0,3.39,11.26,63.68,0.0,2.86,-999.0,41.41,11.24,25.78,64.27,9.24,4.46,-999.0,0.01,11.63,6.06,-999.0
1932,0.0,-999.0,-999.0,46.48,54.82,28.69,8.16,0.51,-999.0,15.0,98.83,47.75,7.64,0.14,10.72,10.8,18.75,18.74,83.08,-999.0,-999.0,0.01,2.82,3.18,18.1,61.7,0.14,19.84,0.53,7.43,-999.0,10.7,1.39,-999.0,1.43,3.96,41.3,0.0,2.99,-999.0,42.91,3.13,25.27,59.28,4.61,5.12,-999.0,0.01,3.45,2.87,-999.0
1933,0.0,-999.0,-999.0,42.91,52.19,35.76,10.65,0.69,-999.0,14.0,94.28,52.51,7.96,0.0,16.76,15.08,23.14,15.56,97.02,-999.0,-999.0,0.0,3.78,3.79,24.99,60.26,0.84,18.94,0.72,7.0,-999.0,10.89,3.99,-999.0,2.44,7.74,44.84,0.0,1.67,-999.0,37.37,4.44,18.23,72.82,4.9,3.45,-999.0,0.27,4.99,2.28,-999.0
1934,0.0,-999.0,-999.0,53.17,58.5,33.04,13.52,3.01,-999.0,20.0,103.94,48.88,18.43,0.0,26.01,23.27,41.03,23.28,84.34,-999.0,-999.0,0.01,2.42,3.73,43.72,62.73,0.76,26.39,1.35,20.17,-999.0,11.57,11.06,-999.0,1.84,9.21,61.69,0.07,1.01,-999.0,47.85,6.98,34.27,73.48,4.5,4.89,-999.0,0.44,5.53,4.08,-999.0
1935,0.0,-999.0,-999.0,40.33,44.44,26.05,15.57,1.33,-999.0,21.0,98.79,43.62,14.18,0.2,17.49,15.15,25.66,17.6,76.4,-999.0,-999.0,0.51,4.29,4.39,24.77,50.92,0.65,20.34,1.01,13.91,-999.0,10.31,6.71,-999.0,2.59,6.78,41.22,0.24,1.21,-999.0,37.77,6.54,21.04,56.38,3.22,4.62,-999.0,0.31,3.82,3.16,-999.0
1936,0.0,-999.0,-999.0,36.38,62.47,33.78,20.62,3.28,-999.0,16.0,106.62,39.67,21.01,0.14,30.48,27.93,36.3,30.87,88.3,-999.0,-999.0,0.01,4.71,6.95,46.72,63.05,3.81,19.88,7.42,22.77,-999.0,10.44,4.36,-999.0,2.63,11.46,70.61,0.0,1.95,-999.0,41.88,14.01,36.34,65.98,5.79,5.97,-999.0,0.01,6.58,4.24,-999.0
1937,0.0,-999.0,-999.0,35.15,50.17,33.49,18.51,1.59,-999.0,15.0,105.64,35.13,9.58,0.2,11.9,11.09,27.58,12.36,89.91,-999.0,-999.0,2.31,3.81,4.35,18.85,48.91,0.46,14.33,2.34,13.95,-999.0,14.36,5.76,-999.0,2.3,2.8,64.99,0.0,0.94,-999.0,34.03,6.96,20.57,68.16,5.82,1.55,-999.0,0.21,5.56,1.63,-999.0
1938,0.0,-999.0,-999.0,29.81,50.13,31.16,16.78,0.56,-999.0,21.0,75.67,30.4,9.76,0.07,11.76,10.48,22.44,13.59,87.82,-999.0,-999.0,1.38,2.5,2.53,24.32,50.37,0.1,17.36,0.26,10.95,-999.0,12.46,1.44,-999.0,2.88,3.5,49.31,0.17,0.73,-999.0,35.8,4.43,17.79,61.38,4.24,6.91,-999.0,0.84,2.6,2.02,-999.0
1939,0.0,-999.0,-999.0,26.81,47.49,31.31,15.92,0.79,-999.0,19.0,100.83,37.66,7.78,0.33,10.72,9.93,23.3,9.07,91.02,-999.0,-999.0,0.01,1.54,1.71,19.72,48.57,0.48,17.14,0.42,8.98,-999.0,13.4,3.32,-999.0,2.35,3.37,51.45,0.03,0.81,-999.0,44.69,3.08,17.88,66.15,5.3,2.27,-999.0,0.74,2.64,1.33,-999.0
1940,0.0,-999.0,-999.0,26.48,32.88,29.9,13.37,1.03,-999.0,18.0,97.26,34.28,9.44,0.08,13.28,15.0,14.9,11.41,67.19,-999.0,-999.0,0.37,3.63,2.75,11.67,34.93,0.05,18.67,0.48,10.22,-999.0,11.3,2.85,-999.0,2.14,5.22,24.77,0.0,1.27,-999.0,36.69,4.28,13.27,40.74,6.52,2.71,-999.0,0.08,4.14,2.42,-999.0
1941,0.0,-999.0,-999.0,50.89,51.39,26.44,9.33,0.27,-999.0,22.0,117.14,60.32,10.8,0.26,16.43,13.74,14.97,14.6,102.93,-999.0,-999.0,0.37,2.96,4.66,19.66,60.64,0.2,22.82,0.4,7.42,-999.0,9.93,0.25,-999.0,2.65,6.76,33.99,0.23,1.92,-999.0,52.94,4.22,34.54,62.73,4.19,6.28,-999.0,0.84,5.3,2.81,-999.0
1942,0.0,-999.0,-999.0,28.82,46.02,31.31,12.93,0.73,-999.0,28.0,85.26,35.53,8.12,0.0,11.87,11.01,14.89,10.81,77.88,-999.0,-999.0,0.01,2.26,0.84,14.48,39.15,0.0,22.68,0.12,6.07,-999.0,13.28,1.89,-999.0,1.89,5.06,34.07,0.0,1.38,-999.0,42.46,1.06,19.52,56.64,2.31,3.87,-999.0,0.4,2.49,2.61,-999.0
1943,-999.0,-999.0,-999.0,45.14,61.4,36.39,11.16,0.9,-999.0,19.0,91.75,48.77,10.36,0.07,20.82,17.47,26.84,20.27,88.36,-999.0,-999.0,0.01,1.27,1.07,30.24,58.27,0.16,22.96,0.46,10.26,-999.0,14.89,3.87,-999.0,2.1,6.96,55.0,0.0,4.16,-999.0,40.42,1.62,31.55,62.48,3.15,4.36,-999.0,0.01,2.63,1.62,-999.0
1944,-999.0,-999.0,-999.0,30.89,47.57,28.85,9.62,0.33,-999.0,24.0,92.76,41.59,7.13,0.0,12.72,11.63,14.95,12.71,77.94,-999.0,-999.0,0.01,2.44,1.31,14.52,48.63,0.2,16.66,0.23,6.06,-999.0,13.99,3.31,-999.0,4.29,4.46,47.22,0.0,0.64,-999.0,23.42,1.48,20.42,59.06,2.03,2.71,-999.0,0.14,3.6,0.63,-999.0
1945,0.0,-999.0,-999.0,35.68,38.05,29.39,15.5,0.28,-999.0,14.0,114.54,37.87,5.94,0.22,9.09,5.35,12.4,6.94,81.76,-999.0,-999.0,0.37,0.73,0.91,11.86,41.58,0.21,20.34,0.27,5.39,-999.0,10.35,3.74,-999.0,1.59,2.01,26.3,0.0,1.96,-999.0,34.9,1.65,16.08,54.52,2.75,1.22,-999.0,0.14,0.43,0.36,-999.0
1946,0.0,-999.0,-999.0,23.77,36.0,29.33,15.4,0.38,-999.0,9.0,82.41,27.51,5.16,0.96,8.23,6.24,18.09,2.94,72.6,-999.0,-999.0,0.01,1.27,1.4,17.55,36.8,0.18,13.22,0.62,5.37,-999.0,4.35,2.09,-999.0,0.53,1.28,42.37,0.0,0.47,-999.0,17.64,2.14,11.33,60.07,4.74,1.34,-999.0,0.14,1.13,0.36,-999.0
1947,0.0,-999.0,-999.0,28.22,45.26,28.03,12.34,0.47,-999.0,24.0,102.55,30.08,14.29,0.14,18.75,15.26,21.46,5.94,77.47,-999.0,-999.0,0.51,4.57,6.03,23.79,47.83,0.24,11.19,1.99,10.73,-999.0,10.35,3.7,-999.0,3.19,6.14,-999.0,0.0,2.13,-999.0,26.33,6.96,17.83,61.23,3.74,3.05,-999.0,0.13,7.94,0.98,-999.0
1948,0.0,-999.0,-999.0,23.94,31.77,33.14,12.41,0.18,-999.0,13.0,107.23,34.98,5.29,0.0,6.32,4.98,7.37,3.69,71.89,-999.0,-999.0,0.01,2.97,2.47,6.52,35.15,0.04,16.15,0.73,3.43,-999.0,9.78,10.46,-999.0,2.03,2.94,27.31,0.0,0.25,-999.0,27.88,1.57,15.7,57.39,2.73,1.79,-999.0,0.15,3.74,0.28,-999.0
1949,-999.0,-999.0,-999.0,39.71,39.77,38.37,14.06,0.16,-999.0,30.0,99.9,40.57,12.0,0.0,17.93,16.11,14.69,13.82,81.29,-999.0,-999.0,2.57,5.44,4.82,15.43,45.49,0.46,25.97,0.5,5.0,-999.0,23.89,2.95,-999.0,4.31,6.48,38.61,0.0,3.82,-999.0,41.67,3.99,25.09,56.01,3.86,4.77,-999.0,0.0,4.99,2.27,-999.0
1950,0.0,97.78,113.36,13.55,19.67,25.04,16.43,0.53,1.42,11.0,84.47,22.53,1.8,0.0,3.68,2.16,5.72,3.62,66.97,0.56,9.5,0.01,0.27,0.21,4.79,23.27,0.0,9.85,0.0,1.33,0.0,8.74,2.01,4.49,0.58,1.0,20.84,0.0,0.16,1.03,23.67,0.26,9.54,48.45,1.83,1.29,0.34,0.0,0.4,0.73,0.01
1951,0.0,98.48,-999.0,32.33,45.94,31.25,13.04,0.41,1.97,18.0,87.79,41.18,3.39,0.21,6.29,3.45,10.68,5.41,79.6,0.81,11.88,0.01,0.19,0.35,9.73,39.59,0.2,16.0,0.14,2.63,0.0,9.98,5.75,5.14,0.65,1.79,57.39,0.0,0.25,1.79,29.78,0.54,16.67,73.88,2.42,1.52,0.01,0.01,0.68,1.23,0.08
1952,0.0,66.59,148.06,39.31,45.78,45.39,15.99,0.55,4.4,30.0,99.69,50.2,9.14,0.0,18.69,17.12,26.56,24.68,66.85,4.97,22.41,0.39,2.95,1.45,23.37,49.56,0.0,20.47,0.12,7.76,0.13,19.08,3.87,4.78,2.76,7.23,63.08,0.0,4.83,5.97,38.61,1.78,27.76,61.17,3.18,5.62,1.15,0.14,2.76,3.86,0.04
1953,0.0,86.52,136.68,32.36,48.56,33.3,13.82,0.75,3.21,22.0,107.34,41.66,11.09,0.0,17.28,11.66,21.27,15.23,65.94,2.91,15.84,0.01,2.64,3.35,25.63,51.18,0.0,15.61,0.33,10.7,0.15,12.1,6.87,6.05,2.52,4.62,52.77,0.0,0.25,2.56,33.39,4.41,23.74,66.05,5.68,4.02,2.46,0.27,3.06,1.44,0.01
1954,0.0,80.79,139.18,27.83,61.78,38.62,14.28,1.8,1.51,12.0,100.82,43.28,10.15,0.13,18.35,9.67,33.63,12.14,76.71,0.67,9.5,0.01,0.11,1.14,37.65,62.55,0.15,12.69,0.28,9.76,0.0,5.67,9.55,5.29,0.57,2.41,81.77,0.0,0.08,0.66,31.2,2.89,24.9,75.27,5.28,2.1,0.01,0.01,1.79,0.87,1.13
1955,0.0,42.74,141.85,17.53,38.89,30.69,14.4,0.5,6.87,36.0,83.32,26.88,18.3,0.0,18.37,12.65,24.89,15.15,60.09,8.55,28.54,0.01,4.63,5.9,20.28,43.81,0.72,18.41,0.68,16.25,1.28,26.1,1.7,4.76,4.09,7.18,49.69,0.11,4.63,11.61,36.9,6.99,17.01,59.78,2.44,2.81,2.48,0.31,6.63,1.23,0.26
