Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1984,40.31,47.08,26.95,26.25,3.08,2.81,19.37,67.48,7.13
1985,51.54,69.79,49.65,44.27,7.95,5.49,23.44,85.03,9.3
1986,38.64,42.48,14.52,23.55,2.05,2.92,9.71,70.64,1.0
1987,37.94,36.46,19.16,16.87,1.29,3.06,19.79,45.62,8.49
1988,41.75,49.46,21.84,32.19,4.81,6.55,21.77,70.75,7.73
1989,55.59,60.06,24.58,36.63,8.39,8.55,19.41,84.69,8.41
1990,21.75,38.78,20.19,10.77,1.59,0.61,18.31,48.88,9.48
1991,31.5,47.22,15.33,23.72,1.41,1.36,19.62,73.0,4.23
1992,37.46,43.01,16.82,15.71,0.61,1.44,20.94,63.86,4.63
1993,42.83,64.25,33.57,31.86,1.95,3.23,18.56,77.71,9.35
1994,47.86,54.97,17.62,27.22,3.08,5.86,11.69,71.34,5.4
1995,47.71,59.04,14.11,37.79,2.8,4.94,10.12,87.45,1.98
1996,45.69,74.36,19.7,37.18,6.97,8.53,14.0,92.98,3.87
1997,37.76,58.61,15.11,27.28,3.27,3.54,21.36,77.97,3.9
1998,22.87,45.98,13.0,15.89,1.93,1.82,11.34,52.44,5.11
1999,34.42,31.04,9.92,20.41,1.96,3.29,7.53,52.34,2.31
2000,48.19,57.49,19.38,36.75,5.48,6.72,10.43,76.1,1.6
2001,34.34,53.0,21.57,22.41,2.24,1.91,16.11,64.28,5.01
2002,29.99,51.29,16.21,18.27,1.71,3.14,16.66,61.62,4.11
2003,55.57,56.0,9.52,35.5,2.97,5.91,11.2,78.7,2.32
2004,44.72,42.71,17.46,27.68,2.71,5.16,17.23,64.71,6.61
2005,47.25,47.67,22.12,28.76,1.58,4.61,13.17,77.54,5.29
2006,26.04,36.47,18.06,11.71,1.32,1.18,14.45,48.78,5.46
2007,49.42,58.28,22.93,32.04,2.71,2.65,23.95,82.77,6.1
2008,41.33,53.54,24.77,32.34,2.66,2.94,20.58,85.49,8.07
2009,47.91,59.02,27.63,32.72,2.56,5.22,18.49,77.75,6.26
2010,45.22,64.28,17.34,46.69,6.25,9.68,15.44,77.37,4.26
2011,39.66,55.24,21.09,26.73,4.52,3.21,20.6,73.26,3.56
2012,25.03,39.07,13.82,13.98,0.72,1.48,12.27,51.91,3.47
2013,43.97,60.03,27.7,33.12,3.05,3.41,27.14,89.5,11.94
2014,54.82,61.97,22.26,42.75,6.98,7.74,16.4,98.0,2.06
2015,51.12,47.93,17.28,32.56,4.15,7.0,16.42,70.93,5.1
2016,33.91,42.52,22.22,25.91,2.17,6.37,15.93,64.24,5.44
2017,39.29,51.53,29.84,21.18,2.44,3.9,12.38,67.66,4.37
2018,41.47,61.77,14.36,27.68,5.26,7.61,12.34,82.28,3.98
2019,45.74,72.94,25.33,29.15,2.1,2.19,21.42,85.35,5.58
2020,26.87,47.91,12.16,14.5,0.95,1.56,16.02,64.26,2.11
2021,39.52,42.47,15.72,23.71,4.32,1.58,11.8,62.92,3.75
2022,43.21,61.12,30.51,32.62,4.05,4.38,17.13,85.35,5.64
2023,20.44,52.75,16.9,8.99,0.89,0.79,18.36,54.09,6.71
2024,29.81,43.5,12.68,16.98,3.04,1.95,10.52,52.9,2.08
