Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1930,12.37,11.36,2.99,38.12,98.17,57.37,12.64,11.71,13.06
1931,20.49,16.81,2.06,52.31,103.25,62.12,15.93,22.05,19.01
1932,12.49,9.66,1.0,36.7,104.31,58.18,14.48,9.81,13.02
1933,16.94,13.36,1.37,45.62,117.17,65.37,15.97,15.25,14.81
1934,16.07,15.93,1.61,53.11,110.24,72.52,19.79,12.77,17.52
1935,18.47,14.96,1.64,44.05,102.86,58.71,15.94,18.11,21.25
1936,15.47,24.2,1.51,53.13,116.77,65.52,18.12,15.94,26.5
1937,20.33,16.26,1.6,43.54,109.1,61.75,17.14,19.84,23.24
1938,19.85,11.53,1.86,44.13,108.01,60.65,16.12,11.59,22.1
1939,19.49,11.31,2.52,47.08,115.75,70.92,14.34,12.01,22.5
1940,16.09,11.98,1.85,39.32,90.34,55.16,17.47,13.33,18.78
1941,17.1,12.44,2.53,49.95,120.18,71.56,13.12,17.56,15.54
1942,18.6,6.92,1.69,47.06,105.42,68.68,15.91,9.3,17.59
1943,19.93,10.78,0.84,51.14,109.42,67.83,19.82,12.66,16.01
1944,17.74,6.75,1.0,42.98,109.76,58.71,15.31,9.55,14.36
1945,17.39,6.72,1.15,29.43,102.97,64.85,15.23,7.07,21.47
1946,10.68,7.63,1.61,30.13,95.69,52.39,15.73,7.91,21.08
1947,23.21,11.12,0.87,46.13,104.12,65.85,16.27,19.07,19.94
1948,14.78,7.03,0.59,33.74,104.76,51.2,15.85,11.83,18.79
1949,25.98,9.49,1.15,48.31,109.81,69.45,17.4,17.65,20.66
1950,10.98,2.79,0.94,22.32,96.41,52.2,12.86,3.24,22.89
1951,12.03,5.09,1.14,27.18,104.02,54.54,17.44,4.12,21.38
1952,19.1,8.41,1.34,43.1,99.08,62.81,18.89,11.12,22.62
1953,15.76,10.04,0.93,41.03,105.19,55.5,18.32,13.03,20.0
1954,10.86,11.4,0.96,47.81,112.5,54.27,21.96,9.31,19.97
1955,25.46,13.78,1.36,43.79,101.5,63.39,16.02,20.9,19.98
1956,10.64,6.95,1.5,38.15,96.65,55.54,16.57,6.9,20.54
1957,15.1,10.0,0.42,37.62,102.63,58.43,17.82,10.87,20.49
1958,13.09,5.52,2.37,33.6,105.01,56.25,22.43,5.46,27.34
1959,26.24,10.07,1.34,47.89,113.83,69.17,19.22,18.35,24.21
1960,10.13,8.68,1.76,31.67,98.0,56.46,19.3,8.94,25.58
1961,17.82,7.37,3.2,34.66,89.4,52.92,17.44,10.44,25.97
1962,7.31,4.51,0.76,32.62,104.04,49.66,15.61,4.66,19.37
1963,9.25,10.75,0.79,29.85,98.52,39.51,19.59,8.3,19.55
1964,13.49,10.09,0.9,37.42,102.39,53.8,18.96,13.4,21.06
1965,13.41,5.1,1.46,31.2,103.69,57.21,13.91,5.89,17.38
1966,11.31,10.77,0.72,29.35,89.81,45.31,20.63,11.33,20.93
1967,11.06,2.92,1.87,22.15,82.19,35.98,17.16,4.43,27.2
1968,15.23,6.56,1.73,39.21,94.33,53.53,13.98,12.32,20.64
1969,17.99,7.64,1.17,35.64,94.22,57.1,20.12,9.7,23.7
1970,14.8,9.87,1.66,41.27,106.85,56.26,18.44,13.9,22.72
1971,14.7,6.14,2.06,34.06,103.85,56.44,17.63,8.68,23.85
1972,14.73,5.94,1.28,34.71,96.27,42.58,16.09,8.58,23.47
1973,22.21,8.09,1.31,41.05,105.2,58.14,16.12,15.17,21.5
1974,10.8,8.12,1.23,27.43,91.06,45.99,18.4,8.46,23.84
1975,17.09,10.26,2.12,40.68,104.1,55.67,14.84,12.81,19.9
1976,12.61,8.49,1.02,21.5,75.56,37.18,15.42,8.23,19.67
1977,18.79,7.44,2.14,44.11,111.11,59.44,20.32,9.97,23.42
1978,15.68,8.29,1.14,39.87,104.84,53.44,18.87,9.52,23.83
1979,18.24,5.5,1.33,33.55,94.26,49.42,17.01,6.33,19.97
1980,18.97,9.22,0.66,46.19,106.92,58.07,21.06,8.11,19.81
1981,14.1,7.2,1.07,35.44,97.61,55.05,22.11,6.43,25.82
1982,10.17,7.32,1.39,28.91,107.05,50.9,18.95,7.31,20.95
1983,16.97,16.41,1.23,45.84,96.46,51.38,19.22,19.62,22.63
1984,16.71,8.59,1.16,31.59,94.27,50.54,18.53,8.74,30.92
1985,12.85,5.46,1.77,27.7,106.69,49.77,17.71,6.0,22.6
1986,15.66,7.13,1.61,41.26,115.7,67.41,15.87,8.34,19.97
1987,19.93,10.6,1.41,45.12,102.12,67.5,15.14,16.14,20.75
1988,23.85,16.09,1.33,40.63,92.67,51.98,17.4,18.1,25.25
1989,17.65,9.91,1.02,35.94,100.86,63.01,15.63,9.16,20.89
1990,15.48,9.74,2.34,36.0,108.18,58.99,18.25,9.66,24.52
1991,19.05,10.83,1.68,53.05,124.33,72.82,15.06,16.65,22.66
1992,9.19,1.76,2.6,22.98,90.05,51.01,12.87,2.54,23.93
1993,16.59,4.91,0.44,44.85,103.6,60.65,15.39,8.74,17.81
1994,20.2,5.0,2.64,30.16,102.53,55.39,19.24,7.73,22.73
1995,22.18,11.68,1.03,47.28,105.85,64.2,13.44,20.52,19.74
1996,12.32,6.19,1.69,31.49,105.4,54.07,20.29,7.43,28.5
1997,11.23,8.66,1.13,32.14,96.39,43.17,17.2,8.57,28.22
1998,17.55,10.05,3.47,48.92,125.56,65.95,18.01,10.27,25.05
1999,21.79,9.73,1.45,39.67,102.24,55.18,18.1,14.38,17.51
2000,13.91,10.85,1.52,40.6,104.54,55.39,23.62,7.55,21.59
2001,16.2,14.77,1.99,41.68,104.45,50.82,21.77,16.33,27.74
2002,22.31,16.85,2.77,54.88,120.47,66.5,22.51,18.41,25.13
2003,20.43,10.56,3.16,30.03,105.29,59.91,24.48,8.28,27.07
2004,16.64,5.06,3.43,33.95,107.91,64.13,17.18,5.3,17.81
2005,28.54,13.05,1.45,51.19,108.77,69.03,18.52,17.66,21.89
2006,22.81,11.85,3.35,42.99,102.22,56.07,21.94,14.4,28.43
2007,18.27,16.39,3.01,46.48,112.38,59.96,21.99,13.03,25.51
2008,16.26,6.52,2.1,33.02,101.46,53.83,20.6,6.1,25.78
2009,12.97,3.42,2.26,26.77,104.42,57.75,19.08,4.25,26.78
2010,27.16,9.96,1.42,57.36,117.05,79.08,25.05,17.72,22.26
2011,22.68,12.23,0.98,50.44,110.18,69.49,25.92,16.11,22.51
2012,21.94,13.97,2.24,47.38,106.57,62.97,28.38,16.53,31.87
2013,26.62,10.18,3.07,40.2,106.33,62.95,24.89,15.23,30.51
2014,15.07,5.14,3.8,38.94,104.83,59.31,22.19,6.94,31.82
2015,19.86,7.58,4.36,43.62,120.66,72.57,23.71,10.58,34.18
2016,26.28,9.97,1.4,59.26,119.71,77.92,24.3,14.12,27.66
2017,17.18,7.9,2.71,37.07,110.65,67.3,23.08,6.65,32.65
2018,34.23,9.44,2.46,65.45,133.99,95.14,25.51,16.24,34.06
2019,21.07,9.07,1.77,51.19,123.22,75.54,19.83,10.45,28.07
2020,25.91,11.65,2.67,45.36,113.44,73.92,25.62,14.36,35.4
2021,29.2,12.14,7.53,54.25,115.34,69.21,24.29,16.21,36.31
2022,22.28,11.79,4.63,46.31,117.51,70.91,29.87,11.04,35.93
2023,20.46,8.46,3.62,33.9,113.73,54.39,23.84,7.96,28.48
2024,26.7,9.44,3.86,45.81,122.47,72.21,29.32,10.81,35.5
