Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
2008,1.3,6.16,10.02,1.5,16.5,13.11,30.13,0.06,47.56
2009,0.19,3.48,11.62,1.24,16.52,4.32,28.89,0.37,47.16
2010,4.54,6.43,6.52,6.81,38.05,21.02,33.0,0.24,38.28
2011,3.18,9.06,5.21,12.66,46.9,19.28,38.81,2.25,38.0
2012,2.92,21.98,10.85,19.96,27.55,13.72,41.54,4.66,47.95
2013,1.15,7.9,11.78,3.61,12.88,1.7,32.15,0.95,45.82
2014,0.47,3.55,11.38,1.93,9.9,6.44,26.96,0.01,45.5
2015,0.76,8.49,14.76,1.6,21.52,12.43,33.1,0.14,43.29
2016,2.57,9.34,9.71,3.19,23.33,15.74,36.1,0.3,42.9
2017,0.64,11.32,14.65,2.67,9.07,5.96,35.81,0.35,49.64
2018,2.31,7.27,11.99,5.22,18.15,7.67,39.98,1.31,48.54
2019,1.69,3.2,6.01,2.26,25.96,17.33,34.5,0.12,39.85
2020,1.79,9.52,10.75,1.59,12.34,6.45,47.26,0.92,58.19
2021,1.83,16.78,21.0,2.35,12.61,2.92,36.65,1.96,56.57
2022,1.98,17.41,17.51,8.07,29.31,9.64,40.53,1.38,55.77
2023,0.79,8.73,10.58,5.39,33.2,7.09,38.68,1.64,42.11
2024,2.89,10.98,16.32,5.79,29.39,12.07,45.17,0.15,60.22
