Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1950,0.01,0.51,1.22,0.02,0.81,0.78,9.85,0.03,26.05
1951,0.01,1.11,1.83,0.31,7.54,1.41,15.49,0.01,24.46
1952,0.31,3.52,1.44,4.35,12.97,8.15,13.63,0.01,22.86
1953,1.12,2.21,1.05,6.28,8.4,3.82,14.95,0.2,22.35
1954,0.5,5.26,0.65,10.47,23.77,9.15,12.62,0.08,21.04
1955,0.78,5.61,1.94,0.91,1.49,0.26,8.93,0.86,22.95
1956,0.01,2.49,1.84,1.57,8.88,1.38,13.27,0.14,21.44
1957,0.36,2.21,0.36,0.5,2.56,1.3,11.97,0.01,22.22
1958,0.01,1.81,2.72,0.03,0.94,0.31,14.75,0.06,25.61
1959,0.07,3.85,3.07,0.11,0.67,1.94,10.75,0.13,27.22
1960,0.01,4.18,4.16,0.43,1.7,0.14,15.73,0.02,30.74
1961,0.01,3.57,5.56,0.01,0.52,0.07,11.23,0.02,27.13
1962,0.06,0.48,1.32,1.03,4.18,0.29,11.96,0.0,21.86
1963,0.05,2.37,0.53,0.69,4.55,0.33,12.39,0.04,17.68
1964,0.08,3.49,0.98,1.25,4.98,0.55,10.7,0.26,20.01
1965,0.02,1.39,1.34,0.25,1.6,0.03,8.56,0.1,14.8
1966,0.7,3.36,1.2,2.53,3.72,0.77,10.3,0.26,23.26
1967,0.01,1.04,5.0,0.01,0.77,0.03,7.93,0.0,24.0
1968,0.01,1.4,2.77,0.02,1.39,1.73,9.53,0.01,19.37
1969,0.01,2.56,1.14,0.37,5.22,0.45,13.29,0.02,23.81
1970,0.01,3.5,2.55,1.0,4.04,1.22,12.71,0.03,23.92
1971,0.01,3.09,4.75,0.36,1.72,0.03,12.08,0.18,24.12
1972,0.01,0.57,2.88,0.27,1.65,0.03,10.35,0.01,22.45
1973,0.02,3.19,2.22,0.16,0.66,0.04,13.38,0.08,24.37
1974,0.01,4.02,1.84,1.01,1.64,0.07,14.01,0.24,22.97
1975,0.24,2.22,2.44,0.34,0.44,0.21,9.87,0.1,20.87
1976,0.01,4.16,0.7,0.32,1.14,0.26,9.75,0.77,18.25
1977,0.23,2.11,3.88,0.44,3.9,4.5,13.28,0.2,22.59
1978,0.05,2.5,2.52,0.69,6.49,0.36,16.52,0.06,26.29
1979,0.01,1.29,2.62,0.03,0.56,0.21,13.25,0.08,23.26
1980,0.29,4.86,0.95,7.65,18.11,4.43,19.19,0.14,23.12
1981,0.01,2.12,3.27,0.06,3.95,1.17,14.92,0.0,25.95
1982,0.02,1.17,1.19,0.18,1.23,0.07,9.97,0.04,15.74
1983,0.27,5.83,1.06,5.26,5.21,6.06,11.31,0.19,19.35
1984,0.01,2.26,1.29,0.81,2.03,0.19,9.85,0.08,24.49
1985,0.01,2.76,2.78,0.13,3.92,0.4,15.21,0.07,24.02
1986,0.07,0.86,1.71,0.67,5.05,4.09,11.77,0.0,21.5
1987,0.03,2.01,1.59,1.63,2.96,1.56,11.83,0.16,23.81
1988,1.15,9.08,2.94,6.67,3.65,2.46,12.28,3.64,27.8
1989,0.02,3.37,0.9,0.18,0.46,0.13,16.72,0.14,23.83
1990,0.09,2.86,3.91,0.96,6.02,1.8,14.03,0.18,22.65
1991,0.47,2.84,1.26,1.22,1.23,0.38,10.51,0.03,20.2
1992,0.01,0.2,4.32,0.01,0.27,0.56,11.3,0.0,21.4
1993,0.25,0.12,0.34,0.18,4.21,4.11,12.55,0.01,17.55
1994,0.07,0.71,4.08,0.07,0.99,0.09,20.48,0.02,24.99
1995,0.4,2.71,0.56,0.64,3.92,0.84,15.12,0.66,20.75
1996,0.02,0.81,3.51,0.04,1.28,0.39,15.86,0.0,30.87
1997,0.2,0.6,0.88,0.28,1.4,0.59,13.4,0.0,21.1
1998,0.03,2.05,4.62,0.3,9.72,1.69,14.43,0.01,23.29
1999,0.6,1.55,1.21,1.86,6.33,3.17,9.81,0.09,17.86
2000,0.01,3.59,1.94,1.55,12.45,0.69,18.69,0.04,23.19
2001,0.35,3.03,2.51,0.22,2.85,0.11,15.96,0.1,27.18
2002,0.2,5.74,3.41,0.32,1.25,2.57,19.79,0.01,25.59
2003,0.01,5.43,5.54,1.18,2.56,0.05,21.06,0.02,27.19
2004,0.01,1.03,2.37,0.02,0.66,0.16,11.8,0.0,21.92
2005,0.04,3.16,2.15,0.96,2.33,1.06,16.72,0.04,25.24
2006,0.09,5.87,4.51,1.27,7.34,0.85,15.62,0.4,29.28
2007,0.1,4.84,3.16,2.16,6.68,4.01,15.85,0.02,28.09
2008,0.04,1.03,2.52,0.07,2.51,1.44,12.46,0.01,26.03
2009,0.02,0.24,3.06,0.03,2.98,0.18,13.0,0.01,27.99
2010,0.75,1.15,0.84,1.12,7.01,2.81,13.58,0.0,23.3
2011,0.9,1.65,0.46,2.81,14.15,3.14,17.12,0.12,20.42
2012,0.64,6.8,2.25,9.03,9.47,3.85,17.65,0.82,26.67
2013,0.03,1.29,2.53,0.23,1.73,0.04,14.43,0.05,25.93
2014,0.01,0.67,3.13,0.24,1.13,0.21,11.58,0.0,25.41
2015,0.01,1.24,6.15,0.03,2.37,1.49,13.28,0.0,24.74
2016,0.1,1.75,1.7,0.13,1.95,1.29,15.35,0.01,24.49
2017,0.02,2.94,3.73,0.22,0.78,0.2,14.97,0.0,29.5
2018,0.05,1.52,3.39,0.22,1.72,0.31,16.5,0.08,30.06
2019,0.06,0.36,0.79,0.04,2.95,1.12,13.81,0.0,23.01
2020,0.05,1.59,2.85,0.03,0.9,0.32,21.83,0.03,34.9
2021,0.05,4.72,7.04,0.05,0.97,0.06,14.9,0.18,36.49
2022,0.09,4.86,5.62,1.34,6.69,0.44,16.4,0.09,35.1
2023,0.02,2.65,3.0,1.12,7.97,0.31,20.73,0.3,23.4
2024,0.2,2.85,5.49,0.34,4.19,1.21,21.98,0.0,39.6
