Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1930,11.93,28.79,19.19,41.91,72.05,51.38,40.33,15.1,44.77
1931,13.49,41.01,26.76,45.19,78.03,55.03,49.8,24.65,60.0
1932,7.38,25.73,16.72,30.07,70.02,45.23,41.8,10.01,54.71
1933,13.76,39.32,23.23,44.93,74.76,57.56,48.59,18.83,54.93
1934,12.08,42.66,22.4,52.4,74.61,42.89,61.27,20.64,62.91
1935,7.32,31.73,20.54,29.65,64.82,33.33,43.86,8.64,58.03
1936,12.21,52.75,20.96,61.69,85.65,53.22,55.07,22.37,67.47
1937,9.61,37.86,18.66,32.98,71.91,36.53,50.53,16.1,64.7
1938,7.47,28.2,23.04,30.22,72.47,35.33,45.04,5.99,56.75
1939,9.6,37.51,25.7,33.28,74.06,40.41,51.22,11.46,68.81
1940,6.9,35.05,25.51,30.1,53.01,33.64,52.27,8.31,63.93
1941,13.56,26.5,17.75,40.15,76.98,54.91,34.25,13.51,44.34
1942,6.76,16.63,23.74,23.35,62.87,41.0,45.84,3.62,59.07
1943,12.84,26.01,16.5,32.65,79.17,51.31,53.73,6.22,57.7
1944,18.93,14.26,17.99,40.7,77.31,48.04,45.51,9.15,53.71
1945,7.42,20.18,22.47,21.27,61.52,36.66,41.62,4.27,63.18
1946,5.61,21.8,16.89,20.41,47.58,22.66,48.85,4.41,57.65
1947,9.4,28.85,13.34,30.56,63.6,34.49,44.48,15.22,59.37
1948,8.65,25.02,11.94,22.21,69.69,35.17,52.58,12.26,49.68
1949,16.97,26.62,17.3,21.94,53.64,30.73,41.91,11.31,57.23
1950,3.19,11.75,17.66,4.71,43.33,26.16,42.77,1.83,64.96
1951,4.26,12.85,18.58,14.4,79.68,45.12,49.37,0.89,61.81
1952,14.48,27.65,19.32,41.52,86.12,48.61,53.09,7.25,60.69
1953,16.84,23.33,16.14,49.05,83.53,50.73,53.07,9.62,54.53
1954,7.3,25.37,11.71,45.94,100.02,61.18,56.65,4.57,55.88
1955,17.5,32.08,19.86,37.99,66.09,34.64,47.37,17.78,59.56
1956,5.21,23.12,17.07,23.97,75.34,44.72,57.23,5.22,54.98
1957,9.09,20.05,11.3,22.33,56.18,40.3,42.37,4.83,54.88
1958,2.27,20.41,30.8,9.51,61.2,31.98,53.96,3.76,64.32
1959,11.42,31.5,19.32,25.81,57.45,31.17,52.86,8.83,65.72
1960,2.44,28.33,22.7,19.08,65.03,33.52,57.35,4.87,68.48
1961,4.79,31.34,30.11,13.42,43.8,26.61,48.43,5.62,64.24
1962,4.42,11.36,14.49,18.33,76.18,30.74,49.87,2.25,57.63
1963,8.95,25.29,15.83,21.29,69.13,30.27,50.91,5.69,49.13
1964,9.05,25.78,12.53,30.81,59.75,22.5,51.64,13.66,55.28
1965,6.66,11.31,15.09,13.78,52.72,21.07,37.65,3.98,44.99
1966,11.04,25.51,18.48,22.72,46.51,29.86,48.82,9.55,60.57
1967,2.56,19.47,31.56,7.89,34.43,12.6,38.73,1.66,65.38
1968,7.6,17.75,18.09,18.99,52.63,34.57,39.9,5.83,52.91
1969,4.75,23.68,18.11,17.11,59.78,25.93,50.23,4.48,60.84
1970,6.25,33.4,26.47,18.78,62.6,35.51,48.61,7.35,64.16
1971,3.41,25.51,23.98,18.18,48.76,15.89,46.67,4.91,58.14
1972,3.6,17.03,19.77,18.67,60.86,18.52,42.88,3.77,58.28
1973,8.18,24.62,22.62,18.26,48.84,24.55,45.28,6.4,60.77
1974,3.98,26.65,22.69,14.41,41.17,15.43,51.45,7.21,65.08
1975,6.28,20.8,14.4,20.26,46.32,28.13,40.73,7.61,54.86
1976,3.84,28.23,11.48,15.01,39.52,22.51,42.86,11.17,49.62
1977,8.52,18.08,22.39,22.15,72.05,46.82,50.38,6.8,58.53
1978,4.77,23.79,16.51,22.5,69.96,30.77,53.1,5.56,56.42
1979,3.89,18.32,19.12,9.58,43.19,19.14,49.69,1.15,58.36
1980,8.73,28.85,10.71,35.04,87.58,53.69,53.28,6.58,52.2
1981,4.34,20.05,22.97,9.89,63.54,34.82,48.03,2.09,66.63
1982,3.53,17.6,15.6,9.08,54.22,17.3,41.95,2.66,44.79
1983,13.9,34.82,12.56,41.03,60.4,47.84,47.59,12.61,46.99
1984,4.18,25.16,15.96,19.32,50.01,22.98,44.92,4.54,62.43
1985,3.41,21.78,22.19,12.34,56.95,29.49,50.4,2.99,57.04
1986,4.53,16.51,23.08,17.88,71.53,49.24,42.05,4.15,54.48
1987,10.44,22.18,20.94,27.6,65.33,42.04,41.48,12.08,57.57
1988,20.08,40.83,25.86,42.4,62.55,42.45,48.66,26.77,68.36
1989,4.71,24.59,12.51,13.17,46.06,24.53,50.16,6.35,55.09
1990,3.96,25.44,26.23,17.14,76.5,38.46,46.95,2.72,57.25
1991,12.33,24.46,20.24,29.24,56.21,34.38,38.29,7.03,61.15
1992,2.16,8.67,23.67,4.81,34.98,20.15,37.97,0.98,61.26
1993,10.76,5.42,8.17,17.59,67.78,48.72,38.86,1.28,47.31
1994,6.46,18.21,24.77,14.92,38.59,19.52,57.85,2.67,61.59
1995,11.53,20.91,13.77,24.29,64.01,31.38,47.83,9.41,50.79
1996,2.02,15.73,22.41,11.32,48.53,23.36,54.55,2.65,66.74
1997,6.01,15.33,13.16,13.6,53.59,28.73,46.42,2.42,55.82
1998,4.13,23.18,27.37,18.04,84.54,45.51,49.47,3.99,49.91
1999,13.25,17.49,17.92,27.64,61.36,36.57,40.21,6.84,50.75
2000,2.03,28.67,19.26,13.22,69.53,27.1,63.46,1.92,58.26
2001,7.9,28.14,22.6,16.92,46.0,19.4,57.46,9.85,69.71
2002,16.75,30.38,20.47,29.88,58.61,47.34,62.2,8.74,63.86
2003,3.65,30.34,32.47,13.65,39.16,16.79,60.3,5.09,66.28
2004,1.42,13.18,22.19,4.11,39.36,21.89,44.46,0.93,58.13
2005,10.21,25.84,20.83,27.81,65.54,32.75,48.67,9.37,53.65
2006,7.76,31.05,28.15,20.71,71.73,32.98,48.89,8.82,62.33
2007,9.72,29.45,24.32,25.97,63.07,48.03,55.61,6.69,64.47
2008,5.79,15.42,20.89,9.57,51.41,33.76,48.24,0.99,69.12
2009,2.87,12.37,24.8,7.38,47.46,21.99,45.91,1.79,65.59
2010,14.13,17.97,15.08,26.48,84.26,56.06,53.37,3.59,57.1
2011,9.21,21.18,15.7,30.12,83.94,48.57,57.52,7.46,57.07
2012,10.11,39.15,22.05,40.05,61.78,31.67,64.44,13.62,71.32
2013,7.07,20.84,25.6,14.06,46.24,12.54,52.37,5.96,66.03
2014,2.93,12.17,21.71,8.85,45.8,24.09,45.18,0.37,67.08
2015,5.39,21.32,26.39,11.84,61.51,33.44,52.62,1.8,66.06
2016,11.08,22.1,20.97,19.92,72.1,44.43,55.07,3.83,62.1
2017,4.93,25.87,30.9,13.44,44.49,26.31,57.07,2.92,68.9
2018,10.55,19.92,23.83,25.72,67.8,37.01,63.67,6.76,65.12
2019,7.62,11.31,15.1,17.42,70.48,50.03,52.6,1.83,59.69
2020,10.06,25.66,22.27,15.27,52.24,28.4,69.39,5.95,81.27
2021,8.28,35.74,35.93,14.35,47.11,25.99,57.89,8.27,74.12
2022,9.31,33.73,33.22,21.12,68.44,34.65,61.69,5.67,74.43
2023,4.67,19.94,23.14,15.95,71.32,28.86,55.19,6.81,61.63
2024,9.53,24.58,29.07,21.45,70.03,33.93,66.37,2.1,78.64
