Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1950,-999,-999,-999,15.71,16.01,13.44,19.04,0.59,1.42,6.19,83.5,25.99,1.73,0.21,4.24,2.69,5.82,4.57,62.32,0.56,9.53,0.03,0.27,0.18,5.64,33.05,0.02,13.18,0.01,1.13,0.0,9.17,1.63,4.49,0.6,1.09,17.07,0.13,0.79,1.03,25.94,0.19,8.32,46.52,1.18,8.02,0.34,0.07,0.35,1.75,0.01
1951,-999,-999,-999,43.26,39.19,19.35,16.94,0.62,1.97,10.06,90.11,40.0,3.36,0.43,6.86,3.54,11.41,11.05,81.15,0.81,11.93,0.03,0.23,0.32,11.73,53.71,0.22,17.48,0.19,2.64,0.0,9.6,8.52,5.14,0.82,2.0,44.05,0.05,0.64,1.79,35.53,0.5,16.63,69.61,2.56,11.6,0.01,0.1,0.61,1.77,0.08
1952,-999,-999,-999,47.1,38.38,25.76,18.97,0.54,4.4,22.84,103.13,48.49,9.17,0.26,19.81,16.89,27.31,23.79,65.15,4.98,22.47,0.33,2.39,1.27,23.98,54.18,0.09,26.02,0.05,6.66,0.13,17.2,4.82,4.78,2.78,8.81,53.25,0.21,4.24,5.97,45.41,1.58,26.76,59.4,2.25,16.81,1.15,0.34,2.08,6.09,0.04
1953,-999,-999,-999,39.88,41.95,20.66,16.38,0.7,3.21,16.55,110.67,45.57,11.63,0.19,18.2,11.6,22.1,19.11,72.79,2.9,15.9,0.05,2.12,3.55,26.41,55.45,0.12,18.94,0.27,9.74,0.15,11.42,7.02,6.05,2.5,5.54,46.6,0.09,1.85,2.56,37.79,3.72,23.75,65.79,3.37,14.11,2.46,0.14,2.96,2.21,0.01
1954,-999,-999,-999,49.36,53.2,24.78,17.58,1.84,1.51,7.91,103.33,41.6,10.37,0.44,20.26,9.36,35.68,19.6,76.07,0.67,9.53,0.02,0.34,1.11,35.07,60.16,0.31,14.93,0.32,8.84,0.0,5.82,7.12,5.29,0.65,3.46,62.16,0.08,0.67,0.66,32.79,2.69,26.92,70.09,4.46,9.33,0.01,0.08,1.31,1.09,1.22
1955,-999,-999,-999,29.44,33.73,19.22,17.45,0.36,6.87,33.1,85.68,31.6,18.72,0.26,20.49,13.96,24.99,16.24,59.16,8.54,28.62,0.1,3.83,5.76,18.27,43.59,0.36,22.78,0.48,14.99,1.28,23.44,1.41,4.76,4.62,8.83,36.41,0.26,5.26,11.61,36.74,5.34,17.16,58.05,3.22,17.26,2.48,0.27,5.85,4.34,0.28
1956,-999,-999,-999,22.78,29.49,21.16,17.96,0.11,1.28,8.67,73.87,25.77,6.04,0.16,9.43,5.97,22.92,10.07,46.33,0.88,11.67,0.01,0.53,0.72,17.46,33.31,0.13,14.25,0.09,3.54,0.22,5.84,2.96,4.75,0.79,2.83,45.52,0.43,0.66,1.42,24.91,0.74,14.81,60.55,2.9,9.24,0.01,0.38,0.5,1.07,0.04
1957,-999,-999,-999,31.41,33.58,25.0,17.56,0.2,2.39,13.09,104.15,31.09,10.89,0.09,14.32,4.97,19.81,9.66,71.41,2.97,16.19,0.01,1.21,1.7,18.07,45.97,0.13,13.84,0.43,6.28,0.03,8.1,5.73,5.23,1.44,2.67,40.11,0.04,1.52,1.4,27.65,2.64,14.36,57.88,3.21,12.94,0.59,0.11,1.25,1.35,0.08
1958,-999,-999,-999,36.77,37.57,34.26,20.68,0.48,1.78,12.77,107.35,36.38,2.82,0.2,6.9,3.64,11.87,10.69,85.09,1.14,13.44,0.01,0.6,0.73,11.22,49.14,0.09,21.04,0.14,2.39,0.56,7.09,5.33,6.15,1.07,1.22,34.5,0.29,0.48,1.77,39.59,1.4,16.39,66.03,3.31,12.74,0.55,0.83,0.5,1.1,0.06
1959,-999,-999,-999,32.9,29.24,28.07,21.07,0.31,6.17,25.73,115.88,37.5,10.71,0.42,17.4,12.98,16.62,12.44,70.91,4.88,30.51,0.01,4.76,2.69,14.19,35.74,0.23,22.68,0.56,5.53,1.04,19.4,2.84,5.66,4.8,6.79,34.07,0.39,4.3,8.2,31.86,2.74,15.13,54.89,3.93,20.74,3.05,0.3,3.85,2.67,0.04
