Year,CONUS
1950,0.76
1951,1.02
1952,1.25
1953,1.29
1954,1.5
1955,0.85
1956,1.08
1957,1.14
1958,1.36
1959,1.26
1960,1.26
1961,1.19
1962,0.99
1963,1.04
1964,1.12
1965,0.69
1966,1.17
1967,1.11
1968,0.77
1969,1.71
1970,1.52
1971,1.21
1972,1.12
1973,1.0
1974,1.1
1975,0.94
1976,0.78
1977,1.4
1978,1.33
1979,0.83
1980,1.99
1981,1.68
1982,1.1
1983,1.25
1984,1.23
1985,1.24
1986,1.2
1987,1.04
1988,1.43
1989,1.27
1990,1.36
1991,0.94
1992,1.17
1993,1.02
1994,1.64
1995,1.54
1996,1.68
1997,1.34
1998,2.39
1999,1.47
2000,1.75
2001,1.65
2002,1.51
2003,1.61
2004,1.24
2005,1.59
2006,2.17
2007,1.93
2008,1.5
2009,1.81
2010,2.27
2011,3.4
2012,2.01
2013,1.75
2014,1.44
2015,1.96
2016,2.31
2017,1.97
2018,2.15
2019,2.13
2020,2.58
2021,2.31
2022,3.13
2023,4.23
2024,3.66
