Year,AK,HI,PR,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1950,124.27,-999,-999,5.56,13.54,29.27,9.88,94.47,52.63,22.49,0.51,3.67,99.66,60.67,64.43,55.95,62.65,32.6,1.25,52.11,25.48,95.46,96.17,132.77,51.45,3.95,101.2,13.66,140.57,92.95,95.22,34.62,51.6,46.35,79.11,56.93,35.46,29.49,59.98,42.87,5.39,117.64,19.26,12.07,59.24,24.84,88.24,33.22,114.43,40.63,105.74
1951,127.46,-999,-999,9.45,19.97,33.16,11.06,109.28,50.78,25.34,0.86,6.52,89.89,80.26,54.19,49.45,62.09,30.58,4.79,50.55,26.8,85.43,79.93,122.11,47.03,9.14,121.11,17.5,136.26,96.36,88.95,33.04,58.84,59.52,68.96,50.2,32.6,25.12,56.83,37.09,9.49,118.37,21.2,16.15,77.29,26.97,77.78,33.39,104.28,42.56,126.26
1952,123.53,-999,-999,2.52,6.49,36.29,13.1,110.62,39.88,6.6,0.0,1.59,67.55,87.47,31.76,28.63,49.64,11.95,0.21,43.39,11.29,86.18,68.59,113.09,26.95,1.32,108.2,8.57,129.58,80.74,87.08,22.24,56.94,66.65,60.84,30.5,19.56,29.2,43.33,31.54,3.41,110.12,10.36,5.84,79.82,12.31,69.55,28.67,93.91,26.68,121.2
1953,121.65,-999,-999,3.35,8.1,36.2,7.91,96.56,32.79,5.58,0.07,2.6,64.9,45.89,32.62,30.75,31.22,13.63,0.41,35.39,10.08,69.16,55.82,104.97,23.31,2.81,76.84,9.71,109.68,59.7,72.59,21.32,57.13,58.74,51.07,29.36,12.08,11.11,32.53,26.52,3.26,88.53,10.87,7.14,61.4,12.85,58.31,8.17,79.97,31.15,95.63
1954,136.09,-999,-999,2.22,8.47,24.19,10.06,90.6,44.47,19.83,0.12,2.0,63.66,64.27,31.65,30.76,42.57,16.77,0.57,49.53,23.9,87.53,68.4,99.38,29.01,1.5,88.7,15.61,99.93,63.81,90.97,37.64,45.79,65.53,71.93,34.99,23.89,23.51,51.73,36.79,3.98,85.06,11.94,6.43,64.72,22.9,87.72,24.19,85.27,34.93,96.72
1955,139.25,-999,-999,9.18,16.12,41.22,15.44,114.44,59.65,29.41,0.27,5.75,94.11,90.29,58.02,56.98,66.74,34.96,1.51,64.28,32.89,98.71,83.19,128.86,48.33,7.86,118.8,21.89,137.71,101.77,99.49,44.07,62.02,83.39,83.19,51.05,37.18,31.22,62.41,53.15,9.32,118.75,23.6,10.75,90.63,34.21,95.13,43.41,109.1,54.12,126.04
1956,144.05,-999,-999,3.37,7.81,42.57,13.22,110.34,49.48,18.31,0.23,1.95,82.86,75.68,41.88,38.44,53.94,16.53,0.3,52.93,19.22,101.82,82.62,120.45,37.85,3.01,97.22,9.3,127.51,82.41,97.98,30.34,65.96,74.63,78.56,40.12,25.49,29.91,51.65,38.14,3.26,102.97,10.3,8.4,83.94,18.24,89.65,36.22,104.78,34.33,111.29
1957,109.02,-999,-999,5.02,7.57,19.54,11.17,96.56,47.64,17.19,0.86,5.49,71.03,69.39,38.11,39.28,42.64,17.73,1.48,50.23,20.04,89.63,80.73,112.37,31.9,3.89,93.03,10.93,119.29,77.53,90.69,30.01,37.66,62.39,68.65,40.78,19.1,28.85,47.3,40.45,6.32,97.11,10.57,6.01,63.96,17.82,83.89,32.09,96.36,32.8,103.15
1958,123.79,-999,-999,15.36,18.66,20.68,6.24,99.51,63.05,43.16,1.29,11.56,71.92,56.52,53.7,57.85,55.09,47.9,2.31,63.07,43.13,82.42,78.73,103.25,47.22,11.23,88.88,29.55,116.46,82.57,91.47,50.34,51.22,59.07,79.32,57.11,29.22,14.08,65.4,55.26,17.5,99.07,36.53,8.73,65.98,39.85,83.49,13.43,90.46,55.89,103.59
1959,130.02,-999,-999,9.18,18.1,29.78,10.89,105.53,57.74,24.42,0.74,7.77,79.35,72.68,47.59,46.39,52.99,29.6,1.95,61.75,29.2,101.76,84.97,114.73,42.5,8.07,92.54,16.37,120.78,82.36,98.05,40.84,58.9,72.63,82.53,48.44,29.44,23.81,59.46,51.49,9.31,99.76,23.49,11.74,72.09,27.21,90.1,26.57,102.79,44.45,112.51
1960,121.22,-999,-999,11.81,17.81,38.77,9.47,107.59,67.84,33.07,0.9,11.17,95.64,76.8,66.54,67.91,62.54,44.65,2.08,64.07,40.56,96.54,87.91,120.88,55.69,9.55,98.87,28.51,130.4,93.27,100.61,47.63,56.94,65.54,87.91,67.67,32.3,30.33,73.13,53.92,16.61,110.29,30.52,10.36,75.55,43.72,92.16,35.05,108.14,58.84,107.1
1961,131.95,-999,-999,7.61,15.73,31.55,9.08,105.45,57.66,28.39,0.59,5.18,68.98,67.39,41.44,40.95,48.44,27.09,1.39,62.06,31.15,97.99,67.65,103.85,37.52,7.54,90.93,18.54,121.47,80.4,91.12,40.03,48.66,67.07,73.06,44.53,26.43,19.46,55.27,45.0,7.25,96.58,21.33,9.01,77.88,29.02,80.16,25.69,85.39,39.98,104.74
1962,119.65,-999,-999,10.54,14.15,29.36,11.25,96.9,67.14,35.01,2.27,7.61,81.22,67.87,56.13,53.54,52.5,30.27,6.94,71.61,34.13,102.25,83.91,103.1,49.3,8.97,78.55,17.91,109.96,77.79,100.81,46.82,43.7,68.22,87.82,56.54,32.3,25.51,70.28,57.74,8.89,91.56,19.96,13.45,72.41,30.7,92.42,26.03,94.0,44.63,95.27
1963,116.95,-999,-999,19.55,31.79,33.84,10.67,97.11,65.95,41.52,0.81,12.38,78.77,68.37,63.54,64.28,59.71,48.08,9.89,69.85,44.53,101.8,87.13,103.68,56.04,20.32,84.88,31.71,113.84,77.84,97.92,53.21,60.67,62.42,82.54,62.96,43.17,26.58,68.1,54.09,15.71,89.59,44.65,17.94,77.86,42.81,97.48,27.8,96.29,56.35,97.83
1964,135.62,-999,-999,9.09,19.53,47.89,11.93,117.9,53.79,25.13,0.68,6.09,80.37,87.91,49.68,55.15,56.65,33.7,3.44,60.26,27.7,102.63,81.6,115.71,42.94,11.05,104.22,15.96,129.71,95.6,97.68,39.17,69.47,74.8,80.34,53.45,29.82,27.59,62.58,46.06,7.16,111.21,25.33,11.09,90.44,26.34,92.1,30.49,99.57,48.29,126.42
1965,124.17,-999,-999,9.54,14.25,25.53,9.39,96.42,54.57,29.0,0.65,6.62,83.23,64.44,51.11,48.4,53.71,33.22,1.49,63.77,31.98,107.92,74.77,117.34,43.19,10.33,97.27,20.08,126.28,85.53,101.56,42.82,48.61,56.29,78.84,47.11,29.12,20.01,59.37,53.92,5.86,103.37,23.44,7.68,61.42,31.49,92.87,23.89,94.88,47.72,105.64
1966,135.07,-999,-999,9.26,17.45,31.15,9.59,106.02,51.83,30.13,1.16,7.79,83.47,68.75,53.3,53.68,61.53,37.96,3.02,60.14,33.39,93.93,80.42,112.43,52.84,10.07,101.26,19.6,129.78,88.86,96.39,41.95,65.96,64.73,76.33,53.36,35.43,17.62,62.47,43.34,10.08,103.11,26.32,16.52,79.0,36.64,91.79,18.87,94.27,54.75,112.0
1967,120.25,-999,-999,4.83,14.94,30.42,11.54,101.44,53.21,27.98,0.27,4.47,75.04,64.59,48.68,53.36,49.35,35.41,0.48,63.99,28.17,113.91,79.17,115.21,40.21,7.3,94.52,15.19,125.11,81.75,107.08,40.7,61.19,62.12,79.09,53.63,25.3,17.18,57.82,48.66,4.39,98.93,22.37,9.75,78.63,32.41,88.99,19.83,97.3,46.26,103.95
1968,132.99,-999,-999,11.79,17.61,27.38,11.27,110.84,65.64,41.42,0.4,8.68,76.28,69.31,54.56,58.48,58.42,45.27,1.36,70.16,39.73,98.82,78.79,102.74,50.09,12.12,90.8,28.06,110.63,82.81,97.56,52.17,56.08,57.98,80.68,62.58,30.82,19.38,67.46,58.81,11.57,97.06,36.97,8.01,72.7,46.7,87.87,25.07,89.02,61.06,114.11
1969,116.67,-999,-999,6.65,9.54,20.86,11.45,100.48,59.76,26.25,0.29,6.0,86.8,77.9,52.88,56.9,46.02,33.12,0.89,64.81,30.15,102.52,85.61,116.76,40.72,7.01,109.58,20.33,125.7,86.3,104.6,41.87,52.34,61.04,89.22,61.55,19.85,29.95,67.77,53.21,9.12,107.16,23.47,6.7,71.84,36.89,94.29,37.06,105.5,60.91,112.41
1970,118.33,-999,-999,12.96,19.62,30.65,8.02,106.5,71.72,37.12,1.81,12.52,82.01,61.46,56.14,56.1,57.48,34.95,3.33,81.1,36.64,107.29,91.54,124.64,47.34,12.62,103.08,26.21,131.51,89.96,110.48,47.42,59.32,59.43,91.87,58.59,30.56,20.25,66.5,67.9,15.79,107.61,27.27,9.5,69.31,35.12,102.16,29.58,102.64,45.04,115.51
1971,135.45,-999,-999,7.33,11.83,37.96,14.47,102.04,48.85,26.24,0.95,6.73,75.05,73.8,45.9,48.18,45.95,27.57,1.17,61.86,26.92,112.73,85.0,115.4,38.05,6.44,98.57,15.36,123.59,79.27,104.47,35.5,60.93,70.14,81.91,48.78,23.67,27.21,57.12,45.0,6.55,104.73,21.35,8.68,78.4,28.77,95.77,34.94,100.17,46.2,110.35
1972,143.23,-999,-999,5.69,13.56,32.48,14.4,98.99,56.92,23.17,0.19,4.26,85.63,65.91,53.2,48.34,55.48,26.4,2.6,60.71,20.09,118.63,89.77,123.01,42.03,7.23,93.47,12.68,125.16,82.45,107.39,34.2,60.43,59.09,86.75,48.62,34.09,31.12,55.13,46.7,6.04,103.44,18.04,13.24,65.87,22.63,94.82,35.55,108.72,38.98,99.97
