Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1950,12.77,25.03,33.04,26.37,91.1,62.04,66.18,10.01,87.72
1951,16.73,22.91,32.69,43.67,114.55,78.09,71.58,7.01,85.1
1952,29.91,45.04,34.84,71.96,118.39,83.8,76.18,24.43,85.99
1953,30.57,42.18,29.66,80.19,122.83,84.64,77.42,21.85,78.05
1954,16.88,41.42,21.38,72.38,128.66,95.63,78.81,15.6,81.73
1955,34.93,49.74,31.78,68.53,120.82,67.94,69.05,34.83,81.26
1956,15.0,42.53,32.29,55.92,116.43,74.48,83.3,12.42,80.61
1957,22.86,34.95,26.45,48.23,101.33,78.59,61.98,15.96,78.24
1958,11.86,36.75,48.67,36.29,106.28,66.8,76.02,13.17,89.64
1959,32.35,49.04,31.3,68.45,110.75,72.17,75.29,28.36,90.37
1960,12.47,43.64,36.65,46.29,108.12,68.71,80.06,15.79,94.38
1961,19.41,50.78,45.17,44.38,93.38,62.7,70.6,20.37,86.1
1962,15.98,26.39,27.12,53.66,122.39,67.8,75.66,11.15,84.09
1963,19.16,44.48,30.55,51.44,118.17,63.55,75.48,21.66,75.34
1964,22.7,40.08,22.17,60.15,102.35,60.14,71.26,27.45,81.16
1965,20.39,23.42,24.87,43.59,106.57,65.45,57.33,10.75,70.77
1966,26.01,44.21,33.44,49.18,89.27,59.64,70.96,24.13,88.76
1967,10.51,38.06,50.26,30.74,84.12,45.1,60.26,9.01,88.22
1968,20.31,31.62,29.19,46.38,98.05,63.54,60.15,17.16,78.67
1969,17.18,39.91,33.91,47.46,101.92,59.81,70.01,17.93,85.18
1970,20.69,52.58,40.63,51.07,110.16,77.77,67.53,27.73,87.21
1971,15.94,41.58,34.82,48.84,103.4,54.39,66.2,17.32,80.61
1972,12.22,32.15,33.81,44.39,107.52,50.76,63.51,15.0,82.63
1973,22.9,39.81,37.31,46.74,103.24,63.24,66.66,18.62,86.43
1974,13.61,40.68,39.2,34.17,88.7,51.28,73.76,16.18,91.61
1975,19.46,34.75,27.4,53.01,98.78,64.17,62.51,24.34,77.01
1976,14.71,45.61,21.59,37.85,81.57,54.95,64.34,30.05,71.96
1977,20.18,34.48,36.64,54.57,115.62,79.41,72.44,19.88,83.23
1978,18.44,39.22,26.82,52.81,112.5,70.49,74.68,18.75,79.98
1979,15.62,35.66,35.71,36.13,87.86,45.46,71.12,9.23,85.13
1980,23.37,45.8,21.13,64.62,119.45,84.14,76.01,21.05,77.5
1981,12.82,38.31,36.94,35.0,104.85,66.45,70.05,9.26,93.13
1982,12.48,32.02,28.27,32.38,102.22,54.68,62.38,9.83,70.25
1983,31.51,49.15,23.41,69.73,95.67,75.0,67.28,32.59,70.1
1984,16.1,42.74,29.0,48.78,98.12,59.54,66.3,15.46,86.14
1985,13.1,36.74,35.93,37.74,100.44,64.4,69.54,10.21,80.21
1986,14.55,31.8,38.29,48.63,115.45,82.38,65.15,12.63,79.91
1987,24.36,39.8,38.57,63.93,110.64,77.26,63.85,28.35,87.78
