Year,Northeast,Northern Rockies and Plains,Northwest,Ohio Valley,South,Southeast,Southwest,Upper Midwest,West
1950,0.12,0.02,0.14,0.07,0.43,0.18,0.0,0.07,0.45
1951,0.01,0.01,0.11,0.11,0.37,0.11,0.05,0.03,0.17
1952,0.1,0.04,0.03,0.03,0.16,0.11,0.01,0.03,0.24
1953,0.05,0.01,0.12,0.02,0.52,0.18,0.0,0.05,0.09
1954,0.23,0.01,0.09,0.07,0.24,0.3,0.04,0.04,0.2
1955,0.3,0.01,0.17,0.06,0.4,0.4,0.03,0.05,0.52
1956,0.04,0.02,0.07,0.07,0.37,0.14,0.0,0.04,0.26
1957,0.01,0.03,0.05,0.16,0.48,0.16,0.02,0.07,0.13
1958,0.06,0.02,0.04,0.12,0.25,0.24,0.03,0.05,0.12
1959,0.08,0.0,0.11,0.07,0.33,0.36,0.02,0.08,0.16
1960,0.16,0.01,0.08,0.04,0.28,0.29,0.04,0.04,0.12
1961,0.03,0.01,0.23,0.2,0.51,0.15,0.0,0.02,0.06
1962,0.05,0.01,0.07,0.04,0.25,0.16,0.01,0.04,0.46
1963,0.0,0.04,0.03,0.07,0.24,0.23,0.01,0.03,0.4
1964,0.01,0.03,0.18,0.16,0.65,0.64,0.01,0.03,0.31
1965,0.02,0.02,0.12,0.11,0.35,0.19,0.02,0.03,0.13
1966,0.07,0.04,0.02,0.06,0.36,0.21,0.04,0.03,0.31
1967,0.06,0.02,0.03,0.07,0.34,0.17,0.01,0.01,0.17
1968,0.05,0.04,0.08,0.1,0.24,0.12,0.02,0.05,0.08
1969,0.19,0.02,0.04,0.19,0.52,0.29,0.03,0.02,0.5
1970,0.05,0.01,0.03,0.08,0.42,0.18,0.04,0.03,0.22
1971,0.15,0.03,0.06,0.05,0.29,0.21,0.01,0.01,0.07
1972,0.19,0.02,0.13,0.06,0.4,0.34,0.0,0.08,0.05
1973,0.1,0.04,0.07,0.19,0.64,0.36,0.0,0.05,0.18
1974,0.02,0.02,0.07,0.07,0.47,0.08,0.01,0.03,0.17
